id,technology,operator,name,address,commune,commune_ar,commune_code,wilaya_code,lat,lng,source
djezzy-e652571c78,5G,djezzy,Sarkina,Constantine,,,,25,34.65177,6.651979,https://www.djezzy5g.dz/map.html
djezzy-9de1425077,5G,djezzy,Freres Arafa,Constantine,,,,25,35.102019,6.59267,https://www.djezzy5g.dz/map.html
djezzy-8297e72d8e,5G,djezzy,Cite des Martyres,Constantine,,,,25,32.47098,6.60194,https://www.djezzy5g.dz/map.html
djezzy-ef144841fe,5G,djezzy,Cite laurier Rose SMK,Constantine,,,,25,36.36645,6.64041,https://www.djezzy5g.dz/map.html
djezzy-32aefc70ba,5G,djezzy, Onama,Constantine,,,,25,36.03653,6.648874,https://www.djezzy5g.dz/map.html
djezzy-b751f2a9bb,5G,djezzy,Cite Belhadj site 2,Constantine,,,,25,34.65177,6.6082,https://www.djezzy5g.dz/map.html
djezzy-56ad53b60f,5G,djezzy,EL MOUNCHAR_T,Constantine,,,,25,35.702,6.594831,https://www.djezzy5g.dz/map.html
djezzy-6eb33244ce,5G,djezzy,El Hadhaba,Constantine,,,,25,35.42816,6.59822,https://www.djezzy5g.dz/map.html
djezzy-772c2ced10,5G,djezzy,Mensoura ,Constantine,,,,25,36.365775,6.632385,https://www.djezzy5g.dz/map.html
djezzy-f979c48634,5G,djezzy,RN27 Bled Cherchar,Constantine,,,,25,36.49751,6.593681,https://www.djezzy5g.dz/map.html
djezzy-b76110cab8,5G,djezzy,Cite Djerick,Constantine,,,,25,36.3183,6.62774,https://www.djezzy5g.dz/map.html
djezzy-20fa079a1c,5G,djezzy,Freres Ferrad,Constantine,,,,25,36.27184,6.62325,https://www.djezzy5g.dz/map.html
djezzy-b9714eef90,5G,djezzy,Route de Ain Semmara,Constantine,,,,25,36.295444,6.560056,https://www.djezzy5g.dz/map.html
djezzy-899ff9f15e,5G,djezzy,COJAAL Camp 4,Constantine,,,,25,36.149191,6.64394,https://www.djezzy5g.dz/map.html
djezzy-1287c23d9e,5G,djezzy,V_CITE MENTOURI,Constantine,,,,25,36.3572,6.6397,https://www.djezzy5g.dz/map.html
djezzy-c0af143d39,5G,djezzy,"Complexe Sportif 17 Juin,",Constantine,,,,25,36.34871,6.62778,https://www.djezzy5g.dz/map.html
djezzy-b2b0712218,5G,djezzy,Vieille ville,Constantine,,,,25,36.3667,6.60997,https://www.djezzy5g.dz/map.html
djezzy-3010100ebc,5G,djezzy,Universite_Islamique_DCS_T,Constantine,,,,25,36.34578,6.60165,https://www.djezzy5g.dz/map.html
djezzy-343a8be728,5G,djezzy,Zone industrielle,Constantine,,,,25,36.33,6.5911,https://www.djezzy5g.dz/map.html
djezzy-596c9e074b,5G,djezzy,Zenith Constantine,Constantine,,,,25,36.297895,6.62255,https://www.djezzy5g.dz/map.html
djezzy-dd139985ac,5G,djezzy,V_BELLE_VUE_T,Constantine,,,,25,36.358,6.6048,https://www.djezzy5g.dz/map.html
djezzy-3147b27e89,5G,djezzy,La Zone palma_site 2,Constantine,,,,25,36.3445,6.6079,https://www.djezzy5g.dz/map.html
djezzy-2933f8b98a,5G,djezzy,GARE,Constantine,,,,25,36.3687,6.62011,https://www.djezzy5g.dz/map.html
djezzy-be39f1e816,5G,djezzy,SONELGAZ,Constantine,,,,25,36.33582,6.58952,https://www.djezzy5g.dz/map.html
djezzy-46af680869,5G,djezzy,Faculté Tidjani Haddam,Constantine,,,,25,36.338218,6.619716,https://www.djezzy5g.dz/map.html
djezzy-929c0ad551,5G,djezzy,ZI PALMA site 4,Constantine,,,,25,36.335904,6.59853,https://www.djezzy5g.dz/map.html
djezzy-b136d0c14c,5G,djezzy,Souk El Asr,Constantine,,,,25,36.37058,6.61326,https://www.djezzy5g.dz/map.html
djezzy-81dac619c6,5G,djezzy,BP Constantine-FRERES-FERAD,Constantine,,,,25,36.3084,6.61998,https://www.djezzy5g.dz/map.html
djezzy-074e7d94b5,5G,djezzy,Residence 8 Novembre 1971,Constantine,,,,25,36.3527,6.62079,https://www.djezzy5g.dz/map.html
djezzy-b45fc1b4c6,5G,djezzy,Hopital Didouche,DIDOUCHE MOURAD,,,,25,36.455253,6.626593,https://www.djezzy5g.dz/map.html
djezzy-a70ea72ebb,5G,djezzy,Didouche site 4,DIDOUCHE MOURAD,,,,25,36.4527,6.63627,https://www.djezzy5g.dz/map.html
djezzy-4e33885746,5G,djezzy,Didouche Mourad 3,DIDOUCHE MOURAD,,,,25,36.4418,6.63139,https://www.djezzy5g.dz/map.html
djezzy-2c751f4ba5,5G,djezzy,Zone D'activite Didouche Mourad,DIDOUCHE MOURAD,,,,25,36.436322,6.628776,https://www.djezzy5g.dz/map.html
djezzy-a00a922cdd,5G,djezzy,BP Nouvelle Ville,EL KHROUB,,,,25,36.2555,6.57938,https://www.djezzy5g.dz/map.html
djezzy-8f5ca76545,5G,djezzy,Nouvelle ville UV20,EL KHROUB,,,,25,36.23189,6.57875,https://www.djezzy5g.dz/map.html
djezzy-bcf66ee875,5G,djezzy,Cite HAYAT,EL KHROUB,,,,25,36.272085,6.710344,https://www.djezzy5g.dz/map.html
djezzy-07a1c600b8,5G,djezzy,NV Masinissa site 3,EL KHROUB,,,,25,36.25965,6.72412,https://www.djezzy5g.dz/map.html
djezzy-a3cf3df9f2,5G,djezzy,La Coupole,EL KHROUB,,,,25,36.196822,6.5794,https://www.djezzy5g.dz/map.html
djezzy-dbf2877641,5G,djezzy,Nouvelle Ville 6,EL KHROUB,,,,25,36.257895,6.58759,https://www.djezzy5g.dz/map.html
djezzy-978cf32ab9,5G,djezzy,Groupement gendarmerie nationale,EL KHROUB,,,,25,36.238275,6.587915,https://www.djezzy5g.dz/map.html
djezzy-b9ad0766cf,5G,djezzy,Ain Nhass_North,EL KHROUB,,,,25,36.2987,6.7245,https://www.djezzy5g.dz/map.html
djezzy-fd746874da,5G,djezzy,LEMBLECHE,EL KHROUB,,,,25,36.3479,6.70454,https://www.djezzy5g.dz/map.html
djezzy-8ef9a89fef,5G,djezzy,Khroub_9,EL KHROUB,,,,25,36.26,6.68834,https://www.djezzy5g.dz/map.html
djezzy-866e98d402,5G,djezzy,Khroub 1_T,EL KHROUB,,,,25,36.2673,6.6984,https://www.djezzy5g.dz/map.html
djezzy-8a70933acc,5G,djezzy,KHROUB_7,EL KHROUB,,,,25,36.2559,6.69212,https://www.djezzy5g.dz/map.html
djezzy-cd69136cd6,5G,djezzy,ZI Nouvelle ville,EL KHROUB,,,,25,36.26402,6.59058,https://www.djezzy5g.dz/map.html
djezzy-420eaec3ae,5G,djezzy,laiterie soummam,EL KHROUB,,,,25,36.2576,6.6313,https://www.djezzy5g.dz/map.html
djezzy-af0745c611,5G,djezzy,BIOPHARM.ZI.El Kheroub,OULED RAHMOUN,,,,25,36.239666,6.748102,https://www.djezzy5g.dz/map.html
djezzy-3224d2de3f,5G,djezzy,ZI El HARIA,OULED RAHMOUN,,,,25,36.26222,6.75601,https://www.djezzy5g.dz/map.html
djezzy-f94015749d,5G,djezzy,Ain Salah,In Salah,,,,53,27.1952,2.48033,https://www.djezzy5g.dz/map.html
djezzy-90dee607d0,5G,djezzy,Mosta Entrance,MEZAGHRANE,,,,27,35.9094,0.06858,https://www.djezzy5g.dz/map.html
djezzy-4c0666b58c,5G,djezzy,ZI Ayayda,AIN BIYA,,,,31,35.7834,-0.3437,https://www.djezzy5g.dz/map.html
djezzy-28514a39a9,5G,djezzy,BETHIOUA CENTRE,BETHIOUA,,,,31,35.8070833333333,-0.26925,https://www.djezzy5g.dz/map.html
djezzy-a4ddaa69a5,5G,djezzy,sidi el bachir nouvelle cite,BIR EL DJIR,,,,31,35.7279,-0.5235,https://www.djezzy5g.dz/map.html
djezzy-8c58a10927,5G,djezzy,Cite panorama,BIR EL DJIR,,,,31,35.749331,-0.548576,https://www.djezzy5g.dz/map.html
djezzy-75916a0ddb,5G,djezzy,HAI_NAKHLA,BIR EL DJIR,,,,31,35.74288,-0.55998,https://www.djezzy5g.dz/map.html
djezzy-1d2c565796,5G,djezzy,OPGI Belgaid,BIR EL DJIR,,,,31,35.753823,-0.535406,https://www.djezzy5g.dz/map.html
djezzy-48cf862077,5G,djezzy,El Kodse,BIR EL DJIR,,,,31,35.727888,-0.573302,https://www.djezzy5g.dz/map.html
djezzy-e27411d63a,5G,djezzy,Résidence Kortoba,BIR EL DJIR,,,,31,35.720382,-0.576069,https://www.djezzy5g.dz/map.html
djezzy-5a131f35f7,5G,djezzy,Cite Universitaire NÂ°02,BIR EL DJIR,,,,31,35.7223611111111,-0.564916666666667,https://www.djezzy5g.dz/map.html
djezzy-360385a5ae,5G,djezzy,Cite Abad,BIR EL DJIR,,,,31,35.7264,-0.5783,https://www.djezzy5g.dz/map.html
djezzy-93090321ce,5G,djezzy,Cooperative Larouia,BIR EL DJIR,,,,31,35.73613,-0.57119,https://www.djezzy5g.dz/map.html
djezzy-f8bf31a1ee,5G,djezzy,City Pyramides 2,BIR EL DJIR,,,,31,35.698883,-0.588191,https://www.djezzy5g.dz/map.html
djezzy-869831e325,5G,djezzy,Coopérative Karama,BIR EL DJIR,,,,31,35.75207,-0.54823,https://www.djezzy5g.dz/map.html
djezzy-0c8a8709e7,5G,djezzy,Cité 542 logements,BIR EL DJIR,,,,31,35.726048,-0.557175,https://www.djezzy5g.dz/map.html
djezzy-9893840030,5G,djezzy,Sid el Bachir 11,BIR EL DJIR,,,,31,35.724856,-0.529541,https://www.djezzy5g.dz/map.html
djezzy-7b04610baa,5G,djezzy,Milinum,BIR EL DJIR,,,,31,35.719362,-0.583952,https://www.djezzy5g.dz/map.html
djezzy-057e0d1c55,5G,djezzy,Boulevard des Platanes,BIR EL DJIR,,,,31,35.725906,-0.570756,https://www.djezzy5g.dz/map.html
djezzy-28291b7ec6,5G,djezzy,Bir El Djir,BIR EL DJIR,,,,31,35.7151388888889,-0.586527777777778,https://www.djezzy5g.dz/map.html
djezzy-33c2d88987,5G,djezzy,belgaid_3,BIR EL DJIR,,,,31,35.76151,-0.544922,https://www.djezzy5g.dz/map.html
djezzy-e2c3a5bc89,5G,djezzy,Hosn El Djiwar,BIR EL DJIR,,,,31,35.7005,-0.592083333333333,https://www.djezzy5g.dz/map.html
djezzy-41da7779c9,5G,djezzy,Bel Gaied_2,BIR EL DJIR,,,,31,35.758858,-0.536553,https://www.djezzy5g.dz/map.html
djezzy-2d803257ae,5G,djezzy,Canastel 2,BIR EL DJIR,,,,31,35.7388611111111,-0.565666666666667,https://www.djezzy5g.dz/map.html
djezzy-4e0cf7013c,5G,djezzy,Emir Aek Cite,BIR EL DJIR,,,,31,35.7224444444444,-0.579694444444444,https://www.djezzy5g.dz/map.html
djezzy-3342e58e79,5G,djezzy,Cité Bahia Avenir,BIR EL DJIR,,,,31,35.738218,-0.555434,https://www.djezzy5g.dz/map.html
djezzy-037753c497,5G,djezzy,Cité CNL 2,BIR EL DJIR,,,,31,35.730903,-0.558976,https://www.djezzy5g.dz/map.html
djezzy-1def9339c4,5G,djezzy,Bel Gaied,BIR EL DJIR,,,,31,35.7573888888889,-0.538916666666667,https://www.djezzy5g.dz/map.html
djezzy-ad26bd7708,5G,djezzy,Universite_Belgaid,BIR EL DJIR,,,,31,35.745,-0.5385,https://www.djezzy5g.dz/map.html
djezzy-a96c64e105,5G,djezzy,AADL Hai Sabah,BIR EL DJIR,,,,31,35.702505,-0.576044,https://www.djezzy5g.dz/map.html
djezzy-128051f279,5G,djezzy,Cite El Ryad,BIR EL DJIR,,,,31,35.705709,-0.557313,https://www.djezzy5g.dz/map.html
djezzy-e48f4cc983,5G,djezzy,Universite Belgaid,BIR EL DJIR,,,,31,35.73747,-0.53859,https://www.djezzy5g.dz/map.html
djezzy-0e202f7712,5G,djezzy,Cite hasnaoui,BIR EL DJIR,,,,31,35.707967,-0.552428,https://www.djezzy5g.dz/map.html
djezzy-3380326a60,5G,djezzy,Village Olympique 01,BIR EL DJIR,,,,31,35.748844,-0.532788,https://www.djezzy5g.dz/map.html
djezzy-135108ed87,5G,djezzy,Palmier Stade Olympique,BIR EL DJIR,,,,31,35.729651,-0.546918,https://www.djezzy5g.dz/map.html
djezzy-8299c8e54a,5G,djezzy,Aeroport,EL KARMA,,,,31,35.6204166666667,-0.606666666666667,https://www.djezzy5g.dz/map.html
djezzy-6d418f4899,5G,djezzy,ZI_Senia_7,EL KARMA,,,,31,35.631045,-0.59555,https://www.djezzy5g.dz/map.html
djezzy-14fa439528,5G,djezzy,Aeroport d'Oran,EL KARMA,,,,31,35.6183,-0.6109,https://www.djezzy5g.dz/map.html
djezzy-13f6151f8c,5G,djezzy,Ain_El_Beida_4,ES SENIA,,,,31,35.6348055555556,-0.671888888888889,https://www.djezzy5g.dz/map.html
djezzy-146166f212,5G,djezzy,AADL_SENIA,ES SENIA,,,,31,35.6539,-0.65236,https://www.djezzy5g.dz/map.html
djezzy-04fb56390e,5G,djezzy,PLAZA,ES SENIA,,,,31,35.6425,-0.623611111111111,https://www.djezzy5g.dz/map.html
djezzy-0caa82341d,5G,djezzy,Hotel Phoenix,ES SENIA,,,,31,35.6504166666667,-0.612861111111111,https://www.djezzy5g.dz/map.html
djezzy-517607d339,5G,djezzy,Cite kara,ES SENIA,,,,31,35.63921,-0.62763,https://www.djezzy5g.dz/map.html
djezzy-efb561dc16,5G,djezzy,Cite Des Villas,ES SENIA,,,,31,35.6541666666667,-0.620916666666667,https://www.djezzy5g.dz/map.html
djezzy-6d3b879b77,5G,djezzy,Zone industriel,ES SENIA,,,,31,35.6517222222222,-0.602027777777778,https://www.djezzy5g.dz/map.html
djezzy-2d8f729eb3,5G,djezzy,ZI_Hassi Okba,HASSI BEN OKBA,,,,31,35.7394166666667,-0.483111111111111,https://www.djezzy5g.dz/map.html
djezzy-2f55262f9b,5G,djezzy,ZI Hassi Amer 2,HASSI BOUNIF,,,,31,35.704576,-0.484977,https://www.djezzy5g.dz/map.html
djezzy-2ae3847bc2,5G,djezzy,Douar Tiartia,Oran,,,,31,35.656979,-0.701596,https://www.djezzy5g.dz/map.html
djezzy-c32b76a6d8,5G,djezzy,Cite Pere,Oran,,,,31,35.7,-0.6379,https://www.djezzy5g.dz/map.html
djezzy-3db20e4a0a,5G,djezzy,Hai Tarik,Oran,,,,31,35.6668,-0.66105,https://www.djezzy5g.dz/map.html
djezzy-258b26c184,5G,djezzy,EL HASSI 3,Oran,,,,31,35.661919,-0.68753,https://www.djezzy5g.dz/map.html
djezzy-3540eb66a9,5G,djezzy,Hai el Mokrani,Oran,,,,31,35.6873055555556,-0.65425,https://www.djezzy5g.dz/map.html
djezzy-7db32919ad,5G,djezzy,Promotion TCE Akaid Lotfi,Oran,,,,31,35.720694,-0.588389,https://www.djezzy5g.dz/map.html
djezzy-655c9a5c2e,5G,djezzy,Aboukamel,Oran,,,,31,35.6983,-0.6333,https://www.djezzy5g.dz/map.html
djezzy-a55c43508a,5G,djezzy,Madina Djdida_2,Oran,,,,31,35.695104,-0.647741,https://www.djezzy5g.dz/map.html
djezzy-2a4fb46783,5G,djezzy,Trais d'Union,Oran,,,,31,35.711758,-0.61083,https://www.djezzy5g.dz/map.html
djezzy-f2422bb6a4,5G,djezzy,Bastille_2,Oran,,,,31,35.68841,-0.6263,https://www.djezzy5g.dz/map.html
djezzy-3fcb3c2a7e,5G,djezzy,Bd Zirout Youcef,Oran,,,,31,35.6983,-0.6427,https://www.djezzy5g.dz/map.html
djezzy-61e844d6a6,5G,djezzy,Guambetta 2,Oran,,,,31,35.7033333333333,-0.614638888888889,https://www.djezzy5g.dz/map.html
djezzy-720de8b261,5G,djezzy,El Macta,Oran,,,,31,35.6997222222222,-0.608555555555556,https://www.djezzy5g.dz/map.html
djezzy-610db12c5d,5G,djezzy,ENSET_2,Oran,,,,31,35.665774,-0.624398,https://www.djezzy5g.dz/map.html
djezzy-86e680e5f8,5G,djezzy,cité Zitoune ,Oran,,,,31,35.685995,-0.609947,https://www.djezzy5g.dz/map.html
djezzy-c6c7693fca,5G,djezzy,Clinique Maraval,Oran,,,,31,35.6730833333333,-0.652083333333333,https://www.djezzy5g.dz/map.html
djezzy-c7d118b250,5G,djezzy,Saada,Oran,,,,31,35.6862222222222,-0.66225,https://www.djezzy5g.dz/map.html
djezzy-651839b09e,5G,djezzy,Khaledi,Oran,,,,31,35.69175,-0.626361111111111,https://www.djezzy5g.dz/map.html
djezzy-e217c1ca8d,5G,djezzy,Marmara Hotel,Oran,,,,31,35.667083,-0.65004,https://www.djezzy5g.dz/map.html
djezzy-4583195a6f,5G,djezzy,Sedd Boug Khalifa,Oran,,,,31,35.7054166666667,-0.6185,https://www.djezzy5g.dz/map.html
djezzy-2bd8fd3c66,5G,djezzy,Cite Petit,Oran,,,,31,35.6745,-0.6698,https://www.djezzy5g.dz/map.html
djezzy-5b9dc3f5d9,5G,djezzy,SIGA,Oran,,,,31,35.675794,-0.636593,https://www.djezzy5g.dz/map.html
djezzy-30fa5cfd94,5G,djezzy,City Pyramides 3,Oran,,,,31,35.696501,-0.594039,https://www.djezzy5g.dz/map.html
djezzy-0cd6fd58d2,5G,djezzy,AADL el hassi 2,Oran,,,,31,35.6581,-0.686062,https://www.djezzy5g.dz/map.html
djezzy-b8a691f479,5G,djezzy,Rond-point bouchiki,Oran,,,,31,35.734342,-0.575605,https://www.djezzy5g.dz/map.html
djezzy-8a77d8036a,5G,djezzy,les palmiers_2,Oran,,,,31,35.6757,-0.6451,https://www.djezzy5g.dz/map.html
djezzy-13adce4b8c,5G,djezzy,Consulat d’Espagne,Oran,,,,31,35.703847,-0.641368,https://www.djezzy5g.dz/map.html
djezzy-a9602e6372,5G,djezzy,Lalofa,Oran,,,,31,35.66849,-0.6537,https://www.djezzy5g.dz/map.html
djezzy-d7b11f6e7f,5G,djezzy,Clinique Kara,Oran,,,,31,35.7111388888889,-0.604222222222222,https://www.djezzy5g.dz/map.html
djezzy-2d7679ad4c,5G,djezzy,Grande terre,Oran,,,,31,35.6937222222222,-0.605305555555556,https://www.djezzy5g.dz/map.html
djezzy-c6c6fa2920,5G,djezzy,Protain,Oran,,,,31,35.68177,-0.66179,https://www.djezzy5g.dz/map.html
djezzy-823b3e3f1e,5G,djezzy,Cite colonel Lotfi,Oran,,,,31,35.7172222222222,-0.593166666666667,https://www.djezzy5g.dz/map.html
djezzy-671aa72584,5G,djezzy,Complexe Sportif,Oran,,,,31,35.6881,-0.6163,https://www.djezzy5g.dz/map.html
djezzy-7f38cf4239,5G,djezzy,Rue De Phillipe,Oran,,,,31,35.7018611111111,-0.653083333333333,https://www.djezzy5g.dz/map.html
djezzy-0278e283d2,5G,djezzy,cité Djamel 3,Oran,,,,31,35.691797,-0.601272,https://www.djezzy5g.dz/map.html
djezzy-832e36cfae,5G,djezzy,Dar El Beida,Oran,,,,31,35.69475,-0.616305555555556,https://www.djezzy5g.dz/map.html
djezzy-34bf641f51,5G,djezzy,CITE AHMED WAHID,Oran,,,,31,35.74721,-0.5673,https://www.djezzy5g.dz/map.html
djezzy-a302cf2900,5G,djezzy,Grava El hassi,Oran,,,,31,35.66347,-0.679703,https://www.djezzy5g.dz/map.html
djezzy-e2302e0f47,5G,djezzy,Maternite d'Oran,Oran,,,,31,35.67375,-0.632694,https://www.djezzy5g.dz/map.html
djezzy-76c0b3a2c1,5G,djezzy,EL DERB,Oran,,,,31,35.699307,-0.652102,https://www.djezzy5g.dz/map.html
djezzy-5751cac6c7,5G,djezzy,Haï El Menzah,Oran,,,,31,35.746334,-0.570873,https://www.djezzy5g.dz/map.html
djezzy-93014e6567,5G,djezzy,Bel Air,Oran,,,,31,35.699353,-0.626376,https://www.djezzy5g.dz/map.html
djezzy-87c4f7df00,5G,djezzy,Seddikia_Tribunal,Oran,,,,31,35.7227222222222,-0.592138888888889,https://www.djezzy5g.dz/map.html
djezzy-267d1d290f,5G,djezzy,Tripoli,Oran,,,,31,35.70555,-0.633,https://www.djezzy5g.dz/map.html
djezzy-ed42c33b73,5G,djezzy,Place Front de mer,Oran,,,,31,35.705298,-0.635436,https://www.djezzy5g.dz/map.html
djezzy-3c5dfcf001,5G,djezzy,Khemisti,Oran,,,,31,35.72821,-0.5847,https://www.djezzy5g.dz/map.html
djezzy-3b934009c3,5G,djezzy,Orascom,Oran,,,,31,35.7003055555556,-0.599138888888889,https://www.djezzy5g.dz/map.html
djezzy-02fb07dcaa,5G,djezzy,AKID center,Oran,,,,31,35.724646,-0.588249,https://www.djezzy5g.dz/map.html
djezzy-b439aa8d5b,5G,djezzy,Sheraton,Oran,,,,31,35.7133055555556,-0.607111111111111,https://www.djezzy5g.dz/map.html
djezzy-5a848df5ce,5G,djezzy,SQ Port Said,Oran,,,,31,35.704617,-0.625837,https://www.djezzy5g.dz/map.html
djezzy-de73e85f94,5G,djezzy,"Centre d""affaire les falaises",Oran,,,,31,35.716316,-0.606158,https://www.djezzy5g.dz/map.html
djezzy-7af3997984,5G,djezzy,CCO_2,Oran,,,,31,35.727175,-0.589131,https://www.djezzy5g.dz/map.html
djezzy-a7236da6ed,5G,djezzy,RODINA HOTEL,Oran,,,,31,35.6706,-0.63716,https://www.djezzy5g.dz/map.html
djezzy-044d5bebf8,5G,djezzy,Stade de 19 Juin,Oran,,,,31,35.6819444444444,-0.639777777777778,https://www.djezzy5g.dz/map.html
djezzy-a4bce0f4be,5G,djezzy,Noussair,Oran,,,,31,35.6758611111111,-0.628388888888889,https://www.djezzy5g.dz/map.html
djezzy-420b7e9d55,5G,djezzy,Communication Tower,Oran,,,,31,35.7066944444444,-0.601083333333333,https://www.djezzy5g.dz/map.html
djezzy-4569ba21b1,5G,djezzy,Cite 20 Aout_CANASTEL,Oran,,,,31,35.740798,-0.570836,https://www.djezzy5g.dz/map.html
djezzy-2d9cc3675a,5G,djezzy,ZI_ Petit Lac,Oran,,,,31,35.6783055555556,-0.620833333333333,https://www.djezzy5g.dz/map.html
djezzy-f792b21b2f,5G,djezzy,Hai Ras El Ain,Oran,,,,31,35.691628,-0.6558,https://www.djezzy5g.dz/map.html
djezzy-aeb518e4c6,5G,djezzy,Cite Bentazi Houari,Oran,,,,31,35.67828,-0.68032,https://www.djezzy5g.dz/map.html
djezzy-dcbdae9c3d,5G,djezzy,Yaghmoracen,Oran,,,,31,35.6732222222222,-0.665888888888889,https://www.djezzy5g.dz/map.html
djezzy-135d090c90,5G,djezzy,Mediouni,Oran,,,,31,35.6865833333333,-0.641333333333333,https://www.djezzy5g.dz/map.html
djezzy-14fb3144c2,5G,djezzy,EL BARKI,Oran,,,,31,35.68555,-0.60011,https://www.djezzy5g.dz/map.html
djezzy-da66a04b43,5G,djezzy,Bastille,Oran,,,,31,35.6852222222222,-0.622388888888889,https://www.djezzy5g.dz/map.html
djezzy-2f62661182,5G,djezzy,Les Halles Centrales,Oran,,,,31,35.6794,-0.6594,https://www.djezzy5g.dz/map.html
djezzy-cdd68f78d9,5G,djezzy,Chabab,Oran,,,,31,35.6923333333333,-0.64825,https://www.djezzy5g.dz/map.html
djezzy-ae185cd452,5G,djezzy,Yaghmoracen_2,Oran,,,,31,35.6692,-0.6585,https://www.djezzy5g.dz/map.html
djezzy-cdfb3ff120,5G,djezzy,Pyramides,Oran,,,,31,35.69823,-0.59544,https://www.djezzy5g.dz/map.html
djezzy-7c979aa487,5G,djezzy,cite HLM,Oran,,,,31,35.703829,-0.609452,https://www.djezzy5g.dz/map.html
djezzy-93d8245ab7,5G,djezzy,Canastel Sign Board,Oran,,,,31,35.712617,-0.599019,https://www.djezzy5g.dz/map.html
djezzy-71bc56d815,5G,djezzy,Mosque ibn badis,Oran,,,,31,35.695901,-0.603632,https://www.djezzy5g.dz/map.html
djezzy-c74bf4f330,5G,djezzy,ZI_Tlilet 2,OUED TLELAT,,,,31,35.537506,-0.449333,https://www.djezzy5g.dz/map.html
djezzy-4adb694d3f,5G,djezzy,RENAULT,OUED TLELAT,,,,31,35.56219,-0.48778,https://www.djezzy5g.dz/map.html
djezzy-eda4fe5a8e,5G,djezzy,Hai Es sabah,SIDI CHAMI,,,,31,35.69846,-0.57302,https://www.djezzy5g.dz/map.html
djezzy-c12bae12c5,5G,djezzy,Cite 500 Logmts,SIDI CHAMI,,,,31,35.650187,-0.575158,https://www.djezzy5g.dz/map.html
djezzy-f4d7b1ba78,5G,djezzy,El Fourcene,SIDI CHAMI,,,,31,35.628056,-0.575278,https://www.djezzy5g.dz/map.html
djezzy-24854eb150,5G,djezzy,ROUTE ZAOUIA ,SIDI CHAMI,,,,31,35.6865,-0.542,https://www.djezzy5g.dz/map.html
djezzy-0f65c7fbf6,5G,djezzy,ILOT 14,SIDI CHAMI,,,,31,35.734691,-0.564406,https://www.djezzy5g.dz/map.html
djezzy-2da220c062,5G,djezzy,Saint Remy_2,SIDI CHAMI,,,,31,35.670653,-0.570043,https://www.djezzy5g.dz/map.html
djezzy-9102238f8e,5G,djezzy,Cité 344 logts,SIDI CHAMI,,,,31,35.66185,-0.52542,https://www.djezzy5g.dz/map.html
djezzy-6e7d3e0bc1,5G,djezzy,Sidi Maarouf_2,SIDI CHAMI,,,,31,35.6937,-0.5534,https://www.djezzy5g.dz/map.html
djezzy-54fda01d43,5G,djezzy,Sidi Maarouf_3,SIDI CHAMI,,,,31,35.67454,-0.53934,https://www.djezzy5g.dz/map.html
djezzy-1c5b2cd17b,5G,djezzy,Faculte de medecine,SIDI CHAMI,,,,31,35.694466,-0.579435,https://www.djezzy5g.dz/map.html
djezzy-0431dd855f,5G,djezzy,ZI NEDJMA,SIDI CHAMI,,,,31,35.64512,-0.58297,https://www.djezzy5g.dz/map.html
djezzy-b510f824ec,5G,djezzy,UNIPLAS,SIDI CHAMI,,,,31,35.65002,-0.58285,https://www.djezzy5g.dz/map.html
djezzy-fb1cb3fbbe,5G,djezzy,OURGLA AIRPORT,AIN BEIDA,,,,30,31.9388,5.39935,https://www.djezzy5g.dz/map.html
djezzy-ac6fe70000,5G,djezzy,Cite 442 Logts,HASSI MESSAOUD,,,,30,31.6951,6.05862,https://www.djezzy5g.dz/map.html
djezzy-e8f0276c9a,5G,djezzy,HASSI MESSAOUD INDUSTRIAL NORTH,HASSI MESSAOUD,,,,30,31.7299,6.04275,https://www.djezzy5g.dz/map.html
djezzy-2b49f8dd5d,5G,djezzy,Hassi Masoud Down Town,HASSI MESSAOUD,,,,30,31.68672,6.05683,https://www.djezzy5g.dz/map.html
djezzy-a586b6ec4b,5G,djezzy,Oued El Hamra,HASSI MESSAOUD,,,,30,31.8781,5.99581,https://www.djezzy5g.dz/map.html
djezzy-5f4d2639fb,5G,djezzy,Cite Cheikh Boummama,HASSI MESSAOUD,,,,30,31.6946,6.07448,https://www.djezzy5g.dz/map.html
djezzy-3f82676e03,5G,djezzy,HASSI MESSAOUD RED MED,HASSI MESSAOUD,,,,30,31.62233,6.17781,https://www.djezzy5g.dz/map.html
djezzy-3f1b632a37,5G,djezzy,Hasi massoud Z.E,HASSI MESSAOUD,,,,30,31.7212,6.04835,https://www.djezzy5g.dz/map.html
djezzy-901d9addf3,5G,djezzy,HASSI MESSAOUD INDUSTRIAL SOUTH,HASSI MESSAOUD,,,,30,31.7121,6.05642,https://www.djezzy5g.dz/map.html
djezzy-7f867c235b,5G,djezzy,HASSI MESSAOUD AIRPORT_1,HASSI MESSAOUD,,,,30,31.67322,6.146722,https://www.djezzy5g.dz/map.html
djezzy-e1f52a0191,5G,djezzy,Bentini,HASSI MESSAOUD,,,,30,31.62809,6.1876,https://www.djezzy5g.dz/map.html
djezzy-d2a97d99e3,5G,djezzy,Emir Abdelkader,Ouargla,,,,30,31.9566,5.33105,https://www.djezzy5g.dz/map.html
djezzy-652f59df3a,5G,djezzy,Hotel Tassili,Ouargla,,,,30,31.967815,5.330922,https://www.djezzy5g.dz/map.html
