id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,type,line,operator,network
25-007,El Khroub,El Khroub,الخروب,25,2506,El Khroub,36.259115,6.684911,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117710798"",""osm"":""node/3779929942""}",rail,ligne d'Alger à Skikda,SNTF,
25-008,Oued Hamimime,Oued Hamimime,وادي حميم,25,2506,El Khroub,36.296027,6.683759,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117710867"",""osm"":""node/1856540138""}",rail,ligne d'Alger à Skikda,SNTF,
25-009,Sidi Mabrouk,Sidi Mabrouk,سيدي مبروك,25,2501,Constantine,36.354124,6.6303,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117711024"",""osm"":""node/659300342""}",rail,ligne d'Alger à Skikda,SNTF,
25-010,Chalet des Pins,Chalet des Pins,,25,2501,Constantine,36.3564,6.6217,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136432644"",""osm"":""node/4548760351""}",rail,ligne d'Alger à Skikda,SNTF,
25-011,Constantine,Constantine,محطة قطار قسنطينة,25,2501,Constantine,36.3673,6.61884,exact,osm_node,wikidata+osm,"{""wikidata"":""Q3096279"",""osm"":""node/3608167679""}",rail,ligne d'Alger à Skikda,SNTF,
25-012,Université Mentouri,Université Mentouri,جامعة منتوري,25,2501,Constantine,36.34072,6.617681,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684397"",""osm"":""node/9066934130""}",tram,ligne 1,SETRAM,Constantine
25-013,Résidence Universitaire Mentouri,Résidence Universitaire Mentouri,الحي الجامعي منتوري,25,2501,Constantine,36.333824,6.616692,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684398"",""osm"":""node/9066934149""}",tram,ligne 1,SETRAM,Constantine
25-014,Fadhila saadane,Fadhila saadane,فضيلة سعدان,25,2501,Constantine,36.348492,6.607861,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684399"",""osm"":""node/9066923795""}",tram,ligne 1,SETRAM,Constantine
25-015,Cité Kheznadar,Cité Kheznadar,حي خنزدار,25,2501,Constantine,36.322696,6.621085,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684400"",""osm"":""node/9066934186""}",tram,ligne 1,SETRAM,Constantine
25-016,Ben Abdelmalek Ramdane,Ben Abdelmalek Ramdane,بن عبد المالك رمضان,25,2501,Constantine,36.358254,6.605564,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684401"",""osm"":""node/9066934369""}",tram,ligne 1,SETRAM,Constantine
25-017,Belle vue,Belle vue,المنظر الجميل,25,2501,Constantine,36.354392,6.602408,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684402"",""osm"":""node/9066923752""}",tram,ligne 1,SETRAM,Constantine
25-018,Zone Industrielle Palma,Zone Industrielle Palma,المنطقة الصناعية بالما,25,2501,Constantine,36.346632,6.610801,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684403"",""osm"":""node/9066923807""}",tram,ligne 1,SETRAM,Constantine
25-019,Kadour Bouedous,Kadour Bouedous,قدور بومدوس,25,2501,Constantine,36.350858,6.600936,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684404"",""osm"":""node/9066923761""}",tram,ligne 1,SETRAM,Constantine
25-020,Émir Abdelkader,Émir Abdelkader,الأمير عبد القادر,25,2501,Constantine,36.34648,6.601163,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684406"",""osm"":""node/9066923773""}",tram,ligne 1,SETRAM,Constantine
25-021,19 mai 1956,19 mai 1956,19 ماي 1956,25,2510,Ain Smara,36.273437,6.592878,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684407"",""osm"":""node/9066934286""}",tram,ligne 1,SETRAM,Constantine
25-022,Université Salah Boubnider,Université Salah Boubnider,جامعة صالح بويبندر,25,2510,Ain Smara,36.281603,6.597119,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684408"",""osm"":""node/9066934281""}",tram,ligne 1,SETRAM,Constantine
25-023,Laifour,Laifour,العيفور,25,2501,Constantine,36.304989,6.613173,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684410"",""osm"":""node/9066934245""}",tram,ligne 1,SETRAM,Constantine
25-024,Zouaghi,Zouaghi,زواغي,25,2501,Constantine,36.310433,6.619412,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684411"",""osm"":""node/9066934221""}",tram,ligne 1,SETRAM,Constantine
25-025,El Chahid Kadri Brahim,El Chahid Kadri Brahim,الشهيد قادري إبراهيم,25,2506,El Khroub,36.261735,6.601809,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684412"",""osm"":""node/9066934319""}",tram,ligne 1,SETRAM,Constantine
25-026,08 mai 1945,08 mai 1945,08 ماي 1945,25,2510,Ain Smara,36.265393,6.596632,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684413"",""osm"":""node/9066934301""}",tram,ligne 1,SETRAM,Constantine
25-027,Chouhada,Chouhada,الشهداء,25,2510,Ain Smara,36.258519,6.595408,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684415"",""osm"":""node/9079238235""}",tram,ligne 1,SETRAM,Constantine
25-028,Cité El-Istiklal,Cité El-Istiklal,حي الإستقلال,25,2510,Ain Smara,36.257519,6.588038,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684416"",""osm"":""node/9079238219""}",tram,ligne 1,SETRAM,Constantine
25-029,Ali Mendjeli,Ali Mendjeli,علي منجلي,25,2510,Ain Smara,36.256909,6.582196,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684417"",""osm"":""node/9079226804""}",tram,ligne 1,SETRAM,Constantine
25-030,Avenue de l'ALN,Avenue de l'ALN,نهج جيش التحرير الوطني,25,2510,Ain Smara,36.255148,6.575216,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684418"",""osm"":""node/9079226801""}",tram,ligne 1,SETRAM,Constantine
25-031,Ennasr,Ennasr,النصر,25,2510,Ain Smara,36.249415,6.574067,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684474"",""osm"":""node/9079226785""}",tram,ligne 1,SETRAM,Constantine
25-032,Université Abdelhamid Mehri,Université Abdelhamid Mehri,جامعة عبد الحميد مهري,25,2510,Ain Smara,36.247837,6.569749,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684481"",""osm"":""node/9066934368""}",tram,ligne 1,SETRAM,Constantine
25-033,Station CHU Ben Badis,Station CHU Ben Badis,محطة المركز الاستشفائي الجامعي ابن باديس,25,2501,Constantine,36.371944,6.618149,exact,osm_node,osm,"{""osm"":""node/1796294251""}",aerial_tram,,,
25-034,Station Tannoudji,Station Tannoudji,محطة الأمير عبد القادر,25,2501,Constantine,36.375119,6.632107,exact,osm_node,osm,"{""osm"":""node/1796294425""}",aerial_tram,,,
25-035,Télécabine de Constantine,Télécabine de Constantine,تيليفيريك قسنطينة,25,2501,Constantine,36.369814,6.614818,exact,osm_node,wikidata+osm,"{""wikidata"":""Q1144936"",""osm"":""node/1788563295""}",gondola,,,
26-001,,,,26,2630,Ben Chicao,36.202964,2.874949,exact,osm_node,osm,"{""osm"":""node/2022435308""}",rail,,SNTF,
26-002,Gare désaffectée,Gare désaffectée,المحطة القديمة,26,2654,Draa Esmar,36.272176,2.716795,exact,osm_node,osm,"{""osm"":""node/4168873389""}",rail,,SNTF,
27-001,Mostaganem,Mostaganem,محطة قطار مستغانم,27,2701,Mostaganem,35.930262,0.094373,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116886660"",""osm"":""node/4889660615""}",rail,ligne de Mohammadia à Mostaganem,SNTF,
27-002,Oued Tinn,Oued Tinn,محطة قطار واد التين,27,2703,Fornaka,35.7239,-0.0378,exact,wikidata,wikidata,"{""wikidata"":""Q119109930""}",rail,ligne de Mohammadia à Mostaganem,SNTF,
27-003,Fornaka,Fornaka,محطة قطار فرناكة,27,2703,Fornaka,35.7578,-0.0235,exact,wikidata,wikidata,"{""wikidata"":""Q119109949""}",rail,ligne de Mohammadia à Mostaganem,SNTF,
27-004,Aïn Nouïssy,Aïn Nouïssy,محطة قطار عين نويصي,27,2705,Ain-Nouissy,35.8104,0.0221,exact,wikidata,wikidata,"{""wikidata"":""Q119109964""}",rail,ligne de Mohammadia à Mostaganem,SNTF,
27-005,Hassi Mameche,Hassi Mameche,محطة قطار حاسي ماماش,27,2706,Hassi Mameche,35.8607,0.0762,exact,wikidata,wikidata,"{""wikidata"":""Q119110456""}",rail,ligne de Mohammadia à Mostaganem,SNTF,
27-006,Mazagran,Mazagran,محطة قطار مزغران,27,2701,Mostaganem,35.8954,0.0788,exact,wikidata,wikidata,"{""wikidata"":""Q119110551""}",rail,ligne de Mohammadia à Mostaganem,SNTF,
27-007,Karouba,Karouba,الخروبة,27,2702,Sayada,35.98367,0.11013,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859883"",""osm"":""node/10003997447""}",tram,ligne 1,SETRAM,Mostaganem
27-008,Institut d'Éducation Physique et Sportive,Institut d'Éducation Physique et Sportive,معهد التربية البدنية و الرياضية,27,2702,Sayada,35.97993,0.10854,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859884"",""osm"":""node/10003989293""}",tram,ligne 1,SETRAM,Mostaganem
27-009,Cité Universitaire Karouba,Cité Universitaire Karouba,الحي الجامعي الخروبة,27,2702,Sayada,35.97629,0.10685,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859886"",""osm"":""node/10003997460""}",tram,ligne 1,SETRAM,Mostaganem
27-010,Faculté de Médecine,Faculté de Médecine,كلية الطب,27,2702,Sayada,35.96537,0.10503,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859887"",""osm"":""node/10003989289""}",tram,ligne 1,SETRAM,Mostaganem
27-011,Haï Es Salam,Haï Es Salam,حي السلام,27,2702,Sayada,35.97238,0.10619,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859888"",""osm"":""node/10003989291""}",tram,ligne 1,SETRAM,Mostaganem
27-012,École de Protection Civile,École de Protection Civile,مدرسة الحماية المدنية,27,2702,Sayada,35.96101,0.10221,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859889"",""osm"":""node/10003989287""}",tram,ligne 1,SETRAM,Mostaganem
27-013,Cité Universitaire Benyahia Belkacem 2,Cité Universitaire Benyahia Belkacem 2,الحي الجامعي بن يحي بلقاسم 2,27,2702,Sayada,35.95531,0.10078,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859890"",""osm"":""node/10003989285""}",tram,ligne 1,SETRAM,Mostaganem
27-014,Cité Universitaire Benyahia Belkacem 1,Cité Universitaire Benyahia Belkacem 1,الحي الجامعي بن يحي بلقاسم 1,27,2702,Sayada,35.95208,0.0986,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859891"",""osm"":""node/10004681651""}",tram,ligne 1,SETRAM,Mostaganem
27-015,Tijditt,Tijditt,نجديت,27,2701,Mostaganem,35.94912,0.09641,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859892"",""osm"":""node/10004809588""}",tram,ligne 1,SETRAM,Mostaganem
27-016,Hôpital de Tijditt,Hôpital de Tijditt,مستشفى تجديت,27,2701,Mostaganem,35.94401,0.09602,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859893"",""osm"":""node/10004681647""}",tram,ligne 1,SETRAM,Mostaganem
27-017,Armée de Libération Nationale,Armée de Libération Nationale,جيش التحرير الوطني,27,2701,Mostaganem,35.93952,0.09456,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859894"",""osm"":""node/10003998728""}",tram,ligne 1,SETRAM,Mostaganem
27-018,Cité El Arsa,Cité El Arsa,حي العرسة,27,2701,Mostaganem,35.93594,0.09766,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859895"",""osm"":""node/10004681644""}",tram,ligne 1,SETRAM,Mostaganem
27-019,Gare de Mostaganem SNTF,Gare de Mostaganem SNTF,محطة القطار مستغانم,27,2701,Mostaganem,35.92977,0.09338,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859896"",""osm"":""node/10004764712""}",tram,ligne 2 | ligne 1,SETRAM,Mostaganem
27-020,Cité Khemisti,Cité Khemisti,حي خميستي,27,2701,Mostaganem,35.922529,0.085549,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859897"",""osm"":""node/10004681643""}",tram,ligne 1,SETRAM,Mostaganem
27-021,Cité Cheikh Hamada,Cité Cheikh Hamada,حي شيخ حمادة,27,2701,Mostaganem,35.91721,0.08047,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859898"",""osm"":""node/10004681641""}",tram,ligne 1,SETRAM,Mostaganem
27-022,Cité Gouaich Charef,Cité Gouaich Charef,حي قوعيش الشارف,27,2701,Mostaganem,35.91589,0.07755,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859899"",""osm"":""node/8447403792""}",tram,ligne 1,SETRAM,Mostaganem
27-023,Cité Ben Djlidjel Kaddour,Cité Ben Djlidjel Kaddour,حي بن جليجل قدور,27,2701,Mostaganem,35.91533,0.07236,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859900"",""osm"":""node/10004681640""}",tram,ligne 1,SETRAM,Mostaganem
27-024,Route du Port,Route du Port,طريق الميناء,27,2701,Mostaganem,35.92076,0.07059,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859901"",""osm"":""node/10004681638""}",tram,ligne 1,SETRAM,Mostaganem
27-025,Cité Administrative,Cité Administrative,الحي الاداري,27,2701,Mostaganem,35.919114,0.065875,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859902"",""osm"":""node/10004681637""}",tram,ligne 1,SETRAM,Mostaganem
27-026,La Salamandre,La Salamandre,صلامندر,27,2701,Mostaganem,35.91647,0.06107,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116859903"",""osm"":""node/10685201985""}",tram,ligne 1,SETRAM,Mostaganem
27-027,Nouvelle Gare Routière,Nouvelle Gare Routière,المحطة البرية الجديدة,27,2701,Mostaganem,35.91776,0.10607,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116860273"",""osm"":""node/10003998851""}",tram,ligne 2,SETRAM,Mostaganem
27-028,Cité 5 juillet 1962,Cité 5 juillet 1962,حي 5 جويلية 1962,27,2701,Mostaganem,35.92127,0.1025,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116860299"",""osm"":""node/10004681636""}",tram,ligne 2,SETRAM,Mostaganem
27-029,Cité Abane Ramdane,Cité Abane Ramdane,حي عبان رمضان,27,2701,Mostaganem,35.92549,0.09816,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116860304"",""osm"":""node/10003998843""}",tram,ligne 2,SETRAM,Mostaganem
28-001,,,,28,2818,Sidi Hadjeres,35.649374,4.107375,exact,osm_node,osm,"{""osm"":""node/9334761044""}",rail,,SNTF,
28-002,Bouti Sayah,Bouti Sayah,محطة قطار بوطي السايح,28,2817,Ain El Hadjel,35.636294,3.696442,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116063604"",""osm"":""node/9334992853""}",rail,ligne de Tissemsilt à M'Sila,SNTF,
28-003,Aïn El Hadjel,Aïn El Hadjel,محطة قطار عين الحجل,28,2817,Ain El Hadjel,35.658128,3.911674,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116063919"",""osm"":""node/9334766588""}",rail,ligne de Tissemsilt à M'Sila,SNTF,
28-004,M'Sila,M'Sila,محطة قطار المسيلة,28,2801,M'sila,35.707228,4.519728,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116064134"",""osm"":""node/9334752794""}",rail,ligne de Tissemsilt à M'Sila | ligne d'Aïn Touta à M'Sila | ligne de Bordj Bou Arreridj à M'Sila,SNTF,
28-005,Magra,Magra,محطة قطار مقرة,28,2811,Magra,35.562496,5.074274,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118186053"",""osm"":""node/3931436475""}",rail,ligne d'Aïn Touta à M'Sila,SNTF,
28-006,Berhoum,Berhoum,محطة قطار برهوم,28,2814,Ouled Addi Guebala,35.645827,4.959811,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118186069"",""osm"":""node/3855189604""}",rail,ligne d'Aïn Touta à M'Sila,SNTF,
28-007,Ouled Derradj,Ouled Derradj,محطة قطار أولاد دراج,28,2804,Ouled Derradj,35.681987,4.735596,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118186119"",""osm"":""node/3847601856""}",rail,ligne d'Aïn Touta à M'Sila,SNTF,
29-001,Sahaouria,Sahaouria,,29,2931,Mohammadia,35.6217,0.1114,exact,wikidata,wikidata,"{""wikidata"":""Q118134151""}",rail,ligne d'Alger à Oran,SNTF,
29-002,Mohammadia,Mohammadia,محطة قطار المحمدية,29,2931,Mohammadia,35.5921,0.062,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118958493"",""osm"":""node/3199413913""}",rail,ligne de Mohammadia à Mostaganem | ligne d'Alger à Oran,SNTF,
29-003,Yalou,Yalou,,29,2936,Mocta-Douz,35.5745,-0.0446,exact,wikidata,wikidata,"{""wikidata"":""Q119070665""}",rail,ligne d'Alger à Oran,SNTF,
29-004,Bou Henni,Bou Henni,محطة قطار بوهني,29,2937,Bou Henni,35.5684,-0.0853,exact,wikidata,wikidata,"{""wikidata"":""Q119070786""}",rail,ligne d'Alger à Oran,SNTF,
29-005,Sig,Sig,محطة قطار سيق,29,2926,Sig,35.5382,-0.1948,exact,osm_node,wikidata+osm,"{""wikidata"":""Q119070946"",""osm"":""node/9391507402""}",rail,ligne d'Alger à Oran,SNTF,
29-006,Oggaz,Oggaz,محطة قطار عقاز,29,2927,Oggaz,35.5547,-0.2546,exact,wikidata,wikidata,"{""wikidata"":""Q119071739""}",rail,ligne d'Alger à Oran,SNTF,
29-007,Sidi Abid,Sidi Abid,محطة قطار سيدي عبيد,29,2932,Sidi Abdelmoumene,35.6556,0.0149,exact,wikidata,wikidata,"{""wikidata"":""Q119109576""}",rail,ligne de Mohammadia à Mostaganem,SNTF,
29-008,Sidi Benzerga,Sidi Benzerga,محطة قطار سيدي بن زرقة,29,2932,Sidi Abdelmoumene,35.6845,-0.0144,exact,osm_node,wikidata+osm,"{""wikidata"":""Q119109762"",""osm"":""node/4889964120""}",rail,ligne de Mohammadia à Mostaganem,SNTF,
29-009,Mohammadia-État,Mohammadia-État,المحمدية,29,2931,Mohammadia,35.587994,0.06233,exact,osm_node,wikidata+osm,"{""wikidata"":""Q123498589"",""osm"":""node/3199875602""}",rail,,SNTF,
29-010,Halte du Barrage,Halte du Barrage,,29,2933,Ferraguig,35.521681,0.039406,exact,wikidata,wikidata,"{""wikidata"":""Q123498591""}",rail,,SNTF,
29-011,Le Barrage de l'Oued Fergoug,Le Barrage de l'Oued Fergoug,,29,2933,Ferraguig,35.509798,0.041854,exact,wikidata,wikidata,"{""wikidata"":""Q123498592""}",rail,,SNTF,
29-012,Hacine,Hacine,,29,2914,Matemore,35.459476,-0.009534,exact,osm_node,wikidata+osm,"{""wikidata"":""Q123498593"",""osm"":""node/9394027219""}",rail,,SNTF,
29-013,El Guettana,El Guettana,,29,2902,Bouhanifia,35.408141,-0.053288,exact,wikidata,wikidata,"{""wikidata"":""Q123498594""}",rail,,SNTF,
29-014,Bou Hanifia,Bou Hanifia,,29,2902,Bouhanifia,35.343967,-0.034968,exact,osm_node,wikidata+osm,"{""wikidata"":""Q123498595"",""osm"":""node/9394027237""}",rail,,SNTF,
29-015,Tizi,Tizi,تيزي,29,2904,Hacine,35.31735,0.077797,exact,osm_node,wikidata+osm,"{""wikidata"":""Q123498596"",""osm"":""node/9394440098""}",rail,ligne d'Oran à Kenadsa,SNTF,
29-016,Froha,Froha,,29,2913,Froha,35.292906,0.115768,exact,wikidata,wikidata,"{""wikidata"":""Q123498597""}",rail,,SNTF,
29-017,Ghriss,Ghriss,غريس,29,2912,Ghriss,35.242251,0.14713,exact,osm_node,wikidata+osm,"{""wikidata"":""Q123498598"",""osm"":""node/9394505807""}",rail,,SNTF,
29-018,Oued Taria,Oued Taria,وادي التاغية,29,2922,Oued Taria,35.124438,0.091071,exact,osm_node,wikidata+osm,"{""wikidata"":""Q123498599"",""osm"":""node/9394604951""}",rail,,SNTF,
29-019,gare de La Marre-d'Eau,gare de La Marre-d'Eau,,29,2928,Alaimia,35.5389,-0.3109,exact,wikidata,wikidata,"{""wikidata"":""Q137947796""}",rail,ligne d'Alger à Oran,SNTF,
30-001,Colonel Seddiki Larbi,Colonel Seddiki Larbi,الكولونيل صديقي العربي,30,3001,Ouargla,31.952198,5.332814,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683933"",""osm"":""node/8907462427""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-002,Ben Abbas Hammadi,Ben Abbas Hammadi,بن عباس حمادي,30,3001,Ouargla,31.949619,5.329104,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683934"",""osm"":""node/8907462428""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-003,Hassani Taib,Hassani Taib,حساني الطيب,30,3001,Ouargla,31.945098,5.322667,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683935"",""osm"":""node/8907462430""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-004,Mekhadma,Mekhadma,المخادمة,30,3001,Ouargla,31.943231,5.317642,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683936"",""osm"":""node/8907462431""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-005,Tamam Ahmed,Tamam Ahmed,تمام أحمد,30,3001,Ouargla,31.944144,5.291055,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683937"",""osm"":""node/8906957121""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-006,Sid Rouhou,Sid Rouhou,سيد روحو,30,3001,Ouargla,31.954934,5.331204,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683938"",""osm"":""node/8907462424""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-007,Safrani Abdelkader,Safrani Abdelkader,صفراني عبد القادر,30,3001,Ouargla,31.948468,5.264984,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683939"",""osm"":""node/8906957019""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-008,Khalil Abdelkader,Khalil Abdelkader,خليل عبد القادر,30,3001,Ouargla,31.952737,5.266033,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683940"",""osm"":""node/8906957027""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-009,Chenine Kadour,Chenine Kadour,شنين قدور,30,3001,Ouargla,31.959303,5.267025,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683941"",""osm"":""node/5501907013""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-010,27 février 1962,27 février 1962,27 فيفري 1962,30,3001,Ouargla,31.940115,5.274862,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683942"",""osm"":""node/8906956982""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-011,Station multimodale,Station multimodale,المحطة متعددة الخدمات,30,3001,Ouargla,31.937824,5.281844,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683943"",""osm"":""node/8906956976""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-012,Nouveau pôle universitaire,Nouveau pôle universitaire,القطب الجامعي الجديد,30,3001,Ouargla,31.94072,5.284767,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683944"",""osm"":""node/8906957088""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-013,Mohamed ben Hadj Aissa,Mohamed ben Hadj Aissa,العلامة محمد بن حاج عيسى,30,3001,Ouargla,31.942559,5.299732,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683945"",""osm"":""node/8906957132""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-014,Cheikh ben Attia Djelloul,Cheikh ben Attia Djelloul,الشيخ بن عطية جلول,30,3001,Ouargla,31.941897,5.307676,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683946"",""osm"":""node/8906957143""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-015,el Chatti el Wakal,el Chatti el Wakal,الشطي الوكال,30,3001,Ouargla,31.94193,5.312748,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683947"",""osm"":""node/8907462433""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-016,Zoubidi Abdelkader,Zoubidi Abdelkader,زوبيدي عبد القادر,30,3001,Ouargla,31.947092,5.325487,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683948"",""osm"":""node/8907462429""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
30-017,Chenine Kadour Station,Chenine Kadour Station,شنين قدور,30,3001,Ouargla,31.959282,5.266988,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136683949"",""osm"":""node/8906957053""}",tram,ligne unique du tramway d'Ouargla,SETRAM,Ouargla
31-001,Douar El Ayayda,Douar El Ayayda,,31,3121,Hassi Mefsoukh,35.789343,-0.332506,exact,osm_node,osm,"{""osm"":""node/9379486385""}",rail,,SNTF,
31-002,El Mohgoun,El Mohgoun,المحڨن,31,3106,Arzew,35.8202,-0.3452,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118225297"",""osm"":""node/1198783833""}",rail,ligne d'Oran à Arzew,SNTF,
31-003,Hassi Mefsoukh,Hassi Mefsoukh,حاسي مفسوخ,31,3121,Hassi Mefsoukh,35.7884,-0.3837,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118225299"",""osm"":""node/334207859""}",rail,ligne d'Oran à Arzew,SNTF,
31-004,Gdyel,Gdyel,ڨديل,31,3102,Gdyel,35.777,-0.4178,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118225301"",""osm"":""node/334209501""}",rail,ligne d'Oran à Arzew,SNTF,
31-005,Hassi Ben Okba,Hassi Ben Okba,حاسي بن عقبة,31,3119,Hassi Ben Okba,35.7255,-0.4568,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118225302"",""osm"":""node/1198783770""}",rail,ligne d'Oran à Arzew,SNTF,
31-006,Hassi Ameur,Hassi Ameur,حاسي عامر,31,3119,Hassi Ben Okba,35.7074,-0.4654,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118225303"",""osm"":""node/334211864""}",rail,ligne d'Oran à Arzew,SNTF,
31-007,Hassi Bounif,Hassi Bounif,محطة قطار حاسي بونيف,31,3114,Boufatis,35.6905,-0.4896,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118225306"",""osm"":""node/1198783652""}",rail,ligne d'Oran à Arzew,SNTF,
31-008,Garita,Garita,,31,3104,Hassi Bounif,35.6849,-0.5437,exact,wikidata,wikidata,"{""wikidata"":""Q118225308""}",rail,ligne d'Oran à Arzew,SNTF,
31-009,Sidi Maârouf,Sidi Maârouf,سيدي معروف,31,3104,Hassi Bounif,35.6874,-0.5565,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118225309"",""osm"":""node/1198741554""}",rail,ligne d'Oran à Arzew,SNTF,
31-010,Haï Es Sabah,Haï Es Sabah,حي الصباح,31,3103,Bir El Djir,35.6903,-0.568,exact,osm_node,wikidata+osm,"{""wikidata"":""Q118225310"",""osm"":""node/1198741588""}",rail,ligne d'Oran à Arzew,SNTF,
31-011,Oued Tlelat,Oued Tlelat,محطة قطار وادي تليلات,31,3111,Oued Tlelat,35.5463,-0.452,exact,osm_node,wikidata+osm,"{""wikidata"":""Q119071951"",""osm"":""node/3886552760""}",rail,ligne de Oued Tlelat à Béchar | ligne d'Alger à Oran,SNTF,
