id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,type,line,operator,network
31-012,El Kerma,El Kerma,,31,3117,El Kerma,35.6163,-0.5854,exact,wikidata,wikidata,"{""wikidata"":""Q119072149""}",rail,ligne d'Alger à Oran,SNTF,
31-013,Es Senia,Es Senia,محطة قطار السانية,31,3105,Es Senia,35.65,-0.6075,approximate,osm_node,wikidata+osm,"{""wikidata"":""Q119072200"",""osm"":""node/3884932091""}",rail,ligne d'Es Senia à Beni Saf | ligne d'Alger à Oran,SNTF,
31-014,Arzew,Arzew,محطة قطار أرزيو,31,3106,Arzew,35.8473,-0.32,approximate,osm_node,wikidata+osm,"{""wikidata"":""Q119144784"",""osm"":""node/5416215334""}",rail,ligne d'Oran à Arzew,SNTF,
31-015,Haï El Ksab,Haï El Ksab,,31,3105,Es Senia,35.636,-0.6159,exact,wikidata,wikidata,"{""wikidata"":""Q119172185""}",rail,ligne d'Es Senia à Beni Saf,SNTF,
31-016,Misserghin,Misserghin,محطة قطار مسرغين,31,3123,Messerghin,35.6093,-0.7333,exact,osm_node,wikidata+osm,"{""wikidata"":""Q119172391"",""osm"":""node/5322508069""}",rail,ligne d'Es Senia à Beni Saf,SNTF,
31-017,Boutlélis,Boutlélis,بوتليليس,31,3124,Boutlelis,35.5678,-0.8969,exact,osm_node,wikidata+osm,"{""wikidata"":""Q119172612"",""osm"":""node/3885025884""}",rail,ligne d'Es Senia à Beni Saf,SNTF,
31-018,Zahana,Zahana,,31,3111,Oued Tlelat,35.513333,-0.410556,exact,wikidata,wikidata,"{""wikidata"":""Q120276926""}",rail,ligne de Oued Tlelat à Béchar,SNTF,
31-019,Ancienne gare d'Arzew,Ancienne gare d'Arzew,,31,3106,Arzew,35.857139,-0.308773,exact,wikidata,wikidata,"{""wikidata"":""Q123498584""}",rail,,SNTF,
31-020,Aïn El Bia,Aïn El Bia,,31,3126,Ain Biya,35.824058,-0.287401,exact,wikidata,wikidata,"{""wikidata"":""Q123498585""}",rail,,SNTF,
31-021,Bethioua,Bethioua,,31,3107,Bethioua,35.81414,-0.260884,exact,wikidata,wikidata,"{""wikidata"":""Q123498586""}",rail,,SNTF,
31-022,Mers El Hadjadj,Mers El Hadjadj,,31,3108,Marsat El Hadjadj,35.7971,-0.1663,exact,osm_node,wikidata+osm,"{""wikidata"":""Q123498587"",""osm"":""node/9379498814""}",rail,,SNTF,
31-023,La Macta,La Macta,,31,3108,Marsat El Hadjadj,35.784827,-0.123231,exact,osm_node,wikidata+osm,"{""wikidata"":""Q123498588"",""osm"":""node/4889862015""}",rail,,SNTF,
31-024,Arbal,Arbal,,31,3118,El Braya,35.5711,-0.5383,exact,wikidata,wikidata,"{""wikidata"":""Q136470508""}",rail,ligne d'Alger à Oran,SNTF,
31-025,Gare Oran Marine,Gare Oran Marine,محطة قطار ميناء وهران,31,3101,Oran,35.708161,-0.649821,exact,wikidata,wikidata,"{""wikidata"":""Q139586276""}",rail,,SNTF,
31-026,Oran,Oran,وهران,31,3101,Oran,35.6982,-0.638889,exact,osm_way,wikidata+osm,"{""wikidata"":""Q3095826"",""osm"":""way/44387255""}",rail,ligne d'Oran à Arzew | ligne d'Alger à Oran,SNTF,
31-027,Gare d'Oran,Gare d'Oran,,31,3101,Oran,35.696052,-0.636581,exact,osm_way,osm,"{""osm"":""way/368979253""}",rail,,SNTF,
31-028,Université USTO,Université USTO,جامعة ايسطو,31,3103,Bir El Djir,35.704397,-0.576744,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684361"",""osm"":""node/9064336119""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-029,Hôpital 1er Novembre,Hôpital 1er Novembre,المستشفى الجامعي أول نوفمبر,31,3101,Oran,35.702122,-0.583639,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684362"",""osm"":""node/9064336113""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-030,Cité USTO,Cité USTO,حي ايسطو,31,3101,Oran,35.701946,-0.5896,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684363"",""osm"":""node/9064336108""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-031,Mosquée Ibn Badis,Mosquée Ibn Badis,مسجد ابن باديس,31,3101,Oran,35.696875,-0.606116,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684364"",""osm"":""node/9064336075""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-032,Les Castors,Les Castors,حي كاستور,31,3101,Oran,35.697037,-0.613256,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684365"",""osm"":""node/9064336127""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-033,Gare Routière Sidi Maârouf,Gare Routière Sidi Maârouf,محطة سيدي معروف,31,3103,Bir El Djir,35.690736,-0.56873,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684366"",""osm"":""node/9063291285""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-034,Hai Es Sabah,Hai Es Sabah,حي الصباح,31,3103,Bir El Djir,35.696605,-0.571857,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684367"",""osm"":""node/9064336067""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-035,Place 1er Novembre,Place 1er Novembre,ساحة أول نوفمبر,31,3101,Oran,35.703554,-0.648844,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684369"",""osm"":""node/9064336224""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-036,Cité Universitaire Haï El Badr,Cité Universitaire Haï El Badr,الحي الجامعي البدر,31,3101,Oran,35.679831,-0.6434,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684370"",""osm"":""node/9064336272""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-037,Palais Des Sports,Palais Des Sports,قصر الرياضات,31,3101,Oran,35.686858,-0.647646,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684371"",""osm"":""node/9064336264""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-038,Ghaouti - Dar El Hayat,Ghaouti - Dar El Hayat,غوثي,31,3101,Oran,35.689805,-0.648886,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684373"",""osm"":""node/9064336258""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-039,M'dina El Djadida,M'dina El Djadida,المدينة الجديدة,31,3101,Oran,35.693647,-0.650379,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684374"",""osm"":""node/9064336254""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-040,Houha Tlemcen,Houha Tlemcen,حوحة تلمسان,31,3101,Oran,35.697216,-0.651479,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684376"",""osm"":""node/9064336249""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-041,Place Mokrani,Place Mokrani,ساحة المقراني,31,3101,Oran,35.700563,-0.650313,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684377"",""osm"":""node/9064336243""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-042,Palais de Justice,Palais de Justice,قصر العدالة,31,3101,Oran,35.699217,-0.602095,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684378"",""osm"":""node/9064336092""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-043,Carrefour les Trois Cliniques,Carrefour les Trois Cliniques,ثلاثة عيادات,31,3101,Oran,35.701817,-0.596271,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684379"",""osm"":""node/9064336103""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-044,USTO Bifurcation/Bd Pépinière,USTO Bifurcation/Bd Pépinière,نهج المشتلة,31,3103,Bir El Djir,35.705851,-0.573626,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684380"",""osm"":""node/9064336122""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-045,IGMO Université Docteur Taleb,IGMO Université Docteur Taleb,جامعة الدكتور طالب,31,3105,Es Senia,35.661255,-0.632014,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684381"",""osm"":""node/9064336287""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-046,Bd Colonel Ahmed Ben Abderrezak,Bd Colonel Ahmed Ben Abderrezak,نهج العقيد أحمد عبد الرزاق,31,3101,Oran,35.698552,-0.631921,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684382"",""osm"":""node/9064336136""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-047,Émir Abdelkader,Émir Abdelkader,الأمير عبد القادر,31,3101,Oran,35.70035,-0.645274,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684383"",""osm"":""node/9064336212""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-048,Gare SNTF,Gare SNTF,محطة القطار,31,3101,Oran,35.699675,-0.638562,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684384"",""osm"":""node/9064336194""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-049,Maâlem Bentayeb,Maâlem Bentayeb,معلم بن طيب,31,3101,Oran,35.698044,-0.617962,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684385"",""osm"":""node/9064336160""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-050,Les Frères Moulay,Les Frères Moulay,الإخوة مولاي,31,3101,Oran,35.699074,-0.625551,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684386"",""osm"":""node/9064336147""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-051,Cité Volontaire ENSET,Cité Volontaire ENSET,الحي الجامعي المتطوع,31,3105,Es Senia,35.665578,-0.634607,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684387"",""osm"":""node/9064336283""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-052,Es Senia Centre,Es Senia Centre,السانية وسط,31,3105,Es Senia,35.65003,-0.625189,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684388"",""osm"":""node/9064336306""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-053,Es Senia Sud,Es Senia Sud,سانيا جنوب,31,3105,Es Senia,35.646069,-0.621716,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684389"",""osm"":""node/9064336317""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-054,Es Senia Terminus,Es Senia Terminus,جامعة السانيا,31,3105,Es Senia,35.64246,-0.617189,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684390"",""osm"":""node/9064336321""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-055,Lycée Les Palmiers,Lycée Les Palmiers,ثانوية النخيل,31,3105,Es Senia,35.671298,-0.638164,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684391"",""osm"":""node/9064336279""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-056,Moulay Abdelkader,Moulay Abdelkader,مولاي عبد القادر,31,3105,Es Senia,35.654949,-0.628192,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684392"",""osm"":""node/9064336295""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-057,Sûreté de la Wilaya/Bd ANP,Sûreté de la Wilaya/Bd ANP,أمن الولاية,31,3101,Oran,35.683421,-0.645596,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684393"",""osm"":""node/9064336270""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-058,Hao El Yasmine,Hao El Yasmine,حي الياسمين,31,3103,Bir El Djir,35.703451,-0.570093,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684394"",""osm"":""node/3940040251""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-059,Jardin Othmania,Jardin Othmania,حديقة العثمانية,31,3105,Es Senia,35.676086,-0.64111,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684395"",""osm"":""node/9064336275""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-060,Cité El Yasmine,Cité El Yasmine,حي الياسمين,31,3103,Bir El Djir,35.703466,-0.57006,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136684396"",""osm"":""node/9064336049""}",tram,ligne 1 du tramway d'Oran,SETRAM,Oran
31-061,Station Si Salah,Station Si Salah,محطة سي صالح,31,3101,Oran,35.70158,-0.660939,exact,osm_node,osm,"{""osm"":""node/715997972""}",aerial_tram,,,
31-062,Station Moulay Abd El Kader,Station Moulay Abd El Kader,محطة مولاي عبد القادر,31,3101,Oran,35.707272,-0.671284,exact,osm_node,osm,"{""osm"":""node/715997974""}",aerial_tram,,,
31-063,Les Planteurs d'Oran,Les Planteurs d'Oran,حي بلونتار وهران,31,3101,Oran,35.6979,-0.6547,exact,osm_node,wikidata+osm,"{""wikidata"":""Q110985796"",""osm"":""node/715997970""}",gondola,,,
32-001,Rezaïna,Rezaïna,رزاينة,32,3210,Bougtoub,33.946392,-0.002433,exact,osm_node,wikidata+osm,"{""wikidata"":""Q122928483"",""osm"":""node/11346075758""}",rail,,SNTF,
32-002,Bougtob,Bougtob,محطة قطار بوقطب,32,3211,El Kheiter,34.045973,0.08732,exact,wikidata,wikidata,"{""wikidata"":""Q123283190""}",rail,,SNTF,
32-003,Tin Brahim,Tin Brahim,محطة قطار تين إبراهيم,32,3211,El Kheiter,34.327178,0.08127,exact,osm_node,wikidata+osm,"{""wikidata"":""Q123498612"",""osm"":""node/11346386811""}",rail,,SNTF,
32-004,Hassi El Madani,Hassi El Madani,محطة قطار حاسي المدني,32,3211,El Kheiter,34.2502,0.068,exact,wikidata,wikidata,"{""wikidata"":""Q123498613""}",rail,,SNTF,
32-005,El Kheiter,El Kheiter,محطة قطار الخيثر,32,3211,El Kheiter,34.1454,0.0651,exact,wikidata,wikidata,"{""wikidata"":""Q123498614""}",rail,,SNTF,
34-001,Medjez,Medjez,محطة قطار المجاز,34,3422,Ksour,35.86632,4.593389,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116065066"",""osm"":""node/9336699380""}",rail,ligne de Bordj Bou Arreridj à M'Sila,SNTF,
34-002,Bordj Bou Arreridj,Bordj Bou Arreridj,برج بوعريريج,34,3401,Bordj Bou Arreridj,36.063345,4.747459,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116065363"",""osm"":""node/3841802203""}",rail,ligne de Bordj Bou Arreridj à M'Sila | ligne d'Alger à Skikda,SNTF,
34-003,Ras El Oued,Ras El Oued,تكستار,34,3430,Ain Tesra,36.048462,5.085616,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117715913"",""osm"":""node/3917341686""}",rail,ligne d'Alger à Skikda,SNTF,
34-004,Bir Aïssa Ayada,Bir Aïssa Ayada,عين تاسرة,34,3430,Ain Tesra,36.035293,5.005277,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117715964"",""osm"":""node/3917341670""}",rail,ligne d'Alger à Skikda,SNTF,
34-005,El Guemmour,El Guemmour,,34,3412,Belimour,36.037839,4.882035,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117715987"",""osm"":""node/836454029""}",rail,ligne d'Alger à Skikda,SNTF,
34-006,El Anasser,El Anasser,العناصر,34,3412,Belimour,36.036969,4.813597,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117716016"",""osm"":""node/836456658""}",rail,ligne d'Alger à Skikda,SNTF,
34-007,El Achir,El Achir,,34,3407,El Achir,36.055979,4.625067,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117749161"",""osm"":""node/4427053253""}",rail,ligne d'Alger à Skikda,SNTF,
34-008,Mansoura,Mansoura,منصورة,34,3404,Mansoura,36.081685,4.461331,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117749173"",""osm"":""node/3781025575""}",rail,ligne d'Alger à Skikda,SNTF,
34-009,El M'hir,El M'hir,المهير,34,3405,El M'hir,36.118887,4.387235,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117749184"",""osm"":""node/9340041898""}",rail,ligne d'Alger à Skikda,SNTF,
34-010,Ouled Sidi Brahim,Ouled Sidi Brahim,سيدي براهيم,34,3406,Ben Daoud,36.230285,4.389712,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117749200"",""osm"":""node/3952991297""}",rail,ligne d'Alger à Skikda,SNTF,
35-001,Boudouaou,Boudouaou,محطة قطار بودواو,35,3502,Boudouaou,36.741092,3.412783,exact,osm_node,wikidata+osm,"{""wikidata"":""Q110508273"",""osm"":""node/253168304""}",rail,ligne d'Alger à Skikda,SNTF,
35-002,Corso,Corso,محطة قطار قورصو,35,3516,Corso,36.754276,3.435351,exact,osm_node,wikidata+osm,"{""wikidata"":""Q110508524"",""osm"":""node/253168288""}",rail,ligne d'Alger à Skikda,SNTF,
35-003,Boumerdès,Boumerdès,محطة قطار بومرداس,35,3516,Corso,36.753676,3.473476,exact,osm_node,wikidata+osm,"{""wikidata"":""Q110508794"",""osm"":""node/253168262""}",rail,ligne d'Alger à Skikda,SNTF,
35-004,Tidjelabine,Tidjelabine,محطة قطار تيجلابين,35,3512,Tidjelabine,36.731953,3.50123,exact,osm_node,wikidata+osm,"{""wikidata"":""Q110508832"",""osm"":""node/703255631""}",rail,ligne d'Alger à Skikda,SNTF,
35-005,Naciria,Naciria,محطة قطار الناصرية,35,3507,Naciria,36.75145,3.825992,exact,osm_node,wikidata+osm,"{""wikidata"":""Q115610625"",""osm"":""node/4781164954""}",rail,ligne de Thénia à Oued Aïssi,SNTF,
35-006,Bordj Menaïel,Bordj Menaïel,محطة قطار برج منايل,35,3504,Bordj Menaiel,36.753615,3.719832,exact,osm_way,wikidata+osm,"{""wikidata"":""Q115610661"",""osm"":""way/386408264""}",rail,,SNTF,
35-007,Isser,Isser,محطة قطار يسر,35,3529,Leghata,36.729649,3.664932,exact,osm_node,wikidata+osm,"{""wikidata"":""Q115610680"",""osm"":""node/4781554405""}",rail,ligne de Thénia à Oued Aïssi,SNTF,
35-008,Si Mustapha,Si Mustapha,محطة قطار سي مصطفى,35,3511,Si Mustapha,36.72211,3.624579,exact,osm_node,wikidata+osm,"{""wikidata"":""Q115610721"",""osm"":""node/4781570347""}",rail,ligne de Thénia à Oued Aïssi,SNTF,
35-009,Thénia,Thénia,محطة قطار الثنية,35,3514,Thenia,36.725232,3.552963,exact,osm_node,wikidata+osm,"{""wikidata"":""Q20127536"",""osm"":""node/253168995""}",rail,ligne de Thénia à Oued Aïssi | ligne d'Alger à Skikda,SNTF,
35-010,Dellys,Dellys,محطة قطار دلس,35,3523,Dellys,36.914478,3.916204,exact,wikidata,wikidata,"{""wikidata"":""Q28716330""}",rail,,SNTF,
35-011,Baghlia,Baghlia,محطة قطار بغلية,35,3505,Baghlia,36.815665,3.861532,exact,wikidata,wikidata,"{""wikidata"":""Q28716358""}",rail,,SNTF,
35-012,Souk El Had,Souk El Had,سوق الحد,35,3525,Beni Amrane,36.688986,3.580987,exact,osm_node,wikidata+osm,"{""wikidata"":""Q28716360"",""osm"":""node/253163495""}",rail,ligne d'Alger à Skikda,SNTF,
35-013,Beni Amrane,Beni Amrane,بني عمران,35,3525,Beni Amrane,36.662545,3.592189,exact,wikidata,wikidata,"{""wikidata"":""Q28716367""}",rail,ligne d'Alger à Skikda,SNTF,
35-014,Ammal,Ammal,عمال,35,3524,Ammal,36.633386,3.590782,exact,osm_node,wikidata+osm,"{""wikidata"":""Q28716368"",""osm"":""node/3476681020""}",rail,ligne d'Alger à Skikda,SNTF,
36-001,Chebaita Mokhtar,Chebaita Mokhtar,محطة قطار شبيطة مختار,36,3615,Chebaita Mokhtar,36.759037,7.741872,exact,osm_way,wikidata+osm,"{""wikidata"":""Q117076284"",""osm"":""way/1182890258""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
36-002,Dréan,Dréan,محطة قطار الذرعان,36,3613,Drean,36.687848,7.747235,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117078088"",""osm"":""node/3221021277""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
36-003,Chihani Bachir,Chihani Bachir,محطة قطار شيحاني بشير,36,3614,Chihani,36.650601,7.775525,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117078506"",""osm"":""node/2423144686""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
36-004,Regouche Ahmed,Regouche Ahmed,محطة قطار رقوش أحمد,36,3614,Chihani,36.597267,7.779443,exact,wikidata,wikidata,"{""wikidata"":""Q117078526""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
37-001,Tindouf,Tindouf,محطة قطار تندوف,37,3701,Tindouf,27.6962,-8.1016,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137996516"",""osm"":""node/13565516390""}",rail,ligne de Béchar à Gara Djebilet,SNTF,
37-002,Oum El Assel,Oum El Assel,محطة قطار أم العسل,37,3702,Oum El Assel,28.6141,-6.9593,exact,osm_node,wikidata+osm,"{""wikidata"":""Q138416660"",""osm"":""node/13565643339""}",rail,ligne de Béchar à Gara Djebilet,SNTF,
37-003,Gara Djebilet,Gara Djebilet,محطة قطار غار جبيلات,37,3701,Tindouf,26.8176,-7.4508,exact,osm_node,wikidata+osm,"{""wikidata"":""Q138447713"",""osm"":""node/13565516388""}",rail,ligne de Béchar à Gara Djebilet,SNTF,
38-001,Tissemsilt,Tissemsilt,محطة قطار تيسمسيلت,38,3801,Tissemsilt,35.611595,1.801889,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116018027"",""osm"":""node/9935612686""}",rail,ligne de Tissemsilt à M'Sila,SNTF,
38-002,Bougara,Bougara,محطة قطار بوقرة,38,3811,Khemisti,35.547249,1.987988,exact,wikidata,wikidata,"{""wikidata"":""Q116024958""}",rail,ligne de Tissemsilt à M'Sila,SNTF,
40-001,Khenchela,Khenchela,,40,4005,El Hamma,35.4749,7.0805,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136434641"",""osm"":""node/11774203606""}",rail,ligne d'Aïn Beïda à Khenchela,SNTF,
40-002,Baghaï,Baghaï,,40,4004,Baghai,35.5274,7.1148,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136434644"",""osm"":""node/11954189306""}",rail,ligne d'Aïn Beïda à Khenchela,SNTF,
40-003,M'Toussa,M'Toussa,محطة متوسة,40,4002,M'toussa,35.5996,7.2333,exact,osm_node,wikidata+osm,"{""wikidata"":""Q136434657"",""osm"":""node/11954189323""}",rail,ligne d'Aïn Beïda à Khenchela,SNTF,
41-001,M'daourouch,M'daourouch,محطة قطار مداوروش,41,4115,M'daourouche,36.075833,7.824167,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116860309"",""osm"":""node/3218265594""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
41-002,El Hamri,El Hamri,محطة الحمري,41,4103,Hanencha,36.162088,7.888619,exact,wikidata,wikidata,"{""wikidata"":""Q116961556""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
41-003,Dréa,Dréa,محطة قطار الدريعة,41,4109,Drea,36.121262,7.884562,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116961573"",""osm"":""node/2210118419""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
41-004,Oued Keberit,Oued Keberit,محطة وادي الكبريت,41,4118,Oued Kebrit,35.92545,7.921155,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116961779"",""osm"":""node/2431635787""}",rail,ligne de Oued Keberit à Ouenza | ligne d'Annaba à Djebel Onk,SNTF,
41-005,Oued Chouk,Oued Chouk,محطة وادي الشوك,41,4103,Hanencha,36.212241,7.909178,exact,wikidata,wikidata,"{""wikidata"":""Q116997166""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
41-006,Les Tuileries,Les Tuileries,الزعرورية,41,4104,Zaarouria,36.24041,7.939524,exact,osm_node,wikidata+osm,"{""wikidata"":""Q116997195"",""osm"":""node/9318565548""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
41-007,Sidi El Hemissi,Sidi El Hemissi,سيدي الهميسي,41,4113,Ouled Moumen,36.407892,8.36519,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117072366"",""osm"":""node/2206932298""}",rail,ligne de Souk Ahras à la frontière tunisienne,SNTF,
41-008,Ouled Dhia,Ouled Dhia,,41,4113,Ouled Moumen,36.382034,8.271326,exact,wikidata,wikidata,"{""wikidata"":""Q117072461""}",rail,ligne de Souk Ahras à la frontière tunisienne,SNTF,
41-009,Oued Mougras,Oued Mougras,وادي مغراس,41,4117,Ain Zana,36.37179,8.221425,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117075486"",""osm"":""node/9308715704""}",rail,ligne de Souk Ahras à la frontière tunisienne,SNTF,
41-010,Khedara,Khedara,,41,4117,Ain Zana,36.338331,8.168448,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117075490"",""osm"":""node/2206932295""}",rail,ligne de Souk Ahras à la frontière tunisienne,SNTF,
41-011,Takouka,Takouka,,41,4105,Ouled Driss,36.320771,8.125197,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117075518"",""osm"":""node/2206913210""}",rail,ligne de Souk Ahras à la frontière tunisienne,SNTF,
41-012,Sidi Bader,Sidi Bader,سيدي بادر,41,4105,Ouled Driss,36.311811,8.078955,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117075528"",""osm"":""node/9399822512""}",rail,ligne de Souk Ahras à la frontière tunisienne,SNTF,
41-013,Tarja,Tarja,,41,4101,Souk Ahras,36.289055,8.003377,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117075536"",""osm"":""node/9308755704""}",rail,ligne de Souk Ahras à la frontière tunisienne,SNTF,
41-014,Mechroha,Mechroha,محطة المشروحة,41,4104,Machroha,36.362449,7.847164,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117084378"",""osm"":""node/1856567589""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
41-015,Aïn Seynour,Aïn Seynour,,41,4104,Machroha,36.324692,7.883333,exact,wikidata,wikidata,"{""wikidata"":""Q117084624""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
41-016,Résidence universitaire Medaguine Mohamed,Résidence universitaire Medaguine Mohamed,,41,4101,Souk Ahras,36.307522,7.938005,exact,wikidata,wikidata,"{""wikidata"":""Q117084632""}",rail,ligne d'Annaba à Djebel Onk,SNTF,
41-017,Souk Ahras,Souk Ahras,سوق أهراس,41,4101,Souk Ahras,36.2809,7.95287,exact,osm_node,wikidata+osm,"{""wikidata"":""Q18785566"",""osm"":""node/2206396029""}",rail,ligne de Souk Ahras à la frontière tunisienne | ligne d'Annaba à Djebel Onk | ligne de Souk Ahras à la frontière tunisienne | ligne d'Annaba à Djebel Onk,SNTF,
43-001,El Guerrah,El Guerrah,محطة قطار القراح,43,4303,Chelghoum Laid,36.136519,6.608186,exact,osm_way,wikidata+osm,"{""wikidata"":""Q116780218"",""osm"":""way/1180830474""}",rail,ligne d'El Guerrah à Touggourt | ligne d'Alger à Skikda,SNTF,
43-002,Tadjenanet,Tadjenanet,محطة قطار تاجنانت,43,4308,Tadjenanet,36.11217,5.984399,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117710748"",""osm"":""node/3900624365""}",rail,ligne d'Alger à Skikda,SNTF,
43-003,Teleghma,Teleghma,محطة قطار التلاغمة,43,4306,Teleghma,36.111901,6.355496,exact,osm_node,wikidata+osm,"{""wikidata"":""Q117710764"",""osm"":""node/3639980398""}",rail,ligne d'Alger à Skikda,SNTF,
44-001,Gare de Khemis Miliana,Gare de Khemis Miliana,,44,4404,Khemis-Miliana,36.242847,2.22618,exact,osm_node,osm,"{""osm"":""node/12897332954""}",rail,,SNTF,
