name_fr,name_ar,wilaya_code,daira,postal_code,latitude,longitude,code_commune
Chebaita Mokhtar,شبيطة مختار,36,Drean,36015,36.755843,7.741667,3615
Chefia,الشافية,36,Bouteldja,36023,36.611111,8.1632766,3612
Chihani,شحاني,36,Drean,36016,36.646944,7.775556,3614
Drean,الذرعـان,36,Drean,36300,36.68333333,7.75,3613
Echatt,الشط,36,Ben Mehidi,36009,36.830278,7.872,3618
El Aioun,العيون,36,El Kala,36007,36.827222,8.6,3607
El Kala,القالة,36,El Kala,36100,36.8956,8.4433,3605
El Tarf,الطارف,36,El Tarf,36000,36.7667186,8.317,3601
Hammam Beni Salah,حمام بني صالح,36,Bouhadjar,36020,36.51972222,7.9810845,3623
Lac Des Oiseaux,بحيرة الطيور,36,Bouteldja,36022,36.775556,8.1180556,3611
Oued Zitoun,وادي الزيتون,36,Bouhadjar,36019,36.466111,8.0575,3622
Raml Souk,رمل السوق,36,El Kala,36006,36.786111,8.535556,3624
Souarekh,السوارخ,36,El Kala,36005,36.88194444,8.564167,3609
Zerizer,زريزر,36,Besbes,36013,36.727222,7.894722,3619
Zitouna,الزيتونة,36,El Tarf,36003,36.668056,8.2346,3620
Oum El Assel,أم العسل,37,Tindouf,37010,28.6125,-6.978889,3702
Tindouf,تندوف,37,Tindouf,37000,27.670556,-8.12724,3701
Ammari,عماري,38,Ammari,38002,35.5771,1.6623,3813
Beni Chaib,بني شعيب,38,Bordj Bou Naama,38006,35.820278,1.7995306,3805
Beni Lahcene,بني لحسن,38,Bordj Bou Naama,38007,35.8517,1.624722222,3822
Bordj Bounaama,برج بونعامة,38,Bordj Bou Naama,38005,35.8505025,1.6170851,3802
Bordj El Emir Abdelkader,برج الأمير عبد القادر,38,Bordj El Emir Abdelkader,38009,35.8652978,2.2674341,3809
Boucaid,بوقائد,38,Lazharia,38018,35.890278,1.61978,3821
Khemisti,خميستي,38,Khemisti,38011,35.6667,1.95,3811
Larbaa,الأربعاء,38,Lazharia,38019,35.937222,1.475277,3816
Lardjem,لرجام,38,Lardjem,38013,35.7495,1.5485,3806
Layoune,العيون,38,Khemisti,38012,35.6967,1.99664,3810
Lazharia,الأزهرية,38,Lazharia,38017,35.93722222,1.56,3804
Maacem,المعاصم,38,Ammari,38003,35.659722,1.603611,3817
Melaab,الملعب,38,Lardjem,38014,35.7495,1.3325,3807
Ouled Bessam,أولاد بسام,38,Tissemsilt,38001,35.686389,1.864167,3812
Sidi Abed,سيدي عابد,38,Ammari,38004,35.745278,1.705,3818
Sidi Boutouchent,سيدي بوتوشنت,38,Theniet El Had,38021,35.825278,1.95138889,3815
Sidi Lantri,سيدي العنتري,38,Lardjem,38015,35.70139,1.40223,3808
Sidi Slimane,سيدي سليمان,38,Bordj Bou Naama,38008,35.86,1.833333333,3820
Tamellahet,تملاحت,38,,,,,
Theniet El Had,ثنية الاحد,38,Theniet El Had,38100,35.87111,2.01670828,3803
Tissemsilt,تيسمسيلت,38,Tissemsilt,38000,35.60722,1.8108,3801
Youssoufia,اليوسفية,38,Bordj El Emir Abdelkader,38010,35.948056,2.112778,3814
Bayadha,البياضة,39,Bayadha,39006,33.334444,6.8885733,3904
Ben Guecha,بن  قشة,39,,,,,
Debila,الدبيلة,39,Debila,39200,33.51667,6.95,3911
Douar El Maa,دوار الماء,39,Taleb Larbi,39017,33.372222,7.686111,3915
El Ogla,العقلة,39,Robbah,39004,33.246667,6.95,3925
El-Oued,الوادي,39,El Oued,39000,33.36111111,6.8605556,3901
Guemar,قمار,39,Guemar,39100,33.5,6.7977914,3906
Hamraia,الحمراية,39,Reguiba,39011,34.110833,6.2305556,3909
Hassani Abdelkrim,حساني عبد الكريم,39,Debila,39013,33.477222,6.895,3912
Hassi Khalifa,حاسي خليفة,39,Hassi Khalifa,39300,33.562222,6.990278,3913
Kouinine,كوينين,39,El Oued,39001,33.4037855,6.8264542,3907
Magrane,المقرن,39,Magrane,39020,33.4998054,6.930278,3918
Mih Ouansa,اميه وانسة,39,Mih Ouansa,39021,33.158611,6.716944,3926
Nakhla,النخلة,39,Robbah,39003,33.2806326,6.878889,3905
Oued El Alenda,وادي العلندة,39,Mih Ouansa,39005,33.228889,6.757222,3903
Ourmes,ورماس,39,Guemar,39008,33.541667,6.416667,3920
Reguiba,الرقيبة,39,Reguiba,39010,33.56391,6.703,3908
Robbah,الرباح,39,Robbah,39002,33.281111,6.4166705,3902
Sidi Aoun,سيدي عون,39,Magrane,39019,33.54212,6.905,3916
Taghzout,تغزوت,39,Guemar,39009,32.966667,6.7978,3910
Taleb Larbi,الطالب العربي,39,Taleb Larbi,39016,33.7275,7.517222,3914
Trifaoui,الطريفاوي,39,Hassi Khalifa,39015,33.42298,6.93452,3917
Ain Touila,عين الطويلة,40,Aïn Touila,40300,35.443611,7.466667,4006
Babar,بابار,40,Babar,40001,35.1691777,7.104722,4013
Baghai,بغاي,40,El Hamma,40010,35.521944,7.114444,4004
Bouhmama,بوحمامة,40,Bouhmama,40002,35.320278,6.7466351,4008
Chechar,ششار,40,Chechar,40100,35.1583333,7.01667,4011
Chelia,شلية,40,Bouhmama,40003,35.364444,6.63671,4021
Djellal,جلال,40,Chechar,40007,34.91925,6.9,4012
El Hamma,الحامة,40,El Hamma,40200,35.466667,7.0825,4005
El Mahmal,المحمل,40,Ouled Rechache,40017,35.37381,7.21319,4017
El Oueldja,الولجة,40,Chechar,40008,34.915833,6.680556,4009
Ensigha,انسيغة,40,El Hamma,40012,35.397222,7.143056,4015
Kais,قايس,40,Kais,40014,35.4946392,6.924305,4003
Khenchela,خنشلة,40,Khenchela,40000,35.4358,7.1433,4001
Khirane,خيران,40,Chechar,40009,34.6667,6.7593,4020
M'sara,مصارة,40,Bouhmama,40004,35.3216667,7.1433333,4018
M'toussa,متوسة,40,Aïn Touila,40020,35.599444,7.24497,4002
Ouled Rechache,أولاد رشاش,40,Ouled Rechache,40018,35.3,7.353056,4016
Remila,الرميلة,40,Kais,40015,35.569444,6.9,4010
Tamza,طامزة,40,El Hamma,40013,35.31491,7,4014
Taouzianat,تاوزيانت,40,Kais,40016,35.511111,6.3551522,4007
Yabous,يابوس,40,Bouhmama,40005,35.405278,6.6418,4019
Ain Soltane,عين سلطان,41,Sedrata,41017,36.178334,7.369167,4118
Ain Zana,عين الزانة,41,Ouled Driss,41016,36.400556,8.191111,4117
Bir Bouhouche,بئر بوحوش,41,Bir Bou Haouch,41013,36.165611,7.4667,4114
Drea,الدريعة,41,Taoura,41008,36.1167,7.8833333,4109
Haddada,الحدادة,41,,,,,
Hanencha,الحنانشة,41,,,,,
Khedara,الخضارة,41,Heddada,41010,36.195556,8.243056712,4111
Khemissa,خميسة,41,Sedrata,41022,36.193056,7.658889,4123
M'daourouche,مداوروش,41,M'daourouch,41200,36.1218,7.819722222,4115
Machroha,المشروحة,41,,,,,
Merahna,المراهنة,41,Merahna,41011,36.1975,8.155,4112
Oued Kebrit,وادي الكبريت,41,,,,,
Ouillen,ويلان,41,Merahna,41018,36.195,8.064722,4119
Ouled Driss,أولاد إدريس,41,Ouled Driss,41004,36.35,8.0167,4105
Ouled Moumen,أولاد مومن,41,,,,,
Oum El Adhaim,أم العظايم,41,Oum El Adhaim,41015,36.033889,7.6025,4116
Ragouba,الراقوبة,41,M'daourouch,41021,36.125,7.666667,4122
Safel El Ouiden,سافل الويدان,41,Bir Bou Haouch,41020,35.929167,7.490278,4121
Sedrata,سدراتة,41,Sedrata,41100,36.129,7.534,4102
Sidi Fredj,سيدي فرج,41,Merahna,41019,36.1537121,8.1952751,4118
Souk Ahras,سوق أهراس,41,Souk Ahras,41000,36.286389,7.950833333,4101
Taoura,تاورة,41,Taoura,41007,36.17,8.04028,4108
Terraguelt,ترقالت,41,Oum El Adhaim,41024,35.895278,7.854045,4125
Tiffech,تيفاش,41,M'daourouch,41005,36.191667,7.786111,4106
Zaarouria,الزعرورية,41,Taoura,41006,36.227222,7.957778,4104
Zouabi,الزوابي,41,Bir Bou Haouch,41025,36.195556,7.441111,4126
Aghbal,أغبال,42,Gouraya,42006,36.502778,1.845833,4210
Ahmer El Ain,أحمر العين,42,,,,,
Ain Tagourait,عين تاقورايت,42,Bou Ismail,42012,36.5868863,2.5842062,4217
Attatba,الحطاطبة,42,Kolea,42024,36.57278,2.67694,4236
Beni Mileuk,بني ميلك,42,Damous,42026,36.444444,1.716667,4241
Bou Haroun,بوهارون,42,Bou Ismail,42019,36.62503,2.6548,4209
Bou Ismail,بواسماعيل,42,Bou Ismail,42500,36.64262,2.6899362,4226
Bourkika,بورقيقة,42,Ahmar El Ain,42004,36.4858595,2.4764,4205
Chaiba,الشعيبة,42,Kolea,42011,36.6251,2.729167,4216
Cherchell,شرشال,42,Cherchell,42200,36.605,2.19083,4222
Damous,الداموس,42,Damous,42300,36.5200245,1.704167,4223
Douaouda,دواودة,42,Fouka,42003,36.6737396,2.783333,4204
Fouka,فوكة,42,Fouka,42400,36.6667,2.742117,4225
Gouraya,قوراية,42,Gouraya,42009,36.5675,1.905,4202
Hadjout,حجوط,42,Hadjout,42100,36.51257,2.4142888,4212
Hadjret Ennous,حجرة النص,42,,,,,
Khemisti,خميستي,42,Bou Ismail,42005,36.625833,2.680833333,4206
Kolea,القليعة,42,Kolea,42600,36.6389,2.768,4235
Larhat,الأرهاط,42,Damous,42002,36.558,1.801388889,4203
Menaceur,مناصر,42,Sidi Amar,42001,36.492,2.240556,4202
Merad,مراد,42,Hadjout,42015,36.47477,2.42625,4224
Messelmoun,مسلمون,42,Gouraya,42021,36.563056,2.0025,4233
Nador,الناظور,42,Sidi Amar,42010,36.569722,2.3123031,4215
Sidi Ghiles,سيدي غيلاس,42,Cherchell,42020,36.5583006,2.1155691,4232
Sidi Rached,سيدي راشد,42,Ahmar El Ain,42022,36.5625,2.533333333,4234
Sidi Semiane,سيدي سميان,42,Cherchell,42025,36.508611,2.063889,4240
Sidi-Amar,سيدي عامر,42,Sidi Amar,42008,36.5330597,2.306389,4213
Tipaza,تيبازة,42,Tipaza,42000,36.591944,2.443,4201
Ahmed Rachedi,أحمد راشدي,43,Oued Endja,43012,36.390556,6.125,4311
Ain Beida Harriche, عين البيضاء أحريش,43,Aïn Beida Harriche,43300,36.3959678,5.893333,4319
Ain Mellouk,عين الملوك,43,Chelghoum Laid,43004,36.2755,6.1785,4305
Ain Tine,عين التين,43,Mila,43002,36.438056,6.4678234,4325
Amira Arres,اعميرة اراس,43,Terrai Bainen,43016,36.5375,6.065278,4322
Benyahia Abderrahmane,بن يحي عبد الرحمن,43,Tadjenanet,43030,36.2329371,6.0045,4309
Bouhatem,بوحاتم,43,Bouhatem,43027,36.303889,6.0141667,4314
Chelghoum Laid,شلغوم العيد,43,Chelghoum Laid,43100,36.1629822,6.616667,4303
Chigara,الشيقارة,43,Sidi Merouane,43023,36.5600819,6.2216678,4332
Derrahi Bousselah,دراحي بوصلاح,43,,,,,
El Ayadi Barbes,العياضي برباس,43,Aïn Beida Harriche,43021,36.440278,5.9130761,4315
El Mechira,مشيرة,43,Teleghma,43026,36.010247,6.231267,4326
Ferdjioua,فرجيوة,43,Ferdjioua,43200,36.4073812,5.9419603,4302
Grarem Gouga,القرارم قوقة,43,Grarem Gouga,43008,36.5167,6.33333,4317
Hamala,حمالة,43,Grarem Gouga,43009,36.56667,6.34,4324
Mila,ميلة,43,Mila,43000,36.4503,6.2644,4301
Minar Zarza,مينار زارزة,43,Tassadane Haddada,43019,36.5377483,5.9304039,4321
Oued Athmenia,وادي العثمانية,43,,,,,
Oued Endja,وادي النجاء,43,Oued Endja,43010,36.5,6.120833,4310
Oued Seguen,وادي سقان,43,Teleghma,43025,36.170991,6.419985,4307
Ouled Khalouf,أولاد اخلوف,43,Tadjenanet,43031,36.055556,6.125,4312
Rouached,الرواشد,43,Rouached,43013,36.457741,6.04267,4315
Sidi Khelifa,سيدي خليفة,43,Mila,43001,36.34969,6.300383,4327
Sidi Merouane,سيدي مروان,43,Sidi Merouane,43022,36.521667,6.2625,4318
Tadjenanet,تاجنانت,43,Tadjenanet,43500,36.12129,5.9867,4308
Tassadane Haddada,تسدان حدادة,43,Tassadane Haddada,43018,36.52269,5.8787288,4319
Tassala Lematai,تسالة لمطاعي,43,,,,,
Teleghma,التلاغمة,43,Teleghma,43400,36.1180204,6.364167,4306
Terrai Bainen,ترعي باينان,43,Terrai Bainen,43015,36.5481,6.1418,4323
Tiberguent,تيبرقنت,43,Rouached,43014,36.4667623,6.0396,4313
Yahia Beniguecha,يحي بني قشة,43,,,,,
Zeghaia,زغاية,43,Oued Endja,43011,36.468056,6.1725,4328
Ain-Benian,عين البنيان,44,Aïn Defla,44001,36.3536111,2.4278144,4426
Ain-Bouyahia,عين بويحيى,44,Aïn Defla,44002,36.3150386,1.7733566,4433
Ain-Defla,عين الدفلى,44,Aïn Defla,44000,36.2652,1.9703,4401
Ain-Lechiakh,عين الاشياخ,44,Aïn Lechiakh,44005,36.15694444,2.404167,4414
Ain-Soltane,عين السلطان,44,Aïn Defla,44003,36.2483226,2.2973227,4420
Ain-Torki,عين التركي,44,Aïn Defla,44004,36.3327778,2.301389,4423
Arib,عريب,44,Djendel,44008,36.2919441,2.133611,4406
Bathia,بطحية,44,Bathia,44009,36.0333333,1.7830973,4431
Belaas,بلعاص,44,El Attaf,44010,36.10778,1.8512,4436
Ben Allal,بن علال,44,Rouina,44011,36.311111,2.164,4425
Bir-Ould-Khelifa,بئر ولد خليفة,44,Hammam Righa,44013,36.183333,2.2333333,4410
Birbouche,بربوش,44,El Attaf,44012,36.216667,2.253056,4428
Bordj-Emir-Khaled,برج الأمير خالد,44,Bordj Emir Khaled,44100,36.1222,2.2056,4422
Boumedfaa,بومدفع,44,Boumedfaa,44200,36.370278,2.47639,4403
Bourached,بوراشد,44,Djendel,44016,36.1765,1.9341,4409
Djelida,جليدة,44,Djelida,44017,36.2,2.083333333,4407
Djemaa Ouled Cheikh,جمعة أولاد الشيخ,44,El Amra,44018,36.0786,2.005,4429
Djendel,جندل,44,Djendel,44300,36.218611,2.4137,4405
El-Abadia,العبادية,44,El Abadia,44020,36.2706026,1.6854432,4411
El-Amra,العامرة,44,El Amra,44021,36.30693,1.84816,4408
El-Attaf,العطاف,44,El Attaf,44400,36.22393,1.672,4410
El-Maine,الماين,44,Miliana,44024,36.145,1.758333,4423
Hammam-Righa,حمام ريغة,44,Hammam Righa,44025,36.3915345,2.395618,4405
Hassania,الحسانية,44,Khemis Miliana,44023,36.0333333,1.933611,4418
Hoceinia,الحسينية,44,Miliana,44026,36.316667,2.4,4427
Khemis-Miliana,خميس مليانة,44,Khemis Miliana,44500,36.261,2.220167,4404
Mekhatria,المخاطرية,44,Rouina,44028,36.3446556,2.146111,4430
Miliana,مليانة,44,Miliana,44600,36.3055,2.2325912,4402
Oued Chorfa,وادي الشرفاء,44,Hammam Righa,44030,36.2,2.516667,4413
Oued Djemaa,واد الجمعة,44,Boumedfaa,44031,36.066667,2.3,4415
Rouina,الروينة,44,Rouina,44032,36.25,1.816667,4416
Sidi-Lakhdar,سيدي الأخضر,44,Khemis Miliana,44033,36.265278,2.161667,4424
Tacheta Zegagha,تاشتة زقاغة,44,El Amra,44034,36.355833,1.888889,4432
Tarik-Ibn-Ziad,طارق بن زياد,44,Aïn Lechiakh,44006,36.147222,2.15,4421
Tiberkanine,تبركانين,44,Aïn Lechiakh,44007,36.216667,1.627222,4435
Zeddine,زدين,44,Rouina,44035,36.163889,1.85,4417
Ain Ben Khelil,عين بن خليل,45,Mecheria,45008,33.29027778,-0.763889,4509
Ain Sefra,عين الصفراء,45,Aïn Sefra,45200,32.75,-0.5833,4503
Asla,عسلة,45,Assela,45006,33.016667,-0.083333333,4504
Djenienne Bourezg,جنين بورزق,45,Moghrar,45007,32.3709321,-0.804719988,4504
El Biodh,البيوض,45,,,,,
Kasdir,القصدير,45,Makman Ben Amer,45010,33.709722,-1.358333,4511
Makmen Ben Amar,مكمن بن عمار,45,,,,,
Mecheria,المشرية,45,Mecheria,45100,33.54453,-0.2812,4502
Moghrar,مغرار,45,Moghrar,45005,32.51229,-0.58816,4506
Naama,النعامة,45,Naama,45000,33.2667,-0.3167,4501
Sfissifa,سفيسيفة,45,Sfissifa,45004,32.733333,-0.868889,4503
Tiout,تيوت,45,Aïn Sefra,45003,32.7667,-0.416667,4504
Aghlal,أغلال,46,Aïn Kihal,46007,35.2,-1.069167,4607
Ain El Arbaa,عين الأربعاء,46,Aïn El Arbaa,46002,35.4075,-0.881667,4609
Ain Kihal,عين الكيحل,46,Aïn Kihal,46006,35.204444,-1.196111,4622
Ain Temouchent,عين تموشنت,46,Aïn Témouchent,46000,35.297,-1.133333,4601
Ain Tolba,عين الطلبة,46,Aïn Kihal,46008,35.24893,-1.25049,4618
Aoubellil,عقب الليل,46,Aïn Kihal,46009,35.1373,-0.992575,4613
Beni Saf,بني صاف,46,Beni Saf,46100,35.3004743,-1.382036,4623
Bouzedjar,بوزجار,46,El Amria,46014,35.57456,-1.10424,4605
Chaabat El Ham,شعبة اللحم,46,El Malah,46020,35.33619,-1.1015,4605
Chentouf,شنتوف,46,Hammam Bou Hadjar,46024,35.2917711,-1.029444,4611
El Amria,العامرية,46,El Amria,46200,35.524726,-1.016,4606
El Maleh,المالح,46,El Malah,46300,35.388333,-1.094444,4607
El Messaid,المساعيد,46,El Amria,46016,35.541944,-1.122054,4628
Emir Abdelkader,الأمير عبد القادر,46,Taher,18006,36.751944,5.848611,1806
Hammam Bou Hadjar,حمام بوحجر,46,Hammam Bou Hadjar,46400,35.37889,-0.970488,4604
Hassasna,الحساسنة,46,Hammam Bou Hadjar,46025,35.272222,-0.987222,4621
Hassi El Ghella,حاسي الغلة,46,El Amria,46017,35.45,-1.05,4620
Oued Berkeche,وادي برقش,46,Hammam Bou Hadjar,46023,35.222222,-0.983611,4606
Oued Sebbah,وادي الصباح,46,Aïn El Arbaa,46005,35.3725,-0.811389,4616
Ouled Boudjemaa,أولاد بوجمعة,46,El Amria,46015,35.47306,-1.192667,4617
Ouled Kihal,أولاد الكيحل,46,El Malah,46021,35.37,-1.2356,4622
Oulhaca El Gheraba,ولهاصة الغرابة,46,Oulhaca El Gheraba,46026,35.233056,-1.504444,4625
Sidi Ben Adda,سيدي بن عدة,46,Aïn Témouchent,46001,35.3,-1.1833333,4612
Sidi Boumediene,سيدي بومدين,46,Aïn El Arbaa,46004,35.354167,-0.89305556,4615
Sidi Ouriache,سيدي ورياش,46,Oulhaca El Gheraba,46027,35.1862547,-1.5087605,4605
Sidi Safi,سيدي صافي,46,Beni Saf,46011,35.28123,-1.313333,4624
Tamzoura,تامزورة,46,Aïn El Arbaa,46003,35.40889,-0.65936,4610
Terga,تارقة,46,El Malah,46019,35.416667,-1.1792,4608
Berriane,بريان,47,Berriane,47100,32.82648,3.766667,4704
Bounoura,بونورة,47,Bounoura,47002,32.4825,3.70771,4710
Dhayet Bendhahoua,ضاية بن ضحوة,47,Daia Ben Dahoua,47004,32.536944,3.605556,4707
El Atteuf,العطف,47,Bounoura,47003,32.4766504,3.74788,4712
El Guerrara,القرارة,47,El Guerrara,47200,32.790278,4.4882869,4702
Ghardaia,غرداية,47,Ghardaia,47000,32.4833,3.6667,4701
Mansoura,المنصورة,47,Mansoura,47006,31.979444,3.7459731,4713
Metlili,متليلي,47,Metlili,47300,32.26667,3.63333,4705
Sebseb,سبسب,47,Metlili,47008,32.158333,3.5889,4709
Zelfana,زلفانة,47,Zelfana,47009,32.4,4.2167,4708
Ain Rahma,عين الرحمة,48,Yellel,48032,35.62472222,0.392778,4824
Ain-Tarek,عين طارق,48,Aïn Tarek,48002,35.781388,1.1302226,4815
Ammi Moussa,عمي موسى,48,Ammi Moussa,48100,35.868,1.1081265,4811
Belaassel Bouzagza,بلعسل بوزقزة,48,El Matmar,48014,35.8247,0.577778,4803
Bendaoud,بن داود,48,Relizane,48001,35.719167,0.520278,4835
Beni Dergoun,بني درقن,48,Zemmora,48036,35.7933416,0.801239,4813
Beni Zentis,بني زنطيس,48,Sidi M'Hamed Ben Ali,48029,36.111389,0.663611111,4830
Dar Ben Abdelah,دار بن عبد الله,48,Zemmora,48037,35.701,0.68719,4832
Djidiouia,جديوية,48,Djidioua,48200,35.93,0.816667,4814
El H'madna,الحمادنة,48,El Hamadna,48011,35.9,0.774675,4807
El Hassi,الحاسي,48,Ammi Moussa,48005,35.7425,1.11143,4804
El Ouldja,الولجة,48,Ammi Moussa,48006,35.9108,0.816667,4836
El-Guettar,القطار,48,Mazouna,48018,36.19112,0.8160086,4816
El-Matmar,المطمر,48,El Matmar,48013,35.732361,0.4611475,4817
Had Echkalla,حد الشكالة,48,Aïn Tarek,48003,35.679167,1.147222,4808
Hamri,حمري,48,Djidioua,48009,35.7425,0.830556,4816
Kalaa,القلعة,48,Yellel,48033,35.580556,0.35361111,4823
Lahlef,لحلاف,48,Oued Rhiou,48025,35.8928056,0.983333,4829
Mazouna,مازونة,48,Mazouna,48300,36.1262742,0.8801926,4822
Mediouna,مديونة,48,Sidi M'Hamed Ben Ali,48030,36.12445404,0.747250618,4819
Mendes,منداس,48,Mendes,48019,35.6625,0.861944,4828
Merdja Sidi Abed,مرجة سيدي عابد,48,Oued Rhiou,48023,36.00333,1.010278,4837
Ouarizane,واريزان,48,Oued Rhiou,48024,36.05,0.899078,4821
Oued El Djemaa,وادي الجمعة,48,El Hamadna,48012,35.797222,0.6167687,4826
Oued Essalem,وادي السلام,48,Mendes,48020,35.58333333,0.9246111,4820
Oued-Rhiou,وادي رهيو,48,Oued Rhiou,48400,35.96111111,0.9167,4802
Ouled Aiche,أولاد يعيش,48,Ammi Moussa,48007,35.8266,0.961111,4813
Ouled Sidi Mihoub,أولاد سيدي الميهوب,48,Djidioua,48010,35.973889,0.691667,4838
Ramka,الرمكة,48,Ramka,48026,35.866667,1.283333333,4827
Relizane,غليزان,48,Relizane,48000,35.7333,0.5588787,4801
Sidi Khettab,سيدي  خطاب,48,El Matmar,48015,35.9111,0.51,4810
Sidi Lazreg,سيدي لزرق,48,Mendes,48021,35.6462,0.775,4806
Sidi M'hamed Benali,سيدي أمحمد بن علي,48,Sidi M'Hamed Ben Ali,48028,36.14472222,0.843056,4808
Sidi M'hamed Benaouda,سيدي امحمد بن عودة,48,El Matmar,48016,35.60409,0.58874,4824
Sidi Saada,سيدي سعادة,48,Yellel,48034,35.677778,0.342222,4804
Souk El Had,سوق الحد,48,Ramka,48027,35.916667,1.24805556,4831
Yellel,يلل,48,Yellel,48031,35.716667,0.3536111,4825
Zemmoura,زمورة,48,Zemmora,48500,35.7225,0.75,4812
Aougrout,أوقروت,49,Aougrout,49003,28.75,0.335278,123
Charouine,شروين,49,Charouine,49008,29.018611,-0.257778,103
Deldoul,دلدول,49,Aougrout,49005,28.702778,0.15,117
Ksar Kaddour,قصر قدور,49,Tinerkouk,49007,29.5784908,0.3739728,107
Metarfa,المطارفة,49,Aougrout,49004,28.589167,-0.149722,120
Ouled Aissa,أولاد عيسى,49,Charouine,49010,29.418333,-0.089167,127
Ouled Said,أولاد السعيد,49,Timimoun,49002,29.23194444,0.2387556,110
Talmine,طالمين,49,Charouine,49009,29.0167,-0.4975,124
Timimoun,تيميمون,49,Timimoun,49001,29.25,0.2285923,109
Tinerkouk,تنركوك,49,Tinerkouk,49006,29,0.1567,116
Bordj Badji Mokhtar,برج باجي مختار,50,Bordj Badji Mokhtar,50001,21.3292442,0.954167,125
Timiaouine,تيمياوين,50,Bordj Badji Mokhtar,50002,20.437222,1.79861,128
Besbes,بسباس,51,Sidi Khaled,51005,34.15,4.983333,707
Chaiba,الشعيبة,51,Kolea,42011,36.6251,2.729167,4216
Doucen,الدوسن,51,Ouled Djellal,51003,34.595739,5.102266,709
Ouled Djellal,أولاد جلال,51,Ouled Djellal,51001,34.4254103,5.0644342,705
Ras El Miad,رأس الميعاد,51,Sidi Khaled,51006,34.185603,4.4514,515
Sidi Khaled,سيدي  خالد,51,Sidi Khaled,51004,34.387,4.983333333,708
Beni-Abbes,بني عباس,52,Beni Abbes,52001,30.08,-2.17,807
Beni-Ikhlef,بن يخلف,52,El Ouata,52006,29.575,-1.609167,808
El Ouata,الواتة,52,El Ouata,52005,29.86224,-1.82751,814
Igli,إقلي,52,Igli,52010,30.26666667,-2.2778396,811
Kerzaz,كرزاز,52,Kerzaz,52003,29.45,-1.416667,818
Ksabi,القصابي,52,Ouled Khoudir,52009,28.85,1.2267,819
Ouled-Khodeir,أولاد خضير,52,Ouled Khoudir,52008,29.248889,-1.05748,803
Tamtert,تامترت,52,Beni Abbes,52002,29.91027778,-1.8902778,820
Timoudi,تيمودي,52,Kerzaz,52004,29.40611111,-1.428333333,805
Ain Salah,عين صالح,53,In Salah,53001,27.1935,2.483333,1108
Foggaret Ezzoua,فقارة الزوى,53,,,,,
Inghar,إينغر,53,In Ghar,53003,27.2,2.511111,1103
Ain Guezzam,عين قزام,54,In Guezzam,54001,19.5696707,5.76806,1104
Tin Zouatine,تين زواتين,54,,,,,
Benaceur,بن ناصر,55,Taibet,55012,32.84411111,6.441111,3017
Blidet Amor,بلدة اعمر,55,Tamacine,55006,32.95138889,5.980556,5507
El Alia,العالية,55,Ouargla,30009,32.6999655,5.425556,3020
El-Hadjira,الحجيرة,55,El Hadjira,55009,32.6130464,5.51259,3014
M'naguer,المنقر,55,Taibet,55013,33.12638889,6.351944,3018
Megarine,المقارين,55,Megarine,55007,33.183333,6.0833333,3019
Nezla,النزلة,55,Touggourt,55002,33.10527,6.050833333,3008
Sidi Slimane,سيدي سليمان,55,Megarine,55008,33.833333,0.554708333,3221
Taibet,الطيبات,55,Taibet,55011,33.0829494,6.3997501,3015
Tebesbest,تبسبست,55,Touggourt,55003,33.12,6.08333,3007
Temacine,تماسين,55,Tamacine,55005,33.02194444,6.022778,3016
Touggourt,تقرت,55,Touggourt,55001,33.1,6.05796,3013
Zaouia El Abidia,الزاوية العابدية,55,Touggourt,55004,33.1375,6.082222,3009
Bordj El Haouass,برج الحواس,56,Djanet,56002,24.882778,8.434444,5601
Djanet,جانت,56,Djanet,56001,24.55270656,9.4841939,3302
Djamaa,جامعة,57,Djamaa,57005,33.53388,6.0667,3928
El-M'ghaier,المغير,57,El M'Ghair,57001,33.953,5.9242,3927
M'rara,المرارة,57,Djamaa,57006,33.476667,6.2725,3922
Oum Touyour,أم الطيور,57,El M'Ghair,57002,34.153333,5.833333,3929
Sidi Amrane,سيدي عمران,57,Djamaa,57007,33.49885,6.0117531,3930
Sidi Khelil,سيدي خليل,57,El M'Ghair,57003,33.8369,5.958889,3923
Still,سطيل,57,El M'Ghair,57004,34.19111111,5.9293,3921
Tenedla,تندلة,57,Djamaa,57008,33.675278,6.033889,3924
El Meniaa,المنيعة,58,El Meniaa,58001,30.57556,2.885833333,5801
Hassi Fehal,حاسي الفحل,58,El Meniaa,58003,31.605278,3.6762683,5802
Hassi Gara,حاسي القارة,58,El Meniaa,58002,30.552222,2.915,5803
Aflou,أفلو,59,Aflou,59001,34.11279,2.1019,319
Ain Sidi Ali,عين سيدي علي,59,Gueltat Sidi Saad,59006,34.156872,1.542386,311
Brida,بريدة,59,Brida,59007,33.906111,1.784444,313
El Beidha,البيضاء,59,Aflou,59002,34.47475,2.17408,312
El Ghicha,الغيشة,59,El Ghicha,59011,33.930145,2.140703,314
Gueltat Sidi Saad,قلتة سيدي سعد,59,Gueltat Sidi Saad,59005,34.2961,1.94667,310
Hadj Mechri,الحاج مشري,59,Hadj Mechri,59009,33.9571296,1.5992068,315
Oued M'zi,وادي مزي,59,Aflou,59004,33.92422,2.4369,322
Oued Morra,وادي مرة,59,Aflou,59003,34.1666669,2.3166669,321
Sebgag,سبقاق,59,El Ghicha,59012,34.02958,1.92798,302
