id,name,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,type,type_label_fr,type_label_ar,daira,address,capacity,year,operational,pmr,surface_built_m2,surface_land_m2
00467,CLS OUKIL Amer,الشهيد اوكيل عمر,10,,LAKHDARIA,36.562225,3.594618,exact,sig_mjs,mjs,CLS,Centre de loisirs scientifiques,مركز الترفيه العلمي,LAKHDARIA,"Lakhdaria, Centre",250,2011,true,false,250,1000
00468,SIDHOUM Djafer,المجاهد المتوفي سيدهم جعفر,10,,BOUIRA,36.3813,3.901,exact,sig_mjs,mjs,CLS,Centre de loisirs scientifiques,مركز الترفيه العلمي,BOUIRA,"Château d'Eau, Bouira",200,2014,true,true,447,716
00469,AZROUNE Mohammed,,10,,BOUIRA,36.3794,3.886,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BOUIRA,Cité AZRAR Ramdane Bouira,119,1999,true,false,600,3500
00470,BACHIRI EL Taib,الشهيد بشيري الطيب,10,,TAGUEDIT,36.014834,3.996034,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BORDJ OUKHRIS,Taguedit Centre,60,2014,true,true,600,3498
00471,Complexe Sportif de Proximité,,10,,SOUR EL GHOZLANE,36.1386,3.69244,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SOUR EL GHOZLANE,lot Sayah Ali N°25 Sour El Ghozlane,120,1997,true,false,600,2278
00472,CSP AIDI KHALED,عايدي خالد,10,,SOUK EL KHEMIS,36.3915,3.6333,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SOUK EL KHEMIS,Souk El Khemis Centre,80,2007,true,false,500,2000
00473,CSP BOUGUERRA El Hadj,بوقرة الحاج,10,,DECHMIA,36.12727,3.572,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SOUR EL GHOZLANE,Dechmia Centre,80,2011,true,false,600,2500
00474,CSP EL AKHDARI Moussa,الشهيد لخضاري موسى,10,,MAAMORA,36.0334,3.5525,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SOUR EL GHOZLANE,Commune de Maamora,150,2010,true,false,350,1600
00475,CSP FAHEM Amer,فاهم عمر,10,,BIR GHBALOU,36.264185,3.587809,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BIR GHBALOU,Rue yakoub slimane Bir Ghbalou,120,2007,true,false,600,2500
00476,CSP HADJRA ZERGHA,الشهيد قروج محمد,10,,HADJERA ZERGA,35.954694,3.849869,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BORDJ OUKHRIS,Hadjra Zerga Centre,70,2010,true,false,600,2000
00477,CSP HAMOUDI Mahfoudh,حمودي محفوظ,10,,EL HACHIMIA,36.2243,3.8197,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,EL HACHIMIA,à coté du lycée d'El Hachimia,80,2007,true,false,600,3000
00478,CSP les FRERES BARR,الاخوة بار,10,,M'CHEDALLAH,36.3537,4.2709,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,M'CHEDELLAH,"Cité Bouaklane, M'chedellah",147,2007,true,false,550,3500
00479,CSP les FRERES OUALI,الاخوة والي أهل القصر,10,,AHL EL KSAR,36.25395,4.04339,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BECHLOUL,Ahl k'sar Centre,80,2011,true,false,600,3500
00480,CSP MESLEM Said,,10,,RIDANE,36.075725,3.462521,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SOUR EL GHOZLANE,Ridane Centre,150,2009,true,false,600,2500
00481,CSP MOKRANE Ahmed,مقراني عمر,10,,EL ADJIBA,36.32591,4.161294,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BECHLOUL,El Adjiba,80,2006,true,false,599,3500
00482,CSP MOKRANE Mohammed,المجاهد مسران محمد,10,,MEZDOUR,36.080156,4.069785,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BORDJ OUKHRIS,Mokrane Med Mesdour Centre,60,2010,true,false,597,3500
00483,CSP ZOUBIR Amer,,10,,AOMAR,36.5002,3.7728,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,KADIRIA,Aomar Centre,120,,true,true,600,2000
00484,MOKRANE Ahmed,مقراني عمر,10,,EL ADJIBA,36.32591,4.161294,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BECHLOUL,El Adjiba Centre,80,2008,true,true,600,3500
00485,OUCHEN Messaoud,اوشن مسعود,10,,EL ASNAM,36.3185,4.0147,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BECHLOUL,Hai Echouhada El Asnam Centre,119,2013,true,false,550,3500
00486,TAHIR BOUZID,طهير بوزيد,10,,BORDJ OUKHRISS,36.0852,3.9782,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BORDJ OUKHRIS,Bordj Okhris centre,79,2005,true,,598,2000
00487,TAMEZOUGHT Hemouche,,10,,BECHLOUL,36.3091,4.0714,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BECHLOUL,Bechloul Centre 10145,80,1998,true,false,602,3500
00488,,الشهيد معون بوجمعة,10,,Z'BARBAR,36.4896,3.51343,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,LAKHDARIA,z'barbar Centre,60,2014,true,,600,1500
00489,Maison de Jeunes AHMANE Mohamed,أحمان محمد,10,,BORDJ OUKHRISS,36.0792,3.975,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BORDJ OUKHRIS,Bordj Okhris Centre,118,2009,true,false,180,300
00490,Maison de Jeunes CHAIBI Rabah,,10,,LAKHDARIA,36.56168,3.59312,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,LAKHDARIA,Rue de la SAP lakhdaria,,,false,false,700,2400
00491,Maison de Jeunes CHEMLAL Rabah,,10,,M'CHEDALLAH,36.3664,4.2765,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,M'CHEDELLAH,M'chdellah Centre,200,1971,true,false,2400,4000
00492,Maison de jeunes CHEMLAL Said,شملال السعيد,10,,AIN BESSAM,36.293384,3.676316,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,AIN BESSAM,Ain Bessam Centre,150,2009,true,false,150,300
00493,Maison de Jeunes GHAZI Saadi,غازي سعدي,10,,SOUR EL GHOZLANE,36.144,3.7013,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SOUR EL GHOZLANE,Cité 500 logements Sour El Ghozlane,150,2013,true,true,220,1000
00494,Maison de jeunes Malek BOUGUERMOUH,مالك بوقرموح,10,,AIN BESSAM,36.29663,3.6695,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,AIN BESSAM,Ain Bessam,150,,true,false,841,1643
00495,Maison de Jeunes MESLEM Ahmed,مسلم احمد,10,,BIR GHBALOU,36.261903,3.588929,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BIR GHBALOU,m'slem Ahmed Bir Ghbalou,120,2013,true,false,150,300
00496,Maison de Jeunes Mohammed ISSIAKHEM,,10,,BOUIRA,36.376,3.8899,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BOUIRA,Cité 120 logements Bouira,100,1993,true,false,,3000
00497,Maison de jeunes NEDJAA Hmimi,دار الشباب حيزر,10,,HAIZER,36.3959,3.9985,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,HAIZER,R.N N°33 en Face de la Mosquée,100,2014,true,true,220,500
00498,MECHAS Said,مشاش السعيد,10,,BECHLOUL,36.3098,4.0723,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BECHLOUL,Bechloul centre,100,2012,true,false,347,550
00499,SLIMANE AMIRAT,سليمان عميرات,10,,SOUR EL GHOZLANE,36.14317,3.688,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SOUR EL GHOZLANE,Route de Dirah SEG N°08,,,true,false,,3679
00500,,الشهيد مسعودي مولود,10,,AGHBALOU,36.4055,4.3197,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,M'CHEDELLAH,Commune Aghbalou,250,2013,true,true,250,400
00501,,,10,,CHORFA,36.336549,4.262244,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,M'CHEDELLAH,Ahnif Centre,,,false,,,
00502,AZZI Rabah,الشهيد عزي رابح,10,,AIN TURK,36.3932,3.8223,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,BOUIRA,Ain Turk Centre,80,2008,true,false,147,600
00503,I.N.D,يوعبيد أحمد,10,,IGHRAM,36.3379,4.1857,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,M'CHEDELLAH,Ighrem Centre,80,2006,false,false,150,600
00504,MENGUELATI Mohamed,المجاهد منقلاتي محمد,10,,TAGHZOUT,36.4086,3.9621,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,HAIZER,Taghzout Centre,50,2009,true,false,150,600
00505,Salle Polyvalent Ath Mansour,كوحيلي علي,10,,ATH MANSOUR ( Taourirt ),36.3289,4.3214,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,M'CHEDELLAH,commune Ath Mansour,80,2006,true,true,150,600
00506,Salle Polyvalente,,10,,SAHARIDJ,36.417655,4.203652,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,M'CHEDELLAH,Saharidj Centre,80,2012,false,false,150,600
00507,Salle Polyvalente,,10,,AHL EL KSAR,36.2508,4.0425,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,BECHLOUL,Ahl k'sar Centre,60,2012,true,true,150,600
00508,Salle Polyvalente BADJI Med Benaissa,باجي محمد بن عيسى,10,,GUERROUMA,36.43356,3.42242,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,LAKHDARIA,Guerrouma Centre,80,2009,true,false,150,6000
00509,Salle Polyvalente DZAIR Dehmane,,10,,DJEBAHIA,36.468413,3.786958,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,KADIRIA,Djebahia centre,80,2010,true,false,150,600
00510,Salle Polyvalente KOUTCHOUK Amer,الشهيد كوتشوك السعيد,10,,LAKHDARIA,36.570002,3.591671,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,LAKHDARIA,"Lakhdaria, Centre",80,2010,true,false,150,200
00511,Salle Polyvalente LOTFI Amer El Madjen,,10,,AOMAR,36.4673,3.78428,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,KADIRIA,"El Madjine, Commune Aomar",120,,true,false,,
00512,Salle Polyvalente raffour,الشهيد طالب ولعيد,10,,M'CHEDALLAH,36.349806,4.293225,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,M'CHEDELLAH,"Raffour Centre, M'chedellah",60,2010,true,false,150,600
00513,Salle Polyvalente Said ABID,,10,,BOUIRA,36.352,3.8323,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,BOUIRA,"Village Said ABID, Bouira",,,true,false,,
00514,20 aout 1955,,11,,TAMANRASSET,22.7941,5.513,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,TAMANRASSET,tahaggart,50,1987,true,,1322,7050
00515,auberge Tafsit,بيت الشباب تافسيت,11,,TAMANRASSET,22.8015,5.5282,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,TAMANRASSET,Tafsit,50,2010,true,,944,2047
00516,,بيت الشباب تاظروك,11,,TAZROUK,23.4144,6.2749,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,TAZROUK,,50,2019,true,,1011,4121
00517,,بيت الشباب هرويلي احمد,11,,AIN AMGUEL,23.6957,5.1423,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,TAMANRASSET,,50,2017,true,,,
00518,,,11,,TAMANRASSET,22.78,5.532,exact,sig_mjs,mjs,BA,Bloc d'accueil,كتلة استقبال,TAMANRASSET,amechaoun,50,2011,true,,700,1400
00519,,مخيم الشباب ادريان محمد اق اغالي,11,,TAMANRASSET,22.7875,5.5685,exact,sig_mjs,mjs,CJ,Camp de jeunes,مخيم الشباب,TAMANRASSET,aderiane,298,2010,true,,2244,28064
00520,,المركز العلمي الترفيهي داوي محمد,11,,TAMANRASSET,22.8002,5.515,exact,sig_mjs,mjs,CLS,Centre de loisirs scientifiques,مركز الترفيه العلمي,TAMANRASSET,tahaggart,248,2014,true,,1200,22820
00521,,المركب الرياضي المجاور تافسيت,11,,TAMANRASSET,22.8018,5.5287,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TAMANRASSET,Tafsit,250,2005,true,,873,14405
00522,,,11,,TAMANRASSET,22.8001,5.5551,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TAMANRASSET,Tabrakat,250,2010,true,,881,20000
00523,,,11,,ABELSA,22.6644,4.5767,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SILET,silet,,2020,true,,,
00524,,المركب الرياضي المجاور عين امقل,11,,AIN AMGUEL,23.6949,5.1634,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TAMANRASSET,,249,2010,true,,920,6288
00525,,,11,,IDLES,23.8169,5.9403,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TAZROUK,,250,2020,true,,1577,20328
00526,,,11,,ABELSA,22.9006,4.8482,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SILET,,250,2010,true,,,
00527,,,11,,TAZROUK,23.4147,6.2739,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TAZROUK,,250,2020,true,,1557,7341
00528,,,11,,TAMANRASSET,22.7763,5.53,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TAMANRASSET,amechaoun,250,2010,true,,915,5344
00529,,المركب الرياضي الجواري اق الخير انكوف,11,,TAMANRASSET,22.7715,5.5484,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TAMANRASSET,In Kouf,250,2010,true,,753,7557
00530,,,11,,TAMANRASSET,22.8226,5.2535,exact,sig_mjs,mjs,FJ,Foyer de jeunes,نادي الشباب,TAMANRASSET,Ihelfen,,2010,true,,,
00531,,,11,,ABELSA,22.9544,5.1307,exact,sig_mjs,mjs,FJ,Foyer de jeunes,نادي الشباب,SILET,daghmouli,,2018,true,,,
00532,houari boumediene,,11,,TAMANRASSET,22.7927,5.5252,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,TAMANRASSET,sersouf,250,1987,true,,,
00533,,دار الشباب بوكا لاقو تاظروك,11,,TAZROUK,23.4189,6.2649,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,TAZROUK,,,,true,,,
00534,,دار الشباب عين امقل,11,,AIN AMGUEL,23.6948,5.1429,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,TAMANRASSET,,249,2019,true,,500,809
00535,,,11,,ABELSA,22.6639,4.5787,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,SILET,,,,true,,,
00536,,,11,,ABELSA,22.8898,4.8481,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,SILET,,,2005,true,,,
00537,,,11,,TAMANRASSET,22.9786,6.0048,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,TAMANRASSET,tahifet,,2018,true,,,
00538,,,11,,IDLES,26.4188,5.3644,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,TAZROUK,hirafok,,2015,true,,,
00539,,,11,,IDLES,23.657,5.7696,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,TAZROUK,,,2018,true,,,
00540,,,11,,AIN AMGUEL,25.2575,3.7718,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,TAMANRASSET,arak,,2015,true,,,
00541,,القاعة المتعددة النشاطات اوتول,11,,TAMANRASSET,22.8483,5.3478,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,TAMANRASSET,outoul,,2020,false,,,
00542,,,11,,TAMANRASSET,22.6229,5.4509,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,TAMANRASSET,amsel,,,true,,,
00543,,,11,,TAZROUK,23.4403,6.2044,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,TAZROUK,taberbert,124,2019,true,,482,1729
00544,,,11,,TAMANRASSET,22.9614,5.2186,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,TAMANRASSET,base de vie tit,,2020,false,,,
00545,Azouz Boubakeur,بيت الشباب الشهيد عزون بوبكر تبسة,12,,TEBESSA,35.422,8.0779,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,TEBESSA,route de constantine tébessa,100,2008,true,true,2125,3500
00546,,بيت الشباب بكارية,12,,BEKKARIA,35.359,8.2434,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,EL KOUIF,route bouchebeka bekkaria,50,2010,true,true,951,2500
00547,,,12,,TEBESSA,35.401,8.1169,exact,sig_mjs,mjs,CLS,Centre de loisirs scientifiques,مركز الترفيه العلمي,TEBESSA,route Colonel mahmoud echarif,200,,true,false,253,2095
00548,Abaidia Saleh,,12,,MORSOTT,35.6655,8.0077,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,MORSOTT,route bir dheb morsot,100,2017,true,true,900,15000
00549,Achouri Mohamed,المركب الرياضي الجواري الشهيد عاشوري محمد بئر الذهب,12,,BIR DHEHEB,35.5241,7.9371,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,MORSOTT,route el hammamet bir dheb,250,2016,true,true,900,15000
00550,Bahi Housin,,12,,HAMMAMET,35.449,7.9474,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BIR MOKADEM,rue dris mahmoud el hammamet,200,2006,true,false,6017,15000
00551,Brahmia Sadek,المركب الرياضي الجواري الشهيد براهمية الصادق الماء الأبيض,12,,EL MALABIOD,35.2026,8.169,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,EL MALABIOD,,150,2006,true,false,800,15000
00552,Cherayet Ahmed Salah,المركب الرياضي الجواري شريط أحمد الصالح تبسة,12,,TEBESSA,35.4199,8.1132,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TEBESSA,route annaba tébessa,100,2010,true,true,938,2000
00553,Houari Boumediane,المركب الرياضي الجواري هواري بومدين الكويف,12,,EL KOUIF,35.4853,8.3294,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,EL KOUIF,cité ain ghilane,250,2003,true,false,628,7171.57
00554,Youchi El Habib,المركب الرياضي الجواري الشهيد يوشي لحبيب العوينات,12,,EL-AOUINET,35.863,7.8811,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,EL AOUINET,commune al aouinet,200,2005,true,false,6016,15000
00555,,المركب الرياضي الجواري الشهيد ديرم محمد الصالح صفصاف الوسرى,12,,SAF SAF EL OUESRA,34.9599,8.2024,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,OUM ALI,,245,2022,true,false,481,15000
00556,,المركب الرياضي الجواري المجاهد نصر الله الكامل بئر مقدم,12,,BIR MOKKADEM,35.3683,7.8168,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BIR MOKADEM,bir m’kadem,200,2014,true,true,5872,15000
00557,,المركب الرياضي الجواري الشهيد حاجي محمد بن عبيد العقلة,12,,EL OGLA,35.191,7.4734,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,EL OGLA,centre ville el ogla,250,2005,true,false,5866,15000
00558,,المركب الرياضي الجواري الشريعة,12,,CHERIA,35.2685,7.7466,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,CHERIA,quartier de la commune,300,2002,true,false,923,2333
00559,Abessi Boubakheur,دار الشباب المجاهد عباسي بوبكر تبسة,12,,TEBESSA,35.4213,8.1244,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,TEBESSA,cité el merdja tébessa,200,2013,true,false,400,800
00560,Ben Daika Hafnaoui,,12,,EL MERIDJ,35.7959,8.2275,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OUENZA,route boukhadera el meridj,200,2014,true,false,400,800
00561,Bougueraa Messaoud,دار الشباب الشهيد بوقرعة مسعود العوينات,12,,EL-AOUINET,35.8674,7.8941,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL AOUINET,route ouenza el l’aouinet,200,,true,false,800,1000
00562,Djeddai Mahamed,,12,,TELIDJEN,35.119,7.7686,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,CHERIA,route bir el ater tlhydjen,200,2014,true,false,500,800
00563,Djedi Abd Al Djalil,,12,,TEBESSA,35.4089,8.0935,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,TEBESSA,zone urbaine skanska tébessa,200,2009,true,false,400,800
00564,Farre Bouguessa Ben Ahmed,دار الشباب الشهيد فار بوقصة الكويف,12,,EL KOUIF,35.4876,8.3287,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL KOUIF,centre ville el kouif,200,1987,true,false,400,800
00565,Fréres Abidi,الاخوة عبيدي,12,,OUENZA,35.9527,8.1325,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OUENZA,cité ibn badis ouenza,200,1985,true,false,680,1411
00566,Garib Alli,,12,,BOULHAF DYR,35.4884,8.0755,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL KOUIF,centre ville boulhaf dyr,100,2010,true,false,450,700
00567,Henchir Adjela,,12,,CHERIA,35.2697,7.7207,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,CHERIA,village henchir adjella route el ogla,200,,true,false,500,500
00568,Houari Boumediane,دار الشباب هواري بومدين تبسة,12,,TEBESSA,35.3994,8.1216,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,TEBESSA,route stratégique tébessa,200,,true,false,826,4590
00569,Houari Boumediane,دار الشباب هواري بومدين الونزة,12,,OUENZA,35.9477,8.1326,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OUENZA,nouveau quartier el bayada ouenza,200,,true,false,566,2162
00570,Mazhoud Alli ben mohamed,,12,,GOURIGUEUR,35.423,7.5928,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BIR MOKADEM,centre ville gourigueur,500,,true,false,500,
00571,Mohamed Boudhiaf,دار الشباب محمد بوضياف,12,,OUENZA,35.9425,8.1351,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OUENZA,cité 6 mai ouenza,200,,true,false,2502,4627
00572,Nadji Saleh,دار الشباب ناجي صالح نقرين,12,,NEGRINE,34.4882,7.5205,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,NEGRINE,route el oued,200,1994,true,false,864,1500
00573,Selimi Ibrahim,,12,,BIR-EL-ATER,34.7555,8.0528,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BIR EL ATER,route de chéria bir el ater,350,1989,true,false,900,1200
00574,Soudani Belguasem,دار الشباب الشهيد سوداني بلقاسم بوخضرة,12,,BOUKHADRA,35.7434,8.0312,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL AOUINET,route l’aouinet boukhadera,100,2014,true,false,400,800
00575,,دار الشباب الشهيد قوسم محمد بئر مقدم,12,,BIR MOKKADEM,35.3719,7.8101,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BIR MOKADEM,quartier de la poste bir m’kadem,300,,true,false,500,500
00576,,دار الشباب بجن,12,,BEDJENE,35.3487,7.4784,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL OGLA,bedjen,100,2015,true,false,400,800
00577,,دار الشباب بكارية,12,,BEKKARIA,35.3699,8.2466,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL KOUIF,quartier du stade bekkaria,200,2014,true,false,400,800
00578,,,12,,CHERIA,35.2733,7.7602,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,CHERIA,lotissement n°01 chéria,400,,true,false,4435,6420
00579,ATTIA BELKASSEM,القاعة المتعددة الخدمات الشهيد عطية بلقاسم صفصاف الوسرى,12,,SAF SAF EL OUESRA,34.9566,8.2082,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,OUM ALI,route bir el ater commune safsaf el ouesra,,,true,false,,
00580,Azouze Tayeb ben lakhder,القاعة المتعددة النشاطات - عزوز الطيب بن لخضر - فركان,12,,FERKANE,34.5523,7.413,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,NEGRINE,centre ville ferkane,120,2010,true,false,332,400
00581,Bahi Mohamed,,12,,HAMMAMET,35.4493,7.9489,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,BIR MOKADEM,centre ville el hammamet,120,2010,true,false,332,400
00582,Ben Souda Masouad,القاعة متعددة النشاطات - بن سودة مسعود - المريج,12,,EL MERIDJ,35.7896,8.2294,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,OUENZA,centre ville el meridj,120,2015,true,false,332,400
00583,Mabrouk Bachir,قاعة متعددة النشاطات - مبروك بشير,12,,EL OGLA EL MALHA,35.264,8.0008,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,BIR EL ATER,Ain Zeguigue,100,2010,true,false,332,400
00584,Zouai Ammar,,12,,EL-HOUIDJBET,35.2927,8.2786,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,EL MALABIOD,village agricole lahouidjebet,100,,true,false,400,400
00585,,القاعة المتعددة الخدمات عويشات الطاهر بن محمد,12,,OUM ALI,35.0171,8.3018,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,OUM ALI,centre ville oum ali,100,2008,true,false,332,400
00586,,القاعة المتعددة الخدمات سطح قنتيس,12,,STAH GUENTIS,34.997,7.3044,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,EL OGLA,village ghentis,200,2007,true,false,332,400
00587,,القاعة المتعددة الخدمات الشهيد مراح مراح بئر حزام المزرعة,12,,EL MEZERAA,35.2738,7.6448,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,EL OGLA,VILLAG BIR HZAM EL MAZERAA,120,2015,true,false,281,792
00588,Bekkar Ali,بكار علي قباسة,13,,TLEMCEN,34.8873,-1.3192,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,TLEMCEN,Rue Yebedri Mansour Quartier Kebassa Tlemcen,72,1999,true,true,1600,7152
