id,name,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,type,type_label_fr,type_label_ar,daira,address,capacity,year,operational,pmr,surface_built_m2,surface_land_m2
01012,Salle polyvalente ATTALAH Brahim EL-MELLAH EL-Amouchi,,19,,BAZER SAKRA,36.1096,5.6748,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,EL EULMA,"El Mellah Amouchi, commune de Bazer Sakhra",300,,true,,140,345
01013,Salle Polyvalente BOUGUERNE IBRAHIM RAS EL MA,,19,,GUIDJEL ( RAS EL MA ),36.1211,5.5293,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,GUIDJEL,"Poste Ras El-Ma, guidjel",500,,true,,540,945
01014,Salle Polyvalente BOURAGUEBA Abdelkader,,19,,AIN ROUA,36.3458,5.1881,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,BOUGAA,Cité 05 juillet 1962 Ain El Roua centre,300,,true,,335,845
01015,Salle polyvalente BOURDIM (Fermée),,19,,BENI AZIZ,36.445495,5.641309,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,BENI AZIZ,"BOURDIM, Commune Beni Aziz",,,false,false,290,290
01016,Salle polyvalente Hammam Sokhna,,19,,HAMMAM SKHOUNA,35.978828,5.80764,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,HAMMAM SOUKHNA,Hammam Sokhna centre,,,true,true,370,370
01017,Salle Polyvalente KANOUNE EL MADANI BIR LABIAD,,19,,GUIDJEL ( RAS EL MA ),36.0794,5.4649,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,GUIDJEL,BIR LABIAD (Guedjal),500,,true,,290,500
01018,Salle polyvalente KHERFALLAH Amar,,19,,EL OUELDJA,36.062757,5.953651,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,BIR EL ARCH,El Oueldja Centre,,,true,,240,240
01019,Salle Polyvalente NECHOUD Miloud,,19,,GUELLAL,36.045976,5.326674,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,AIN OULMANE,"Village agricol, commune Guellal",300,,true,true,320,828
01020,Salle polyvalente Rabah BARRA Tella,,19,,TELAA,36.0053,5.7174,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,HAMMAM SOUKHNA,"Mechta bir djdid, Tella",300,2009,true,true,700,700
01021,Salle polyvalente ZEBIRI Mesaoud,,19,,KSAR EL ABTAL,35.974997,5.288452,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,AIN OULMANE,Kaser El Abtal centre,500,,true,true,905,3000
01022,Salle Polyvalente ZINE Bouzid,,19,,BAZER SAKRA,36.1166,5.7111,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,EL EULMA,"Cité Ali LAURASSI, Bazer Sakhra centre",300,2016,true,,520,2220
01023,auberge de jeunes Brini Djillali,بيت الشباب بريني الجيلالي سعيدة,20,,SAIDA,34.8614,0.1494,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,SAIDA,Rue Rebahia Saida,60,2006,true,,800,2000
01024,auberge de jeunes ouled khaled,بيت الشباب العقبان اولاد خالد,20,,OULED KHALED,34.8769,0.1512,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,SIDI BOUBEKEUR,ouled khaled,60,,true,,1050,7000
01025,auberge de jeunes youb,,20,,YOUB,34.5313,0.5401,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,YOUB,youb,60,,true,,,
01026,centre culturel sidi ahmed,,20,,SIDI AHMED,34.548562,0.259607,exact,sig_mjs,mjs,CC,Centre culturel,مركز ثقافي,AIN EL HADJAR,sidi ahmed,248,,true,,,
01027,complexe sportif de proximité ain el hadjar,,20,,AIN EL HADJAR,34.723,0.2449,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,AIN EL HADJAR,ain el hadjar,800,2008,true,,,8866
01028,complexe sportif de proximité baloul,,20,,OULED BRAHIM,34.987919,0.482523,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,OULED BRAHIM,ouled brahim,500,2005,true,,1902,6516
01029,complexe sportif de proximité el hassasna,المركب الرياضي الجواري الشهيد شهروري العربي الحساسنة,20,,EL HASSASNA,34.82875,0.319854,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,EL HASSASNA,el hassasna,600,2007,true,,1902,10000
01030,complexe sportif de proximité khalifati merzoug saida,,20,,SAIDA,34.8515,0.1411,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SAIDA,rue hamadou ould mohamed cite boukhors,500,2004,true,,1200,35996
01031,complexe sportif de proximité moulay larbi,المركب الرياضي الجواري الشهيد يعقوبي بلعيد مولاي العربي,20,,MOULAY LARBI,34.649402,0.010065,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,AIN EL HADJAR,moulay larbi,500,2009,true,,1600,3016
01032,complexe sportif de proximité sidi ahmed,المركب الرياضي الجواري الشهيد داودي ميلود سيدي احمد,20,,SIDI AHMED,34.551673,0.260595,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,AIN EL HADJAR,sidi ahmed,498,2012,true,,3299,20000
01033,complexe sportif de proximité sidi boubekeur,المركب الرياضي الجواري الشهيد صدوقي بن فريحة,20,,SIDI BOUBEKEUR,35.0279,0.0589,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SIDI BOUBEKEUR,sidi boubkeur,500,2014,true,,3500,6515
01034,complexe sportif de proximité tircine,المركب الرياضي الجواري الشهيد شرشري الهاشمي تيرسين,20,,TIRCINE,34.9,0.553,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,OULED BRAHIM,tircine,500,2015,true,,1154,6000
01035,complexe sportif de proximité youb,,20,,YOUB,34.917,-0.207,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,YOUB,youb,500,2007,true,,1600,5000
01036,maison de jeunes moulay larbi,,20,,EL HASSASNA,34.6485,0.0136,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,EL HASSASNA,moulay larbi,250,,true,,,
01037,,المركب الرياضي الجواري الشهيد صدوقي بن فريحة,20,,SIDI BOUBEKEUR,35.0279,0.0589,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SIDI BOUBEKEUR,sidi boubkeur,500,2005,true,false,,
01038,complexe sportif de proximité ghaouti tidjani el badr,,20,,YOUB,34.8525,0.1592,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,YOUB,cite el badr saida,500,2003,true,,1903,9870
01039,maison de jeunes 24 Avril saida,دار الشباب 24 افريل سعيدة,20,,SAIDA,34.8308,0.1463,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SAIDA,rue besif ahmed saida,250,,true,,1000,1500
01040,maison de jeunes abbane ramdan,دار الشباب عبان رمضان سعيدة,20,,SAIDA,34.8359,0.1486,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SAIDA,rue abane ramdane saida,249,,true,,1000,1500
01041,maison de jeunes ain sekhouna,دار الشباب الشهيد مخطاري محمد عين السخونة,20,,AIN SKHOUNA,34.507951,0.845216,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL HASSASNA,ain sekhouna,250,,true,,,
01042,maison de jeunes doui thabet,,20,,DOUI THABET,34.8934,-0.078,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,YOUB,doui thabet youb,200,2014,true,,,
01043,maison de jeunes Frères Abdeli,دار الشباب الاخوة عبدلي سعيدة,20,,SAIDA,34.8409,0.1462,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SAIDA,Rue Boukhors Saida,250,2008,true,,1899,3516
01044,maison de jeunes garçons saida,,20,,SAIDA,34.8261,0.15,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SAIDA,rue ait djaefar saida,250,,true,,2400,2500
01045,maison de jeunes kharadji mohamed,,20,,AIN EL HADJAR,34.76,0.15,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,AIN EL HADJAR,rue akkal aissa ain el hadjar saida,250,,true,,,
01046,maison de jeunes ouled brahim,دار الشباب الشهيد بوذريع مصطفى اولاد ابراهيم,20,,OULED BRAHIM,34.9874,0.4757,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OULED BRAHIM,ouled brahim,1500,2012,true,,600,3000
01047,maison de jeunes sidi amar,دار الشباب المجاهد عبد الصمد الحاج سيدي عمر,20,,SIDI AMAR,35.029059,0.105418,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SIDI BOUBEKEUR,sidi amar,150,2015,true,,400,1200
01048,maison de jeunes youb,,20,,YOUB,34.923,-0.21,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,YOUB,youb,250,2013,true,,486,3060
01049,Auberge de jeunes,بيت الشباب مطاطلة أحمد,21,,COLLO,37.0086,6.5673,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,COLLO,Rue Bechikhi Hocine,50,2005,true,false,459,4255
01050,Auberge de jeunes,بيت الشباب بويمو رابح,21,,EL HARROUCH,36.6581,6.8337,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,EL HARROUCH,Cité Frères Kafi,50,2016,true,false,,
01051,El Ayadi Mohamed,بيت الشباب العيادي محمد,21,,SKIKDA,36.8671,6.9073,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,SKIKDA,Cité Frères Saker,50,1997,true,false,,
01052,Meghlaoui Hacen,بيت الشباب مغلاوي حسان,21,,FIL FILA,36.903747,7.050534,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,SKIKDA,Cité Mokhtar Laouedj,50,2015,true,true,500,4500
01053,Camp de jeunes,مخيم الشباب لكحل مولود,21,,SKIKDA,36.8812,6.98075,exact,sig_mjs,mjs,CJ,Camp de jeunes,مخيم الشباب,SKIKDA,Cité Laarbi ben M'hidi,300,1994,true,true,,
01054,Camp de jeunes,مخيم الشباب بوجمعة عطية الله,21,,COLLO,36.975191,6.580373,exact,sig_mjs,mjs,CJ,Camp de jeunes,مخيم الشباب,COLLO,Teleza,300,2011,true,false,,
01055,Centre de Loisir Scientifique,مركز التسلية العلمية الشهيد رميلات محمود,21,,SKIKDA,36.879553,6.906545,exact,sig_mjs,mjs,CLS,Centre de loisirs scientifiques,مركز الترفيه العلمي,SKIKDA,ex monoprix,1193,2010,true,false,,
01056,05 juilet 62,المركب الرياضي الجواري 05 جويلية 1962,21,,COLLO,37.00899,6.56662,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,COLLO,Rue Bechikhi Hocine,,2000,true,false,1143,5857
01057,Ahfaidia Ali,المركب الرياضي الجواري حفايضية علي,21,,OULED HEBABA,36.4975,6.9536,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,EL HARROUCH,Djededoua Ahmed,,2016,true,false,,
01058,Arnane Mouloud,المركب الرياضي الجواري عرنان مولود,21,,TAMALOUS,36.836161,6.638877,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TAMALOUS,cité administrative,,2004,true,false,894,6000
01059,Chelia Bouzid,,21,,EL HARROUCH,36.6565,6.838,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,EL HARROUCH,Cité 500 logts,926,2001,true,false,687,7225
01060,CSP,المركب الرياضي الجواري بوزرارة زيدان,21,,AIN KECHRA,36.7459,6.4317,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,AIN KECHRA,Ain kechera,73,2021,true,false,,
01061,CSP,المركب الرياضي الجواري كعباش إبراهيم,21,,SKIKDA,36.865806,6.922334,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SKIKDA,Cité Frères Bouhedja,108,2001,true,true,,
01062,CSP,,21,,OUM TOUB,36.685518,6.5756,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,OUM TOUB,Cité Abdallah Boutelba,,2007,true,false,,
01063,Daif El Amri,المركب الرياضي الجواري العمري ضيف,21,,AIN CHERCHAR,36.731957,7.2269,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,AZZABA,Ain Charchar,102,2012,true,false,,14700
01064,Djennan Lekhmissi,المركب الرياضي الجواري جنان خميسي,21,,BEN AZZOUZ,36.85831,7.289837,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BENAZOUZ,Ben Azzouz,,2016,true,false,,
01065,Dridi Mohamed,المركب الرياضي الجواري دريدي محمد بن يوسف,21,,OULED ATTIA,36.994,6.3283,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,OULED ATTIA,Fatma Feroum,,2014,true,false,,
01066,Frères Mokhnache,المركب الرياضي الجواري الإخوة مخناش,21,,AZZABA,36.734272,7.102047,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,AZZABA,Cité Djeouad Tahar,297,2000,true,false,687,66201
01067,Houaien Ibrahim,المركب الرياضي الجواري هواين إبراهيم,21,,RAMDANE DJAMEL,36.759558,6.890435,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,RAMDANE DJAMEL,Ramdane Djamel,,2010,true,false,687,10000
01068,Kherfan Ahcen,المركب الرياضي الجواري خرفان أحسن,21,,BEKKOUCHE LAKHDAR,36.742182,7.315333,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,BENAZOUZ,mekkessa,,2016,true,false,,
01069,19 mai 56,,21,,EL HADAIEK,36.83045,6.896375,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL HADAIK,Cité 08 mai 45,94,2009,true,false,,
01070,Babori Derradji,,21,,AIN KECHRA,36.745463,6.430459,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,Ain kechra,Ain kechera,183,,true,false,,
01071,Badache Mokhtar,دار الشباب بعداش مختار,21,,RAMDANE DJAMEL,36.754143,6.897096,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,RAMDANE DJAMEL,Rue Bachir Boukadoum,181,,true,false,,
01072,Bebas Sebti,,21,,BEN AZZOUZ,36.873394,7.348366,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BENAZOUZ,Village Zaouïa,50,2008,true,false,,
01073,Belkacem Kehlouli Zidane,دار الشباب الشهيد بلقاسم كحلولي زيدان,21,,SKIKDA,36.867248,6.90805,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SKIKDA,Cité Frères Saker,1093,1977,true,true,648,1648
01074,Ben Ali Ahmed,,21,,BEN AZZOUZ,36.87602,7.359595,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BENAZOUZ,Village Zaouïa,50,1984,true,false,,
01075,Berahal Sadek,دار الشباب برحال الصادق,21,,SIDI MEZGHICHE,36.681791,6.721653,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SIDI MEZGHICHE,Rue Frères Boukhmiss,300,,true,false,500,4272
01076,Beraoueg Ramdane,دار الشباب برواق رمضان,21,,EMDJEZ EDCHICH,36.706879,6.805066,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL HARROUCH,Rue Hamoud Saad,120,1994,true,false,,
01077,Bosbaa Soltan,,21,,OUM TOUB,36.685804,6.576105,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OUM TOUB,Cité Abdallah Boutelba,140,2011,true,false,,
01078,Boudiaf Mohamed,دار الشباب محمد بوضياف,21,,COLLO,37.004886,6.554911,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,COLLO,Cité Chikh Mohamed,130,1989,true,false,,
01079,Boudiba Cherif,دار الشباب بوديبة الشريف,21,,BEÏN EL OUIDENE,36.808229,6.566626,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,TAMALOUS,Bin el ouidene centre,,,true,false,,
01080,Boumous Ahcen,دار الشباب بوموس أحسن,21,,ES SEBT,36.667669,7.078982,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,AZZABA,Cité Village agricole,30,,true,false,377,1100
01081,Boureghda Rebah,دار الشباب بورغدة رابح,21,,AZZABA,36.736379,7.105138,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,AZZABA,Cité Gueham Zeghdoud,766,1986,true,false,955,5500
01082,Djedaa Ahmed,دار الشباب الشهيد جدع أحمد,21,,FIL FILA,36.895076,7.052313,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SKIKDA,Cité Frères Lekhal,160,1998,true,,484,1720
01083,El Ameri Saad,دار الشباب العامري سعد,21,,ZITOUNA,36.990113,6.461347,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,ZITOUNA,Rue 1 novembre 54,159,,true,false,,
01084,Feiach Abdallah,دار الشباب فياش عبد الله,21,,BENI OULBANE,36.632194,6.628908,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SIDI MEZGHICHE,Village agricole,120,2014,true,false,,
01085,Frerèes Khantoul,دار الشباب الإخوة خنطول,21,,DJENDEL SAADI MOHAMED,36.783895,7.168082,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,AZZABA,Djendel,73,2014,true,false,,
01086,Frères Boussouat,دار الشباب الإخوة بوسواط,21,,EL HADAIEK,36.8281,6.8868,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL HADAIK,Cité Tabet Salah,50,,true,,,
01087,Heddam Mohamed,دار الشباب هدام محمد,21,,SALAH BOUCHAOUR,36.702758,6.861533,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL HARROUCH,Rue Khelil Ammar,220,2008,true,false,,
01088,Lekhal Messaoud,دار الشباب لكحل مسعود,21,,BEN AZZOUZ,36.862612,7.290684,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,BENAZOUZ,Rue yessaad Ali,50,,true,false,300,3000
01089,Maison de jeunes,دار الشباب واد الزهور,21,,OUED ZHOUR,36.918665,6.308317,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,OULED ATTIA,Oued zhor,50,2023,true,true,500,1000
01090,Messiaad Mohamed,دار الشباب مسيعد أحمد,21,,EL HARROUCH,36.652213,6.827847,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,EL HARROUCH,Rue Nafir Abderrahmane,150,1998,true,false,2614,5129
01091,Mohamed Namous,دار الشباب محمد ناموس,21,,SKIKDA,36.868318,6.903971,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SKIKDA,Cité Mohamed Namous,120,1962,true,true,600,1000
01092,Sehab Rebah,دار الشباب سحاب رابح,21,,EL GHEDIR,36.68718,6.975996,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,AZZABA,El Ghedir,50,2013,true,false,,5790
01093,Serdani Mohamed,دار الشباب حمو سرداني,21,,TAMALOUS,36.836668,6.644634,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,TAMALOUS,Tamalous centre,130,1986,true,false,,
01094,Alouan Chaabane,القاعة متعددة النشاطات علوان شعبان,21,,KERKERA,36.930417,6.584513,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,TAMALOUS,Cité Kerboua Tahar,180,,true,false,,
01095,Hedjal Ahmed,,21,,RAMDANE DJAMEL,36.759558,6.890435,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,RAMDANE DJAMEL,Village Keleba,,1984,true,false,380,380
01096,Lekhal Rebah,القاعة متعددة النشاطات الشهيدان سمراني محمد و أحمد,21,,SIDI MEZGHICHE,36.68417,6.72685,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,SIDI MEZGHICHE,Cité Boulemaiz Ammar,290,2018,true,false,500,
01097,Ramoul Abdlaziz,القاعة متعددة النشاطات رامول عبد العزيز,21,,COLLO,36.9805,6.5613,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,COLLO,Village Ramoul Abdalaziz,38,1984,true,false,,
01098,salle polyvalente,القاعة متعددة النشاطات عين الزويت,21,,AIN ZOUIT,36.888766,6.785737,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,EL HADAIEK,Ain Zouit,50,2023,true,true,350,560
01099,Salle Polyvalente,القاعة متعددة النشاطات الشبيكية,21,,AIN CHERCHAR,36.7339,7.234864,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,AZZABA,Village Echbikia,50,1984,true,false,300,
01100,Salle Polyvalente,القاعة متعددة النشاطات بن رايس عمار,21,,BENI BACHIR,36.775377,6.938243,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,RAMDANE DJAMEL,Beni Bechir centre,40,,true,false,438,6655
01101,Salle Polyvalente,القاعة متعددة النشاطات ساكر عبد الرحمان,21,,ZERDEZAS,36.594884,6.893961,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,EL HARROUCH,Zerdazas centre,98,2019,true,false,,
01102,Salle Polyvalente,,21,,EMDJEZ EDCHICH,36.73634,6.787983,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,EL HARROUCH,Village Boubeguera,,1988,false,false,,
01103,Satouh El yazid,القاعة متعددة النشاطات ساطوح اليزيد,21,,SALAH BOUCHAOUR,36.702361,6.904875,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,EL HARROUCH,Vilage Oued Lekssab,230,1988,true,false,,
01104,القاعة المتعددة النشاطات عين بوزيان,,21,,AIN BOUZIANE,36.597619,6.756439,exact,sig_mjs,mjs,SPA,Salle polyvalente,قاعة متعددة الرياضات,SIDI MEZGHICHE,عين بوزيان,500,2024,true,true,510,2774
01105,AUBERGE DE JEUNES KADRI MOHAMED,الشهيد قادري محمد,22,,SIDI BEL ABBES,35.1901,-0.6256,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,SIDI BEL ABBES,27 Rue 17 Août 1960,150,1995,true,false,2500,3000
01106,AUBERGE DE JEUNES MARTYR RAHOUI MOHAMED,,22,,RAS EL MA,34.4959,-0.8141,exact,sig_mjs,mjs,AJ,Auberge de jeunes,نزل الشباب,RAS EL MA,RUE GHARBAOUI BEN ABDALLAH (LE NOUVEAU QUARTIER),50,2019,true,false,1446,2000
01107,CENTRE DE LOISIR SCIENTIFIQUE 19 MARS 1962,19 مارس 1962,22,,SIDI BEL ABBES,35.1894,-0.6254,exact,sig_mjs,mjs,CLS,Centre de loisirs scientifiques,مركز الترفيه العلمي,SIDI BEL ABBES,"RUE AHMED ZABANA,ROUTE DE MASCARA",150,2010,true,false,1215,2000
01108,Complexe sportif de proximité DEFUNT MODJAHID CHAHED SLIMANE,المجاهد المتوفي شاهد سليمان,22,,SIDI BEL ABBES,35.2148,-0.6308,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SIDI BEL ABBES,"N°04, RUE ZABALAH MOHAMED - CITE SIDI DJILLALI",120,2006,true,false,2900,8000
01109,COMPLEXE SPORTIF DE PROXIMITE DEFUNT MOUDHAHID AMOUR KHELIFA,المجاهد المتوفي عمور خليفة,22,,TENIRA,35.0175,-0.5351,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TENIRA,RUE TOUMI LAKHDAR,100,2006,true,false,4747,4747
01110,COMPLEXE SPORTIF DE PROXIMITE LES FRERES MARTYRS HALHALI MOHAMED ET HABIB,الشهيدين الأخوين حلحال محمد و الحبيب,22,,MOULAY SLISSEN,34.8268,-0.757,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,MOULAY SLISSEN,RUE BEN DAHOU AMARA,200,2006,true,false,2747,2747
01111,COMPLEXE SPORTIF DE PROXIMITE MARTYR BEL ABBES ANDELKADER,الشهيد بلعباس عبد القادر,22,,SIDI ALI BOUSSIDI,35.1015,-0.8358,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SIDI ALI BOUSSIDI,QUARTIER HOUARI BOUMEDIENE,100,2005,true,false,2747,2747
01112,COMPLEXE SPORTIF DE PROXIMITE MARTYR HABIB BENHADA BENHADA,,22,,SFISEF,35.2379,-0.2362,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SFISEF,RUE EL MOUDJAHIDA FOGHALI KHAIRA QUARTIER 05 JUILLET,200,2017,true,false,2747,2747
01113,COMPLEXE SPORTIF DE PROXIMITE MARTYR KETTEF YOUCEF,الشهيد كتاف محمد,22,,SIDI ALI BENYOUB,34.9398,-0.7196,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,SIDI ALI BEN YOUB,ROUTE DE MEZAOUROU -sidi ali benyoub,100,2006,true,false,2747,2747
01114,COMPLEXE SPORTIF DE PROXIMITE MARTYR OUJDI ABDELKADER,الشهيد وجدي عبد القادر,22,,MARHOUM,34.4433,-0.1945,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,MARHOUM,RUE SAOULI KHALIFA,100,2008,true,false,2500,3000
01115,COMPLEXE SPORTIF DE PROXIMITE MARTYR OURED AHMED,الشهيد أحمد وراد,22,,TESSALA,35.2406,-0.7688,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,TESSALA,ROUTE NATIONALE N° 95,150,2010,true,false,2747,2747.6
01116,COMPLEXE SPORTIF DE PROXIMITE MARTYR SAHOULI MOHAMED,الشهيد سحولي محمد,22,,MERINE,34.7813,-0.4473,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,MERINE,"N ° 54, ROUTE DE SAÏDA",100,2005,true,,2747,2747
01117,COMPLEXE SPORTIF DE PROXIMITE MOSTEFA BEN BRAHIM,الشهيد رايـس يــوب,22,,MOSTEFA BEN BRAHIM,35.19,-0.367,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,MOSTAFA BEN BRAHIM,RUE DU COLONEL AMIROUCHE,100,2006,true,true,2747,2747
01118,COMPLEXE SPORTIF DE PROXIMITE RAS EL MA,الشهيد حموية كبير,22,,RAS EL MA,34.4937,-0.8239,exact,sig_mjs,mjs,CSP,Complexe sportif de proximité,مركب رياضي جواري,RAS EL MA,RUE DES MARTYRES,200,2005,true,false,2747,2747
01119,MAISON DE JEUNES 08 MAI 1945,08 ماي 1945,22,,SIDI BEL ABBES,35.1936,-0.6338,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SIDI BEL ABBES,RUE DU 08 MAI 1945,200,2006,true,false,848,1300
01120,MAISON DE JEUNES ADIM FATIHA,الشهيدة عظيم فتيحة,22,,SIDI BEL ABBES,35.1982,-0.6508,exact,sig_mjs,mjs,MJ,Maison de jeunes,دار الشباب,SIDI BEL ABBES,CITE ADIM FATIHA,200,1971,true,false,1500,2500
