id,name,wilaya_code,commune_code,commune,commune_ar,lat,lng,geo_precision,geo_method,source,operator,technology,address
djezzy-f7978a40e2,Residence Chrea,09,,,,36.4814,2.8183,exact,operator_map,djezzy,djezzy,5G,Blida
djezzy-f7e85fafef,ZI_Maghnia,13,,,,34.83568,-1.70091,exact,operator_map,djezzy,djezzy,5G,MAGHNIA
djezzy-f817a74273,Boulvard N2 site 1_A+,19,,,,36.202,5.4257,exact,operator_map,djezzy,djezzy,5G,Setif
djezzy-f8183b0984,Cherarba Cite Zouaoua,16,,,,36.671,3.1667,exact,operator_map,djezzy,djezzy,5G,LES EUCALYPTUS
djezzy-f8343bfa33,Cite Rabia,16,,,,36.72344,3.17594,exact,operator_map,djezzy,djezzy,5G,BEB EZZOUAR
djezzy-f87e0a7f14,Hamri,13,,,,34.85312,-1.75413,exact,operator_map,djezzy,djezzy,5G,MAGHNIA
djezzy-f8b59362ac,Cite Hayet _SMK Superieur,25,,,,36.36231,6.64184,exact,operator_map,djezzy,djezzy,5G,Constantine
djezzy-f8bf31a1ee,City Pyramides 2,31,,,,35.698883,-0.588191,exact,operator_map,djezzy,djezzy,5G,BIR EL DJIR
djezzy-f94015749d,Ain Salah,53,,,,27.1952,2.48033,exact,operator_map,djezzy,djezzy,5G,In Salah
djezzy-f979c48634,RN27 Bled Cherchar,25,,,,36.49751,6.593681,exact,operator_map,djezzy,djezzy,5G,Constantine
djezzy-fa7745bbd5,Souakria,09,,,,36.6529,3.20212,exact,operator_map,djezzy,djezzy,5G,MEFTAH
djezzy-fac2540e69,Boumada,30,,,,31.9539,5.33897,exact,operator_map,djezzy,djezzy,5G,Ouargla
djezzy-fb1cb3fbbe,OURGLA AIRPORT,30,,,,31.9388,5.39935,exact,operator_map,djezzy,djezzy,5G,AIN BEIDA
djezzy-fc4cdeda34,Baraki,16,,,,36.66658,3.08952,exact,operator_map,djezzy,djezzy,5G,BARAKI
djezzy-fcd92e48c4,Touggourt,55,,,,33.1202,6.07169,exact,operator_map,djezzy,djezzy,5G,Touggourt
djezzy-fd37a996c7,Etablissement JURA Safssif,13,,,,34.89107,-1.2834,exact,operator_map,djezzy,djezzy,5G,Tlemcen
djezzy-fd646f7e44,NOUVELLE VILLE Souamaa,19,,,,35.234597,5.65559,exact,operator_map,djezzy,djezzy,5G,EL EULMA
djezzy-fd746874da,LEMBLECHE,25,,,,36.3479,6.70454,exact,operator_map,djezzy,djezzy,5G,EL KHROUB
djezzy-fd85d15b44,El Merdja,16,,,,36.7257,3.2099,exact,operator_map,djezzy,djezzy,5G,DAR EL BEIDA
djezzy-fdac198783,Dergana 3,16,,,,36.76631,3.26541,exact,operator_map,djezzy,djezzy,5G,BORDJ EL KIFFAN
djezzy-fdc8367990,Draria_2,16,,,,36.70781,2.99477,exact,operator_map,djezzy,djezzy,5G,DRARIA
djezzy-ff84b47d27,Hammam soufi,16,,,,36.73291,3.19351,exact,operator_map,djezzy,djezzy,5G,BEB EZZOUAR
djezzy-ff8aa313d3,SAOULA,16,,,,36.70988,3.01828,exact,operator_map,djezzy,djezzy,5G,SAOULA
djezzy-ffac77aa4a,Goutali_A+,19,,,,36.4812,5.69978,exact,operator_map,djezzy,djezzy,5G,EL EULMA
djezzy-ffc7f63b67,Mono El Kadous,16,,,,36.7092,3.03381,exact,operator_map,djezzy,djezzy,5G,BIR KHADEM
djezzy-ffd7ca9f24,Sidi Youcef Beni Messous ,16,,,,36.78691,2.96831,exact,operator_map,djezzy,djezzy,5G,BENI MESSOUS
