id,name,name_ar,class,postal_code,postal_code_old,address,commune_code,commune_fr,commune_ar,wilaya_code,wilaya_fr,wilaya_ar,lat,lng
1,ADRAR RP,أدرار م ر,CE,01000,,ADRAR CENTRE RUE DES MARYTIM,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.8708439,-0.2871417
1720,ADRAR SIDI MED BELAKBIR,أدرار -س- محمد بلكبير,R1,01002,,CITE 140 LOGTS ADRAR DJADIDA,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.8884146,-0.3048255
116,AOULEF,أولف,R2,01003,,DAIRA AOULEF,0112,AOULEF,أولف,01,ADRAR,أدرار,26.9727167,1.0773252
136,REGGANE,رقان,R2,01004,, DAIRA REGGANE CENTRE,0104,REGGANE,رقان,01,ADRAR,أدرار,26.7185431,0.1740412
644,ADRAR 1ER NOV,أدرار أول نوفمبر,R2,01005,,CITE 400LOGTS ADRAR CENTRE,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.8789492,-0.2887176
1571,ADRAR CITE ADMINISTRATIVE,أدرار الحي الإداري,R2,01006,,CITE ADM ADRAR TILLILANE,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.8780299,-0.2744053
1042,ZAOUIET KOUNTA,زاوية كنتة,R2,01007,,DAIRA ZT KOUNTA,0111,ZAOUIET KOUNTA,زاوية كنتة,01,ADRAR,أدرار,27.2293089,-0.1914553
855,ZAOUIET SIDI AEK,زاوية -س- عبد القادر,R2,01008,,DAIRA FENOUGIL,0115,FENOUGHIL,فنوغيل,01,ADRAR,أدرار,27.6032843,-0.3050543
660,SALI,سالي,R3,01009,,APC SALI,0118,SALI,سالي,01,ADRAR,أدرار,26.9604482,-0.0280963
1242,TSABIT,تسابيت,R3,01011,,DAIRA TSABIT,0108,TSABIT,تسابيت,01,ADRAR,أدرار,28.3080276,-0.2404596
1883,BRINKANE,برينكان,R4,01015,,KSAR BRINKANE,0108,TSABIT,تسابيت,01,ADRAR,أدرار,28.3984351,-0.2380659
281,ADGHA,أدغا,R3,01016,, ADRAR KSAR ADGHA,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.8688917,-0.302671
289,BAHOU,باحو,R4,01017,,KSAR BAHOU,0118,SALI,سالي,01,ADRAR,أدرار,26.8628317,0.0065733
895,HAY EL GHARBI,حي الغربي,R3,01018,,ADRAR HAI EL GHARBI,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.8762682,-0.302426
2473,OUDJLANE,وجلان,R4,01019,,APC TSABIT,0108,TSABIT,تسابيت,01,ADRAR,أدرار,28.3557624,-0.2175173
2381,JEDIDE,جديد,R4,01020,,APC TAMEST,0102,TAMEST,تامست,01,ADRAR,أدرار,27.4654509,-0.267002
2289,BOUFADI,بوفادي,R4,01021,,KSAR BOUFADI,0114,TAMENTIT,تامنطيت,01,ADRAR,أدرار,27.7153709,-0.2726826
1448,SBAA,سبع,R4,01022,,APC SBAA,0126,SBAA,السبع,01,ADRAR,أدرار,28.2172057,-0.1754911
2040,BOUDA EL MANSOUR,بودة المنصور,R4,01023,,APC BOUDA EL MANSOUR,0122,BOUDA,بودة,01,ADRAR,أدرار,27.9534213,-0.4230972
318,LAHMEUR,لحمر,R4,01024,,APC LAHMEUR,0102,TAMEST,تامست,01,ADRAR,أدرار,27.4255441,-0.2451963
1763,OULED AHMED,أولاد أحمد,R3,01025,,APC OAHMED,0121,OULED AHMED TIMMI,أولاد أحمد تيمي,01,ADRAR,أدرار,27.8432811,-0.2837702
1611,BOUDA BEN DRAOU,بودة بن دراعو,R4,01026,,APC BOUDA BEN DRAOU,0122,BOUDA,بودة,01,ADRAR,أدرار,28.0098715,-0.4269247
537,OUADGHA,ودغة,R4,01027,,KSAR OUDGHA,0115,FENOUGHIL,فنوغيل,01,ADRAR,أدرار,27.6548828,-0.3100747
749,TITAF,تيطاف,R4,01028,,APC TAMEST,0102,TAMEST,تامست,01,ADRAR,أدرار,27.4104129,-0.1824578
1113,TAMENTIT,تمنطيط,R4,01029,,APC TAMENTIT,0114,TAMENTIT,تامنطيت,01,ADRAR,أدرار,27.7683063,-0.2684297
2180,MELOUKA,ملوكة,R4,01030,,KSAR MLOUKA,0121,OULED AHMED TIMMI,أولاد أحمد تيمي,01,ADRAR,أدرار,27.8748793,-0.3442609
760,TIT,تيط,R4,01031,,KSAR TIMOKTEN,0106,TIT,تيت,01,ADRAR,أدرار,26.9372637,1.4898848
1320,BOUALI,بوعلي,R4,01040,,KSAR BOUALI,0111,ZAOUIET KOUNTA,زاوية كنتة,01,ADRAR,أدرار,27.148747,-0.1256754
967,AIN BELBAL,عين بلبال,R4,01041,,KSAR INBELBEL,0113,TIMOKTEN,تيمقتن,01,ADRAR,أدرار,27.8861851,1.1675594
581,TIMOKTENE,تيمقطن,R3,01043,,APC TIMOKTEN,0113,TIMOKTEN,تيمقتن,01,ADRAR,أدرار,27.0354776,1.0409613
375,AKABLI,أقبلي,R4,01044,,KSAR AKABLI,0119,AKABLI,أقبلي,01,ADRAR,أدرار,26.7110237,1.3687757
2319,IN ZEGLOUF,إن زقلوف,R4,01045,,KSAR INZAGLOUF,0104,REGGANE,رقان,01,ADRAR,أدرار,26.8183531,0.0303608
2204,TINORT,تينورت,R4,01046,,APC SALI,0118,SALI,سالي,01,ADRAR,أدرار,26.8884908,-0.0118322
2080,TILOULINE,تيلولين,R4,01047,,KSAR INZAGMIR,0105,IN ZGHMIR,أنزجمير,01,ADRAR,أدرار,27.0426263,-0.082023
1956,TIMADANINE,تيمادانين,R4,01048,,KSAR TIMADANINE,0104,REGGANE,رقان,01,ADRAR,أدرار,26.7105852,0.1217948
1811,TIDMAINE,تيدماين,R4,01049,,KSAR TIDMAINE,0105,IN ZGHMIR,أنزجمير,01,ADRAR,أدرار,27.0935918,-0.1134264
1516,TITAOUINE LAKHRASSE,تيطاوين لخراص,R4,01050,,APC INZAGMIR,0105,IN ZGHMIR,أنزجمير,01,ADRAR,أدرار,27.0701414,-0.0994532
1679,BERICHE,بريش,R4,01056,,KSAR EL BERRICH,0118,SALI,سالي,01,ADRAR,أدرار,26.873725,0.0067461
1971,BOUDA LAGHMARA,بودة لغمارة,R4,01057,,KSAR BOUDA LAGMARA,0122,BOUDA,بودة,01,ADRAR,أدرار,28.0291926,-0.4554518
613,ADRAR CITE ZIARI MED,حي زراري محمد,R3,01062,,HAI 200LOGTS ADRAR,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.8653854,-0.2775414
2102,ADRAR UNIVERSITE,أدرار الجامعة,R4,01063,,UNIVERSITE  ADRAR,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.890509,-0.2857043
2230,ADRAR CITE UNIVERSITE,أدرار الحي الجامعي,R4,01064,,CITE UNIVERSITE TILLILANE,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.8794882,-0.2603283
2347,ADRAR GARE ROUTIERE,أدرار المحطة,R4,01065,,ADRAR GARE ROUTIERRE,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.8940097,-0.2884251
2434,REGGAN CHEIKH MOULAY A REGGANI,رقان مولاي رقاني,R3,01067,,"REGGANE EL DJADIDA,ADRAR",0104,REGGANE,رقان,01,ADRAR,أدرار,26.726177,0.1698454
3626,TIOURIRINE,تيوريرين,R4,01069,,KSAR TIOURERINE,0111,ZAOUIET KOUNTA,زاوية كنتة,01,ADRAR,أدرار,27.3275313,-0.2162631
3754,ADRAR BUREAU ITINERANT 1,أدرار- المكتب -البريدي -المتنقل- 1,R4,01071,,ADRAR,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.8728594,-0.2889309
3742,AOULEF TIDIKLETE,أولف-تيديكلت,R2,01074,,AOULEF-VILLE,0112,AOULEF,أولف,01,ADRAR,أدرار,26.9725918,1.089437
3840,ZAOUIET AHCHEF,زاوية الحشف,R4,01075,, KSAR ZAOUIET LAHCHEF,0118,SALI,سالي,01,ADRAR,أدرار,26.8471851,0.0119875
3842,INZEGMIR,أنزجمير,R4,01076,,KSAR  INZAGMIR,0105,IN ZGHMIR,أنزجمير,01,ADRAR,أدرار,27.1101192,-0.1217929
4039,ADRAR TOUAT,أدرار-توات,R3,01077,,CHEF LIEU VILLE ADRAR,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.8956897,-0.2735879
4134,ADRAR SAHET EL CHOHADA,أدرار-ساحة-الشهداء,R3,01085,,PLACE DES MARYTIMES ADRAR CENTRE VILLE,0101,ADRAR,أدرار,01,ADRAR,أدرار,27.8769391,-0.2602514
2,CHLEF RP,الشلف-م-ر,CE,02000,,RUE DU 20 AOUT ,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1663002,1.3331448
2983,OUED FODDA MOUSSALAHA,وادي-الفضة-المصالحة,HC,02001,,OUED FODDA CENTRE,0229,OUED FODDA,وادي الفضة,02,CHLEF,الشلف,36.184884,1.5301184
85,BOUKADIR,بوقدير,R1,02002,,ROUTE NATIONALE NÂ°04 BOUKADIR,0212,BOUKADIR,بوقادير,02,CHLEF,الشلف,36.0639457,1.125601
117,OUED FODDA,وادي-الفضة,R1,02003,,ROUTE NATIONALE NÂ°04 OUED FODDA,0229,OUED FODDA,وادي الفضة,02,CHLEF,الشلف,36.1878636,1.5313938
229,AIN MERANE,عين-مران,R1,02004,,AIN MERANE CENTRE,0232,AIN MERANE,عين مران,02,CHLEF,الشلف,36.1625143,0.9697827
230,CHLEF BENSOUNA,الشلف-بن-سونة,R1,02005,,HAY BENSOUNA,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1618508,1.3201701
168,TENES,تنس,HC,02006,,RUE KOSIER TENES CENTRE TENES,0202,TENES,تنس,02,CHLEF,الشلف,36.5104978,1.3061645
1234,CHLEF CHETTIA,الشلف-شطية,R2,02007,,ANNEXE,0224,CHETTIA,الشطية,02,CHLEF,الشلف,36.1972365,1.2609916
1047,EL KARIMIA,الكريمية,R2,02008,,EL KARIMIA CENTRE,0204,EL KARIMIA,الكريمية,02,CHLEF,الشلف,36.1151566,1.5524949
2273,SIDI AKKACHA,سيدي-عكاشة,R2,02009,,ROUTE NATIONALE NÂ°19 SIDI AKKACHA,0211,SIDI AKKACHA,سيدي عكاشة,02,CHLEF,الشلف,36.4637922,1.303094
2153,OULED FARES,أولاد فارس,R2,02010,,OULED FARES CENTRE,0210,OULED FARES,أولاد فارس,02,CHLEF,الشلف,36.2312717,1.2370683
1409,OUED SLY,وادي-السلي,R2,02011,,OUED SLY CENTRE,0221,OUED SLY,وادي سلي,02,CHLEF,الشلف,36.1021647,1.2000602
2624,TAOUGRITE,توقريت,R2,02012,,TAOUGRITE CENTRE,0206,TAOUGRITE,تاوقريت,02,CHLEF,الشلف,36.2468117,0.9235767
1063,CHLEF CITE ADMINISTRATIVE,الشلف-حي-الإداري,R3,02013,,RUE DE LA RESISTANCE,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1639518,1.3372366
2627,CHLEF ZEBOUDJA,زبوجة,R2,02014,,ZEBOUDJA CENTRE,0220,ZEBOUDJA,الزبوجة,02,CHLEF,الشلف,36.3518145,1.4307826
1745,CHLEF EL MARSA,المرسى,R3,02015,,EL-MARSA,0223,EL MARSA,المرسى,02,CHLEF,الشلف,36.4042944,0.9163598
2628,AHMED KHALFAOUI,أحمد-خلفاوي,R3,02016,,ZONE 2,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1549883,1.3523233
890,BENI HAOUA,بني-حواء,R2,02017,,BENI HAOUA,0207,BENI HAOUA,بني حواء,02,CHLEF,الشلف,36.5304212,1.5701206
293,ABOU EL HASSAN,أبو-الحسن,R2,02018,,ABOU EL-HASSEN,0222,ABOU EL HASSAN,أبو الحسن,02,CHLEF,الشلف,36.4176075,1.1954408
2704,HEUMIS AIN BEIDA,حميس-عين-البيضاء,R3,02019,,LA GARE,0231,BOUZGHAIA,بوزغاية,02,CHLEF,الشلف,36.3091492,1.2443776
712,CHETTIA VSA,الشطية,R2,02020,,CHETTIA VSA,0224,CHETTIA,الشطية,02,CHLEF,الشلف,36.1864486,1.2501049
1273,BOUZGHAIA,بوزغاية,R2,02021,,RN19,0231,BOUZGHAIA,بوزغاية,02,CHLEF,الشلف,36.3369423,1.2395152
1909,CHLEF HAY BADR,الشلف-حي-البدر,R3,02022,,ZONE 3,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.137025,1.3047017
1449,HAY NASR,الشلف-حي-النصر,R3,02023,,ZONE 5,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1609833,1.366205
1913,OUM DROU,أم-الدروع,R2,02024,,OUM DROU,0233,OUM DROU,أم الدروع,02,CHLEF,الشلف,36.1979067,1.3863333
2174,SENDJAS,سنجاس,R2,02025,,SENDJAS,0219,SENDJAS,السنجاس,02,CHLEF,الشلف,36.0628591,1.401728
3013,BOUKADIR HAY EL HOURIA,بوقادير-الحرية,R3,02026,,HAY EL HOURIA BOUKADIR,0212,BOUKADIR,بوقادير,02,CHLEF,الشلف,36.0648318,1.1238261
2988,TENES BOUDIAF,تنس-محمد-بوضياف,R2,02027,,TENES CENTRE,0202,TENES,تنس,02,CHLEF,الشلف,36.5109427,1.3081764
1297,EL ATHMANIA,العثمانية,R4,02028,,EL-ATMANIA,0212,BOUKADIR,بوقادير,02,CHLEF,الشلف,36.0186286,1.1615489
2044,CHLEF OULED ABBES,أولاد-عباس,R3,02029,,OULED ABBES,0218,OULED ABBES,أولاد عباس,02,CHLEF,الشلف,36.2148267,1.4862767
2047,OULED ZIAD,أولاد-زياد,R4,02030,,OULED ZIAD ,0208,SOBHA,صبحة,02,CHLEF,الشلف,36.1524288,1.0469286
1479,HARCHOUN,حرشون,R3,02031,,HARCHOUN,0209,HARCHOUN,حرشون,02,CHLEF,الشلف,36.1115617,1.505075
2305,CHLEF SIDI MOUSSA,سيدي-موسى,R4,02032,,SIDI MOUSSA,0217,DAHRA,الظهرة,02,CHLEF,الشلف,36.2499232,0.7586322
2397,SOBHA,صبحة,R2,02033,,SOBHA,0208,SOBHA,صبحة,02,CHLEF,الشلف,36.1108217,1.109635
552,BIR SAF SAF,بئر-صفصاف,R4,02034,,BIR SAF SAF,0229,OUED FODDA,وادي الفضة,02,CHLEF,الشلف,36.2033356,1.5927295
355,BENI RACHED,بني-راشد,R3,02035,,BENI RACHED,0213,BENI RACHED,بني راشد,02,CHLEF,الشلف,36.2769909,1.5216757
2491,DAHRA,الظهرة,R3,02036,,DAHRA,0217,DAHRA,الظهرة,02,CHLEF,الشلف,36.2569171,0.8512662
1785,OULED BEN AEK,أولاد-ب-عبد-القادر,R2,02037,,OULED BEN AEK,0230,OULED BEN ABDELKADER,أولاد بن عبد القادر,02,CHLEF,الشلف,36.0262396,1.2741366
2567,HERANFA,الههرنفة,R3,02038,,HERENFA,0215,HARENFA,الهرانفة,02,CHLEF,الشلف,36.2478935,1.044498
775,BENAIRIA,بنارية,R3,02039,,BENAIRIA,0203,BENAIRIA,بنايرية,02,CHLEF,الشلف,36.35388,1.3733667
575,AIN SERDOUNE,عين-سردون,R4,02040,,AIN SERDOUNE,0232,AIN MERANE,عين مران,02,CHLEF,الشلف,36.2025194,0.946682
578,CHLEF SAHLI,الشلف-سحلي,R2,02041,,HAY SAHLI,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1756562,1.3277226
971,CHLEF LALA AOUDA,الشلف-لالة-عودة,R3,02042,,HAY LALLA AOUDA,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1454617,1.33183
2498,TADJENA,تجنة,R2,02043,,TADJNA CENTRE,0205,TADJENA,تاجنة,02,CHLEF,الشلف,36.3226765,1.1365406
1661,KALAA BOUHALOU,القلعة-بوحلو,R4,02044,,EL-KALAA BOUHALLOU,0211,SIDI AKKACHA,سيدي عكاشة,02,CHLEF,الشلف,36.4371715,1.2984561
1663,CHLEF HAY ABBAD,الشلف-حي-عباد,R3,02045,,HAY ABBAD,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1437317,1.3458133
1953,GUELTA,القلتة,R4,02046,,GUELTA,0223,EL MARSA,المرسى,02,CHLEF,الشلف,36.3596234,0.8358111
591,KECHACHEDA,قشاشدة,R4,02047,,KECHACHDA,0231,BOUZGHAIA,بوزغاية,02,CHLEF,الشلف,36.3804807,1.3217329
797,ATTATFA,عطاطفة,R4,02048,,KHERBA,0231,BOUZGHAIA,بوزغاية,02,CHLEF,الشلف,36.3612565,1.230488
1671,LABIODH MEDJADJA,الأبيض-مجاجة,R3,02049,,KHERRARA,0228,LABIOD MEDJADJA,الأبيض مجاجة,02,CHLEF,الشلف,36.2508967,1.392755
2835,CHLEF EL HADJADJ,الحجاج,R4,02050,,EL-HADJADJ,0227,EL HADJADJ,الحجاج,02,CHLEF,الشلف,36.0133581,1.3750917
1349,HAOUCH EL GHABA,حوش-الغابة,R4,02051,,HAOUCH EL-GHABA,0210,OULED FARES,أولاد فارس,02,CHLEF,الشلف,36.2757122,1.3026126
388,ZELGOU,زلقو,R4,02052,,ZELGOU,0203,BENAIRIA,بنايرية,02,CHLEF,الشلف,36.3831101,1.3667405
992,CHOUCHAOUA,شوشاوة,R4,02053,,PETIT BARRAGE,0204,EL KARIMIA,الكريمية,02,CHLEF,الشلف,36.0849666,1.59499
2729,ZEMMOURA,زمورة,R4,02054,,ZEMOURA,0230,OULED BEN ABDELKADER,أولاد بن عبد القادر,02,CHLEF,الشلف,35.968915,1.2554861
2506,SI BELKACEM,سي-بلقاسم,R4,02055,,CAPER,0210,OULED FARES,أولاد فارس,02,CHLEF,الشلف,36.1620567,1.1769617
2887,OUED SLY HAY HOURIA,واد-السلي-الحرية,R4,02056,,HAY SONELGAZ,0221,OUED SLY,وادي سلي,02,CHLEF,الشلف,36.0840346,1.2000897
2509,CHLEF CHEGGA,الشلف-الشقة,R4,02057,,HAY CHEGGA,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1919484,1.3469814
2930,BOULEFRED,بولفراد,R4,02058,,HAY BOULEFRED,0221,OUED SLY,وادي سلي,02,CHLEF,الشلف,36.0952633,1.2255733
2791,OULED FETTI,اولاد فتي,R4,02059,,OULED FETTI,0208,SOBHA,صبحة,02,CHLEF,الشلف,36.0616117,0.9890633
611,MOUSSADEK,موسدق,R4,02060,,MOUSSADEK,0226,MOUSSADEK,مصدق,02,CHLEF,الشلف,36.3542978,1.0093922
2844,OUED GOUSSINE,وادي-قوسين,R4,02061,,OUED GOUSSINE,0216,OUED GOUSSINE,وادي قوسين,02,CHLEF,الشلف,36.5248377,1.4962118
2795,VIEUX TENES,تنس-حي-القديم,R4,02062,,VIEUX TENES,0202,TENES,تنس,02,CHLEF,الشلف,36.5009393,1.3144388
2933,DHAR EL MEDDAH,دار-المداح,R4,02063,,DAR EL MEDDAH,0205,TADJENA,تاجنة,02,CHLEF,الشلف,36.312419,1.0955888
2969,CHAARIR,الشعارير,R4,02064,,CHAARIR,0202,TENES,تنس,02,CHLEF,الشلف,36.504332,1.2767955
2593,TALASSA,تلسة,R4,02065,,TALASSA,0214,TALASSA,تلعصة,02,CHLEF,الشلف,36.425274,1.0946342
2432,CHLEF SIDI ABDERRAHMANE,سيدي-عبد-الرحمان,R4,02066,,SIDI ABDERAHMANE,0225,SIDI ABDERRAHMANE,سيدي عبد الرحمن,02,CHLEF,الشلف,36.4926333,1.0957605
2232,REGGOUN,رقون,R4,02067,,REGGOUN,0202,TENES,تنس,02,CHLEF,الشلف,36.5027471,1.2556614
2110,MAIN SINFITA,مان-سنفيتة,R4,02068,,MAIN SINFITA,0220,ZEBOUDJA,الزبوجة,02,CHLEF,الشلف,36.3889266,1.52806
815,BENI OUAZEN,بني-وعزان,R4,02069,,BENI OUAZENE,0230,OULED BEN ABDELKADER,أولاد بن عبد القادر,02,CHLEF,الشلف,35.9566068,1.3801735
1536,BRIERA,بريرة,R4,02070,,BREIRA,0234,BREIRA,بريرة,02,CHLEF,الشلف,36.4490633,1.6153655
2351,BENI BOUATTEB,بني-بوعتاب,R4,02071,,BENI BOUATEB,0235,BENI BOUATEB,بني بوعتاب,02,CHLEF,الشلف,35.9922367,1.6216086
1203,CHAABNIA,شعابنية,R4,02072,,CHAABNIA,0206,TAOUGRITE,تاوقريت,02,CHLEF,الشلف,36.2436125,0.9496412
1844,MEDDINA,مدينة,R4,02073,,MEDDINA,0228,LABIOD MEDJADJA,الأبيض مجاجة,02,CHLEF,الشلف,36.2579067,1.3535517
1989,OULED BERRADJAH,أولاد-براجح,R4,02074,,OULED BERRADJAH,0232,AIN MERANE,عين مران,02,CHLEF,الشلف,36.1390851,0.9799432
2972,GUELAFTIA,قلافطية,R4,02075,,GUELAFTIA,0233,OUM DROU,أم الدروع,02,CHLEF,الشلف,36.1840783,1.4060383
2893,BENI OUADREN,بني-ودران,R4,02076,,BENI OUDRENE,0219,SENDJAS,السنجاس,02,CHLEF,الشلف,36.1240583,1.38187
2850,CHLEF OULED BOUALI,أولاد-بوعلي,R4,02077,,OULED BOUALI,0218,OULED ABBES,أولاد عباس,02,CHLEF,الشلف,36.2087217,1.454495
2802,MEZAOUAT,مزاوت,R4,02078,,MEZAOUET,0209,HARCHOUN,حرشون,02,CHLEF,الشلف,36.1430824,1.5099788
2744,BOUHENYENNE,بوحنبان,R4,02079,,BOUHENYENNE,0213,BENI RACHED,بني راشد,02,CHLEF,الشلف,36.3211504,1.515947
2676,ZEBABDJA,زبابجة,R4,02080,,ZEBABDJA,0229,OUED FODDA,وادي الفضة,02,CHLEF,الشلف,36.17487,1.4923433
2897,KALLOUL,كحلول,R4,02081,,KAHLOUL,0222,ABOU EL HASSAN,أبو الحسن,02,CHLEF,الشلف,36.4204087,1.2360913
2443,REZIM MAAMAR,رزيم-معمر,R4,02082,,CINQ PALMIER,0210,OULED FARES,أولاد فارس,02,CHLEF,الشلف,36.2817909,1.2395517
1021,BORDJ BAAL,برج-البعل,R4,02083,,BORDJ BAAL,0217,DAHRA,الظهرة,02,CHLEF,الشلف,36.3029266,0.8252016
3043,DAID MOHAMED,دايد محمد,R4,02084,,SIDI AISSA,0206,TAOUGRITE,تاوقريت,02,CHLEF,الشلف,36.2601397,0.9108807
3022,CHACHOU ALI,شاشو علي,R4,02085,,SIDI MEDOUL,0204,EL KARIMIA,الكريمية,02,CHLEF,الشلف,36.0967907,1.5535072
3061,BOUKADIR A SLIMANI,بوقادير سليماني,R3,02086,,DOUAIDIA,0212,BOUKADIR,بوقادير,02,CHLEF,الشلف,36.0574385,1.1323734
1379,CHETTIA B DJAYAHIA,الشطية ب جايحي,R2,02087,,ZONE 9,0224,CHETTIA,الشطية,02,CHLEF,الشلف,36.208805,1.26577
2804,CHLEF BOUABDELLAH FERAHI,الشلف ب فراحي,R4,02088,,712 LOGTS,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1347083,1.2857467
3023,CHLEF SIDI ZIANE,سيدي زيان,R4,02089,,SIDI ZIANE,0205,TADJENA,تاجنة,02,CHLEF,الشلف,36.3151249,1.1473883
2853,CHLEF FRERES KHELIF,الشلف اخوة خليف,R3,02090,,HAY BADR AADL,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1456567,1.3114267
2900,CHLEF HAI ESSALEM,الشلف حي السلام,R2,02091,,HAY ES SALAM,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1553113,1.3401386
1551,OULED FARES C U,الشلف-حي-الجامعي,R4,02092,,CITE UNIVERSITAIRE,0210,OULED FARES,أولاد فارس,02,CHLEF,الشلف,36.2250633,1.2437248
3044,EL FELLAGUIA GUENDEZ DJILLALI,الفلاقية-قندز-الجيلالي,R4,02093,,HAI EL FELLAGUIA,0203,BENAIRIA,بنايرية,02,CHLEF,الشلف,36.3389283,1.3249783
2941,CHLEF MOHAMED KOUADRI,الشلف محمد قوادري,R2,02094,,"CITE DES FONCTIONNAIRES,CHLEF CENTRE",0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1695284,1.3409566
3614,AIN MERANE TAHER MOHAMED,عين مران طاهر م,R3,02095,,"CENTRE VILLE D'AIN MERANE,CHLEF",0232,AIN MERANE,عين مران,02,CHLEF,الشلف,36.1575107,0.9678402
3615,HERENFA CHEIKH EL HABIB,الهرنفة ش حبيب,R4,02096,,"LOCALITE D'AIN SERAGUE,HERENFA",0215,HARENFA,الهرانفة,02,CHLEF,الشلف,36.2017233,1.04143
3616,OUED SLY BOUKFOUSSA EL GHOUL CHAREF,وادي-سلي-بوكفوسة-الغول-الشارف,R4,02097,,DHARIDJ,0221,OUED SLY,وادي سلي,02,CHLEF,الشلف,36.1059529,1.2515841
3829,CHLEF GARRE ROUTIERE,الشلف-المحطة-البرية,R4,02098,,RN NÂ°04,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1557827,1.3043728
3830,CHLEF ALI HADJI AHMED,الشلف-علي-حاجي-أحمد,R4,02099,,HAY BENSOUNA,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1530533,1.3266783
3873,CHLEF ETABLISSEMENT POSTAL ITINERANT 1,الشلف-المكتب-البريدي-المتنقل-1,R4,02100,,DUPW CHLEF,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.1629614,1.3445284
4013,CHLEF MAGHRAOUI SAHNOUN,الشلف-مغراوي-سحنون,R4,02101,,NOUVELLE VILLE BRADI,0201,CHLEF,الشلف,02,CHLEF,الشلف,36.15179,1.3079033
3,LAGHOUAT RP,الاغواط - م ر,HC,03000,,LAGHOUAT-RP RN 01,0301,LAGHOUAT,الأغواط,03,LAGHOUAT,الاغواط,33.8144646,2.8686543
50,AFLOU,افلو,HC,03001,,AFLOU,0319,AFLOU,أفلو,03,LAGHOUAT,الاغواط,34.114064,2.0958223
1222,LAGHOUAT MAAMOURAH,الاغواط - المعمورة,R1,03002,,MAAMOURAH,0301,LAGHOUAT,الأغواط,03,LAGHOUAT,الاغواط,33.7997965,2.8698357
118,KSAR EL HIRANE,قصر- الحيران,R2,03003,,KSAR-EL-HIRANE,0302,KSAR EL HIRANE,قصر الحيران,03,LAGHOUAT,الاغواط,33.7910432,3.1449996
137,HASSI RMEL,حاسي - الرمل,R2,03004,,HASSI-R'MEL,0306,HASSI R'MEL,حاسي الرمل,03,LAGHOUAT,الاغواط,32.9323947,3.2718787
153,BRIDA,بريدة,R3,03005,,BRIDA,0313,BRIDA,بريدة,03,LAGHOUAT,الاغواط,33.905825,1.7838181
847,LAGHOUAT EL MAKAM,الاغواط -المقام,R2,03006,,EL-MAKAM,0301,LAGHOUAT,الأغواط,03,LAGHOUAT,الاغواط,33.7946939,2.8536728
450,TADJEMOUT,تاجموت,R3,03007,,TADJEMOUT,0308,TADJEMOUT,تاجموت,03,LAGHOUAT,الاغواط,33.8798303,2.5232505
656,BELLIL,بليل,R3,03008,,BELLIL,0306,HASSI R'MEL,حاسي الرمل,03,LAGHOUAT,الاغواط,33.2670751,3.1942881
463,HASSI RMEL 1ER NOV,حاسي - الرمل - 1- نوفمبر,R3,03009,,HASSI-R'MEL-1ER NOV.,0306,HASSI R'MEL,حاسي الرمل,03,LAGHOUAT,الاغواط,32.954741,3.2776064
864,EL KHENEG,الخنق,R3,03010,,EL-KHENEG,0309,KHENEG,الخنق,03,LAGHOUAT,الاغواط,33.7433725,2.789972
672,TADJEROUNA,تاجرونة,R4,03011,,TADJEROUNA,0318,TADJROUNA,تاجرونة,03,LAGHOUAT,الاغواط,33.505031,2.1041548
193,AIN MADHI,عين - ماضي,R3,03012,,AIN-MADHI,0307,AIN MADHI,عين ماضي,03,LAGHOUAT,الاغواط,33.7973277,2.3063373
269,BEIDA,البيضاء,R4,03013,,BEIDHA,0312,BEIDHA,بيضاء,03,LAGHOUAT,الاغواط,34.4773474,2.1775786
