id,name,wilaya_code,commune_code,commune,commune_ar,lat,lng,geo_precision,geo_method,source,status,postal_code,postal_code_old,address
1308,GHRISS,29,,GHRISS,غريس,35.2494991,0.1603902,exact,baridimap,baridimap,1,29006,,
13080,AIN BEN KHELIL,45,,AIN BEN KHELIL,عين بن خليل,33.2897137,-0.7644987,exact,baridimap,baridimap,1,45008,,
13081,BEN AMAR CHELLALI AHME,45,,MEKMEN BEN AMAR,مكمن بن عمرو,33.7174519,-0.7226144,exact,baridimap,baridimap,1,45052,,
13082,TINDOUF RP LS 1,37,,TINDOUF,تندوف,27.6728195,-8.1353018,exact,baridimap,baridimap,1,37000,,
13083,TINDOUF RP LS 2,37,,TINDOUF,تندوف,27.6728079,-8.1352571,exact,baridimap,baridimap,1,37000,,
13084,TINDOUF RP LS 3,37,,TINDOUF,تندوف,27.6727543,-8.1351161,exact,baridimap,baridimap,1,37000,,
13085,TINDOUF RP LS 4,37,,TINDOUF,تندوف,27.6727585,-8.1349658,exact,baridimap,baridimap,1,37000,,
13088,OULED ALLENDA 18 FEVRIER,39,,OUED EL ALENDA,وادي العلندة,33.2489397,6.7511212,exact,baridimap,baridimap,1,39085,,
1309,EMIR ABDELKADER,29,,MASCARA,معسكر,35.4010746,0.1497312,exact,baridimap,baridimap,1,29008,,
13090,TIKSEBT,39,,EL OUED,الوادي,33.3818833,6.8438317,exact,baridimap,baridimap,1,39006,,
13091,RAS EL MAA SAADA,22,,RAS EL MA,رأس الماء,34.4947133,-0.8275267,exact,baridimap,baridimap,1,22069,,
13092,MSILA RP LS1,28,,M'SILA,المسيلة,35.7053525,4.54198,exact,baridimap,baridimap,1,28000,,
13093,MSILA RP LS2,28,,M'SILA,المسيلة,35.7053615,4.5422277,exact,baridimap,baridimap,1,28000,,
13094,MSILA RP LS3,28,,M'SILA,المسيلة,35.7053106,4.5421358,exact,baridimap,baridimap,1,28000,,
13097,CHETOUANE 1 NOV,13,,CHETOUANE,شتوان,34.9203114,-1.2929908,exact,baridimap,baridimap,1,13119,,
1310,MASCARA SIG,29,,SIG,سيق,35.5304951,-0.198525,exact,baridimap,baridimap,1,29001,,
13102,SIDI BEN ADDA,46,,SIDI BEN ADDA,سيدي بن عدة,35.3055158,-1.1801905,exact,baridimap,baridimap,1,46013,,
13103,ORAN RP INDOOR,31,,ORAN,وهران,35.7025515,-0.6456219,exact,baridimap,baridimap,1,31000,,
13104,CRF SIDI FREDJ,16,,STAOUELI,سطاوالي,,,,,baridimap,CLOSED (OFFLINE),16096,,
13105,AKID OTHMANE LS4,46,,AIN TEMOUCHENT,عين تيموشنت,35.3043447,-1.1393623,exact,baridimap,baridimap,1,46003,,
13106,AKID OTHMANE LS1,46,,AIN TEMOUCHENT,عين تيموشنت,35.3047678,-1.1391511,exact,baridimap,baridimap,1,46003,,
13107,AKID OTHMANE LS2,46,,AIN TEMOUCHENT,عين تيموشنت,35.3044659,-1.1386007,exact,baridimap,baridimap,1,46003,,
13108,AKID OTHMANE LS3,46,,AIN TEMOUCHENT,عين تيموشنت,35.3045804,-1.1394502,exact,baridimap,baridimap,1,46003,,
13109,EL OUED 19 MARS,39,,EL OUED,الوادي,33.3498733,6.8537425,exact,baridimap,baridimap,1,39084,,
13110,SIDI MESTOUR,39,,EL OUED,الوادي,33.3628202,6.8744949,exact,baridimap,baridimap,1,39026,,
13111,CHOUHADA,39,,EL OUED,الوادي,33.3396262,6.8730692,exact,baridimap,baridimap,1,39011,,
13112,NAKHLA,39,,NAKHLA,النخلة,33.2782974,6.9526963,exact,baridimap,baridimap,1,39031,,
13113,BAYADA 1ER NOVEMBRE,39,,BAYADHA,البياضة,33.3112612,6.9004192,exact,baridimap,baridimap,1,39008,,
13114,RACHIDIA LS1,29,,MASCARA,معسكر,35.4023271,0.1325254,exact,baridimap,baridimap,1,29009,,
13118,MAGRA INDOOR,28,,MAGRA,مقرة,35.6171847,5.0967672,exact,baridimap,baridimap,1,28006,,
1312,OGGAZ,29,,OGGAZ,عكاز,35.5636935,-0.2581917,exact,baridimap,baridimap,1,29029,,
13123,GARE ROUTIERE EL BAYADH,32,,EL BAYADH,البيض,33.6699661,1.0278419,exact,baridimap,baridimap,1,32035,,
13124,FAMILY SHOP TISSEMSILT,38,,TISSEMSILT,تيسمسيلت,35.6149742,1.8110582,exact,baridimap,baridimap,1,38000,,
13125,TISSEMSILT EL HIDHAB,38,,TISSEMSILT,تيسمسيلت,35.5940023,1.8177344,exact,baridimap,baridimap,1,38034,,
13127,STILL,57,,STILL,سطيل,34.2605667,5.9185933,exact,baridimap,baridimap,1,57039,39039,
13128,KHENCHELA NOUVELLE VILLE,40,,KHENCHELA,خنشلة,35.4003433,7.1292547,exact,baridimap,baridimap,1,40056,,
13129,CITE HASNAOUI,40,,KHENCHELA,خنشلة,35.434943,7.1523844,exact,baridimap,baridimap,1,40018,,
1313,CHELGOUM EL LAID,43,,CHELGHOUM LAID,شلغوم العيد,36.1597595,6.1669896,exact,baridimap,baridimap,1,43001,,
13137,SERSOUF LS 3,11,,TAMANRASSET,تامنغست,22.7983958,5.5283686,exact,baridimap,baridimap,1,11006,,
13138,EL HADJAR FADILA SAADANE,23,,EL HADJAR,الحجار,36.802085,7.7354383,exact,baridimap,baridimap,1,23058,,
13140,SERSOUF LS 4,11,,TAMANRASSET,تامنغست,22.7983948,5.5284052,exact,baridimap,baridimap,1,11006,,
13142,EL HOURIA,40,,KHENCHELA,خنشلة,35.4281952,7.1394481,exact,baridimap,baridimap,1,40003,,
13143,SALEM ALAMI,40,,KHENCHELA,خنشلة,35.4406827,7.1366376,exact,baridimap,baridimap,1,40020,,
13144,TAMAYOURT,40,,ENSIGHA,انسيغة,35.3986194,7.1426431,exact,baridimap,baridimap,1,40043,,
13145,KH MOUSSA REDDAH,40,,KHENCHELA,خنشلة,35.4526814,7.1252763,exact,baridimap,baridimap,1,40019,,
13147,BOUHMAMA EL AURES,40,,BOUHMAMA,بوحمامة,35.3202501,6.7504116,exact,baridimap,baridimap,1,40050,,
13149,IN GUEZZAM 1ER LS 2,54,,IN GUEZZAM,عين قزام,19.5782481,5.766267,exact,baridimap,baridimap,1,54040,11040,
13155,M'TOUSSA,40,,M'TOUSSA,متوسة,35.598871,7.2461624,exact,baridimap,baridimap,1,40021,,
13156,HAJAR EDDIS,23,,SIDI AMAR,سيد عامر,36.790055,7.6234933,exact,baridimap,baridimap,1,23037,,
13157,AEROPORT ADRAR,01,,ADRAR,أدرار,27.8422417,-0.1893883,exact,baridimap,baridimap,1,01085,,
1316,REDJAS,43,,OUED ENDJA,وادى النجاء,36.4297616,6.121248,exact,baridimap,baridimap,1,43006,,
13166,TAREF RP LS1,36,,EL TARF,الطارف,36.765663,8.3222027,exact,baridimap,baridimap,1,36000,,
13167,TAREF RP LS2,36,,EL TARF,الطارف,36.7656605,8.3221859,exact,baridimap,baridimap,1,36000,,
13168,TAREF RP LS3,36,,EL TARF,الطارف,36.7655312,8.3222265,exact,baridimap,baridimap,1,36000,,
13169,TAREF RP LS4,36,,EL TARF,الطارف,36.7655583,8.3222034,exact,baridimap,baridimap,1,36000,,
1317,TADJENANET,43,,TADJENANET,تاجنانت,36.1196568,5.9805051,exact,baridimap,baridimap,1,43007,,
13170,OULED AISSA,49,,OULED AISSA,أولاد عيسى,29.425077,-0.0875781,exact,baridimap,baridimap,1,49051,01051,
13171,OULED ABBOU,49,,DELDOUL,دلدول,28.7700591,0.0532068,exact,baridimap,baridimap,1,49036,01036,
13173,BORDJ BADJI MOKHTAR LS 1,50,,BORDJ BADJI MOKHTAR,برج باجي مختار,21.3311889,0.9569303,exact,baridimap,baridimap,1,50010,01010,
13174,BORDJ BADJI MOKHTAR LS 2,50,,BORDJ BADJI MOKHTAR,برج باجي مختار,21.3312328,0.956952,exact,baridimap,baridimap,1,50010,01010,
13175,BORDJ BADJI MOKHTAR LS 3,50,,BORDJ BADJI MOKHTAR,برج باجي مختار,21.3311868,0.9569405,exact,baridimap,baridimap,1,50010,01010,
13176,REGUIBA 20 AOUT,39,,REGUIBA,الرقيبة,33.5707983,6.7194283,exact,baridimap,baridimap,1,39036,,
13177,TRIFAOUI,39,,TRIFAOUI,الطريفاوي,33.4184538,6.9336959,exact,baridimap,baridimap,1,39044,,
13179,DOUAR EL MA,39,,DOUAR EL MA,دوار الماء,33.372649,7.6884912,exact,baridimap,baridimap,1,39024,,
1318,TADJENANET-CENTRE,43,,TADJENANET,تاجنانت,36.122985,5.9865517,exact,baridimap,baridimap,1,43011,,
1319,OUED TLELAT,31,,OUED TLELAT,وادي تليلات,35.5515912,-0.4487163,exact,baridimap,baridimap,1,31037,,
13190,CHLEF CADM LS1,02,,CHLEF,الشلف,36.163442,1.337497,exact,baridimap,baridimap,1,02013,,
13193,CHLEF CADM LS4,02,,CHLEF,الشلف,36.1634564,1.3374801,exact,baridimap,baridimap,1,02013,,
13194,OEM 18 FEV LS1,04,,OUM EL BOUAGHI,أم البواقي,35.874895,7.0944932,exact,baridimap,baridimap,1,04050,,
13195,OEM 18 FEV LS2,04,,OUM EL BOUAGHI,أم البواقي,35.8748984,7.0945876,exact,baridimap,baridimap,1,04050,,
13196,OEM 18 FEV LS3,04,,OUM EL BOUAGHI,أم البواقي,35.8748898,7.0947093,exact,baridimap,baridimap,1,04050,,
13197,OEM 18 FEV LS4,04,,OUM EL BOUAGHI,أم البواقي,35.8749443,7.0945279,exact,baridimap,baridimap,1,04050,,
13198,BBA BENBADIS LS 1,34,,BORDJ BOU ARRERIDJ,برج بوعريريج,36.0807402,4.7787406,exact,baridimap,baridimap,1,34002,,
1320,MEDIOUNA,48,,MEDIOUNA,مديونة,36.1232431,0.7445236,exact,baridimap,baridimap,1,48011,,
13201,BBA BENBADIS LS 4,34,,BORDJ BOU ARRERIDJ,برج بوعريريج,36.0808007,4.7787461,exact,baridimap,baridimap,1,34002,,
13202,BATNA RP LS1,05,,BATNA,باتنة,35.552167,6.1786634,exact,baridimap,baridimap,1,05000,,
13203,BATNA RP LS2,05,,BATNA,باتنة,35.5522189,6.1785717,exact,baridimap,baridimap,1,05000,,
13204,BATNA RP LS3,05,,BATNA,باتنة,35.5521703,6.1785974,exact,baridimap,baridimap,1,05000,,
13205,BATNA RP LS4,05,,BATNA,باتنة,35.5522201,6.1785687,exact,baridimap,baridimap,1,05000,,
13206,BOUMERDES RP LS 3,35,,BOUMERDES,بومرداس,36.7580863,3.475295,exact,baridimap,baridimap,1,35000,,
13207,BOUMERDES RP LS 1,35,,BOUMERDES,بومرداس,36.7581008,3.4752349,exact,baridimap,baridimap,1,35000,,
13209,BOUMERDES RP LS 4,35,,BOUMERDES,بومرداس,36.757721,3.4754177,exact,baridimap,baridimap,1,35000,,
13210,EL OUED RP LS 1,39,,EL OUED,الوادي,33.360688,6.8646774,exact,baridimap,baridimap,1,39000,,
13211,EL OUED RP LS 2,39,,EL OUED,الوادي,33.3605349,6.8648029,exact,baridimap,baridimap,1,39000,,
13212,EL OUED RP LS 3,39,,EL OUED,الوادي,33.3604238,6.8649023,exact,baridimap,baridimap,1,39000,,
13213,EL OUED RP LS 4,39,,EL OUED,الوادي,33.3604315,6.8648776,exact,baridimap,baridimap,1,39000,,
13214,HADJOUT LS 1,42,,HADJOUT,حجوط,36.5119057,2.4134714,exact,baridimap,baridimap,1,42001,,
13215,HADJOUT LS 2,42,,HADJOUT,حجوط,36.5119078,2.4134911,exact,baridimap,baridimap,1,42001,,
13216,HADJOUT LS 3,42,,HADJOUT,حجوط,36.5119146,2.4134997,exact,baridimap,baridimap,1,42001,,
13217,HADJOUT LS 4,42,,HADJOUT,حجوط,36.5119116,2.413526,exact,baridimap,baridimap,1,42001,,
1322,OUED-EL-DJEMAA,48,,OUED EL DJEMAA,وادي الجمعة,35.7965176,0.6818859,exact,baridimap,baridimap,1,48021,,
13226,GHARDAIA RP LS 1,47,,GHARDAIA,غرداية,32.4853681,3.6781393,exact,baridimap,baridimap,1,47000,,
13227,GHARDAIA RP LS 2,47,,GHARDAIA,غرداية,32.4852849,3.6780734,exact,baridimap,baridimap,1,47000,,
1323,AIN EL HADJAR,20,,AIN EL HADJAR,عين الحجر,34.7589465,0.1453105,exact,baridimap,baridimap,1,20001,,
13234,ANNABA RP LS1,23,,ANNABA,عنابة,36.9029227,7.7596317,exact,baridimap,baridimap,1,23000,,
13235,ANNABA RP LS2,23,,ANNABA,عنابة,36.9029334,7.7596234,exact,baridimap,baridimap,1,23000,,
1324,YOUB,20,,YOUB,يوب,34.9198766,-0.2084786,exact,baridimap,baridimap,1,20008,,
13241,GUELMA RP LS4,24,,GUELMA,قالمة,36.4627369,7.4321439,exact,baridimap,baridimap,1,24000,,
13242,GUELMA RP LS1,24,,GUELMA,قالمة,36.4627188,7.4319933,exact,baridimap,baridimap,1,24000,,
13243,GUELMA RP LS2,24,,GUELMA,قالمة,36.4627047,7.4319405,exact,baridimap,baridimap,1,24000,,
13244,GUELMA RP LS3,24,,GUELMA,قالمة,36.4627537,7.4319311,exact,baridimap,baridimap,1,24000,,
13245,GHILES BELKACEM LS 1,41,,SOUK AHRAS,سوق أهراس,36.2793897,7.9483008,exact,baridimap,baridimap,1,41062,,
13246,GHILES BELKACEM LS 2,41,,SOUK AHRAS,سوق أهراس,36.2795187,7.9480335,exact,baridimap,baridimap,1,41062,,
13247,GHILES BELKACEM LS 3,41,,SOUK AHRAS,سوق أهراس,36.2794375,7.9482099,exact,baridimap,baridimap,1,41062,,
13248,GHILES BELKACEM LS 4,41,,SOUK AHRAS,سوق أهراس,36.2793794,7.9481191,exact,baridimap,baridimap,1,41062,,
13249,NV VILLE LS1,25,,EL KHROUB,الخروب,36.2554817,6.5794617,exact,baridimap,baridimap,1,25001,,
1325,AIN AZEL,19,,AIN AZAL,عين أزال,35.8171858,5.5116364,exact,baridimap,baridimap,1,19007,,
13250,NV VILLE LS2,25,,EL KHROUB,الخروب,36.2553197,6.5791334,exact,baridimap,baridimap,1,25001,,
13251,NV VILLE LS3,25,,EL KHROUB,الخروب,36.2556194,6.5791162,exact,baridimap,baridimap,1,25001,,
13252,NV VILLE LS4,25,,EL KHROUB,الخروب,36.2556883,6.5794233,exact,baridimap,baridimap,1,25001,,
13253,HASSI MESSAOUD AMIROUCHE,30,,HASSI MESSAOUD,حاسي مسعود,31.6998451,6.0645852,exact,baridimap,baridimap,1,30008,,
13254,HASSI MESSAOUD TOUMIAT,30,,HASSI MESSAOUD,حاسي مسعود,31.7108222,6.0726367,exact,baridimap,baridimap,1,30057,,
13255,HASSI MESSAOUD HAI BOUAMAMA,30,,HASSI MESSAOUD,حاسي مسعود,31.6925945,6.073334,exact,baridimap,baridimap,1,30067,,
13257,EL WAHAT LS1,30,,OUARGLA,ورقلة,31.9580334,5.3321252,exact,baridimap,baridimap,1,30061,,
13258,EL WAHAT LS2,30,,OUARGLA,ورقلة,31.9579862,5.3320802,exact,baridimap,baridimap,1,30061,,
13259,EL WAHAT LS3,30,,OUARGLA,ورقلة,31.9580056,5.3321306,exact,baridimap,baridimap,1,30061,,
13260,EL WAHAT LS4,30,,OUARGLA,ورقلة,31.9579546,5.3321141,exact,baridimap,baridimap,1,30061,,
13261,EL WAHAT LS5,30,,OUARGLA,ورقلة,31.9580268,5.332123,exact,baridimap,baridimap,1,30061,,
13262,NV VILLE LS5,25,,EL KHROUB,الخروب,36.255695,6.5794483,exact,baridimap,baridimap,1,25001,,
13267,EL HAMIZ 249 LOG,16,,DAR EL BEIDA,الدار البيضاء,36.7308737,3.2392132,exact,baridimap,baridimap,1,16258,,
13268,CHERCHEL INDOOR,42,,CHERCHELL,شرشال,36.6080666,2.1881478,exact,baridimap,baridimap,1,42002,,
13279,KHENCHELA RP LS1,40,,KHENCHELA,خنشلة,35.4234344,7.1478034,exact,baridimap,baridimap,1,40000,,
1328,SALEH BEY,19,,SALAH BEY,صالح باي,35.8513267,5.289216,exact,baridimap,baridimap,1,19013,,
13280,KHENCHELA RP LS2,40,,KHENCHELA,خنشلة,35.4235341,7.1475878,exact,baridimap,baridimap,1,40000,,
13282,KHENCHELA RP LS4,40,,KHENCHELA,خنشلة,35.4234736,7.1477851,exact,baridimap,baridimap,1,40000,,
13283,BEJAIA RP LS 1,06,,BEJAIA,بجاية,36.7525841,5.0831623,exact,baridimap,baridimap,1,06000,,
13284,BEJAIA RP LS 2,06,,BEJAIA,بجاية,36.752584,5.0831676,exact,baridimap,baridimap,1,06000,,
13287,SOUAFLIA,27,,SOUAFLIA,السوافلية,35.8606764,0.3319258,exact,baridimap,baridimap,1,27046,,
13289,ORAN RP LS 1,31,,ORAN,وهران,35.7031067,-0.6440767,exact,baridimap,baridimap,1,31000,,
1329,ADIM FATIHA,22,,SIDI BEL ABBES,سيدي بلعباس,35.200756,-0.6482749,exact,baridimap,baridimap,1,22015,,
13290,ORAN RP LS 2,31,,ORAN,وهران,35.7030464,-0.6439029,exact,baridimap,baridimap,1,31000,,
13292,ORAN RP LS 4,31,,ORAN,وهران,35.7031333,-0.6441459,exact,baridimap,baridimap,1,31000,,
13293,ORAN RP LS 5,31,,ORAN,وهران,35.7030467,-0.6441601,exact,baridimap,baridimap,1,31000,,
13294,RELIZANE RP LS1,48,,RELIZANE,غليزان,35.744601,0.5595657,exact,baridimap,baridimap,1,48000,,
13295,RELIZANE RP LS2,48,,RELIZANE,غليزان,35.7447734,0.5595119,exact,baridimap,baridimap,1,48000,,
13296,RELIZANE RP LS3,48,,RELIZANE,غليزان,35.7444834,0.5589773,exact,baridimap,baridimap,1,48000,,
13297,RELIZANE RP LS4,48,,RELIZANE,غليزان,35.744445,0.559445,exact,baridimap,baridimap,1,48000,,
13298,ILLIZI RP LS1,33,,ILLIZI,إليزي,26.4980247,8.4750603,exact,baridimap,baridimap,1,33000,,
13299,ILLIZI RP LS2,33,,ILLIZI,إليزي,26.497854,8.47516,exact,baridimap,baridimap,1,33000,,
13301,ILLIZI RP LS4,33,,ILLIZI,إليزي,26.4979601,8.4749946,exact,baridimap,baridimap,1,33000,,
13302,ROUISSAT INDOOR,30,,ROUISSAT,الرويسات,31.9248071,5.3525616,exact,baridimap,baridimap,1,30013,,
13303,AEROPORT CHLEF,02,,CHLEF,الشلف,36.2174033,1.324485,exact,baridimap,baridimap,1,02000,,
13307,TEBESSA MINERVE LS 1,12,,TEBESSA,تبسة,35.4048289,8.1191502,exact,baridimap,baridimap,1,12004,,
13308,TEBESSA MINERVE LS 2,12,,TEBESSA,تبسة,35.4048894,8.1190681,exact,baridimap,baridimap,1,12004,,
13309,TEBESSA MINERVE LS 3,12,,TEBESSA,تبسة,35.4048766,8.1190663,exact,baridimap,baridimap,1,12004,,
1331,EL WIAM,22,,SIDI BEL ABBES,سيدي بلعباس,35.2154144,-0.631161,exact,baridimap,baridimap,1,22016,,
13310,TEBESSA MINERVE LS 4,12,,TEBESSA,تبسة,35.4048976,8.1191149,exact,baridimap,baridimap,1,12004,,
13311,BISKRA RP LS1,07,,BISKRA,بسكرة,34.8523424,5.7308477,exact,baridimap,baridimap,1,07000,,
13312,BISKRA RP LS2,07,,BISKRA,بسكرة,34.8523159,5.7308487,exact,baridimap,baridimap,1,07000,,
13313,BISKRA RP LS3,07,,BISKRA,بسكرة,34.8524196,5.7307893,exact,baridimap,baridimap,1,07000,,
13314,BISKRA RP LS4,07,,BISKRA,بسكرة,34.8523957,5.7308143,exact,baridimap,baridimap,1,07000,,
13315,AGBOUBI ABDALLAH,27,,BOUGUIRAT,بوقيراط,35.7520067,0.2448333,exact,baridimap,baridimap,1,27070,,
1332,MOULEY SLISSEN,22,,MOULAY SLISSEN,مولاي سليسن,34.8187358,-0.7614206,exact,baridimap,baridimap,1,22026,,
13321,SAIDA KHATER LS 1,20,,SAIDA,سعيدة,34.8541868,0.1479455,exact,baridimap,baridimap,1,20018,,
13322,SAIDA KHATER LS 2,20,,SAIDA,سعيدة,34.8541867,0.1479494,exact,baridimap,baridimap,1,20018,,
13323,SAIDA KHATER LS 3,20,,SAIDA,سعيدة,34.8541933,0.1479566,exact,baridimap,baridimap,1,20018,,
13324,SAIDA KHATER LS 4,20,,SAIDA,سعيدة,34.8541909,0.1479534,exact,baridimap,baridimap,1,20018,,
13325,NAAMA RP LS 1,45,,NAAMA,النعامة,33.2682354,-0.312153,exact,baridimap,baridimap,1,45000,,
13326,NAAMA RP LS 2,45,,NAAMA,النعامة,33.268258,-0.3121503,exact,baridimap,baridimap,1,45000,,
13327,NAAMA RP LS 3,45,,NAAMA,النعامة,33.2682199,-0.312207,exact,baridimap,baridimap,1,45000,,
13328,NAAMA RP LS 4,45,,NAAMA,النعامة,33.2682472,-0.3122117,exact,baridimap,baridimap,1,45000,,
13329,AEROPORT ILLIZI,33,,ILLIZI,إليزي,26.7188675,8.6182954,exact,baridimap,baridimap,1,33000,,
13332,OULED DJELLAL LS 1,51,,OULED DJELLAL,أولاد جلال,34.4248606,5.0639957,exact,baridimap,baridimap,1,51002,07002,
13333,OULED DJELLAL LS 2,51,,OULED DJELLAL,أولاد جلال,34.4249254,5.0639365,exact,baridimap,baridimap,1,51002,07002,
13334,OULED DJELLAL LS 3,51,,OULED DJELLAL,أولاد جلال,34.4248803,5.064033,exact,baridimap,baridimap,1,51002,07002,
13335,TOUGGOURT RP LS 1,55,,TOUGGOURT,توقرت,33.1057188,6.0682445,exact,baridimap,baridimap,1,55002,30002,
13338,24 FEV LS 1,38,,TISSEMSILT,تيسمسيلت,35.6039182,1.8075703,exact,baridimap,baridimap,1,38047,,
13339,24 FEV LS 2,38,,TISSEMSILT,تيسمسيلت,35.6040087,1.8075991,exact,baridimap,baridimap,1,38047,,
13340,24 FEV LS 3,38,,TISSEMSILT,تيسمسيلت,35.6040355,1.8076272,exact,baridimap,baridimap,1,38047,,
13341,24 FEV LS 4,38,,TISSEMSILT,تيسمسيلت,35.6040077,1.8076202,exact,baridimap,baridimap,1,38047,,
13342,OULED YAICH 1ER MAI LS1,09,,OULED YAICH,أولاد يعيش,36.493551,2.8555821,exact,baridimap,baridimap,1,09058,,
13343,OULED YAICH 1ER MAI LS2,09,,OULED YAICH,أولاد يعيش,36.4935172,2.8555277,exact,baridimap,baridimap,1,09058,,
13344,OULED YAICH 1ER MAI LS3,09,,OULED YAICH,أولاد يعيش,36.4936002,2.8555597,exact,baridimap,baridimap,1,09058,,
13345,OULED YAICH 1ER MAI LS4,09,,OULED YAICH,أولاد يعيش,36.4935363,2.8555328,exact,baridimap,baridimap,1,09058,,
13353,TOUZI DJEDID LS1,10,,BOUIRA,البويرة,36.3771158,3.9001861,exact,baridimap,baridimap,1,10115,,
13356,TOUZI DJEDID LS4,10,,BOUIRA,البويرة,36.3770991,3.9002538,exact,baridimap,baridimap,1,10115,,
13357,CITE AADL BOUINAN LS1,09,,BOUINAN,بوعينان,36.5316996,2.9570297,exact,baridimap,baridimap,1,09088,,
13358,CITE AADL BOUINAN LS2,09,,BOUINAN,بوعينان,36.5318394,2.9570641,exact,baridimap,baridimap,1,09088,,
1336,CHERIA NEMEMCHA,12,,CHERIA,الشريعة,35.2648587,7.7481146,exact,baridimap,baridimap,1,12056,,
13360,BENALI TENFIR BADRA,48,,RELIZANE,غليزان,35.7111058,0.5680898,exact,baridimap,baridimap,1,48079,,
13361,OULED BESSAM,38,,OULED BESSEM,أولاد بسام,35.6857961,1.8619975,exact,baridimap,baridimap,1,38014,,
13363,BOUROUBA LS 2,16,,BOUROUBA,بوروبة,36.7156243,3.1096026,exact,baridimap,baridimap,1,16162,,
13365,BOUROUBA LS 4,16,,BOUROUBA,بوروبة,36.7157959,3.1097152,exact,baridimap,baridimap,1,16162,,
13366,BOUROUBA LS 5,16,,BOUROUBA,بوروبة,36.7158817,3.1097658,exact,baridimap,baridimap,1,16162,,
1337,MAGHNIA,13,,MAGHNIA,مغنية,34.8481982,-1.7269777,exact,baridimap,baridimap,1,13001,,
13379,GARDE REPUBLICAINE ALGERIENNE,16,,LES EUCALYPTUS,الكاليتوس,36.667327,3.145046,exact,baridimap,baridimap,1,16057,,
1338,MARSA BEN MHIDI,13,,MARSA BEN M'HIDI,مرسى بن مهيدي,35.0833033,-2.19972,exact,baridimap,baridimap,1,13017,,
13380,DJANET LS 1,56,,DJANET,جانت,24.529265,9.4913323,exact,baridimap,baridimap,1,56002,33002,
13381,DJANET LS 2,56,,DJANET,جانت,24.5291278,9.4914869,exact,baridimap,baridimap,1,56002,33002,
13382,DJANET LS 3,56,,DJANET,جانت,24.5292662,9.4914799,exact,baridimap,baridimap,1,56002,33002,
1339,SOUANI,13,,SOUANI,السواني,34.9203756,-1.9188126,exact,baridimap,baridimap,1,13046,,
13392,CITE DRIOUECH ,09,,BOUARFA,بوعرفة,36.4602272,2.7669065,exact,baridimap,baridimap,1,09046,,
1340,TIENT,13,,TIANET,تيانت,35.0511469,-1.8388609,exact,baridimap,baridimap,1,13047,,
1341,AIN DZARIT,14,,AIN ZARIT,عين زاريت,35.3545893,1.6688548,exact,baridimap,baridimap,1,14017,,
1342,BOUHAROUN,42,,BOUHAROUN,بوهارون,36.6240915,2.6568108,exact,baridimap,baridimap,1,42009,,
1343,LARDJEM,38,,LARDJEM,الأرجم,35.7485471,1.5468924,exact,baridimap,baridimap,1,38002,,
1344,TISSEMSILT NAANAA AHMED,38,,TISSEMSILT,تيسمسيلت,35.6005922,1.8106135,exact,baridimap,baridimap,1,38035,,
1345,AIT IKHLEF,15,,BOUZGUENE,بوزغن,36.6170984,4.4770702,exact,baridimap,baridimap,1,15009,,
1347,LARABAA NATH IRATHEN,15,,LARBAA NATH IRATHEN,الاربعاء نايت ايراتن,36.6368794,4.2016366,exact,baridimap,baridimap,1,15006,,
1349,RELIZANE RP,48,,RELIZANE,غليزان,35.7448938,0.5592333,exact,baridimap,baridimap,1,48000,,
1350,RELIZANE RP 2,48,,RELIZANE,غليزان,35.7447379,0.5592148,exact,baridimap,baridimap,1,48000,,
13502,DIRECTION POLICE JUDICIAIRE CHATEAU NEUF,16,,BEN AKNOUN,بن عكنون,36.7602847,3.0144308,exact,baridimap,baridimap,1,16028,,
13503,TINDOUF HAIDAS BECHRI 2,37,,TINDOUF,تندوف,27.66058,-8.1331633,exact,baridimap,baridimap,1,37025,,
13504,TIZI OUZOU RP LS 1,15,,TIZI OUZOU,تيزي وزو,36.712912,4.0465865,exact,baridimap,baridimap,1,15000,,
13505,TIZI OUZOU RP LS 2,15,,TIZI OUZOU,تيزي وزو,36.7129659,4.0468167,exact,baridimap,baridimap,1,15000,,
13506,TIZI OUZOU RP LS 3,15,,TIZI OUZOU,تيزي وزو,36.7129509,4.046611,exact,baridimap,baridimap,1,15000,,
13507,TIZI OUZOU RP LS 4,15,,TIZI OUZOU,تيزي وزو,36.7129383,4.0466078,exact,baridimap,baridimap,1,15000,,
13515,ADDA BENGHETTA LS1,27,,MOSTAGANEM,مستغانم,35.9263083,0.08509,exact,baridimap,baridimap,1,27006,,
13516,ADDA BENGHETTA LS2,27,,MOSTAGANEM,مستغانم,35.9266249,0.0848134,exact,baridimap,baridimap,1,27006,,
13519,ECOLE NAVAL,27,,MOSTAGANEM,مستغانم,35.9313411,0.0902522,exact,baridimap,baridimap,1,27000,,
1352,SIDI MHAMED BENALI,48,,SIDI M'HAMED BEN ALI,سيدي امحمد بن علي,36.141544,0.8463887,exact,baridimap,baridimap,1,48003,,
13520,CHEBLI 2,09,,CHEBLI,الشبلي,36.5765211,3.0094859,exact,baridimap,baridimap,1,09009,,
13525,AHMED MABREK,16,,EL HAMMAMET,الحمامات,36.8083583,2.9479267,exact,baridimap,baridimap,1,16256,,
1353,CHERAGA ELAMARA,16,,CHERAGA,الشراقة,36.7579973,2.9503568,exact,baridimap,baridimap,1,16113,,
