id,name,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,operateur,role,nature,nature_label_fr,nature_label_ar,slug
19-pp-04,SARL OPTIPHARM,19,1901,Setif,36.19112,5.4150871,approximate,commune_centroid,mip,SARL OPTIPHARM,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-optipharm
19-pp-05,SPA PHARMA INVEST PRODUCTION,19,1920,El Eulma,36.156449,5.69016,approximate,commune_centroid,mip,SPA PHARMA INVEST PRODUCTION,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-pharma-invest-production
22-dm-01,SPA LINDE GAS ALGERIE SIDI BEL ABBES,22,2201,Sidi Bel-Abbes,35.2022249,-0.6298922,approximate,commune_centroid,mip,SPA LINDE GAS ALGERIE SIDI BEL ABBES,fabricant,dm,Fabricant de dispositifs médicaux,مصنّع أجهزة طبية,spa-linde-gas-algerie-sidi-bel-abbes
22-pp-01,SARL TABET PHARM,22,2201,Sidi Bel-Abbes,35.2022249,-0.6298922,approximate,commune_centroid,mip,SARL TABET PHARM,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-tabet-pharm
22-pp-02,SPA LINDE GAS ALGERIE SIDI BEL ABBES,22,2201,Sidi Bel-Abbes,35.2022249,-0.6298922,approximate,commune_centroid,mip,SPA LINDE GAS ALGERIE SIDI BEL ABBES,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-linde-gas-algerie-sidi-bel-abbes
23-pp-01,EPE SPA GROUPE INDUSTRIEL SAIDAL ANNABA,23,2301,Annaba,36.9,7.7667,approximate,commune_centroid,mip,EPE SPA GROUPE INDUSTRIEL SAIDAL ANNABA,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,epe-spa-groupe-industriel-saidal-annaba
23-pp-02,SARL EVOLAB,23,2301,Annaba,36.9,7.7667,approximate,commune_centroid,mip,SARL EVOLAB,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-evolab
23-pp-03,SARL LABORATOIRE MM,23,,,36.9,7.7667,approximate,wilaya_centroid,mip,SARL LABORATOIRE MM,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-laboratoire-mm
23-pp-04,SARL LABORATOIRES ROVAC,23,2301,Annaba,36.9,7.7667,approximate,commune_centroid,mip,SARL LABORATOIRES ROVAC,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-laboratoires-rovac
23-pp-05,SPA BIOCARE,23,2301,Annaba,36.9,7.7667,approximate,commune_centroid,mip,SPA BIOCARE,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-biocare
23-pp-06,SPA BIOCARE BIOTECH,23,2301,Annaba,36.9,7.7667,approximate,commune_centroid,mip,SPA BIOCARE BIOTECH,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-biocare-biotech
25-dm-01,SARL NEOMEDIC,25,2501,Constantine,36.365,6.642433,approximate,commune_centroid,mip,SARL NEOMEDIC,fabricant,dm,Fabricant de dispositifs médicaux,مصنّع أجهزة طبية,sarl-neomedic
25-pp-01,EPE SPA GROUPE INDUSTRIEL SAIDAL UNITE DE PRODUCTION CONSTANTINE 1,25,2501,Constantine,36.365,6.642433,approximate,commune_centroid,mip,EPE SPA GROUPE INDUSTRIEL SAIDAL UNITE DE PRODUCTION CONSTANTINE 1,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,epe-spa-groupe-industriel-saidal-unite-de-production-constantine-1
25-pp-02,EPE SPA GROUPE INDUSTRIEL SAIDAL UNITE DE PRODUCTION CONSTANTINE 2,25,2501,Constantine,36.365,6.642433,approximate,commune_centroid,mip,EPE SPA GROUPE INDUSTRIEL SAIDAL UNITE DE PRODUCTION CONSTANTINE 2,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,epe-spa-groupe-industriel-saidal-unite-de-production-constantine-2
25-pp-03,SARL BIOGALENIC ZIGHOUD YOUCEF,25,2504,Zighoud Youcef,36.53307,6.71238,approximate,commune_centroid,mip,SARL BIOGALENIC ZIGHOUD YOUCEF,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-biogalenic-zighoud-youcef
25-pp-04,SARL GEO PHARM,25,2501,Constantine,36.365,6.642433,approximate,commune_centroid,mip,SARL GEO PHARM,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-geo-pharm
25-pp-05,SARL ISOPHARM ALGERIE,25,2501,Constantine,36.365,6.642433,approximate,commune_centroid,mip,SARL ISOPHARM ALGERIE,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-isopharm-algerie
25-pp-06,SARL KPMA,25,,,36.365,6.642433,approximate,wilaya_centroid,mip,SARL KPMA,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-kpma
25-pp-07,SARL KPMA BIOTIC,25,,,36.365,6.642433,approximate,wilaya_centroid,mip,SARL KPMA BIOTIC,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-kpma-biotic
25-pp-08,SARL LABORATOIRES DE DIAGNOSTIC MAGHREBINS LDM,25,2506,El Khroub,36.26333,6.69361,approximate,commune_centroid,mip,SARL LABORATOIRES DE DIAGNOSTIC MAGHREBINS LDM,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-laboratoires-de-diagnostic-maghrebins-ldm
25-pp-09,SARL LABORATOIRES PHYSIOPHARM,25,2501,Constantine,36.365,6.642433,approximate,commune_centroid,mip,SARL LABORATOIRES PHYSIOPHARM,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-laboratoires-physiopharm
25-pp-10,SARL NADPHARMADIC PRODUCTION,25,2501,Constantine,36.365,6.642433,approximate,commune_centroid,mip,SARL NADPHARMADIC PRODUCTION,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-nadpharmadic-production
25-pp-11,SARL NEOMEDIC,25,2501,Constantine,36.365,6.642433,approximate,commune_centroid,mip,SARL NEOMEDIC,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-neomedic
25-pp-12,SARL ODONTOMEDICA,25,2501,Constantine,36.365,6.642433,approximate,commune_centroid,mip,SARL ODONTOMEDICA,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-odontomedica
25-pp-13,SARL PHARMIDAL NS,25,2501,Constantine,36.365,6.642433,approximate,commune_centroid,mip,SARL PHARMIDAL NS,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-pharmidal-ns
25-pp-14,SPA UNION PHARMACEUTIQUE CONSTANTINOISE PALMA,25,,,36.365,6.642433,approximate,wilaya_centroid,mip,SPA UNION PHARMACEUTIQUE CONSTANTINOISE PALMA,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-union-pharmaceutique-constantinoise-palma
27-pp-01,SARL LABORATOIRE GROUPEMENT PHARMACEUTIQUE ALGERIEN,27,2704,Stidia,35.8307225,0,approximate,commune_centroid,mip,SARL LABORATOIRE GROUPEMENT PHARMACEUTIQUE ALGERIEN,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-laboratoire-groupement-pharmaceutique-algerien
27-pp-02,SPA GROUPEMENT PHARMACEUTIQUE ALGERIEN SITE DE STIDIA,27,2704,Stidia,35.8307225,0,approximate,commune_centroid,mip,SPA GROUPEMENT PHARMACEUTIQUE ALGERIEN SITE DE STIDIA,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-groupement-pharmaceutique-algerien-site-de-stidia
31-dm-01,SARL INOTIS,31,,,35.70833333,-0.6331,approximate,wilaya_centroid,mip,SARL INOTIS,fabricant,dm,Fabricant de dispositifs médicaux,مصنّع أجهزة طبية,sarl-inotis
31-dm-02,SPA HYGIMED ORAN,31,,,35.70833333,-0.6331,approximate,wilaya_centroid,mip,SPA HYGIMED ORAN,fabricant,dm,Fabricant de dispositifs médicaux,مصنّع أجهزة طبية,spa-hygimed-oran
31-pp-01,EURL MAGHREB DENTAL INDUSTRY,31,3105,Es Senia,35.6478,-0.6241804,approximate,commune_centroid,mip,EURL MAGHREB DENTAL INDUSTRY,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,eurl-maghreb-dental-industry
31-pp-02,SARL AURES GAZ INDUSTRIELS,31,3104,Hassi Bounif,35.6792778,-0.5,approximate,commune_centroid,mip,SARL AURES GAZ INDUSTRIELS,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-aures-gaz-industriels
31-pp-03,SARL BIOHDER GROUP,31,,,35.70833333,-0.6331,approximate,wilaya_centroid,mip,SARL BIOHDER GROUP,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-biohder-group
31-pp-04,SARL CONTINENTAL PHARM,31,,,35.70833333,-0.6331,approximate,wilaya_centroid,mip,SARL CONTINENTAL PHARM,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-continental-pharm
31-pp-05,SARL GEOMEDICA,31,3111,Oued Tlelat,35.5519239,-0.4522604,approximate,commune_centroid,mip,SARL GEOMEDICA,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-geomedica
31-pp-06,SARL LABORATOIRE MOBEN,31,,,35.70833333,-0.6331,approximate,wilaya_centroid,mip,SARL LABORATOIRE MOBEN,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-laboratoire-moben
31-pp-07,SARL LABORATOIRES PHARMAGHREB,31,,,35.70833333,-0.6331,approximate,wilaya_centroid,mip,SARL LABORATOIRES PHARMAGHREB,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-laboratoires-pharmaghreb
31-pp-08,SARL ORION LAB,31,,,35.70833333,-0.6331,approximate,wilaya_centroid,mip,SARL ORION LAB,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-orion-lab
31-pp-09,SARL WORLD MEDECINE LIMITED,31,,,35.70833333,-0.6331,approximate,wilaya_centroid,mip,SARL WORLD MEDECINE LIMITED,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-world-medecine-limited
31-pp-10,SPA GROUPEMENT PHARMACEUTIQUE ALGERIEN ORAN,31,,,35.70833333,-0.6331,approximate,wilaya_centroid,mip,SPA GROUPEMENT PHARMACEUTIQUE ALGERIEN ORAN,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-groupement-pharmaceutique-algerien-oran
31-pp-11,SPA LINDE GAS ALGERIE ARZEW,31,3106,Arzew,35.85048,-0.3167,approximate,commune_centroid,mip,SPA LINDE GAS ALGERIE ARZEW,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-linde-gas-algerie-arzew
31-pp-12,SPA SOCIETE PHARMACEUTIQUE ALGERIENNE SOPHAL (SITE 02 UNITE 06 BIR EL DJIR),31,3103,Bir El Djir,35.7368,-0.545,approximate,commune_centroid,mip,SPA SOCIETE PHARMACEUTIQUE ALGERIENNE SOPHAL (SITE 02 UNITE 06 BIR EL DJIR),fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-societe-pharmaceutique-algerienne-sophal-site-02-unite-06-bir-el-djir
31-pp-13,SPA SOCIETE PHARMACEUTIQUE ALGERIENNE SOPHAL (site 01),31,3103,Bir El Djir,35.7368,-0.545,approximate,commune_centroid,mip,SPA SOCIETE PHARMACEUTIQUE ALGERIENNE SOPHAL (site 01),fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-societe-pharmaceutique-algerienne-sophal-site-01
34-dm-01,EURL BORDJ EL MOKRANI MEDICAL,34,3413,Medjana,36.1319,4.669,approximate,commune_centroid,mip,EURL BORDJ EL MOKRANI MEDICAL,fabricant,dm,Fabricant de dispositifs médicaux,مصنّع أجهزة طبية,eurl-bordj-el-mokrani-medical
35-dm-01,EPE SPA SOCOTHYD,35,3501,Boumerdes,36.766,3.477,approximate,commune_centroid,mip,EPE SPA SOCOTHYD,fabricant,dm,Fabricant de dispositifs médicaux,مصنّع أجهزة طبية,epe-spa-socothyd
35-dm-02,SARL OASIS EL IKHOUA MOUAS,35,3501,Boumerdes,36.766,3.477,approximate,commune_centroid,mip,SARL OASIS EL IKHOUA MOUAS,fabricant,dm,Fabricant de dispositifs médicaux,مصنّع أجهزة طبية,sarl-oasis-el-ikhoua-mouas
35-pp-01,SARL LABORATOIRES MERINAL KHEMIS EL KHECHNA,35,3531,Khemis El Khechna,36.65,3.3308,approximate,commune_centroid,mip,SARL LABORATOIRES MERINAL KHEMIS EL KHECHNA,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-laboratoires-merinal-khemis-el-khechna
35-pp-02,SPA AT PHARMA KHEMIS EL KHECHNA,35,3531,Khemis El Khechna,36.65,3.3308,approximate,commune_centroid,mip,SPA AT PHARMA KHEMIS EL KHECHNA,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-at-pharma-khemis-el-khechna
35-pp-03,SPA GLAXO SMITH KLINE ALGERIE,35,3502,Boudouaou,36.72735,3.40995,approximate,commune_centroid,mip,SPA GLAXO SMITH KLINE ALGERIE,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-glaxo-smith-kline-algerie
35-pp-04,SPA SOPRODIM,35,3517,Ouled Moussa,36.6857409,3.3892894,approximate,commune_centroid,mip,SPA SOPRODIM,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-soprodim
36-pp-01,SARL ONYX INDUSTRIE PHARMACEUTIQUE,36,3619,Zerizer,36.727222,7.894722,approximate,commune_centroid,mip,SARL ONYX INDUSTRIE PHARMACEUTIQUE,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-onyx-industrie-pharmaceutique
36-pp-02,SPA BIOTHERA,36,3601,El Tarf,36.7667186,8.317,approximate,commune_centroid,mip,SPA BIOTHERA,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-biothera
36-pp-03,SPA LES LABORATOIRES INPHA-MEDIS,36,3601,El Tarf,36.7667186,8.317,approximate,commune_centroid,mip,SPA LES LABORATOIRES INPHA-MEDIS,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-les-laboratoires-inpha-medis
42-dm-01,EURL MODERNE SANTE,42,4201,Tipaza,36.591944,2.443,approximate,commune_centroid,mip,EURL MODERNE SANTE,fabricant,dm,Fabricant de dispositifs médicaux,مصنّع أجهزة طبية,eurl-moderne-sante
42-dm-02,SARL SOINS ET SANTE,42,4201,Tipaza,36.591944,2.443,approximate,commune_centroid,mip,SARL SOINS ET SANTE,fabricant,dm,Fabricant de dispositifs médicaux,مصنّع أجهزة طبية,sarl-soins-et-sante
42-pp-01,EPE SPA GROUPE INDUSTRIEL SAIDAL UNITE DE PRODUCTION CHERCHEL,42,4222,Cherchell,36.605,2.19083,approximate,commune_centroid,mip,EPE SPA GROUPE INDUSTRIEL SAIDAL UNITE DE PRODUCTION CHERCHEL,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,epe-spa-groupe-industriel-saidal-unite-de-production-cherchel
42-pp-02,SARL BIOLOGIE ET VITAMINE D ALGERIE BIOVITAL,42,4201,Tipaza,36.591944,2.443,approximate,commune_centroid,mip,SARL BIOLOGIE ET VITAMINE D ALGERIE BIOVITAL,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-biologie-et-vitamine-d-algerie-biovital
42-pp-03,SARL LABORATOIRES NOVAPHARM TRADING,42,4201,Tipaza,36.591944,2.443,approximate,commune_centroid,mip,SARL LABORATOIRES NOVAPHARM TRADING,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-laboratoires-novapharm-trading
42-pp-04,SARL NOVAPHARM PRODUCTION,42,4201,Tipaza,36.591944,2.443,approximate,commune_centroid,mip,SARL NOVAPHARM PRODUCTION,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,sarl-novapharm-production
43-dm-01,SARL TECHNIPHARM,43,,,36.4503,6.2644,approximate,wilaya_centroid,mip,SARL TECHNIPHARM,fabricant,dm,Fabricant de dispositifs médicaux,مصنّع أجهزة طبية,sarl-technipharm
44-pp-01,SPA AT PHARMA KHEMIS MILIANA,44,4404,Khemis-Miliana,36.261,2.220167,approximate,commune_centroid,mip,SPA AT PHARMA KHEMIS MILIANA,fabricant,pp,Fabricant de produits pharmaceutiques,مصنّع منتجات صيدلانية,spa-at-pharma-khemis-miliana
46-dm-01,SARL TOP GLOVES LATEX INDUSTRIES,46,4601,Ain Temouchent,35.297,-1.133333,approximate,commune_centroid,mip,SARL TOP GLOVES LATEX INDUSTRIES,fabricant,dm,Fabricant de dispositifs médicaux,مصنّع أجهزة طبية,sarl-top-gloves-latex-industries
