id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,osm_type,osm_id,operator_ids,line_ids,wilaya_method,roles,highway,public_transport
osm-node-10824979318,المحطة الاخيرة لحي التفاح,,,14,,,35.373265,1.343636,exact,osm_node,osm,"{""osm"":""node/10824979318""}",node,10824979318,"[""etus-tiaret""]","[""etus-tiaret-27""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10824979319,المحطة الاخيرة لحي التفاح,,,14,,,35.373295,1.343775,exact,osm_node,osm,"{""osm"":""node/10824979319""}",node,10824979319,"[""etus-tiaret""]","[""etus-tiaret-27""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10824979320,مسجد حي التفاح,,,14,,,35.371553,1.342934,exact,osm_node,osm,"{""osm"":""node/10824979320""}",node,10824979320,"[""etus-tiaret""]","[""etus-tiaret-27""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10824979321,مسجد حي التفاح,,,14,,,35.371525,1.343141,exact,osm_node,osm,"{""osm"":""node/10824979321""}",node,10824979321,"[""etus-tiaret""]","[""etus-tiaret-27""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10824979322,مسجد حي التفاح,,,14,,,35.371541,1.343128,exact,osm_node,osm,"{""osm"":""node/10824979322""}",node,10824979322,"[""etus-tiaret""]","[""etus-tiaret-27""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10824979323,مسجد حي التفاح,,,14,,,35.371542,1.342967,exact,osm_node,osm,"{""osm"":""node/10824979323""}",node,10824979323,"[""etus-tiaret""]","[""etus-tiaret-27""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10824979326,معهد العلوم الفلاحية,,,14,,,35.351837,1.326275,exact,osm_node,osm,"{""osm"":""node/10824979326""}",node,10824979326,"[""etus-tiaret""]","[""etus-tiaret-27""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10824979327,معهد العلوم الفلاحية,,,14,,,35.35186,1.32637,exact,osm_node,osm,"{""osm"":""node/10824979327""}",node,10824979327,"[""etus-tiaret""]","[""etus-tiaret-27""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10824979328,معهد العلوم الفلاحية,,,14,,,35.351895,1.3265,exact,osm_node,osm,"{""osm"":""node/10824979328""}",node,10824979328,"[""etus-tiaret""]","[""etus-tiaret-27""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10824979329,معهد العلوم الفلاحية,,,14,,,35.351917,1.326572,exact,osm_node,osm,"{""osm"":""node/10824979329""}",node,10824979329,"[""etus-tiaret""]","[""etus-tiaret-27""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10827543820,محلات حي 405 مسكن,,,14,,,35.376405,1.340644,exact,osm_node,osm,"{""osm"":""node/10827543820""}",node,10827543820,"[""etus-tiaret""]","[""etus-tiaret-28""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10827543821,حي الشارة,,,14,,,35.385031,1.316978,exact,osm_node,osm,"{""osm"":""node/10827543821""}",node,10827543821,"[""etus-tiaret""]","[""etus-tiaret-27"",""etus-tiaret-30""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10827543822,حي الشارة,,,14,,,35.385166,1.316889,exact,osm_node,osm,"{""osm"":""node/10827543822""}",node,10827543822,"[""etus-tiaret""]","[""etus-tiaret-27"",""etus-tiaret-30""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10871330724,ملتقى الطرق (الامن العاشر),,,14,,,35.37826,1.345111,exact,osm_node,osm,"{""osm"":""node/10871330724""}",node,10871330724,"[""etus-tiaret""]","[""etus-tiaret-28""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10871330725,ملتقى الطرق (عين قاسمة),,,14,,,35.34418,1.328516,exact,osm_node,osm,"{""osm"":""node/10871330725""}",node,10871330725,"[""etus-tiaret""]","[""etus-tiaret-28"",""etus-tiaret-30"",""etus-tiaret-31""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10871330726,ملتقى الطرق (عين قاسمة),,,14,,,35.344155,1.328502,exact,osm_node,osm,"{""osm"":""node/10871330726""}",node,10871330726,"[""etus-tiaret""]","[""etus-tiaret-28"",""etus-tiaret-30"",""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10871330727,ملتقى الطرق (عين قاسمة),,,14,,,35.344279,1.328546,exact,osm_node,osm,"{""osm"":""node/10871330727""}",node,10871330727,"[""etus-tiaret""]","[""etus-tiaret-28"",""etus-tiaret-30""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10871330728,ملتقى الطرق (عين قاسمة),,,14,,,35.344257,1.328536,exact,osm_node,osm,"{""osm"":""node/10871330728""}",node,10871330728,"[""etus-tiaret""]","[""etus-tiaret-28"",""etus-tiaret-30""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10871330729,السوق (المنظر الجميل),,,14,,,35.353008,1.328733,exact,osm_node,osm,"{""osm"":""node/10871330729""}",node,10871330729,"[""etus-tiaret""]","[""etus-tiaret-28"",""etus-tiaret-29"",""etus-tiaret-30"",""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10871330730,السوق (المنظر الجميل),,,14,,,35.353156,1.328681,exact,osm_node,osm,"{""osm"":""node/10871330730""}",node,10871330730,"[""etus-tiaret""]","[""etus-tiaret-28"",""etus-tiaret-29"",""etus-tiaret-30"",""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10872218206,ملتقى الطرق (المقبرة),,,14,,,35.377861,1.331732,exact,osm_node,osm,"{""osm"":""node/10872218206""}",node,10872218206,"[""etus-tiaret""]","[""etus-tiaret-29""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10872218207,ملتقى الطرق (المقبرة),,,14,,,35.377784,1.331615,exact,osm_node,osm,"{""osm"":""node/10872218207""}",node,10872218207,"[""etus-tiaret""]","[""etus-tiaret-29""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10872218208,ملتقى الطرق (المقبرة),,,14,,,35.377762,1.331551,exact,osm_node,osm,"{""osm"":""node/10872218208""}",node,10872218208,"[""etus-tiaret""]","[""etus-tiaret-29""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10872218209,القرية,,,14,,,35.386467,1.360487,exact,osm_node,osm,"{""osm"":""node/10872218209""}",node,10872218209,"[""etus-tiaret""]","[""etus-tiaret-29""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10872218210,الحاسي,,,14,,,35.386721,1.362727,exact,osm_node,osm,"{""osm"":""node/10872218210""}",node,10872218210,"[""etus-tiaret""]","[""etus-tiaret-29""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10873127878,حي1500 سكن AADL,,,14,,,35.387641,1.328954,exact,osm_node,osm,"{""osm"":""node/10873127878""}",node,10873127878,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10873127879,حي1500 سكن AADL,,,14,,,35.387612,1.32891,exact,osm_node,osm,"{""osm"":""node/10873127879""}",node,10873127879,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10873127881,سرسو,,,14,,,35.366324,1.325892,exact,osm_node,osm,"{""osm"":""node/10873127881""}",node,10873127881,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10873127882,سرسو,,,14,,,35.366404,1.325979,exact,osm_node,osm,"{""osm"":""node/10873127882""}",node,10873127882,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10873127883,سرسو,,,14,,,35.366369,1.325929,exact,osm_node,osm,"{""osm"":""node/10873127883""}",node,10873127883,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10873127884,مركز البريد,,,14,,,35.373333,1.321609,exact,osm_node,osm,"{""osm"":""node/10873127884""}",node,10873127884,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10873127885,مركز البريد,,,14,,,35.373375,1.321573,exact,osm_node,osm,"{""osm"":""node/10873127885""}",node,10873127885,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10873127886,نقطة التوقف (الابتدائية),,,14,,,35.384026,1.317974,exact,osm_node,osm,"{""osm"":""node/10873127886""}",node,10873127886,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10873127887,نقطة التوقف (الابتدائية),,,14,,,35.384049,1.318129,exact,osm_node,osm,"{""osm"":""node/10873127887""}",node,10873127887,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10873127888,نقطة التوقف (الابتدائية),,,14,,,35.384026,1.318002,exact,osm_node,osm,"{""osm"":""node/10873127888""}",node,10873127888,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10873127889,حي المثلجات,,,14,,,35.384689,1.321899,exact,osm_node,osm,"{""osm"":""node/10873127889""}",node,10873127889,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10873127890,حي المثلجات,,,14,,,35.384538,1.321937,exact,osm_node,osm,"{""osm"":""node/10873127890""}",node,10873127890,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10873127891,حي المثلجات,,,14,,,35.384608,1.321925,exact,osm_node,osm,"{""osm"":""node/10873127891""}",node,10873127891,"[""etus-tiaret""]","[""etus-tiaret-30""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10879589689,المجمعات السكنية زعرورة,,,14,,,35.339254,1.314901,exact,osm_node,osm,"{""osm"":""node/10879589689""}",node,10879589689,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879589690,سكنات LPA (زعرورة),,,14,,,35.342138,1.321692,exact,osm_node,osm,"{""osm"":""node/10879589690""}",node,10879589690,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879589691,سكنات LPA (زعرورة),,,14,,,35.342313,1.321632,exact,osm_node,osm,"{""osm"":""node/10879589691""}",node,10879589691,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879589692,سكنات LPA (زعرورة),,,14,,,35.342187,1.321674,exact,osm_node,osm,"{""osm"":""node/10879589692""}",node,10879589692,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10879589693,سكنات LPA (زعرورة),,,14,,,35.342269,1.321656,exact,osm_node,osm,"{""osm"":""node/10879589693""}",node,10879589693,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10879589694,وكالة البيع FOTONs,,,14,,,35.344041,1.327069,exact,osm_node,osm,"{""osm"":""node/10879589694""}",node,10879589694,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879589695,وكالة البيع FOTONs,,,14,,,35.344184,1.326887,exact,osm_node,osm,"{""osm"":""node/10879589695""}",node,10879589695,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879589696,وكالة البيع FOTONs,,,14,,,35.344159,1.32696,exact,osm_node,osm,"{""osm"":""node/10879589696""}",node,10879589696,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10879589697,محلات تاج السلطان,,,14,,,35.357159,1.338053,exact,osm_node,osm,"{""osm"":""node/10879589697""}",node,10879589697,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879589698,محلات تاج السلطان,,,14,,,35.357173,1.33801,exact,osm_node,osm,"{""osm"":""node/10879589698""}",node,10879589698,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10879589699,محلات تاج السلطان,,,14,,,35.357211,1.337844,exact,osm_node,osm,"{""osm"":""node/10879589699""}",node,10879589699,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879589700,محطة الشؤون الدينية,,,14,,,35.360417,1.338572,exact,osm_node,osm,"{""osm"":""node/10879589700""}",node,10879589700,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879589701,محطة الشؤون الدينية,,,14,,,35.360421,1.338516,exact,osm_node,osm,"{""osm"":""node/10879589701""}",node,10879589701,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10879589702,محطة الشؤون الدينية,,,14,,,35.360437,1.338352,exact,osm_node,osm,"{""osm"":""node/10879589702""}",node,10879589702,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879589703,المحطة الأخيرة لحي سوناتيبا (super posée ),,,14,,,35.362198,1.334861,exact,osm_node,osm,"{""osm"":""node/10879589703""}",node,10879589703,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879589704,المحطة الأخيرة لحي سوناتيبا (super posée ),,,14,,,35.362256,1.334847,exact,osm_node,osm,"{""osm"":""node/10879589704""}",node,10879589704,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879608317,عمارات الفيدا 1,,,14,,,35.369322,1.332202,exact,osm_node,osm,"{""osm"":""node/10879608317""}",node,10879608317,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879608318,عمارات الفيدا 1,,,14,,,35.369302,1.332094,exact,osm_node,osm,"{""osm"":""node/10879608318""}",node,10879608318,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10879608319,عمارات الفيدا 1,,,14,,,35.369313,1.332164,exact,osm_node,osm,"{""osm"":""node/10879608319""}",node,10879608319,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10879608320,بنك الخارجي,,,14,,,35.374108,1.323278,exact,osm_node,osm,"{""osm"":""node/10879608320""}",node,10879608320,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",,platform
osm-node-10879608321,بنك (BEA),,,14,,,35.374147,1.323242,exact,osm_node,osm,"{""osm"":""node/10879608321""}",node,10879608321,"[""etus-tiaret""]","[""etus-tiaret-31""]",point_in_wilaya,"[""platform""]",,platform
osm-node-10880395726,32 depart,,,14,,,35.377161,1.320758,exact,osm_node,osm,"{""osm"":""node/10880395726""}",node,10880395726,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10880395727,32 depart,,,14,,,35.377215,1.320881,exact,osm_node,osm,"{""osm"":""node/10880395727""}",node,10880395727,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10880395728,حي EPLF 1,,,14,,,35.35338,1.339243,exact,osm_node,osm,"{""osm"":""node/10880395728""}",node,10880395728,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10880395729,حي EPLF 1,,,14,,,35.353364,1.339221,exact,osm_node,osm,"{""osm"":""node/10880395729""}",node,10880395729,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10880395730,حي EPLF2(المقهى),,,14,,,35.352898,1.339954,exact,osm_node,osm,"{""osm"":""node/10880395730""}",node,10880395730,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10880395731,حي EPLF2(المقهى),,,14,,,35.352879,1.33992,exact,osm_node,osm,"{""osm"":""node/10880395731""}",node,10880395731,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10880395732,حي EPLF2(المقهى),,,14,,,35.352785,1.339782,exact,osm_node,osm,"{""osm"":""node/10880395732""}",node,10880395732,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10880395733,حي EPLF 1,,,14,,,35.353289,1.339119,exact,osm_node,osm,"{""osm"":""node/10880395733""}",node,10880395733,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10880395734,حي EPLF2(المقهى),,,14,,,35.352815,1.339828,exact,osm_node,osm,"{""osm"":""node/10880395734""}",node,10880395734,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10880395735,حي EPLF 1,,,14,,,35.353312,1.339148,exact,osm_node,osm,"{""osm"":""node/10880395735""}",node,10880395735,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10880395736,محطة كارجوا,,,14,,,35.354173,1.338132,exact,osm_node,osm,"{""osm"":""node/10880395736""}",node,10880395736,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10880395737,محطة كارجوا,,,14,,,35.354154,1.338114,exact,osm_node,osm,"{""osm"":""node/10880395737""}",node,10880395737,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10880395738,محطة كارجوا,,,14,,,35.353938,1.33825,exact,osm_node,osm,"{""osm"":""node/10880395738""}",node,10880395738,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-10880395739,محطة كارجوا,,,14,,,35.353911,1.3382,exact,osm_node,osm,"{""osm"":""node/10880395739""}",node,10880395739,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-10880395740,32 depart,,,14,,,35.377202,1.320831,exact,osm_node,osm,"{""osm"":""node/10880395740""}",node,10880395740,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-11281591036,Les Castors,,,16,,,36.803425,3.258039,exact,osm_node,osm,"{""osm"":""node/11281591036""}",node,11281591036,"[""etusa""]","[""etusa-L615""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-11281591038,Cité Chabou,,حي شابو,16,,,36.777206,3.269884,exact,osm_node,osm,"{""osm"":""node/11281591038""}",node,11281591038,"[""etusa""]","[""etusa-L615""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-11281591039,DOMAINE SI BOUALEM,,,16,,,36.770908,3.286623,exact,osm_node,osm,"{""osm"":""node/11281591039""}",node,11281591039,"[""etusa""]","[""etusa-L615""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-11281591040,Diar El Gharb 1,Diar El Gharb 1,,16,,,36.800649,3.257803,exact,osm_node,osm,"{""osm"":""node/11281591040""}",node,11281591040,"[""etusa""]","[""etusa-L615""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-11281591041,Diar El Gharb 2,,,16,,,36.795106,3.257315,exact,osm_node,osm,"{""osm"":""node/11281591041""}",node,11281591041,"[""etusa""]","[""etusa-L615""]",point_in_wilaya,"[""platform""]",bus_stop,
osm-node-11281591042,Diar El Gharb 2,,,16,,,36.79525,3.257189,exact,osm_node,osm,"{""osm"":""node/11281591042""}",node,11281591042,"[""etusa""]","[""etusa-L615""]",point_in_wilaya,"[""platform""]",bus_stop,
osm-node-11281591043,CFPA Ain Taya,,,16,,,36.798729,3.269261,exact,osm_node,osm,"{""osm"":""node/11281591043""}",node,11281591043,"[""etusa""]","[""etusa-L615""]",point_in_wilaya,"[""platform""]",bus_stop,stop_position
osm-node-11281591045,Souk El Fellah,,,16,,,36.788961,3.289091,exact,osm_node,osm,"{""osm"":""node/11281591045""}",node,11281591045,"[""etusa""]","[""etusa-L615""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-11281591046,École Houari Boumediène,,مدرسة هواري بومدين,16,,,36.781229,3.288624,exact,osm_node,osm,"{""osm"":""node/11281591046""}",node,11281591046,"[""etusa""]","[""etusa-L615""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-11281591047,El Karia,,حي 108 مسكن,16,,,36.777831,3.288434,exact,osm_node,osm,"{""osm"":""node/11281591047""}",node,11281591047,"[""etusa""]","[""etusa-L615""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-11281591048,قسمة السي بوعلام,,حي 700 مسكن,16,,,36.773173,3.288104,exact,osm_node,osm,"{""osm"":""node/11281591048""}",node,11281591048,"[""etusa""]","[""etusa-L615""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-11281591049,CITE BOUALEM EL ALOUI,,حي بوعلام العلوي,16,,,36.774965,3.277728,exact,osm_node,osm,"{""osm"":""node/11281591049""}",node,11281591049,"[""etusa""]","[""etusa-L615""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-1166443206,Scala,,,16,,,36.774441,3.042398,exact,osm_node,osm,"{""osm"":""node/1166443206""}",node,1166443206,"[""etusa""]","[""etusa-50""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-1166446505,Saint Raphaël,,,16,,,36.77027,3.037223,exact,osm_node,osm,"{""osm"":""node/1166446505""}",node,1166446505,"[""etusa""]","[""etusa-50""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-1166446803,Saint Raphaël,Saint Raphaël,,16,,,36.770153,3.036656,exact,osm_node,osm,"{""osm"":""node/1166446803""}",node,1166446803,"[""etusa""]","[""etusa-50""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-1166448041,Châteauneuf,,شاطوناف,16,,,36.768872,3.021582,exact,osm_node,osm,"{""osm"":""node/1166448041""}",node,1166448041,"[""etusa""]","[""etusa-10"",""etusa-50""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-1166448212,Chateauneuf,,شاطوناف,16,,,36.76867,3.021581,exact,osm_node,osm,"{""osm"":""node/1166448212""}",node,1166448212,"[""etusa""]","[""etusa-10""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-1166448693,,,,16,,,36.769362,3.026829,exact,osm_node,osm,"{""osm"":""node/1166448693""}",node,1166448693,"[""etusa""]","[""etusa-10"",""etusa-50""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-1166453231,Chevalley,Chevalley,شوفالي,16,,,36.768952,3.007494,exact,osm_node,osm,"{""osm"":""node/1166453231""}",node,1166453231,"[""etusa""]","[""etusa-3"",""etusa-58"",""etusa-701"",""etusa-731""]",point_in_wilaya,"[""platform_entry_only"",""platform_exit_only""]",,station
osm-node-1166459382,El Biar Stade,El Biar Stade,ملعب الأبيار,16,,,36.764463,3.022887,exact,osm_node,osm,"{""osm"":""node/1166459382""}",node,1166459382,"[""etusa""]","[""etusa-50""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-1166465446,FORT L'EMPREUR,,,16,,,36.77402,3.044885,exact,osm_node,osm,"{""osm"":""node/1166465446""}",node,1166465446,"[""etusa""]","[""etusa-50""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-1166465625,El Aourassi,,,16,,,36.776565,3.04858,exact,osm_node,osm,"{""osm"":""node/1166465625""}",node,1166465625,"[""etusa""]","[""etusa-50""]",point_in_wilaya,"[""platform""]",bus_stop,platform
osm-node-1166466032,نفق الكليات,Tunnel des Facultés,نفق الكليات,16,,,36.7717,3.055657,exact,osm_node,osm,"{""osm"":""node/1166466032""}",node,1166466032,"[""etusa""]","[""etusa-15"",""etusa-37""]",point_in_wilaya,"[""platform"",""stop""]",bus_stop,platform
osm-node-1185935485,,,,16,,,36.743051,3.109239,exact,osm_node,osm,"{""osm"":""node/1185935485""}",node,1185935485,"[""etusa""]","[""etusa-113"",""etusa-178""]",point_in_wilaya,"[""platform_entry_only"",""platform_exit_only""]",bus_stop,platform
osm-node-1240253721,الوحدة الجمهورية للشرطة,,,14,,,35.314976,1.375707,exact,osm_node,osm,"{""osm"":""node/1240253721""}",node,1240253721,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-1240254024,حي عين مصباح,,,14,,,35.309312,1.38301,exact,osm_node,osm,"{""osm"":""node/1240254024""}",node,1240254024,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-1240255949,حي عين مصباح,,,14,,,35.307596,1.385395,exact,osm_node,osm,"{""osm"":""node/1240255949""}",node,1240255949,"[""etus-tiaret""]","[""etus-tiaret-32""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-12766966903,الإقامة الجامعية,Cité Universitaire,الإقامة الجامعية,16,,,36.759128,3.008897,exact,osm_node,osm,"{""osm"":""node/12766966903""}",node,12766966903,"[""etusa""]","[""etusa-48"",""etusa-50""]",point_in_wilaya,[],bus_stop,platform
osm-node-12823735716,Kef Naâdja,,,15,,,36.693372,4.045153,exact,osm_node,osm,"{""osm"":""node/12823735716""}",node,12823735716,"[""etusto""]","[""etusto-9""]",point_in_wilaya,"[""stop_exit_only""]",,stop_position
osm-node-12823735717,Station Boukhalfa,,,15,,,36.725147,4.021335,exact,osm_node,osm,"{""osm"":""node/12823735717""}",node,12823735717,"[""etusto""]","[""etusto-1"",""etusto-6"",""etusto-9""]",point_in_wilaya,"[""stop_entry_only"",""stop_exit_only""]",,stop_position
osm-node-12823735718,Station Boukhalfa,,,15,,,36.7251,4.021397,exact,osm_node,osm,"{""osm"":""node/12823735718""}",node,12823735718,"[""etusto""]","[""etusto-1"",""etusto-6"",""etusto-9""]",point_in_wilaya,"[""platform_entry_only"",""platform_exit_only""]",bus_stop,platform
osm-node-12823735719,,,,15,,,36.713808,4.044376,exact,osm_node,osm,"{""osm"":""node/12823735719""}",node,12823735719,"[""etusto""]","[""etusto-1"",""etusto-9""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-12823735723,La Tour,,,15,,,36.70093,4.05255,exact,osm_node,osm,"{""osm"":""node/12823735723""}",node,12823735723,"[""etusto""]","[""etusto-9""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-12823735724,La Tour,,,15,,,36.701071,4.05258,exact,osm_node,osm,"{""osm"":""node/12823735724""}",node,12823735724,"[""etusto""]","[""etusto-9""]",point_in_wilaya,"[""stop""]",,stop_position
osm-node-12828900859,Kef Naâdja,,,15,,,36.693317,4.045142,exact,osm_node,osm,"{""osm"":""node/12828900859""}",node,12828900859,"[""etusto""]","[""etusto-9""]",point_in_wilaya,"[""platform_exit_only""]",bus_stop,platform
osm-node-12828902110,,,,15,,,36.715391,4.07665,exact,osm_node,osm,"{""osm"":""node/12828902110""}",node,12828902110,"[""etusto""]","[""etusto-1""]",point_in_wilaya,"[""stop_entry_only"",""stop_exit_only""]",,stop_position
