id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,type,category,type_label_fr,type_label_ar,has_virtual_tour,url,slug
12-bcp-10,Porte de Solomon,Porte de Solomon,باب سولومو,12,1201,Tebessa,35.402695,8.122879,exact,source_point,patrimoine,"{""patrimoine"":""357""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/357,porte-de-solomon
12-bcp-11,Pressoir de Berzgane,Pressoir de Berzgane,معصرة برزقان,12,1220,El Malabiod,35.121296,8.218144,exact,source_point,patrimoine,"{""patrimoine"":""378""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/378,pressoir-de-berzgane
12-bcp-12,Rempart byzantin,Rempart byzantin,السور البزنطي,12,1201,Tebessa,35.405409,8.121968,exact,source_point,patrimoine,"{""patrimoine"":""361""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/361,rempart-byzantin
12-bcp-13,Sidi Abdallah,Sidi Abdallah,سيدي عبد الله,12,1212,Morsott,35.672453,8.012443,exact,source_point,patrimoine,"{""patrimoine"":""362""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/362,sidi-abdallah
12-bcp-14,Tébessa Khalia (cité antique),Tébessa Khalia (cité antique),تبسة الخالية,12,1201,Tebessa,35.383173,8.099902,exact,source_point,patrimoine,"{""patrimoine"":""370""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/370,tebessa-khalia-cite-antique
12-bcp-15,Temple de Minerve,Temple de Minerve,معبد مينارف,12,1201,Tebessa,35.404663,8.122497,exact,source_point,patrimoine,"{""patrimoine"":""384""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/384,temple-de-minerve
12-bcp-16,Tombeau du docteur Saâdane,Tombeau du docteur Saâdane,مقبرة الدكتور سعدان,12,1201,Tebessa,35.406346,8.118244,exact,source_point,patrimoine,"{""patrimoine"":""383""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/383,tombeau-du-docteur-saadane
12-bcp-17,Vieux palais,Vieux palais,القصر القديم,12,1201,Tebessa,35.399394,8.120594,exact,source_point,patrimoine,"{""patrimoine"":""369""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/369,vieux-palais
12-direction-01,Direction de la culture de Tébessa,Direction de la culture de Tébessa,مديرية الثقافة لولاية تبسة,12,1201,Tebessa,35.399226,8.112022,exact,source_point,patrimoine,"{""patrimoine"":""594""}",cultural-directorate,establishment,Direction de la culture,مديرية الثقافة,false,https://cartes.patrimoineculturelalgerien.org/fr/node/797,direction-de-la-culture-de-tebessa
12-library-01,Bibliothèque de lecture publique – commune de Morsott,Bibliothèque de lecture publique – commune de Morsott,مكتبة المطالعة العمومية بلدية مرسط,12,1212,Morsott,35.659659,8.017333,exact,source_point,patrimoine,"{""patrimoine"":""906""}",library,heritage,Bibliothèque,مكتبة,false,https://cartes.patrimoineculturelalgerien.org/ar/node/906,bibliotheque-de-lecture-publique-commune-de-morsott
12-library-02,Bibliothèque de lecture publique d'El Ouenza,Bibliothèque de lecture publique d'El Ouenza,مكتبة المطالعة العمومية ونزة,12,1219,Ouenza,35.955927,8.141073,exact,source_point,patrimoine,"{""patrimoine"":""464""}",library,heritage,Bibliothèque,مكتبة,false,https://cartes.patrimoineculturelalgerien.org/ar/node/464,bibliotheque-de-lecture-publique-d-el-ouenza
12-library-03,Bibliothèque principale de lecture publique – annexe d'El Ogla,Bibliothèque principale de lecture publique – annexe d'El Ogla,المكتبة الرئيسية للمطالعة العمومية ملحقة العقلة,12,1213,El Ogla,35.187441,7.473032,exact,source_point,patrimoine,"{""patrimoine"":""468""}",library,heritage,Bibliothèque,مكتبة,false,https://cartes.patrimoineculturelalgerien.org/ar/node/468,bibliotheque-principale-de-lecture-publique-annexe-d-el-ogla
12-library-04,Bibliothèque principale de lecture publique – annexe de Tébessa,Bibliothèque principale de lecture publique – annexe de Tébessa,المكتبة الرئسية للمطالعة العمومية - ملحقة تبسة -,12,1201,Tebessa,35.403033,8.09294,exact,source_point,patrimoine,"{""patrimoine"":""519""}",library,heritage,Bibliothèque,مكتبة,false,https://cartes.patrimoineculturelalgerien.org/ar/node/519,bibliotheque-principale-de-lecture-publique-annexe-de-tebessa
12-library-05,Bibliothèque principale de lecture publique de la wilaya de Tébessa,Bibliothèque principale de lecture publique de la wilaya de Tébessa,المكتبة الرئيسية للمطالعة العمومية لولاية تبسة,12,1201,Tebessa,35.424559,8.060949,exact,source_point,patrimoine,"{""patrimoine"":""490""}",library,heritage,Bibliothèque,مكتبة,false,https://cartes.patrimoineculturelalgerien.org/ar/node/490,bibliotheque-principale-de-lecture-publique-de-la-wilaya-de-tebessa
12-library-06,Bibliothèque principale de lecture publique de Tébessa – annexe d'El Hammamet,Bibliothèque principale de lecture publique de Tébessa – annexe d'El Hammamet,المكتبة الرئيسية للمطالعة العمومية تبسة ملحقة الحمامات,12,1208,Hammamet,35.456575,7.952608,exact,source_point,patrimoine,"{""patrimoine"":""512""}",library,heritage,Bibliothèque,مكتبة,false,https://cartes.patrimoineculturelalgerien.org/ar/node/512,bibliotheque-principale-de-lecture-publique-de-tebessa-annexe-d-el-hammamet
12-library-07,Bibliothèque principale de lecture publique de Tébessa – annexe de Ras El Aïoun,Bibliothèque principale de lecture publique de Tébessa – annexe de Ras El Aïoun,المكتبة الرئيسية للمطالعة العمومية تبسة ملحقة رأس العيون,12,1211,El Kouif,35.515665,8.30292,exact,source_point,patrimoine,"{""patrimoine"":""648""}",library,heritage,Bibliothèque,مكتبة,false,https://cartes.patrimoineculturelalgerien.org/ar/node/648,bibliotheque-principale-de-lecture-publique-de-tebessa-annexe-de-ras-el-aioun
12-library-08,Bibliothèque principale de lecture publique de Tébessa (annexe d'El Aouinet),Bibliothèque principale de lecture publique de Tébessa (annexe d'El Aouinet),المكتبة الرئيسية للمطالعة العمومية تبسة ( ملحقة العوينات),12,1205,El-Aouinet,35.867743,7.888072,exact,source_point,patrimoine,"{""patrimoine"":""513""}",library,heritage,Bibliothèque,مكتبة,false,https://cartes.patrimoineculturelalgerien.org/ar/node/513,bibliotheque-principale-de-lecture-publique-de-tebessa-annexe-d-el-aouinet
12-maison-01,Maison de la culture de la wilaya de Tébessa,Maison de la culture de la wilaya de Tébessa,دار الثقافــة لولايــة تبســة,12,1201,Tebessa,35.39952,8.111921,exact,source_point,patrimoine,"{""patrimoine"":""241""}",cultural-house,establishment,Maison de la culture,دار الثقافة,false,https://cartes.patrimoineculturelalgerien.org/ar/node/241,maison-de-la-culture-de-la-wilaya-de-tebessa
12-museum-01,Musée Public National de Tébessa,Musée Public National de Tébessa,المتحف العمومي الوطني تبسة,12,1201,Tebessa,35.420901,8.116796,exact,source_point,patrimoine,"{""patrimoine"":""263""}",museum,heritage,Musée,متحف,false,https://cartes.patrimoineculturelalgerien.org/fr/node/262,musee-public-national-de-tebessa
13-bcp-01,Archéologie de la mosquée et du tombeau de Sidi Abi Ishaq Al-Tayyar,Archéologie de la mosquée et du tombeau de Sidi Abi Ishaq Al-Tayyar,مسجد و ضريح أبي إسحاق الطيار,13,1301,Tlemcen,34.876461,-1.290314,exact,source_point,patrimoine,"{""patrimoine"":""1010""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1475,archeologie-de-la-mosquee-et-du-tombeau-de-sidi-abi-ishaq-al-tayyar
13-bcp-02,Bab El Khemis,Bab El Khemis,باب الخميس,13,1351,Mansourah,34.874139,-1.325167,exact,source_point,patrimoine,"{""patrimoine"":""724""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/724,bab-el-khemis
13-bcp-03,Babe el karmadine,Babe el karmadine,باب القرمادين,13,1301,Tlemcen,34.886611,-1.316583,exact,source_point,patrimoine,"{""patrimoine"":""723""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1501,babe-el-karmadine
13-bcp-04,Cascades d'Al-Watir,Cascades d'Al-Watir,شلالات الوطير,13,1301,Tlemcen,34.862732,-1.267226,exact,source_point,patrimoine,"{""patrimoine"":""1526""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1526,cascades-d-al-watir
13-bcp-05,Grand bassin,Grand bassin,الحوض الكبير,13,1301,Tlemcen,34.880528,-1.317333,exact,source_point,patrimoine,"{""patrimoine"":""720""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1476,grand-bassin
13-bcp-06,Grande Mosquée,Grande Mosquée,الجامع الكبير,13,1301,Tlemcen,34.883848,-1.310468,exact,source_point,patrimoine,"{""patrimoine"":""56""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/56,grande-mosquee
13-bcp-07,La Grande Mosquée et ses installations,La Grande Mosquée et ses installations,المسجد الأعظم ومرافقه,13,1301,Tlemcen,34.884,-1.310389,exact,source_point,patrimoine,"{""patrimoine"":""721""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1479,la-grande-mosquee-et-ses-installations
13-bcp-08,La mosquée et le tombeau de Sidi Ibrahim Al-Masmoudi,La mosquée et le tombeau de Sidi Ibrahim Al-Masmoudi,مسجد وضريح سيدي إبراهيم المصمودي,13,1301,Tlemcen,34.884529,-1.309872,exact,source_point,patrimoine,"{""patrimoine"":""1529""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1529,la-mosquee-et-le-tombeau-de-sidi-ibrahim-al-masmoudi
13-bcp-09,La tombe de Sidi Senousi:,La tombe de Sidi Senousi:,ضريح سيدي السنوسي,13,1301,Tlemcen,34.880306,-1.299583,approximate,source_point,patrimoine,"{""patrimoine"":""1496""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1496,la-tombe-de-sidi-senousi
13-bcp-10,lac de karar,lac de karar,بحيرة كرار,13,1304,Remchi,35.052409,-1.429467,exact,source_point,patrimoine,"{""patrimoine"":""1524""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1524,lac-de-karar
13-bcp-11,Le dôme de Sidi Al-Daoudi,Le dôme de Sidi Al-Daoudi,قبة سيدي الداودي,13,1301,Tlemcen,34.890861,-1.302,exact,source_point,patrimoine,"{""patrimoine"":""718""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1473,le-dome-de-sidi-al-daoudi
13-bcp-12,Le Minaret de Mansourah,Le Minaret de Mansourah,آثار منصورة,13,1351,Mansourah,34.870768,-1.338939,exact,source_point,patrimoine,"{""patrimoine"":""714""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/103,le-minaret-de-mansourah
13-bcp-13,Le phare de l'ancienne mosquée d'Agadir:,Le phare de l'ancienne mosquée d'Agadir:,منارة الجامع العتيق بأقادير,13,1301,Tlemcen,34.889444,-1.300056,exact,source_point,patrimoine,"{""patrimoine"":""716""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1472,le-phare-de-l-ancienne-mosquee-d-agadir
13-bcp-14,Le site historique de Hanin,Le site historique de Hanin,الموقع التاريخي هنين,13,1344,Honnaine,35.178193,-1.649991,exact,source_point,patrimoine,"{""patrimoine"":""1498""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1498,le-site-historique-de-hanin
13-bcp-15,Le tombeau de Sidi Bel Hassan El-Ghamry,Le tombeau de Sidi Bel Hassan El-Ghamry,	ضريح سيدي بلحسن الغمري,13,1301,Tlemcen,34.883852,-1.310181,exact,source_point,patrimoine,"{""patrimoine"":""1018""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1497,le-tombeau-de-sidi-bel-hassan-el-ghamry
13-bcp-16,Mosquée Al-Machwar,Mosquée Al-Machwar,مسجد المشور,13,1301,Tlemcen,34.880909,-1.308604,exact,source_point,patrimoine,"{""patrimoine"":""1491""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1491,mosquee-al-machwar
13-bcp-17,Mosquée de Sidi Abi Al-Hassan Altansi,Mosquée de Sidi Abi Al-Hassan Altansi,مسجد سيدي أبي الحسن التنسي,13,1301,Tlemcen,34.883391,-1.311202,exact,source_point,patrimoine,"{""patrimoine"":""1527""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1527,mosquee-de-sidi-abi-al-hassan-altansi
13-bcp-18,Mosquée et mausolée de Sidi Brahim El Masmoudi,Mosquée et mausolée de Sidi Brahim El Masmoudi,مسجد و ضريح سيدي ابراهيم المصمودي,13,1301,Tlemcen,34.881806,-1.311139,exact,source_point,patrimoine,"{""patrimoine"":""719""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/719,mosquee-et-mausolee-de-sidi-brahim-el-masmoudi
13-bcp-19,Mosquée Lala roya,Mosquée Lala roya,مسجد لالة الرؤية,13,1301,Tlemcen,34.887252,-1.306462,exact,source_point,patrimoine,"{""patrimoine"":""1012""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1480,mosquee-lala-roya
13-bcp-20,Mosquée Sidi Abi El Hassan Ettenessi,Mosquée Sidi Abi El Hassan Ettenessi,مسجد سيدي أبي لحسن التنسي,13,1301,Tlemcen,34.885245,-1.305834,exact,source_point,patrimoine,"{""patrimoine"":""1011""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/1011,mosquee-sidi-abi-el-hassan-ettenessi
13-bcp-21,Mosquée Sidi Boumediene,Mosquée Sidi Boumediene,مجمع سيدي بومدين,13,1301,Tlemcen,34.878056,-1.289611,exact,source_point,patrimoine,"{""patrimoine"":""717""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/96,mosquee-sidi-boumediene
13-bcp-22,Mosquée Sidi Boumediene,Mosquée Sidi Boumediene,مسجد سيدي بومدين,13,1301,Tlemcen,34.877869,-1.289625,exact,source_point,patrimoine,"{""patrimoine"":""815""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,true,https://cartes.patrimoineculturelalgerien.org/ar/node/815,mosquee-sidi-boumediene
13-bcp-23,Mosquée Sidi El Haloui,Mosquée Sidi El Haloui,مسجد سيدي الحلوي,13,1301,Tlemcen,34.888444,-1.307917,exact,source_point,patrimoine,"{""patrimoine"":""722""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/722,mosquee-sidi-el-haloui
13-bcp-24,Mosquée Sidi El Senousy,Mosquée Sidi El Senousy,ضريح سيدي السنوسي,13,1301,Tlemcen,34.880306,-1.299583,approximate,source_point,patrimoine,"{""patrimoine"":""725""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1481,mosquee-sidi-el-senousy
13-bcp-25,Nedroma,Nedroma,ندرومة,13,1340,Nedroma,35.030377,-1.767518,exact,source_point,patrimoine,"{""patrimoine"":""1499""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1499,nedroma
13-bcp-26,Palais royal du Mechouar,Palais royal du Mechouar,قلعة المشور تلمسان,13,1301,Tlemcen,34.881607,-1.308965,exact,source_point,patrimoine,"{""patrimoine"":""715""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,true,https://cartes.patrimoineculturelalgerien.org/fr/node/95,palais-royal-du-mechouar
13-bcp-27,Quartier de Mansourah et les ruines de Mahalla,Quartier de Mansourah et les ruines de Mahalla,حي المنصورة وأطلال المحلة,13,1351,Mansourah,34.868907,-1.336275,exact,source_point,patrimoine,"{""patrimoine"":""1492""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1492,quartier-de-mansourah-et-les-ruines-de-mahalla
13-bcp-28,Région de Bani Senous,Région de Bani Senous,منطقة بني سنوس,13,1342,Beni Bahdel,34.685965,-1.533256,exact,source_point,patrimoine,"{""patrimoine"":""1500""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1500,region-de-bani-senous
13-bcp-29,Sanctuaire de la princesse,Sanctuaire de la princesse,ضريح الأميرة,13,1301,Tlemcen,34.876484,-1.290383,exact,source_point,patrimoine,"{""patrimoine"":""1494""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1494,sanctuaire-de-la-princesse
13-bcp-30,Sanctuaires de eubad inférieures,Sanctuaires de eubad inférieures,أضرحة العباد السفلى,13,1301,Tlemcen,34.876469,-1.290261,exact,source_point,patrimoine,"{""patrimoine"":""1493""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1493,sanctuaires-de-eubad-inferieures
13-bcp-31,site archéologique Agadir,site archéologique Agadir,الموقع الاثري لاقادير,13,1301,Tlemcen,34.891254,-1.300056,approximate,source_point,patrimoine,"{""patrimoine"":""1004""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1422,site-archeologique-agadir
13-bcp-32,Sites archéologiques,Sites archéologiques,مواقع أثرية,13,1301,Tlemcen,34.891254,-1.300056,approximate,source_point,patrimoine,"{""patrimoine"":""1471""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1471,sites-archeologiques
13-centre-01,"Centre des études andalouses, Station CNRPAH","Centre des études andalouses, Station CNRPAH",مركز الدراسات الأندلسية، محطة المركز الوطني للبحوث ما قبل التاريخ,13,1351,Mansourah,34.881044,-1.334187,exact,source_point,patrimoine,"{""patrimoine"":""771""}",cultural-center,establishment,Centre culturel,مركز ثقافي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/771,centre-des-etudes-andalouses-station-cnrpah
13-museum-01,Musée Public National d’Archéologie islamique,Musée Public National d’Archéologie islamique,المتحف العمومي الوطني للاثار الاسلامية تلمسان,13,1301,Tlemcen,34.88093,-1.31461,exact,source_point,patrimoine,"{""patrimoine"":""213""}",museum,heritage,Musée,متحف,false,https://cartes.patrimoineculturelalgerien.org/fr/node/37,musee-public-national-d-archeologie-islamique
13-museum-02,Musée Public National d’Art et d’Histoire de la ville de Tlemcen,Musée Public National d’Art et d’Histoire de la ville de Tlemcen,المتحف العمومي الوطني للفن والتاريخ لمدينة تلمسان,13,1301,Tlemcen,34.882923,-1.310548,exact,source_point,patrimoine,"{""patrimoine"":""209""}",museum,heritage,Musée,متحف,false,https://cartes.patrimoineculturelalgerien.org/fr/node/198,musee-public-national-d-art-et-d-histoire-de-la-ville-de-tlemcen
13-museum-03,Musée Public National de la Calligraphie Islamique,Musée Public National de la Calligraphie Islamique,المتحف العمومي الوطني للخط الإسلامي لمدينة تلمسان,13,1301,Tlemcen,34.882921,-1.311297,exact,source_point,patrimoine,"{""patrimoine"":""343""}",museum,heritage,Musée,متحف,false,https://cartes.patrimoineculturelalgerien.org/fr/node/199,musee-public-national-de-la-calligraphie-islamique
13-palais-01,Centre des Arts et des Expositions CAREX Tlemcen,Centre des Arts et des Expositions CAREX Tlemcen,مركز الفنون والمعارض كاريكس تلمسان,13,1326,Hennaya,34.916114,-1.35183,exact,source_point,patrimoine,"{""patrimoine"":""218""}",cultural-palace,establishment,Palais de la culture,قصر الثقافة,false,https://cartes.patrimoineculturelalgerien.org/fr/node/218,centre-des-arts-et-des-expositions-carex-tlemcen
13-palais-02,Centre des Etudes et Recherches Andalouses,Centre des Etudes et Recherches Andalouses,مركز الدراسات والبحوث الأندلسية,13,1351,Mansourah,34.879854,-1.334232,exact,source_point,patrimoine,"{""patrimoine"":""113""}",cultural-palace,establishment,Palais de la culture,قصر الثقافة,true,https://cartes.patrimoineculturelalgerien.org/fr/node/113,centre-des-etudes-et-recherches-andalouses
13-palais-03,Palais de la Culture Abdelkrim Dali,Palais de la Culture Abdelkrim Dali,قصر الثقافة عبد الكريم دالي,13,1351,Mansourah,34.879424,-1.335625,exact,source_point,patrimoine,"{""patrimoine"":""359""}",cultural-palace,establishment,Palais de la culture,قصر الثقافة,false,https://cartes.patrimoineculturelalgerien.org/fr/node/98,palais-de-la-culture-abdelkrim-dali
14-bcp-01,Babe el karmadine,Babe el karmadine,باب القرمادين,14,1436,Chehaima,34.886611,1.316583,exact,source_point,patrimoine,"{""patrimoine"":""1485""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1485,babe-el-karmadine
14-bcp-02,Babe el khemisse,Babe el khemisse,باب الخميس,14,1436,Chehaima,34.874139,1.325167,exact,source_point,patrimoine,"{""patrimoine"":""1484""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1484,babe-el-khemisse
14-bcp-03,Château d'Al-Machwar,Château d'Al-Machwar,قصر المشور,14,1436,Chehaima,34.881607,1.308965,exact,source_point,patrimoine,"{""patrimoine"":""1486""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1486,chateau-d-al-machwar
14-bcp-04,Columnata,Columnata,كولومناطة,14,1423,Sidi Hosni,35.456196,1.527755,exact,source_point,patrimoine,"{""patrimoine"":""1167""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/1167,columnata
14-bcp-05,Ensemble funéraire de Mechra Sfa (Djedars),Ensemble funéraire de Mechra Sfa (Djedars),المركب الجنائزي مشرع الصفا,14,1434,Mechraa Safa,35.395307,1.005197,exact,source_point,patrimoine,"{""patrimoine"":""1173""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/1173,ensemble-funeraire-de-mechra-sfa-djedars
14-bcp-06,Kef Boubekeur,Kef Boubekeur,كاف بوبكر,14,1423,Sidi Hosni,35.451398,1.527755,exact,source_point,patrimoine,"{""patrimoine"":""1171""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/1171,kef-boubekeur
14-bcp-07,Khalwa d'Ibn Khaldoun,Khalwa d'Ibn Khaldoun,خلوة ابن خلدون,14,1427,Frenda,35.018738,1.067439,exact,source_point,patrimoine,"{""patrimoine"":""694""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/694,khalwa-d-ibn-khaldoun
14-bcp-08,Le tombeau de Sidi Al-Hbak:,Le tombeau de Sidi Al-Hbak:,ضريح سيدي الحباك,14,1436,Chehaima,34.887176,1.314821,exact,source_point,patrimoine,"{""patrimoine"":""1015""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1495,le-tombeau-de-sidi-al-hbak
14-bcp-09,Mausolée de la princesse,Mausolée de la princesse,ضريح الأميرة,14,1436,Chehaima,34.887519,1.30187,exact,source_point,patrimoine,"{""patrimoine"":""1014""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/1014,mausolee-de-la-princesse
14-bcp-10,Minaret de la Grande Mosquée d'Agadir,Minaret de la Grande Mosquée d'Agadir,منارة الجامع العتيق بأقادير,14,1436,Chehaima,34.889346,1.300153,exact,source_point,patrimoine,"{""patrimoine"":""999""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/999,minaret-de-la-grande-mosquee-d-agadir
14-bcp-11,Mosquée antique,Mosquée antique,المسجد العتيق,14,1401,Tiaret,35.375277,1.313619,exact,source_point,patrimoine,"{""patrimoine"":""1158""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/1158,mosquee-antique
14-bcp-12,Mosquée Bab Zir,Mosquée Bab Zir,مسجد باب زير,14,1436,Chehaima,34.88673,1.306734,exact,source_point,patrimoine,"{""patrimoine"":""1490""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1490,mosquee-bab-zir
14-bcp-13,Mosquée Ouled El Imam,Mosquée Ouled El Imam,مسجد أولاد الإمام,14,1436,Chehaima,34.885298,1.309167,exact,source_point,patrimoine,"{""patrimoine"":""1017""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/ar/node/1017,mosquee-ouled-el-imam
14-bcp-14,Mosquée Sidi Al-Qali,Mosquée Sidi Al-Qali,مسجد سيدي القلعي,14,1436,Chehaima,34.883028,1.311222,exact,source_point,patrimoine,"{""patrimoine"":""1013""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1482,mosquee-sidi-al-qali
14-bcp-15,Mosquée Sidi Bel Hassan Al-Rashedi,Mosquée Sidi Bel Hassan Al-Rashedi,	مسجد سيدي بلحسن الراشدي,14,1436,Chehaima,34.8863,1.305548,exact,source_point,patrimoine,"{""patrimoine"":""1016""}",protected-cultural-property,heritage,Bien culturel protégé,ممتلك ثقافي محمي,false,https://cartes.patrimoineculturelalgerien.org/fr/node/1478,mosquee-sidi-bel-hassan-al-rashedi
