id,name,status,postal_code,postal_code_old,address,commune_fr,commune_ar,wilaya_code,wilaya_fr,wilaya_ar,lat,lng
1341,AIN DZARIT,1,14017,,,AIN ZARIT,عين زاريت,14,TIARET,تيارت,35.3545893,1.6688548
15456,GUERTOUFA,1,14019,,,GUERTOUFA,قرطوفة,14,TIARET,تيارت,35.3909083,1.25496
2109,HAMADIA,1,14020,,,HAMADIA,الحمادية,14,TIARET,تيارت,35.4608564,1.8721896
10844,KARMAN,1,14021,,,TIARET,تيارت,14,TIARET,تيارت,35.3860176,1.370054
14717,MEGHILA,1,14024,,,MEGHILA,مغيلة,14,TIARET,تيارت,35.5970529,1.4142613
10846,MELLAKOU,1,14025,,,MELLAKOU,ملاكو,14,TIARET,تيارت,35.2551922,1.2338402
14623,RECHAIGA,1,14026,,,RECHAIGA,الرشايقة,14,TIARET,تيارت,35.4102631,1.970219
1275,SIDI ABDERRAHMANE,1,14028,,,SIDI ABDERRAHMANE,سيدي عبد الرحمان,14,TIARET,تيارت,34.7996267,1.1324683
1274,SIDI HOSNI,1,14029,,,SIDI HOSNI,سيدي الحسني,14,TIARET,تيارت,35.4686045,1.5201911
1241,SI HAOUES,1,14030,,,SEBAINE,سبعين,14,TIARET,تيارت,35.3980307,1.6233357
2404,BOUHENI,1,14031,,,TIARET,تيارت,14,TIARET,تيارت,35.3855477,1.3160264
9839,CITE CHAIB,1,14032,,,TIARET,تيارت,14,TIARET,تيارت,35.3666365,1.3113392
2406,BOUDIAF MOHAMED,1,14033,,,TIARET,تيارت,14,TIARET,تيارت,35.3750719,1.3318395
2405,TAHRI BOUABDELLAH,1,14034,,,TIARET,تيارت,14,TIARET,تيارت,35.3587627,1.338005
12130,TIARET UNIVERSITE,1,14035,,,TIARET,تيارت,14,TIARET,تيارت,35.3523299,1.3171136
2111,ZAAROURA,1,14036,,,TIARET,تيارت,14,TIARET,تيارت,35.3451511,1.3189392
10848,ZMALET EL EMIR AEK,1,14038,,,Z'MALET EL EMIR AEK,زمالة الأمير عبد القادر,14,TIARET,تيارت,34.8966983,2.3088133
1240,AIN BOUCHEKIF,1,14040,,,AIN BOUCHEKIF,عين بوشقيف,14,TIARET,تيارت,35.3561534,1.5045433
14617,DJILLALI BEN AMAR,1,14048,,,DJILLALI BEN AMAR,جيلالي بن عمار,14,TIARET,تيارت,35.4444241,0.850601
14752,FAIDJA,1,14049,,,FAIDJA,الفايجة,14,TIARET,تيارت,35.104795,1.7032181
10850,MAHDIA EAK,1,14056,,,MAHDIA,مهدية,14,TIARET,تيارت,35.432777,1.7629689
14751,NADORAH,1,14058,,,NADORAH,الناظورة,14,TIARET,تيارت,35.2698419,1.8618942
14759,SERGUINE,1,14063,,,SERGHINE,سرغين,14,TIARET,تيارت,35.2542225,2.4837431
14753,SIDI BAKHTI,1,14065,,,SIDI BAKHTI,سيدي بختي,14,TIARET,تيارت,35.2408656,0.9793574
2408,SOUGUEUR SAFA ABDELKADER,1,14066,,,SOUGUEUR,السوقر,14,TIARET,تيارت,35.1781776,1.5009238
2112,SOUGEUR AMIROUCHE,1,14067,,,SOUGUEUR,السوقر,14,TIARET,تيارت,35.1865646,1.4941279
1278,FRENDA IBN KHALDOUN,1,14072,,,FRENDA,فرندة,14,TIARET,تيارت,35.0615832,1.0493075
2120,KAID AHMED,1,14073,,,TIARET,تيارت,14,TIARET,تيارت,35.3796518,1.3362905
10845,HAMADIA HIDHAB,1,14074,,,HAMADIA,الحمادية,14,TIARET,تيارت,35.4586485,1.8731476
10849,AIN KERMES 5 JUILLET 1962,1,14080,,,AIN KERMES,عين كرمس,14,TIARET,تيارت,34.9119665,1.1037736
14942,MEDROUSSA,1,14082,,,MEDROUSSA,مدروسة,14,TIARET,تيارت,35.1813092,1.2030005
14941,MAHDIA EL BADR,1,14085,,,MAHDIA,مهدية,14,TIARET,تيارت,35.4262346,1.7592671
14944,TIARET IBN ROSTOM,1,14086,,,TIARET,تيارت,14,TIARET,تيارت,35.3527548,1.3448647
14945,TIARET LEJDAR,1,14087,,,TIARET,تيارت,14,TIARET,تيارت,35.3396111,1.3120532
14943,TIARET 01 MAI,1,14090,,,TIARET,تيارت,14,TIARET,تيارت,35.3740389,1.3396849
14940,KSAR CHELLALA 19 MARS 1962,1,14091,,,KSAR CHELLALA,قصر الشلالة,14,TIARET,تيارت,35.2174033,2.3008267
2280,TIZI OUZOU RP,1,15000,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.7132267,4.0469631
1647,TIZI OUZOU RP INDOOR,1,15000,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.7128,4.0466293
1648,TIZI OUZOU RP 3,1,15000,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.7133316,4.0468745
13504,TIZI OUZOU RP LS 1,1,15000,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.712912,4.0465865
13505,TIZI OUZOU RP LS 2,1,15000,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.7129659,4.0468167
13506,TIZI OUZOU RP LS 3,1,15000,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.7129509,4.046611
13507,TIZI OUZOU RP LS 4,1,15000,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.7129383,4.0466078
2288,AZZAZGA INDOOR,1,15001,,,AZAZGA,عزازقة,15,TIZI OUZOU,تيزي وزو,36.7474993,4.3586128
2265,AIN EL HAMMAM,1,15002,,,AIN EL HAMMAM,عين الحمام,15,TIZI OUZOU,تيزي وزو,36.5710681,4.3113349
2326,DRAA BEN KHEDDA,1,15004,,,DRAA BEN KHEDDA,ذراع بن خدة,15,TIZI OUZOU,تيزي وزو,36.7355567,3.9565283
2264,DRAA EL MIZAN,1,15005,,,DRAA EL MIZAN,ذراع الميزان,15,TIZI OUZOU,تيزي وزو,36.538495,3.8351315
1347,LARABAA NATH IRATHEN,1,15006,,,LARBAA NATH IRATHEN,الاربعاء نايت ايراتن,15,TIZI OUZOU,تيزي وزو,36.6368794,4.2016366
2132,ANNANE,1,15007,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.6997363,4.0466094
1649,CHEIKH AMAR INDOOR,1,15008,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.7157828,4.0530197
1650,CHEIKH AMAR,1,15008,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.7156442,4.0530143
2281,CHEIKH AMAR,1,15008,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.715839,4.0530078
1345,AIT IKHLEF,1,15009,,,BOUZGUENE,بوزغن,15,TIZI OUZOU,تيزي وزو,36.6170984,4.4770702
2290,AZEFOUN INDOOR,1,15010,,,AZZEFOUN,أزفون,15,TIZI OUZOU,تيزي وزو,36.8943873,4.4195402
2291,AZEFFOUN,1,15010,,,AZZEFOUN,أزفون,15,TIZI OUZOU,تيزي وزو,36.8944677,4.4197845
2128,BENI DOUALA,1,15011,,,BENI DOUALA,بني دوالة,15,TIZI OUZOU,تيزي وزو,36.6197835,4.0826455
2138,FREHA,1,15012,,,FREHA,فريحة,15,TIZI OUZOU,تيزي وزو,36.7566995,4.3165997
2131,IFERHOUNENE,1,15013,,,IFERHOUNENE,ايفرحونن,15,TIZI OUZOU,تيزي وزو,36.5339771,4.369515
2126,MEKLAA,1,15014,,,MEKLA,مقلة,15,TIZI OUZOU,تيزي وزو,36.6861606,4.2677731
2136,OUACIF,1,15015,,,OUACIF,واسيف,15,TIZI OUZOU,تيزي وزو,36.5240347,4.2047949
2357,OUADHIA,1,15016,,,OUADHIA,واضية,15,TIZI OUZOU,تيزي وزو,36.5552602,4.086024
2137,SOUK ELKHEMIS,1,15017,,,MAATKA,المعاتقة,15,TIZI OUZOU,تيزي وزو,36.6109867,3.9874717
2125,TADMAIT,1,15018,,,TADMAIT,تادمايت,15,TIZI OUZOU,تيزي وزو,36.744121,3.9006209
2267,TIZI GHENIF,1,15020,,,TIZI GHENIF,تيزي غنيف,15,TIZI OUZOU,تيزي وزو,36.5878765,3.7698117
15221,AGOUNI OUADELLAH,1,15024,,,IMSOUHAL,أمسوحال,15,TIZI OUZOU,تيزي وزو,36.5713811,4.39007
1245,AIT YAHIA MOUSSA,1,15027,,,AIT YAHIA MOUSSA,أيت يحى موسى,15,TIZI OUZOU,تيزي وزو,36.6383644,3.8851699
2135,BENI YENNI,1,15030,,,BENI YENNI,بني يني,15,TIZI OUZOU,تيزي وزو,36.5737136,4.211149
14720,BOUDJIMA OUGACHE ALI,1,15031,,,BOUDJIMA,بوجيمة,15,TIZI OUZOU,تيزي وزو,36.8124541,4.1586244
15471,MEKLA FARAHI YOUCEF,1,15034,,,MEKLA,مقلة,15,TIZI OUZOU,تيزي وزو,36.6821386,4.283582
15224,IGUERSAFENE,1,15036,,,IDJEUR,أجر,15,TIZI OUZOU,تيزي وزو,36.6660942,4.5122445
15222,ILLILTEN,1,15037,,,ILLILTEN,اليلتين,15,TIZI OUZOU,تيزي وزو,36.5134135,4.3946091
1246,ILLOULA OUMALOU,1,15038,,,ILOULA OUMALOU,ايلولا أومالو,15,TIZI OUZOU,تيزي وزو,36.580709,4.4433448
2130,IRDJEN,1,15039,,,IRDJEN,ارجن,15,TIZI OUZOU,تيزي وزو,36.6602529,4.1530849
2263,IZARAZEN,1,15040,,,TIMIZART,تيميزارت,15,TIZI OUZOU,تيزي وزو,36.7990586,4.2465532
2133,MAKOUDA,1,15041,,,MAKOUDA,ماكودة,15,TIZI OUZOU,تيزي وزو,36.7915348,4.0631928
2127,MECHTRAS,1,15042,,,MECHTRASS,مشطراس,15,TIZI OUZOU,تيزي وزو,36.544415,4.0072417
14722,SOUAMA,1,15044,,,SOUAMAA,الصوامع,15,TIZI OUZOU,تيزي وزو,36.6378531,4.3438672
14630,TIGHILT BOUGHENI,1,15047,,,M'KIRA,مكيرة,15,TIZI OUZOU,تيزي وزو,36.625445,3.7916417
1279,TIKOBAIN,1,15048,,,OUAGUENOUN,واقنون,15,TIZI OUZOU,تيزي وزو,36.7703775,4.1813829
2129,TIZI RACHED,1,15051,,,TIZI RACHED,تيزي راشد,15,TIZI OUZOU,تيزي وزو,36.6775587,4.2084956
2134,YAKOURENE,1,15052,,,YAKOUREN,يعكورن,15,TIZI OUZOU,تيزي وزو,36.7340995,4.4398985
15486,AGOUNI BOURAGH HOCINE TASAADIT,1,15055,,,AIT OUMALOU,آيت أومالو,15,TIZI OUZOU,تيزي وزو,36.6522759,4.2213221
10853,AIT TOUDERT,1,15063,,,AIT TOUDERT,أيت تودرت,15,TIZI OUZOU,تيزي وزو,36.532175,4.1866433
1248,IFLISSEN,1,15069,,,IFLISSEN,افليسن,15,TIZI OUZOU,تيزي وزو,36.8668726,4.2205745
14950,SOUK EL TENINE,1,15071,,,SOUK EL THENINE,سوق الاثنين,15,TIZI OUZOU,تيزي وزو,36.59476,4.0075233
15470,AIT ZELLAL,1,15097,,,SOUAMAA,الصوامع,15,TIZI OUZOU,تيزي وزو,36.6607535,4.3400564
2139,TIZI OUZOU KRIM BELKACEM,1,15161,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.700303,4.0563127
2140,AZZAZGA VILLE,1,15162,,,AZAZGA,عزازقة,15,TIZI OUZOU,تيزي وزو,36.7448887,4.3698655
2283,DRAA BEN KHEDDA AADL,1,15167,,,DRAA BEN KHEDDA,ذراع بن خدة,15,TIZI OUZOU,تيزي وزو,36.7268714,3.9689756
15487,DRAA EL MIZAN ALI BENOUR,1,15168,,,DRAA EL MIZAN,ذراع الميزان,15,TIZI OUZOU,تيزي وزو,36.5333567,3.8340056
15387,TIZI OUZOU OUED FALLI,1,15171,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.7094211,4.0028438
15485,POLE D'EXCELLENCE ,1,15172,,,TIZI OUZOU,تيزي وزو,15,TIZI OUZOU,تيزي وزو,36.7324982,3.9988754
9506,ALGER RP LS 1,1,16000,,,ALGER CENTRE,الجزائر الوسطى,16,ALGER,الجزائر,36.7726473,3.0593429
9834,ALGER RP LS 2 ,1,16000,,,ALGER CENTRE,الجزائر الوسطى,16,ALGER,الجزائر,36.7728414,3.0595649
9835,ALGER RP LS 3,1,16000,,,ALGER CENTRE,الجزائر الوسطى,16,ALGER,الجزائر,36.7728681,3.0597384
9836,ALGER RP LS 4,1,16000,,,ALGER CENTRE,الجزائر الوسطى,16,ALGER,الجزائر,36.7727583,3.0598317
9837,ALGER RP LS 5,1,16000,,,ALGER CENTRE,الجزائر الوسطى,16,ALGER,الجزائر,36.772612,3.05994
1698,DIDOUCHE MOURAD,1,16002,,,ALGER CENTRE,الجزائر الوسطى,16,ALGER,الجزائر,36.7636271,3.0467157
1700,EL BIAR KENNEDY,1,16003,,,EL BIAR,الأبيار,16,ALGER,الجزائر,36.7688383,3.0304883
1517,HUSSEIN DEY RP,1,16005,,,HUSSEIN DEY,حسين داي,16,ALGER,الجزائر,36.7405318,3.0958501
1066,KOUBA RP,1,16006,,,KOUBA,القبة,16,ALGER,الجزائر,36.7322794,3.0876466
1067,KOUBA RP INDOOR,1,16006,,,KOUBA,القبة,16,ALGER,الجزائر,36.7322388,3.0879457
1068,KOUBA RP 2,1,16006,,,KOUBA,القبة,16,ALGER,الجزائر,36.7322674,3.087593
1354,ALGER 1ER MAI INDOOR,1,16007,,,SIDI M'HAMED,سيدي امحمد,16,ALGER,الجزائر,36.7609168,3.0582963
1029,BAB EL OUED1,1,16008,,,BAB EL OUED,باب الوادي,16,ALGER,الجزائر,36.7923157,3.0523551
1081,BAB EL OUED2,1,16008,,,BAB EL OUED,باب الوادي,16,ALGER,الجزائر,36.7923181,3.0520286
1496,EL ANNASSER,1,16009,,,BELOUIZDAD,بلوزداد,16,ALGER,الجزائر,36.7440275,3.0786266
1699,PORT SAID,1,16011,,,ALGER CENTRE,الجزائر الوسطى,16,ALGER,الجزائر,36.7794667,3.0610067
1367,SIDI MHAMED,1,16012,,,SIDI M'HAMED,سيدي امحمد,16,ALGER,الجزائر,36.7543424,3.0643791
1065,BIR MOURAD RAIS,1,16013,,,BIR MOURAD RAIS,بئر مراد رايس,16,ALGER,الجزائر,36.738745,3.0502033
1027,CHERAGA RP,1,16014,,,CHERAGA,الشراقة,16,ALGER,الجزائر,36.7664092,2.9581275
1526,CHERAGA RP 2,1,16014,,,CHERAGA,الشراقة,16,ALGER,الجزائر,36.7663774,2.9580981
1705,EL MADANIA,1,16015,,,EL MADANIA,المدنية,16,ALGER,الجزائر,36.7421335,3.0670917
15314,EL MADANIA 2,1,16015,,,EL MADANIA,المدنية,16,ALGER,الجزائر,36.7419053,3.0671747
2356,HYDRA,1,16016,,,HYDRA,حيدرة,16,ALGER,الجزائر,36.7481333,3.0381274
1505,EPH ROUIBA,1,16017,,,ROUIBA,الرويبة,16,ALGER,الجزائر,36.7383842,3.2822327
1507,ROUIBA RP,1,16017,,,ROUIBA,الرويبة,16,ALGER,الجزائر,36.7383865,3.2822806
1527,AIN BENIAN,1,16018,,,AIN BENIAN,عين بنيان,16,ALGER,الجزائر,36.8032329,2.9130955
1528,AIN BENIAN 2,1,16018,,,AIN BENIAN,عين بنيان,16,ALGER,الجزائر,36.8032398,2.9130671
2335,AIN TAYA,OPEN,16019,,,AIN TAYA,عين طاية,16,ALGER,الجزائر,,
2392,BASTALI WINCOR,1,16020,,,BAB EL OUED,باب الوادي,16,ALGER,الجزائر,36.7923127,3.0513246
2298,EL KETTANI,1,16021,,,BAB EL OUED,باب الوادي,16,ALGER,الجزائر,36.7917157,3.059608
1704,MALIKA GAID (SCALA),1,16023,,,EL BIAR,الأبيار,16,ALGER,الجزائر,36.7737581,3.042726
1023,BAB EZZOUAR 8 MAI 45,1,16024,,,BAB EZZOUAR,باب الزوار,16,ALGER,الجزائر,36.73267,3.1864983
1520,BAB EZZOUAR 8 MAI 45_2,1,16024,,,BAB EZZOUAR,باب الزوار,16,ALGER,الجزائر,36.73275,3.1869567
4239,CENTRE COMMERCIAL,1,16025,,,BAB EZZOUAR,باب الزوار,16,ALGER,الجزائر,36.7128703,3.19628
1031,BADJARAH,1,16026,,,BACHDJARAH,باش جراح,16,ALGER,الجزائر,36.7223946,3.1196158
1512,BARAKI,1,16027,,,BARAKI,براقي,16,ALGER,الجزائر,36.6668783,3.097725
1513,BARAKI 2,OPEN,16027,,,BARAKI,براقي,16,ALGER,الجزائر,,
13502,DIRECTION POLICE JUDICIAIRE CHATEAU NEUF,1,16028,,,BEN AKNOUN,بن عكنون,16,ALGER,الجزائر,36.7602847,3.0144308
1524,BEN AKNOUN RP LS 1,1,16028,,,BEN AKNOUN,بن عكنون,16,ALGER,الجزائر,36.7602027,3.0146092
14147,BEN AKNOUN RP LS 2 ,1,16028,,,BEN AKNOUN,بن عكنون,16,ALGER,الجزائر,36.7601216,3.014699
11626,DMT BEN AKNOUN,1,16028,,,BEN AKNOUN,بن عكنون,16,ALGER,الجزائر,36.760243,3.0146793
14148,BEN AKNOUN RP LS 3 ,1,16028,,,BEN AKNOUN,بن عكنون,16,ALGER,الجزائر,36.7602383,3.0145443
14149,BEN AKNOUN RP LS 4 ,1,16028,,,BEN AKNOUN,بن عكنون,16,ALGER,الجزائر,36.7602589,3.0146962
1504,BIRKHADEM 1,1,16029,,,BIRKHADEM,بئر خادم,16,ALGER,الجزائر,36.7150207,3.0481412
1503,BIRKHADEM 2,1,16029,,,BIRKHADEM,بئر خادم,16,ALGER,الجزائر,36.7148914,3.0481468
1701,BOLOGHINE,1,16030,,,BOLOGHINE IBNOU ZIRI,بولوغين,16,ALGER,الجزائر,36.8039417,3.0426667
2299,BORDJ EL KIFFANE,1,16031,,,BORDJ EL KIFFAN,برج الكيفان,16,ALGER,الجزائر,36.7473533,3.1893133
1709,BOUZEREAH,1,16032,,,BOUZAREAH,بوزريعة,16,ALGER,الجزائر,36.791062,3.0149606
1017,DAR EL BEIDA,1,16033,,,DAR EL BEIDA,الدار البيضاء,16,ALGER,الجزائر,36.7119282,3.2137815
1018,DAR EL BEIDA 2,1,16033,,,DAR EL BEIDA,الدار البيضاء,16,ALGER,الجزائر,36.7119982,3.2137076
13950,LA DG,1,16033,,,DAR EL BEIDA,الدار البيضاء,16,ALGER,الجزائر,36.715274,3.203541
1030,EL BIAR BOUGARA,1,16034,,,EL BIAR,الأبيار,16,ALGER,الجزائر,36.7676733,3.0330733
1502,EL BIAR BOUGARA 2,1,16034,,,EL BIAR,الأبيار,16,ALGER,الجزائر,36.7680121,3.033383
1361,EL MOURADIA,1,16035,,,EL MOURADIA,المرادية,16,ALGER,الجزائر,36.7439221,3.0524693
1777,REGHAIA,1,16036,,,REGHAIA,رغاية,16,ALGER,الجزائر,36.7381537,3.3422959
1778,REGHAIA 2,1,16036,,,REGHAIA,رغاية,16,ALGER,الجزائر,36.7381693,3.3423474
1500,HASSIBA BEN BOUALI,1,16037,,,ALGER CENTRE,الجزائر الوسطى,16,ALGER,الجزائر,36.76556,3.0558717
1501,HASSIBA BEN BOUALI 2,1,16037,,,ALGER CENTRE,الجزائر الوسطى,16,ALGER,الجزائر,36.7654035,3.0560108
1085,07 MERVEILLES,1,16038,,,ALGER CENTRE,الجزائر الوسطى,16,ALGER,الجزائر,36.774375,3.0517833
1706,K.BOUKHALFA,1,16039,,,ALGER CENTRE,الجزائر الوسطى,16,ALGER,الجزائر,36.7678849,3.0546981
1714,ROSTOMIA,1,16040,,,BENI MESSOUS,بني مسوس,16,ALGER,الجزائر,36.7696616,3.0063947
1357,TREK IBN ZIAD,1,16041,,,OUED KORICHE,وادي قريش,16,ALGER,الجزائر,36.781202,3.0450412
1385,CITE MALKI,1,16043,,,BEN AKNOUN,بن عكنون,16,ALGER,الجزائر,36.7533311,3.0236576
1708,BENI MESSOUS,1,16044,,,BENI MESSOUS,بني مسوس,16,ALGER,الجزائر,36.7815737,2.9846365
1381,BIRTOUTA,1,16045,,,BIRTOUTA,بئر توتة,16,ALGER,الجزائر,36.6432617,2.9998267
2418,COMPLEXE BIRTOUTA,1,16045,,,BIRTOUTA,بئر توتة,16,ALGER,الجزائر,36.6318823,3.0084047
15119,BIRTOUTA 2,1,16045,,,BIRTOUTA,بئر توتة,16,ALGER,الجزائر,36.6434322,2.9996652
1514,BORDJ EL BAHRI,1,16046,,,BORDJ EL BAHRI,برج البحري,16,ALGER,الجزائر,36.7914869,3.2501462
1710,DELY IBRAHIM,1,16047,,,DELY BRAHIM,دالي ابراهيم,16,ALGER,الجزائر,36.7514468,2.9817407
1382,DOUERA,1,16049,,,DOUERA,الدويرة,16,ALGER,الجزائر,36.6691932,2.9433507
1711,DRARIA,1,16050,,,DRARIA,الدرارية,16,ALGER,الجزائر,36.7120954,2.997559
13044,CITY CENTER CARREFOUR,1,16051,,,EL HARRACH,الحراش,16,ALGER,الجزائر,36.7297362,3.1791417
1022,EL MOURADIA AOUDIA,1,16052,,,EL MOURADIA,المرادية,16,ALGER,الجزائر,36.7464018,3.0508723
1499,EL MOURADIA AOUDIA 2,1,16052,,,EL MOURADIA,المرادية,16,ALGER,الجزائر,36.7464048,3.0509627
2149,HAI EL BADR,1,16053,,,EL MAGHARIA,المغارية,16,ALGER,الجزائر,36.7205368,3.0963431
1376,HAI EL FIDA,1,16054,,,BOUROUBA,بوروبة,16,ALGER,الجزائر,36.7174666,3.1294117
2434,KOUBA EL ANASSER,1,16055,,,KOUBA,القبة,16,ALGER,الجزائر,36.7353646,3.0764725
15495,KOUBA GARIDI,1,16056,,,KOUBA,القبة,16,ALGER,الجزائر,36.7278693,3.0666521
13379,GARDE REPUBLICAINE ALGERIENNE,1,16057,,,LES EUCALYPTUS,الكاليتوس,16,ALGER,الجزائر,36.667327,3.145046
5509,C.O.T.P.R DAR EL BEIDA,1,16059,,,OUED SMAR,وادي السمار,16,ALGER,الجزائر,36.7062199,3.1691261
1366,RAIS HAMIDOU,1,16060,,,RAIS HAMIDOU,الرايس حميدو,16,ALGER,الجزائر,36.81819,3.01105
1380,SIDI MOUSSA,1,16061,,,SIDI MOUSSA,سيدي موسى,16,ALGER,الجزائر,36.6056889,3.0900469
1716,STAOUALI,1,16062,,,STAOUELI,سطاوالي,16,ALGER,الجزائر,36.7527856,2.8875185
13570,ZERALDA LS1,1,16063,,,ZERALDA,زرالدة,16,ALGER,الجزائر,36.7153438,2.8433137
13571,ZERALDA LS2,1,16063,,,ZERALDA,زرالدة,16,ALGER,الجزائر,36.715348,2.8433152
13572,ZERALDA LS3,1,16063,,,ZERALDA,زرالدة,16,ALGER,الجزائر,36.7153482,2.8432911
13573,ZERALDA LS4,1,16063,,,ZERALDA,زرالدة,16,ALGER,الجزائر,36.7153337,2.8432837
2334,AIN NAADJA HB,1,16064,,,DJASR KASENTINA,جسر قسنطينة,16,ALGER,الجزائر,36.69456,3.0803617
1368,AIN NAADJA,1,16065,,,DJASR KASENTINA,جسر قسنطينة,16,ALGER,الجزائر,36.6975141,3.0802197
1364,FRERES BELLILI,1,16066,,,ALGER CENTRE,الجزائر الوسطى,16,ALGER,الجزائر,36.78034,3.0547
1703,HACENE ASKRI,1,16068,,,OUED KORICHE,وادي قريش,16,ALGER,الجزائر,36.7849217,3.044395
10878,AHCEN DJANKI,1,16069,,,EL MAGHARIA,المغارية,16,ALGER,الجزائر,36.7321774,3.1076037
1707,BABA HASSEN,1,16081,,,BABA HASSEN,بابا حسن,16,ALGER,الجزائر,36.6952567,2.9711578
1702,HAMMAMET,1,16082,,,EL HAMMAMET,الحمامات,16,ALGER,الجزائر,36.813155,2.9904783
10875,CAP CAXINE,1,16085,,,EL HAMMAMET,الحمامات,16,ALGER,الجزائر,36.8110483,2.955535
1371,DERGANA,1,16087,,,BORDJ EL KIFFAN,برج الكيفان,16,ALGER,الجزائر,36.7733776,3.2617699
1372,DIAR EL DJEMAA,1,16088,,,BACHDJARAH,باش جراح,16,ALGER,الجزائر,36.7272131,3.1271206
1712,EL HAMMADIA BOUZAREAH,1,16089,,,BOUZAREAH,بوزريعة,16,ALGER,الجزائر,36.7773277,3.0096121
2337,HAI EL DJAMIL,1,16090,,,OUED SMAR,وادي السمار,16,ALGER,الجزائر,36.712244,3.1579717
2332,KHERAICIA,1,16091,,,KHRAICIA,الخرايسية,16,ALGER,الجزائر,36.6773167,2.9830717
1378,KOUBA CITE SEMROUNI,1,16092,,,KOUBA,القبة,16,ALGER,الجزائر,36.7183892,3.0906893
1713,MEHELMA,1,16093,,,MAHELMA,المعالمة,16,ALGER,الجزائر,36.6808333,2.8759826
1715,SAOULA,1,16095,,,SAOULA,السحاولة,16,ALGER,الجزائر,36.7026296,3.0250905
13104,CRF SIDI FREDJ,CLOSED (OFFLINE),16096,,,STAOUELI,سطاوالي,16,ALGER,الجزائر,,
1383,SOUIDANIA,1,16097,,,SOUIDANIA,سويدانية,16,ALGER,الجزائر,36.708349,2.9127307
1387,TESSAL EL MERDJA,1,16099,,,TESSALA EL MERDJA,تسالة المرجة,16,ALGER,الجزائر,36.6311303,2.9458983
14616,TIXERAINE ,1,16100,,,BIRKHADEM,بئر خادم,16,ALGER,الجزائر,36.7193129,3.0316885
1508,ALGER PLAGE,1,16103,,,BORDJ EL BAHRI,برج البحري,16,ALGER,الجزائر,36.792256,3.2374008
1509,ALGER PLAGE 2,1,16103,,,BORDJ EL BAHRI,برج البحري,16,ALGER,الجزائر,36.792313,3.2373903
1384,EL ACHOUR,1,16104,,,EL ACHOUR,العاشور,16,ALGER,الجزائر,36.7331801,2.9920132
1048,OUED ROMANE,1,16106,,,EL ACHOUR,العاشور,16,ALGER,الجزائر,36.7416807,2.9961501
1353,CHERAGA ELAMARA,1,16113,,,CHERAGA,الشراقة,16,ALGER,الجزائر,36.7579973,2.9503568
1373,EL MARSA,1,16115,,,EL MARSA,المرسى,16,ALGER,الجزائر,36.8106322,3.2543174
2421,HERAOUA,1,16116,,,HARAOUA,هراوة,16,ALGER,الجزائر,36.7752614,3.3032022
1389,OULED CHEBEL,1,16118,,,OULED CHEBEL,أولاد شبل,16,ALGER,الجزائر,36.595235,2.9939341
1388,OUELD MENDEL,1,16119,,,DOUERA,الدويرة,16,ALGER,الجزائر,36.6491183,2.9750117
1391,AIN BENIAN 11 DECEMBRE,1,16120,,,AIN BENIAN,عين بنيان,16,ALGER,الجزائر,36.8032034,2.9399956
3813,RAHMANIA,1,16121,,,RAHMANIA,الرحمانية,16,ALGER,الجزائر,36.680475,2.9064132
14858,SIDI HASSEN,1,16125,,,CHERAGA,الشراقة,16,ALGER,الجزائر,36.7716796,2.938098
1375,FRERES ACHOURI,1,16129,,,DAR EL BEIDA,الدار البيضاء,16,ALGER,الجزائر,36.7221772,3.21041
14788,HAI BRAHIMI MOHAMED,1,16133,,,SOUIDANIA,سويدانية,16,ALGER,الجزائر,36.7210593,2.9153228
15335,BROSSETTE,1,16136,,,HUSSEIN DEY,حسين داي,16,ALGER,الجزائر,36.7387906,3.1046405
1063,BARAKI MED BELARBI,1,16139,,,BARAKI,براقي,16,ALGER,الجزائر,36.66764,3.0960067
14857,BARAKI CITE TOUILEB,1,16142,,,DJASR KASENTINA,جسر قسنطينة,16,ALGER,الجزائر,36.7034235,3.0817175
1370,BENTALHA,1,16143,,,BARAKI,براقي,16,ALGER,الجزائر,36.6483567,3.0839767
5154,PROTECTION CIVIL FRERE ZMIRLI,1,16144,,,EL HARRACH,الحراش,16,ALGER,الجزائر,36.705054,3.125105
