id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,type,type_label_fr,type_label_ar,sector,slug
10-epsp-01,Etablissement Public de Santé de Proximité Ahnif,Etablissement Public de Santé de Proximité Ahnif,المؤسسة العمومية للصحة الجوارية أحنيف,10,,,,,approximate,none,msp,"{""msp"":""4508""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-ahnif
10-epsp-02,Etablissement Public de Santé de Proximité Ain Bessam,Etablissement Public de Santé de Proximité Ain Bessam,المؤسسة العمومية للصحة الجوارية عين بسام,10,1035,Ain-Bessem,36.296667,3.67,approximate,commune_centroid,msp,"{""msp"":""4510""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-ain-bessam
10-epsp-03,Etablissement Public de Santé de Proximité Bouira,Etablissement Public de Santé de Proximité Bouira,المؤسسة العمومية للصحة الجوارية البويرة,10,1001,Bouira,36.37763,3.896235,approximate,commune_centroid,msp,"{""msp"":""4512""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-bouira
10-epsp-04,Etablissement Public de Santé de Proximité Lakhdaria,Etablissement Public de Santé de Proximité Lakhdaria,المؤسسة العمومية للصحة الجوارية الأخضرية,10,1013,Lakhdaria,36.56448,3.59675,approximate,commune_centroid,msp,"{""msp"":""4514""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-lakhdaria
10-epsp-05,Etablissement Public de Santé de Proximité Sour El Ghozlane,Etablissement Public de Santé de Proximité Sour El Ghozlane,المؤسسة العمومية للصحة الجوارية سور الغزلان,10,1038,Sour El Ghozlane,36.14766,3.69123,approximate,commune_centroid,msp,"{""msp"":""4517""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-sour-el-ghozlane
11-ehs-01,Etablissement Hospitalier Spécialisé Mère et Enfant Tamenghasset,Etablissement Hospitalier Spécialisé Mère et Enfant Tamenghasset,المؤسسة الاستشفائية المتخصصة الأم والطفل تمنراست,11,,,,,approximate,none,msp,"{""msp"":""4532""}",ehs,Établissement Hospitalier Spécialisé,المؤسسة الاستشفائية المتخصصة,public,etablissement-hospitalier-specialise-mere-et-enfant-tamenghasset
11-eph-01,Etablissement Public Hospitalier Tamenrasset,Etablissement Public Hospitalier Tamenrasset,المؤسسة العمومية الاستشفائية تمنراست,11,1101,Tamanrasset,22.788821,5.52278,approximate,commune_centroid,msp,"{""msp"":""3725""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-tamenrasset
11-epsp-01,Etablissement Public de Santé de Proximité Abalessa (silet),Etablissement Public de Santé de Proximité Abalessa (silet),,11,,,,,approximate,none,msp,"{""msp"":""4527""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-abalessa-silet-2
11-epsp-02,Etablissement Public de Santé de Proximité In M’guel,Etablissement Public de Santé de Proximité In M’guel,,11,,,,,approximate,none,msp,"{""msp"":""3727""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-in-mguel
11-epsp-03,Etablissement Public de Santé de Proximité Tamenghasset,Etablissement Public de Santé de Proximité Tamenghasset,,11,,,,,approximate,none,msp,"{""msp"":""3729""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-tamenghasset
11-epsp-04,Etablissement Public de Santé de Proximité Tazrouk,Etablissement Public de Santé de Proximité Tazrouk,المؤسسة العمومية للصحة الجوارية تاظروك,11,1106,Tazrouk,23.4133,6.265556,approximate,commune_centroid,msp,"{""msp"":""4526""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-tazrouk
11-epsp-05,المؤسسة العمومية للصحة الجوارية أبلسة,,المؤسسة العمومية للصحة الجوارية أبلسة,11,,Abelsa,22.89,4.84722,approximate,commune_centroid,msp,"{""msp"":""4529""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a9-%d8%a7%d9%84%d8%b9%d9%85%d9%88%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%b5%d8%ad%d8%a9-%d8%a7%d9%84%d8%ac%d9%88%d8%a7%d8%b1%d9%8a%d8%a9-%d8%a3%d8%a8%d9%84%d8%b3
11-epsp-06,المؤسسة العمومية للصحة الجوارية إن أمقل,,المؤسسة العمومية للصحة الجوارية إن أمقل,11,1109,Ain Amguel,23.690893,5.149845,exact,osm_point,msp,"{""osm"":""node/4202804189"",""msp"":""3728""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a9-%d8%a7%d9%84%d8%b9%d9%85%d9%88%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%b5%d8%ad%d8%a9-%d8%a7%d9%84%d8%ac%d9%88%d8%a7%d8%b1%d9%8a%d8%a9-%d8%a5%d9%86-%d8%a3%d9%85
11-epsp-07,المؤسسة العمومية للصحة الجوارية تامنغست,,المؤسسة العمومية للصحة الجوارية تامنغست,11,,,,,approximate,none,msp,"{""msp"":""3730""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a9-%d8%a7%d9%84%d8%b9%d9%85%d9%88%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%b5%d8%ad%d8%a9-%d8%a7%d9%84%d8%ac%d9%88%d8%a7%d8%b1%d9%8a%d8%a9-%d8%aa%d8%a7%d9%85%d9%86
12-ehs-01,Etablissement Hospitalier Spécialisé Gynecologie Obstetrique Khaldi Abdelaziz,Etablissement Hospitalier Spécialisé Gynecologie Obstetrique Khaldi Abdelaziz,المؤسسة الإستشفائية المتخصصة في طب النساء و التوليد مستشفى خالدي عبد العزيز,12,,,,,approximate,none,msp,"{""msp"":""3739""}",ehs,Établissement Hospitalier Spécialisé,المؤسسة الاستشفائية المتخصصة,public,etablissement-hospitalier-specialise-gynecologie-obstetrique-khaldi-abdelaziz
12-eph-01,Etablissement Public Hospitalier Alia Salah Tebessa,Etablissement Public Hospitalier Alia Salah Tebessa,المؤسسة العمومية الإستشفائية عاليا صالح تبسة,12,1201,Tebessa,35.399577,8.105059,exact,osm_point,msp,"{""osm"":""way/209416146"",""msp"":""3734""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-alia-salah-tebessa
12-eph-02,Etablissement Public Hospitalier Bir El Ater,Etablissement Public Hospitalier Bir El Ater,المؤسسة العمومية الإستشفائية بئر العاتر,12,,,,,approximate,none,msp,"{""msp"":""3741""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-bir-el-ater
12-eph-03,Etablissement Public Hospitalier Bouguerra Boulaares Bekkeria Tebessa,Etablissement Public Hospitalier Bouguerra Boulaares Bekkeria Tebessa,المؤسسة العمومية الإستشفائية بوقرة بولعراس بكارية,12,1217,Bekkaria,35.366667,8.242222,approximate,commune_centroid,msp,"{""msp"":""4554""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-bouguerra-boulaares-bekkeria-tebessa
12-eph-04,Etablissement Public Hospitalier Cheria,Etablissement Public Hospitalier Cheria,المؤسسة العمومية الإستشفائية الشريعة,12,1203,Cheria,35.268483,7.747102,approximate,commune_centroid,msp,"{""msp"":""4534""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-cheria
12-eph-05,Etablissement Public Hospitalier El Aouinet,Etablissement Public Hospitalier El Aouinet,المؤسسة العمومية الإستشفائية العوينات,12,1205,El-Aouinet,35.867,7.887778,approximate,commune_centroid,msp,"{""msp"":""4536""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-el-aouinet
12-eph-06,Etablissement Public Hospitalier Morsot,Etablissement Public Hospitalier Morsot,المؤسسة العمومية الإستشفائية مرسط,12,1212,Morsott,35.66944,8.01667,approximate,commune_centroid,msp,"{""msp"":""4538""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-morsot
12-eph-07,Etablissement Public Hospitalier Ouenza,Etablissement Public Hospitalier Ouenza,المؤسسة العمومية الإستشفائية الونزة,12,1219,Ouenza,35.9533,8.12917,approximate,commune_centroid,msp,"{""msp"":""4540""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-ouenza
12-epsp-01,Etablissement Public de Santé de Proximité Bir El Ater,Etablissement Public de Santé de Proximité Bir El Ater,المؤسسة العمومية للصحة الجوارية بئر العاتر,12,,,,,approximate,none,msp,"{""msp"":""4542""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-bir-el-ater
12-epsp-02,Etablissement Public de Santé de Proximité Cheria,Etablissement Public de Santé de Proximité Cheria,المؤسسة العمومية للصحة الجوارية الشريعة,12,1203,Cheria,35.268483,7.747102,approximate,commune_centroid,msp,"{""msp"":""4544""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-cheria
12-epsp-03,Etablissement Public de Santé de Proximité El Aouinet,Etablissement Public de Santé de Proximité El Aouinet,مدير المؤسسة العمومية للصحة الجوارية لعوينات,12,1205,El-Aouinet,35.867,7.887778,approximate,commune_centroid,msp,"{""msp"":""4546""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-el-aouinet
12-epsp-04,Etablissement Public de Santé de Proximité Negrine,Etablissement Public de Santé de Proximité Negrine,المؤسسة العمومية للصحة الجوارية نقرين,12,,,,,approximate,none,msp,"{""msp"":""4548""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-negrine
12-epsp-05,Etablissement Public de Santé de Proximité Ouenza,Etablissement Public de Santé de Proximité Ouenza,المؤسسة العمومية للصحة الجوارية الونزة,12,1219,Ouenza,35.9533,8.12917,approximate,commune_centroid,msp,"{""msp"":""4550""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-ouenza
12-epsp-06,Etablissement Public de Santé de Proximité Tebessa,Etablissement Public de Santé de Proximité Tebessa,المؤسسة العمومية للصحة الجوارية تبسة,12,1201,Tebessa,35.405556,8.12417,approximate,commune_centroid,msp,"{""msp"":""4552""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-tebessa
13-chu-01,Centre Hospitalo Universitaire Tlemcen,Centre Hospitalo Universitaire Tlemcen,المستشفى الإستشفائي الجامعي تلمسان,13,1301,Tlemcen,34.882777,-1.316667,approximate,commune_centroid,msp,"{""msp"":""3751""}",chu,Centre Hospitalo-Universitaire,المركز الاستشفائي الجامعي,public,centre-hospitalo-universitaire-tlemcen
13-ehs-01,Etablissement Hospitalier Spécialisé Mere et Enfant Tlemcen,Etablissement Hospitalier Spécialisé Mere et Enfant Tlemcen,المؤسسة الإستشفائية المتخصصة مستشفى الأم والطفل تلمسان,13,1301,Tlemcen,34.863915,-1.303004,exact,osm_point,msp,"{""osm"":""node/8873173032"",""msp"":""4560""}",ehs,Établissement Hospitalier Spécialisé,المؤسسة الاستشفائية المتخصصة,public,etablissement-hospitalier-specialise-mere-et-enfant-tlemcen
13-eph-01,Etablissement Public Hospitalier Ghazaouet,Etablissement Public Hospitalier Ghazaouet,المؤسسة العمومية الاستشفائية الغزوات,13,1307,Ghazaouet,35.093858,-1.86038,approximate,commune_centroid,msp,"{""msp"":""4558""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-ghazaouet
13-eph-02,Etablissement Public Hospitalier Maghnia,Etablissement Public Hospitalier Maghnia,المؤسسة العمومية الاستشفائية مغنية,13,1327,Maghnia,34.85345,-1.730556,approximate,commune_centroid,msp,"{""msp"":""4556""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-maghnia
13-eph-03,Etablissement Public Hospitalier Nedroma,Etablissement Public Hospitalier Nedroma,المؤسسة العمومية الإستشفائية ندرومة,13,1340,Nedroma,35.01361,-1.748,approximate,commune_centroid,msp,"{""msp"":""4562""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-nedroma
13-eph-04,Etablissement Public Hospitalier Ramchi,Etablissement Public Hospitalier Ramchi,المؤسسة العمومية الاستشفائية الرمشي,13,1304,Remchi,35.06196,-1.43362,approximate,commune_centroid,msp,"{""msp"":""3744""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-ramchi
13-eph-05,Etablissement Public Hospitalier Sebdou,Etablissement Public Hospitalier Sebdou,المؤسسة العمومية الإستشفائية سبدو,13,1335,Sebdou,34.639444,-1.32694,approximate,commune_centroid,msp,"{""msp"":""3746""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-sebdou
13-epsp-01,Etablissement Public de Santé de Proximité Bab El Assa,Etablissement Public de Santé de Proximité Bab El Assa,المؤسسة العمومية للصحة الجوارية باب العسة,13,1318,Bab El Assa,34.960846,-2.030707,exact,osm_point,msp,"{""osm"":""node/4707259891"",""msp"":""4564""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-bab-el-assa
13-epsp-02,Etablissement Public de Santé de Proximité Ghazaouet,Etablissement Public de Santé de Proximité Ghazaouet,المؤسسة العمومية للصحة الجوارية الغزوات,13,1307,Ghazaouet,35.093858,-1.86038,approximate,commune_centroid,msp,"{""msp"":""4566""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-ghazaouet
13-epsp-03,Etablissement Public de Santé de Proximité Maghnia,Etablissement Public de Santé de Proximité Maghnia,المؤسسة العمومية للصحة الجوارية مغنية,13,1327,Maghnia,34.85345,-1.730556,approximate,commune_centroid,msp,"{""msp"":""4568""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-maghnia
13-epsp-04,Etablissement Public de Santé de Proximité Ouled Mimoune,Etablissement Public de Santé de Proximité Ouled Mimoune,المؤسسة العمومية للصحة الجوارية أولاد ميمون,13,1313,Ouled Mimoun,34.90472,-1.0347,approximate,commune_centroid,msp,"{""msp"":""4572""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-ouled-mimoune
13-epsp-05,Etablissement Public de Santé de Proximité Remchi,Etablissement Public de Santé de Proximité Remchi,المؤسسة العمومية للصحة الجوارية الرمشي,13,1304,Remchi,35.06196,-1.43362,approximate,commune_centroid,msp,"{""msp"":""4574""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-remchi
13-epsp-06,Etablissement Public de Santé de Proximité Sebdou,Etablissement Public de Santé de Proximité Sebdou,المؤسسة العمومية للصحة الجوارية سبدو,13,1335,Sebdou,34.639444,-1.32694,approximate,commune_centroid,msp,"{""msp"":""4576""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-sebdou
13-epsp-07,Etablissement Public de Santé de Proximité Tlemcen,Etablissement Public de Santé de Proximité Tlemcen,المؤسسة العمومية للصحة الجوارية تلمسان,13,1301,Tlemcen,34.882777,-1.316667,approximate,commune_centroid,msp,"{""msp"":""4578""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-tlemcen
14-ehs-01,Etablissement Hospitalier Spécialisé en Gyneco Obstetrique Zahra Aourai de Tiaret,Etablissement Hospitalier Spécialisé en Gyneco Obstetrique Zahra Aourai de Tiaret,المؤسسة الإستشفائية المتخصصة في طب النساء و التوليد زهرة عوراي تيارت,14,1401,Tiaret,35.365167,1.315719,exact,osm_point,msp,"{""osm"":""way/459829508"",""msp"":""3764""}",ehs,Établissement Hospitalier Spécialisé,المؤسسة الاستشفائية المتخصصة,public,etablissement-hospitalier-specialise-en-gyneco-obstetrique-zahra-aourai-de-tiaret
14-ehs-02,"Etablissement Hospitalier Spécialisé en Orl, Stomatologie, et Ophtalmologie de Tiaret","Etablissement Hospitalier Spécialisé en Orl, Stomatologie, et Ophtalmologie de Tiaret",المؤسسة الإستشفائية المتخصصة في أمراض العيون الأذن ، الأنف ، الحنجرة و جراحة الأسنان تيارت,14,1401,Tiaret,35.376641,1.320233,exact,osm_point,msp,"{""osm"":""way/308321761"",""msp"":""4580""}",ehs,Établissement Hospitalier Spécialisé,المؤسسة الاستشفائية المتخصصة,public,etablissement-hospitalier-specialise-en-orl-stomatologie-et-ophtalmologie-de-tiaret
14-ehs-03,Etablissement Hospitalier Spécialisé Psychiatrique Tiaret,Etablissement Hospitalier Spécialisé Psychiatrique Tiaret,المؤسسة الإستشفائية المتخصصة في الأمراض العقلية تيارت,14,1401,Tiaret,35.386586,1.312363,exact,osm_point,msp,"{""osm"":""way/983233983"",""msp"":""3769""}",ehs,Établissement Hospitalier Spécialisé,المؤسسة الاستشفائية المتخصصة,public,etablissement-hospitalier-specialise-psychiatrique-tiaret
14-eph-01,Etablissement Public Hospitalier Frenda,Etablissement Public Hospitalier Frenda,المؤسسة العمومية الإستشفائية فرندة,14,1427,Frenda,35.05,1.053825,approximate,commune_centroid,msp,"{""msp"":""4581""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-frenda
14-eph-02,Etablissement Public Hospitalier Ksar Chellala,Etablissement Public Hospitalier Ksar Chellala,المؤسسة العمومية الإستشفائية قصر الشلالة,14,,,,,approximate,none,msp,"{""msp"":""4583""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-ksar-chellala
14-eph-03,Etablissement Public Hospitalier Mahdia,Etablissement Public Hospitalier Mahdia,المؤسسة العمومية الإستشفائية مهدية,14,1415,Mahdia,35.427088,1.755,approximate,commune_centroid,msp,"{""msp"":""4584""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-mahdia
14-eph-04,Etablissement Public Hospitalier Sougueur Tiaret,Etablissement Public Hospitalier Sougueur Tiaret,,14,1416,Sougueur,35.18568,1.49612,approximate,commune_centroid,msp,"{""msp"":""4582""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-sougueur-tiaret
14-eph-05,Etablissement Public Hospitalier Tiaret,Etablissement Public Hospitalier Tiaret,,14,1401,Tiaret,35.3667,1.3167,approximate,commune_centroid,msp,"{""msp"":""3753""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-tiaret
14-eph-06,المؤسسة العمومية الإستشفائية تيارت,,المؤسسة العمومية الإستشفائية تيارت,14,1401,Tiaret,35.3667,1.3167,approximate,commune_centroid,msp,"{""msp"":""3754""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a9-%d8%a7%d9%84%d8%b9%d9%85%d9%88%d9%85%d9%8a%d8%a9-%d8%a7%d9%84%d8%a5%d8%b3%d8%aa%d8%b4%d9%81%d8%a7%d8%a6%d9%8a%d8%a9-%d8%aa%d9%8a%d8%a7%d8%b1%d8%aa
14-eph-07,المؤسسة العمومية الإستشفائية سوقر تيارت,,المؤسسة العمومية الإستشفائية سوقر تيارت,14,1401,Tiaret,35.3667,1.3167,approximate,commune_centroid,msp,"{""msp"":""4586""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a9-%d8%a7%d9%84%d8%b9%d9%85%d9%88%d9%85%d9%8a%d8%a9-%d8%a7%d9%84%d8%a5%d8%b3%d8%aa%d8%b4%d9%81%d8%a7%d8%a6%d9%8a%d8%a9-%d8%b3%d9%88%d9%82%d8%b1-%d8%aa%d9%8a
14-epsp-01,Etablissement Public de Santé de Proximité Ain Deheb,Etablissement Public de Santé de Proximité Ain Deheb,المؤسسة العمومية للصحة الجوارية عين الذهب,14,1406,Ain Deheb,34.8422,1.545077,approximate,commune_centroid,msp,"{""msp"":""4590""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-ain-deheb
14-epsp-02,Etablissement Public de Santé de Proximité Ain El Hadid,Etablissement Public de Santé de Proximité Ain El Hadid,المؤسسة العمومية للصحة الجوارية عين الحديد,14,1418,Ain El Hadid,35.055802,0.885517,exact,osm_point,msp,"{""osm"":""node/13040019631"",""msp"":""4591""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-ain-el-hadid
14-epsp-03,Etablissement Public de Santé de Proximité Ain Kermes,Etablissement Public de Santé de Proximité Ain Kermes,المؤسسة العمومية للصحة الجوارية عين كرمس,14,1428,Ain Kermes,34.908176,1.10807,approximate,commune_centroid,msp,"{""msp"":""4592""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-ain-kermes
14-epsp-04,Etablissement Public de Santé de Proximité Kasr Chellala,Etablissement Public de Santé de Proximité Kasr Chellala,المؤسسة العمومية للصحة الجوارية قصر الشلالة,14,,,,,approximate,none,msp,"{""msp"":""4593""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-kasr-chellala
14-epsp-05,Etablissement Public de Santé de Proximité Mahdia,Etablissement Public de Santé de Proximité Mahdia,المؤسسة العمومية للصحة الجوارية مهدية,14,1415,Mahdia,35.427088,1.755,approximate,commune_centroid,msp,"{""msp"":""4594""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-mahdia
14-epsp-06,Etablissement Public de Santé de Proximité Rahouia Tiaret,Etablissement Public de Santé de Proximité Rahouia Tiaret,المؤسسة العمومية للصحة الجوارية الرحوية,14,1414,Rahouia,35.530278,1.6,approximate,commune_centroid,msp,"{""msp"":""4601""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-rahouia-tiaret
14-epsp-07,Etablissement Public de Santé de Proximité Tiaret,Etablissement Public de Santé de Proximité Tiaret,المؤسسة العمومية للصحة الجوارية تيارت,14,1401,Tiaret,35.3667,1.3167,approximate,commune_centroid,msp,"{""msp"":""4600""}",epsp,Établissement Public de Santé de Proximité,المؤسسة العمومية للصحة الجوارية,public,etablissement-public-de-sante-de-proximite-tiaret
15-chu-01,Centre Hospitalo Universitaire Tizi Ouzou,Centre Hospitalo Universitaire Tizi Ouzou,المركز الإستشفائي الجامعي تيزي وزو,15,1501,Tizi-Ouzou,36.733333,4.05,approximate,commune_centroid,msp,"{""msp"":""3771""}",chu,Centre Hospitalo-Universitaire,المركز الاستشفائي الجامعي,public,centre-hospitalo-universitaire-tizi-ouzou
15-ehs-01,Etablissement Hospitalier Spécialisé Cac Draa Ben Khedda,Etablissement Hospitalier Spécialisé Cac Draa Ben Khedda,المؤسسة الاستشفائية المتخصصة في مكافحة أمراض السرطان دراع بن خدة,15,1547,Draa-Ben-Khedda,36.729322,3.969841,exact,osm_point,msp,"{""osm"":""way/622018246"",""msp"":""4637""}",ehs,Établissement Hospitalier Spécialisé,المؤسسة الاستشفائية المتخصصة,public,etablissement-hospitalier-specialise-cac-draa-ben-khedda
15-ehs-02,Etablissement Hospitalier Spécialisé Clinique de Chirurgie Cardiaque Pediatrique Draa Ben Khedda,Etablissement Hospitalier Spécialisé Clinique de Chirurgie Cardiaque Pediatrique Draa Ben Khedda,المؤسسة الإستشفائية المتخصصة عيادة جراحة القلب للأطفال ذراع بن خدة,15,1547,Draa-Ben-Khedda,36.727852,3.969112,exact,osm_point,msp,"{""osm"":""way/344335938"",""msp"":""3773""}",ehs,Établissement Hospitalier Spécialisé,المؤسسة الاستشفائية المتخصصة,public,etablissement-hospitalier-specialise-clinique-de-chirurgie-cardiaque-pediatrique-draa-ben-khedda
15-ehs-03,Etablissement Hospitalier Spécialisé Gynécologie Obstétrique Sbihi Tassadit,Etablissement Hospitalier Spécialisé Gynécologie Obstétrique Sbihi Tassadit,المؤسسة الإستشفائية المتخصصة في طب النساء و التوليد صبحى تسعديت,15,,,,,approximate,none,msp,"{""msp"":""3775""}",ehs,Établissement Hospitalier Spécialisé,المؤسسة الاستشفائية المتخصصة,public,etablissement-hospitalier-specialise-gynecologie-obstetrique-sbihi-tassadit
15-ehs-04,Etablissement Hospitalier Spécialisé Psychiatrie Fernane Hanafi,Etablissement Hospitalier Spécialisé Psychiatrie Fernane Hanafi,المؤسسة الإستشفائية المتخصصة في الامراض العقلية فرنان حنفي,15,,,,,approximate,none,msp,"{""msp"":""4604""}",ehs,Établissement Hospitalier Spécialisé,المؤسسة الاستشفائية المتخصصة,public,etablissement-hospitalier-specialise-psychiatrie-fernane-hanafi
15-eph-01,Etablissement Public Hospitalier Ain El Hammam,Etablissement Public Hospitalier Ain El Hammam,المؤسسة العمومية الإستشفائية عين الحمام,15,1502,Ain-El-Hammam,36.57056,4.31111,approximate,commune_centroid,msp,"{""msp"":""4606""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-ain-el-hammam
15-eph-02,Etablissement Public Hospitalier Azeffoune,Etablissement Public Hospitalier Azeffoune,المؤسسة العمومية الإستشفائية أزفون,15,1537,Azeffoun,36.889531,4.424015,approximate,commune_centroid,msp,"{""msp"":""4608""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-azeffoune
15-eph-03,Etablissement Public Hospitalier Azzazga,Etablissement Public Hospitalier Azzazga,المؤسسة العمومية الإستشفائية عزازقة,15,1518,Azazga,36.74472,4.37222,approximate,commune_centroid,msp,"{""msp"":""4610""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-azzazga
15-eph-04,Etablissement Public Hospitalier Boghni,Etablissement Public Hospitalier Boghni,المؤسسة العمومية الإستشفائية بوغني,15,1540,Boghni,36.54222,3.95306,approximate,commune_centroid,msp,"{""msp"":""4612""}",eph,Établissement Public Hospitalier,المؤسسة العمومية الاستشفائية,public,etablissement-public-hospitalier-boghni
