id,name,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,type,type_label_fr,type_label_ar,address,operator_wilaya
12-004,ESO000470,12,1219,Ouenza,35.9467,8.13389,exact,operator_api,ooredoo,"{""ooredoo"":""1467384""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. EL BIADA NOUVELLE LOCAL N°2,Tebessa
12-005,EO TEBESSA,12,1201,Tebessa,35.4003,8.11639,exact,operator_api,ooredoo,"{""ooredoo"":""1467537""}",EO,Espace Ooredoo,فضاء أوريدو,"Cte APC 130/31, Local 4 - TEBESSA",Tebessa
13-001,EO TLEMCEN LMAMA,13,1351,Mansourah,34.8865,-1.33971,exact,operator_api,ooredoo,"{""ooredoo"":""1422988""}",EO,Espace Ooredoo,فضاء أوريدو,MANSOURA,Tlemcen
13-002,ESO000017,13,1301,Tlemcen,34.8794,-1.31139,exact,operator_api,ooredoo,"{""ooredoo"":""1422994""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,07 BD.  DOCTEUR DEMERDJI,Tlemcen
13-003,ESO000354,13,1350,Chetouane,34.9184,-1.32499,exact,operator_api,ooredoo,"{""ooredoo"":""1422996""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOT N8 PROJET 144 LOGTS PARTICIP LOCAL 8 OUJLIDA,Tlemcen
13-004,ESO000373,13,1301,Tlemcen,34.8938,-1.32866,exact,operator_api,ooredoo,"{""ooredoo"":""1422998""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,N 282 CTE. LES DAHLIAS KIFFANE LOCAL C,Tlemcen
13-005,ESO000421,13,1301,Tlemcen,34.8801,-1.30111,exact,operator_api,ooredoo,"{""ooredoo"":""1423000""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.SIDI BOUMEDIENE ARSET EL KEDI LOT 202 coop 26,Tlemcen
13-006,ESO000428,13,1301,Tlemcen,34.8814,-1.30528,exact,operator_api,ooredoo,"{""ooredoo"":""1423002""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOTS 03 RUE GAOUAR HOCINE CITE EL RAHIBA BAB EL DJIAD,Tlemcen
13-007,ESO000654,13,1301,Tlemcen,34.8752,-1.31203,exact,operator_api,ooredoo,"{""ooredoo"":""1423004""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. Sidi Chaker ave les freres Zerrouki N°12 lot 219 copropriete 55 lot 06,Tlemcen
13-008,ESO000778,13,1301,Tlemcen,34.8704,-1.30807,exact,operator_api,ooredoo,"{""ooredoo"":""1423006""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,EL KALAA SUPÉRIEURE LOCAL N°02,Tlemcen
13-009,ESO000514,13,1302,Beni Mester,34.8506,-1.43528,exact,operator_api,ooredoo,"{""ooredoo"":""1423008""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,ZELBOUN CENTRE,Tlemcen
13-010,CSO GHAZAOUET,13,1307,Ghazaouet,35.0994,-1.86056,exact,operator_api,ooredoo,"{""ooredoo"":""1423010""}",CSO,City Shop Ooredoo,متجر أوريدو,Boulevard Sayeh Missoum en face la mosqué,Tlemcen
13-011,ESO000491,13,1313,Ouled Mimoun,34.9035,-1.03507,exact,operator_api,ooredoo,"{""ooredoo"":""1423012""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N°1 ROUTE DE TLEMCEN N°238,Tlemcen
13-012,ESO000694,13,1318,Bab El Assa,34.9664,-2.03116,exact,operator_api,ooredoo,"{""ooredoo"":""1423014""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N°2 CITE 5 JUILLET BAB ASSA TLEMCEN,Tlemcen
13-013,ESO000610,13,1321,Azail,34.6806,-1.44472,exact,operator_api,ooredoo,"{""ooredoo"":""1423016""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N01 TAFFESSERA AZAIL,Tlemcen
13-014,ESO000611,13,1327,Maghnia,34.8511,-1.72889,exact,operator_api,ooredoo,"{""ooredoo"":""1423018""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. DARI OUASSINE LOCAL N°01 LOT 193 COOPROPRIETE 89,Tlemcen
13-015,ESO000689,13,1327,Maghnia,34.8541,-1.73468,exact,operator_api,ooredoo,"{""ooredoo"":""1423020""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N°2 CITE DARI OUASSINI RDC LOT 141 COOP 73,Tlemcen
13-016,ESO000456,13,1329,Souahlia,35.0417,-1.88944,exact,operator_api,ooredoo,"{""ooredoo"":""1423022""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,SOUK FELLAH TOUNANE,Tlemcen
13-017,ESO000667,13,1329,Souahlia,35.0422,-1.88861,exact,operator_api,ooredoo,"{""ooredoo"":""1423024""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.N°25  CHAREF AHEMD ZITOUNI LOCAL N°01 TOUNANE,Tlemcen
13-018,ESO000392,13,1335,Sebdou,34.6333,-1.33111,exact,operator_api,ooredoo,"{""ooredoo"":""1423026""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,06 CTE BOUMEDDANE  MOHAMED RUE 08 MAI 1945,Tlemcen
13-019,ESO000659,13,1335,Sebdou,34.6483,-1.32333,exact,operator_api,ooredoo,"{""ooredoo"":""1423028""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N 2 Cite Chahid Hadj Lati Ahmed,Tlemcen
13-020,ESO000364,13,1340,Nedroma,35.0131,-1.74656,exact,operator_api,ooredoo,"{""ooredoo"":""1423030""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,SUD EST LOT HJIRETE MOUSAAD OU DAKIOUSSE,Tlemcen
13-021,ESO000662,13,1350,Chetouane,34.9128,-1.29175,exact,operator_api,ooredoo,"{""ooredoo"":""1423034""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,AIN DEFLA LOCAL N°01,Tlemcen
13-022,ESO000315,13,1351,Mansourah,34.8806,-1.34639,exact,operator_api,ooredoo,"{""ooredoo"":""1423036""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE.1060 logts IMAMA bat 0 N°1,Tlemcen
13-023,ESO000252,13,1326,Hennaya,34.9522,-1.36639,exact,operator_api,ooredoo,"{""ooredoo"":""1467388""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,7 BD.  LA LIBERTE ET DES MARTYRES,Tlemcen
13-024,EO TLEMCEN 2,13,1301,Tlemcen,34.8865,-1.32331,exact,operator_api,ooredoo,"{""ooredoo"":""1467539""}",EO,Espace Ooredoo,فضاء أوريدو,7 R Med Abdellaoui - Les Amandiers - TLEMCEN,Tlemcen
13-025,EO MAGHNIA,13,1327,Maghnia,34.8503,-1.735,exact,operator_api,ooredoo,"{""ooredoo"":""1467543""}",EO,Espace Ooredoo,فضاء أوريدو,Cité TAFNA N°4 Partie  208 Lotissement  N°36  MEGHNIA,Tlemcen
13-026,CSO CHETOUANE,13,1350,Chetouane,34.9208,-1.29222,exact,operator_api,ooredoo,"{""ooredoo"":""1467619""}",CSO,City Shop Ooredoo,متجر أوريدو,Hay Chetouane a coté de l APC- Chettouane,Tlemcen
14-001,ESO000393,14,1401,Tiaret,35.3729,1.32075,exact,operator_api,ooredoo,"{""ooredoo"":""1423040""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,105 BD BOUABDELLI BOUABDELLAH,Tiaret
14-002,ESO000607,14,1401,Tiaret,35.3754,1.31724,exact,operator_api,ooredoo,"{""ooredoo"":""1423042""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,464 LOT D/140 COOP FRERES BESSAGHIR CITE BELLE VUE,Tiaret
14-003,ESO000609,14,1401,Tiaret,35.3649,1.31237,exact,operator_api,ooredoo,"{""ooredoo"":""1423044""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 500 LOG N°03 ROUTE SOUGHER LOT 37 LOGTS CITE MASSRI EL DJILALI,Tiaret
14-004,ESO000800,14,1401,Tiaret,35.3603,1.3228,exact,operator_api,ooredoo,"{""ooredoo"":""1423047""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 630 Logts D151 lot 132 Coop 87,Tiaret
14-005,ESO000801,14,1401,Tiaret,35.3603,1.3228,exact,operator_api,ooredoo,"{""ooredoo"":""1423051""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,EL BESBES CENTRE,Tiaret
14-006,ESO000806,14,1406,Ain Deheb,34.845,1.54688,exact,operator_api,ooredoo,"{""ooredoo"":""1423053""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,N°16 RUE CHERIF EDDINE,Tiaret
14-007,CSO TIARET,14,1427,Frenda,35.0281,1.06242,exact,operator_api,ooredoo,"{""ooredoo"":""1425529""}",CSO,City Shop Ooredoo,متجر أوريدو,Rue Larbi Tebessi,Tiaret
14-008,ESO000368,14,1415,Mahdia,35.4294,1.75781,exact,operator_api,ooredoo,"{""ooredoo"":""1425549""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,45 R. ABDELKRIM LOCAL N1,Tiaret
14-009,ESO000734,14,1431,Nadorah,35.0433,1.88917,exact,operator_api,ooredoo,"{""ooredoo"":""1425551""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE Sonatrac tounan local 01 Ghazaouet,Tiaret
14-010,ESO000676,14,1416,Sougueur,35.1798,1.49856,exact,operator_api,ooredoo,"{""ooredoo"":""1425557""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,AVE.HASSANI ABDELAH N° 58,Tiaret
14-011,EO TIARET,14,1401,Tiaret,35.3772,1.314,exact,operator_api,ooredoo,"{""ooredoo"":""1467545""}",EO,Espace Ooredoo,فضاء أوريدو,R AMIR Abdelkader N° A67 - TIARET,Tiaret
14-012,CSO SOUGUEUR,14,1416,Sougueur,35.1811,1.48917,exact,operator_api,ooredoo,"{""ooredoo"":""1467615""}",CSO,City Shop Ooredoo,متجر أوريدو,a coté de la poste,Tiaret
15-001,EO TIZI OUZOU 1,15,1501,Tizi-Ouzou,36.7024,4.05266,exact,operator_api,ooredoo,"{""ooredoo"":""1423056""}",EO,Espace Ooredoo,فضاء أوريدو,TIZI OUZOU,Tizi Ouzou
15-002,EO AZAZGA,15,1518,Azazga,36.7467,4.36252,exact,operator_api,ooredoo,"{""ooredoo"":""1423061""}",EO,Espace Ooredoo,فضاء أوريدو,Azzazga,Tizi Ouzou
15-003,ESO000462,15,1501,Tizi-Ouzou,36.6977,4.04766,exact,operator_api,ooredoo,"{""ooredoo"":""1423064""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.BEN SLAMA RAMDANE,Tizi Ouzou
15-004,ESO000737,15,1504,Freha,36.7631,4.31758,exact,operator_api,ooredoo,"{""ooredoo"":""1423066""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,Local N°9 RDC porte N9 cite 300 logts Bat L,Tizi Ouzou
15-005,ESO000382,15,1509,Makouda,36.7906,4.06306,exact,operator_api,ooredoo,"{""ooredoo"":""1423068""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOT. A TARHA IZAICHENE,Tizi Ouzou
15-006,ESO000475,15,1518,Azazga,36.7447,4.36694,exact,operator_api,ooredoo,"{""ooredoo"":""1423070""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,BD. Amir Abdelkader D02 EX rue Djurdjura,Tizi Ouzou
15-007,ESO000769,15,1563,Imsouhal,36.5786,4.43063,exact,operator_api,ooredoo,"{""ooredoo"":""1423072""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N° 07 LIEU DIT VILLAGE SOUK LAKHMISS,Tizi Ouzou
15-008,ESO000603,15,1521,Larbaa Nath Irathen,36.6362,4.20511,exact,operator_api,ooredoo,"{""ooredoo"":""1423074""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.ABANE RAMDANE,Tizi Ouzou
15-009,ESO000606,15,1532,Beni-Douala,36.6207,4.081,exact,operator_api,ooredoo,"{""ooredoo"":""1423076""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N°04 REZ DE CHAUSSEE,Tizi Ouzou
15-010,ESO000749,15,1534,Bouzeguene,36.6175,4.47684,exact,operator_api,ooredoo,"{""ooredoo"":""1423078""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N°2 S RDC RUE COLONEL MOHAND OULHADJ ALI SUR LA ROUTE BOUZGUENE CENTRE,Tizi Ouzou
15-011,ESO000497,15,1536,Ouadhias,36.5556,4.085,exact,operator_api,ooredoo,"{""ooredoo"":""1423080""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL C ET B BD COLONEL AMIROUCHE,Tizi Ouzou
15-012,ESO000722,15,1548,Ouacif,36.5235,4.205,exact,operator_api,ooredoo,"{""ooredoo"":""1423082""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,"local N°5 , Commune de Ouacif , Wilaya de Tizi Ouzou",Tizi Ouzou
15-013,ESO000751,15,1550,Mekla,36.686,4.26731,exact,operator_api,ooredoo,"{""ooredoo"":""1423084""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N°02 MEKLA CENTRE,Tizi Ouzou
15-014,ESO001010,15,1524,Ouaguenoun,36.7704,4.17676,exact,operator_api,ooredoo,"{""ooredoo"":""1467391""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N°68 BT11B CITE 140 LOGTS TAMDA,Tizi Ouzou
16-001,EO TIZI OUZOU 2,16,1631,El Magharia,36.7426,3.11966,exact,operator_api,ooredoo,"{""ooredoo"":""1423058""}",EO,Espace Ooredoo,فضاء أوريدو,TIZI OUZOU,Tizi Ouzou
16-002,ESO000795,16,1605,Bab El Oued,36.7912,3.05707,exact,operator_api,ooredoo,"{""ooredoo"":""1423086""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. MOHAMED AIT AMAR ENTREE 07 RUE MOHAMED OURIF,Alger
16-003,ESO000721,16,1607,Casbah,36.7853,3.06139,exact,operator_api,ooredoo,"{""ooredoo"":""1423088""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,01 Rue Maaoun a cote de bat N°1,Alger
16-004,ESO000684,16,1609,Bir Mourad Rais,36.7395,3.05161,exact,operator_api,ooredoo,"{""ooredoo"":""1423090""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. des trois frères Bouadou local N°01 N 12,Alger
16-005,ESO000630,16,1616,Bourouba,36.7044,3.12333,exact,operator_api,ooredoo,"{""ooredoo"":""1423092""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. LES TROIS CAVES 2 LOCAL N°1,Alger
16-006,ESO000723,16,1629,Mohammadia,36.7208,3.1378,exact,operator_api,ooredoo,"{""ooredoo"":""1423094""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,Place 02 EL TIRAK lot A,Alger
16-007,ESO000121,16,1614,Baraki,36.6638,3.09956,exact,operator_api,ooredoo,"{""ooredoo"":""1423096""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOT N 46 LOCAL N02,Alger
16-008,ESO000131,16,1614,Baraki,36.6667,3.11306,exact,operator_api,ooredoo,"{""ooredoo"":""1423098""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. TOUILEB R. A N02,Alger
16-009,ESO000309,16,1614,Baraki,36.6653,3.09158,exact,operator_api,ooredoo,"{""ooredoo"":""1423100""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE.RECAZIN LOT  N450 LOCAL N03,Alger
16-010,ESO000571,16,1614,Baraki,36.6503,3.08556,exact,operator_api,ooredoo,"{""ooredoo"":""1423102""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. EL HAMMA LOCAL N°6  LOT N°06 BENTALHA,Alger
16-011,ESO000582,16,1618,Kouba,36.7258,3.08917,exact,operator_api,ooredoo,"{""ooredoo"":""1423104""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,Groupe Résidentiel N°25 Cité Logis N°25,Alger
16-012,ESO000346,16,1620,Dar El Beida,36.711,3.21501,exact,operator_api,ooredoo,"{""ooredoo"":""1423106""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. BASE EQUIPE LOT N1 GROUPE A,Alger
16-013,ESO000818,16,1620,Dar El Beida,36.7224,3.21095,exact,operator_api,ooredoo,"{""ooredoo"":""1423108""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CITE LES FRERES ACHOURI N°13 local A,Alger
16-014,ESO000402,16,1622,Ben Aknoun,36.7581,3.01086,exact,operator_api,ooredoo,"{""ooredoo"":""1423110""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,39 R. MUSTAPHA KHALEF,Alger
16-015,ESO000395,16,1603,El Madania,36.7444,3.05847,exact,operator_api,ooredoo,"{""ooredoo"":""1423112""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CHEMIN ABDELKADER N92 A COPROPRIETE 16 LOT 22,Alger
16-016,ESO000674,16,1627,El Mouradia,36.7478,3.05278,exact,operator_api,ooredoo,"{""ooredoo"":""1423114""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. MOHAMED KACEM N°07,Alger
16-017,ESO000353,16,1639,Herraoua,36.7745,3.26442,exact,operator_api,ooredoo,"{""ooredoo"":""1423116""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. DIPLOMATQUE CTE. 552 LOGTS BT 21 B N2,Alger
16-018,ESO000414,16,1630,Bordj El Kiffan,36.7475,3.19205,exact,operator_api,ooredoo,"{""ooredoo"":""1423118""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. ALI KHOUDJA N°36,Alger
16-019,ESO000725,16,1639,Herraoua,36.7641,3.24844,exact,operator_api,ooredoo,"{""ooredoo"":""1423120""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE Ben Zargua Doume,Alger
16-020,ESO000798,16,1639,Herraoua,36.7672,3.23983,exact,operator_api,ooredoo,"{""ooredoo"":""1423122""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. FAIZI  N°26 LOT 03 COOP 1074,Alger
16-021,ESO001008,16,1652,Cheraga,36.7813,2.97478,exact,operator_api,ooredoo,"{""ooredoo"":""1423124""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N°03 C RUE LARBI,Alger
16-022,ESO000223,16,1636,Bir Touta,36.6492,2.99806,exact,operator_api,ooredoo,"{""ooredoo"":""1423126""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,137 RTE. DE BIRTOUTA,Alger
16-023,ESO000039,16,1640,Reghaia,36.7381,3.34194,exact,operator_api,ooredoo,"{""ooredoo"":""1423128""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,80 R. BOUZIDI MOHAMED,Alger
16-024,ESO000711,16,1640,Reghaia,36.7387,3.3416,exact,operator_api,ooredoo,"{""ooredoo"":""1423130""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,"R. 1 novembre N°22,  Commune de Reghaia , Wilaya d’ Alger",Alger
16-025,ESO000042,16,1657,Ain Benian,36.801,2.90395,exact,operator_api,ooredoo,"{""ooredoo"":""1423132""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. AISSAT IDIR N04,Alger
16-026,ESO000265,16,1657,Ain Benian,36.8011,2.90571,exact,operator_api,ooredoo,"{""ooredoo"":""1423134""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,"LOT C N105/106, EL DJAMILA",Alger
16-027,ESO000741,16,1657,Ain Benian,36.8032,2.91333,exact,operator_api,ooredoo,"{""ooredoo"":""1423136""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.08 MAI 1945,Alger
16-028,ESO000742,16,1657,Ain Benian,36.8033,2.91516,exact,operator_api,ooredoo,"{""ooredoo"":""1423138""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,78 /A-0 RUE COLONEL SI AHMED,Alger
16-029,ESO000322,16,1645,Staoueli,36.7553,2.88634,exact,operator_api,ooredoo,"{""ooredoo"":""1423140""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,9 RUE LES FRERES CHIKIRO,Alger
16-030,ESO000767,16,1645,Staoueli,36.7553,2.88641,exact,operator_api,ooredoo,"{""ooredoo"":""1423142""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. les freres chkirou N°12 actuellement N8,Alger
16-031,ESO000498,16,1646,Zeralda,36.7167,2.85,exact,operator_api,ooredoo,"{""ooredoo"":""1423144""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOT AZZOUZ ABDELAH N°01,Alger
16-032,ESO001014,16,1648,Rahmania,36.6865,2.876,exact,operator_api,ooredoo,"{""ooredoo"":""1423146""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,Rue Merzoug Mustapha Benali N° 24 LOCAL N° 5,Alger
16-033,ESO000148,16,1645,Staoueli,36.7431,2.91132,exact,operator_api,ooredoo,"{""ooredoo"":""1423148""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 204 LOGT BT N03 EX 11,Alger
16-034,ESO000436,16,1651,Ouled Fayet,36.7347,2.9525,exact,operator_api,ooredoo,"{""ooredoo"":""1423150""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,21 R. MOULAHOM,Alger
16-035,ESO000120,16,1649,Draria,36.7118,2.99641,exact,operator_api,ooredoo,"{""ooredoo"":""1423152""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,20 R. DRIOUECHE MOHAMED,Alger
16-036,ESO000349,16,1654,El Achour,36.733,2.99258,exact,operator_api,ooredoo,"{""ooredoo"":""1423154""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL A N 5 CTRE. COMMERCIAL,Alger
16-037,ESO000385,16,1648,Douira,36.6681,2.94861,exact,operator_api,ooredoo,"{""ooredoo"":""1423156""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOT SI MADANI N  01 LOCAL 01,Alger
16-038,ESO000554,16,1647,Baba Hassen,36.7,2.97084,exact,operator_api,ooredoo,"{""ooredoo"":""1423158""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. DES FRERES NADIR,Alger
16-039,ESO000433,16,1638,Rouiba,36.7008,3.30222,exact,operator_api,ooredoo,"{""ooredoo"":""1423586""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. CHEBACHEB LOCAL 03,Boumerdes
16-040,EO KOUBA,16,1618,Kouba,36.732,3.08784,exact,operator_api,ooredoo,"{""ooredoo"":""1425509""}",EO,Espace Ooredoo,فضاء أوريدو,22 R Mohamed Fellah -KOUBA,Alger
16-041,EO EL BIAR,16,1610,El Biar,36.7695,3.02762,exact,operator_api,ooredoo,"{""ooredoo"":""1425510""}",EO,Espace Ooredoo,فضاء أوريدو,"105, Av Ali Khoudja -El Biar",Alger
16-042,EO AEROPORT INTERNATIONAL,16,1620,Dar El Beida,36.6976,3.20809,exact,operator_api,ooredoo,"{""ooredoo"":""1425513""}",EO,Espace Ooredoo,فضاء أوريدو,Aeroport International - DAR EL BEIDA,Alger
16-043,EO ROUIBA,16,1638,Rouiba,36.7393,3.2822,exact,operator_api,ooredoo,"{""ooredoo"":""1425515""}",EO,Espace Ooredoo,فضاء أوريدو,02 Rue Adel Noureddine -Rouïba - Alger,Alger
16-044,EO BAB EL OUED,16,1605,Bab El Oued,36.7916,3.05858,exact,operator_api,ooredoo,"{""ooredoo"":""1425517""}",EO,Espace Ooredoo,فضاء أوريدو,31 R Med El Seghir Saadaoui - BAB EL OUED,Alger
16-045,EO BAB EZZOUAR,16,1621,Bab Ezzouar,36.7248,3.17584,exact,operator_api,ooredoo,"{""ooredoo"":""1425519""}",EO,Espace Ooredoo,فضاء أوريدو,"Cité des Affaires d'Algérie, Centre Commercial et de loisirs Magasin N° 215 A",Alger
16-046,EO AEROPORT INTERNATIONAL ALGER OUEST,16,1620,Dar El Beida,36.6995,3.19856,exact,operator_api,ooredoo,"{""ooredoo"":""1425553""}",EO,Espace Ooredoo,فضاء أوريدو,Aeroport International - DAR EL BEIDA,Alger
16-047,EO BAB EZZOUAR 2,16,1621,Bab Ezzouar,36.7122,3.19635,exact,operator_api,ooredoo,"{""ooredoo"":""1425555""}",EO,Espace Ooredoo,فضاء أوريدو,"Cité des Affaires d'Algérie, Centre Commercial et de loisirs Magasin N° 215 A",Alger
16-048,EO BIR KHADEM,16,1612,Birkhadem,36.7155,3.05075,exact,operator_api,ooredoo,"{""ooredoo"":""1467337""}",EO,Espace Ooredoo,فضاء أوريدو,"08 & 10, R Arab Si Ahmed - Bir Khadem- Alger",Alger
16-049,EO DELY-BRAHIM,16,1623,Dely Ibrahim,36.7539,2.9788,exact,operator_api,ooredoo,"{""ooredoo"":""1467342""}",EO,Espace Ooredoo,فضاء أوريدو,"Parcelle N03, Bois des Cars - DELY BRAHIM",Alger
16-050,EO AUDIN,16,1602,Sidi M'hamed,36.7704,3.05579,exact,operator_api,ooredoo,"{""ooredoo"":""1467345""}",EO,Espace Ooredoo,فضاء أوريدو,02 Rue Didouche Mourad-Alger,Alger
16-051,EO OULED FAYET,16,1651,Ouled Fayet,36.7443,2.94969,exact,operator_api,ooredoo,"{""ooredoo"":""1467383""}",EO,Espace Ooredoo,فضاء أوريدو,"66, R de Ouled Fayet - Chéraga",Alger
16-052,EO BEJAIA,16,1620,Dar El Beida,36.6999,3.21164,exact,operator_api,ooredoo,"{""ooredoo"":""1467386""}",EO,Espace Ooredoo,فضاء أوريدو,"24, Ch des Cretes - BEJAIA",Bejaia
16-053,EO GARDEN CITY,16,1651,Ouled Fayet,36.75,2.95215,exact,operator_api,ooredoo,"{""ooredoo"":""1467389""}",EO,Espace Ooredoo,فضاء أوريدو,"Parcelle N03, Bois des Cars - DELY BRAHIM",Alger
16-054,EO DIDOUCHE MOURAD,16,1602,Sidi M'hamed,36.768521,3.054275,exact,operator_api,ooredoo,"{""ooredoo"":""1467390""}",EO,Espace Ooredoo,فضاء أوريدو,02 Rue Didouche Mourad-Alger,Alger
16-055,ESO000091,16,1616,Bourouba,36.7047,3.0975,exact,operator_api,ooredoo,"{""ooredoo"":""1467392""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,COOP IMMOB EL OUSSRA CTE.E SONELGAZ LOT1,Alger
16-056,ESO000134,16,1624,Hammamet,36.8136,2.97361,exact,operator_api,ooredoo,"{""ooredoo"":""1467399""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,310 AVE HAMID GUEBLAJ,Alger
16-057,ESO000584,16,1634,Tessala El Merdja,36.6314,2.94607,exact,operator_api,ooredoo,"{""ooredoo"":""1467400""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,Lot A N°34 Local N°2 Commune Tessala El-Merdja,Alger
16-058,ESO000649,16,1630,Bordj El Kiffan,36.7358,3.19075,exact,operator_api,ooredoo,"{""ooredoo"":""1467401""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 08 mai 1945 Copropriété N°364 LOT 01 Local M 10 Bab Ezzouar,Alger
16-059,ESO000634,16,1656,Khraissia,36.6833,2.98333,exact,operator_api,ooredoo,"{""ooredoo"":""1467405""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,RTE. DE DOUERA,Alger
