id,name,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,type,type_label_fr,type_label_ar,address,operator_wilaya
16-060,ESO000757,16,1633,Les Eucalyptus,36.665,3.14453,exact,operator_api,ooredoo,"{""ooredoo"":""1467406""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 600 LOG N° 74 LOCAL N°3,Alger
16-061,ESO001007,16,1631,El Magharia,36.7265,3.11913,exact,operator_api,ooredoo,"{""ooredoo"":""1467407""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,130 RUE HANINE cite bel air,Alger
16-062,CSO MOHAMADIA 2,16,1629,Mohammadia,36.739,3.14359,exact,operator_api,ooredoo,"{""ooredoo"":""1467415""}",CSO,City Shop Ooredoo,متجر أوريدو,SIS Ardis,Alger
16-063,ESO000583,16,1612,Birkhadem,36.7181,3.04556,exact,operator_api,ooredoo,"{""ooredoo"":""1467479""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,Coop EL moustakbal N°24,Alger
16-064,ESO000617,16,1619,Bachedjerah,36.7133,3.08516,exact,operator_api,ooredoo,"{""ooredoo"":""1467480""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 1074 LOGTS BAT 34 LOCAL N°05 AIN NAADJA,Alger
16-065,ESO000618,16,1616,Bourouba,36.7104,3.09182,exact,operator_api,ooredoo,"{""ooredoo"":""1467481""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. NOUR N°28 GUE DE CONSTANTINE,Alger
16-066,ESO000760,16,1633,Les Eucalyptus,36.6533,3.17138,exact,operator_api,ooredoo,"{""ooredoo"":""1467486""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. FRERES KELOUAZ N°64 CHERAABA,Alger
16-067,EO STAOUELI,16,1645,Staoueli,36.7535,2.88714,exact,operator_api,ooredoo,"{""ooredoo"":""1467549""}",EO,Espace Ooredoo,فضاء أوريدو,"46, R Kaci Ammar, Staoueli – Alger",Alger
16-068,CSO MOHAMADIA,16,1621,Bab Ezzouar,36.7295,3.17904,exact,operator_api,ooredoo,"{""ooredoo"":""1467623""}",CSO,City Shop Ooredoo,متجر أوريدو,SIS City Center MOHAMADIA,Alger
16-069,ESO000138,16,1616,Bourouba,36.7131,3.115,exact,operator_api,ooredoo,"{""ooredoo"":""1467851""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. LA MONTAGNE LOT 02 N°09,Alger
16-070,ESO000432,16,1616,Bourouba,36.7236,3.12722,exact,operator_api,ooredoo,"{""ooredoo"":""1467866""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. DJENANE MEBROUK LOCAL 01,Alger
17-001,ESO000159,17,1701,Djelfa,34.6794,3.24639,exact,operator_api,ooredoo,"{""ooredoo"":""1423164""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. BENAZIZ BT114 N55A,Djelfa
17-002,ESO000788,17,1701,Djelfa,34.6697,3.2545,exact,operator_api,ooredoo,"{""ooredoo"":""1423166""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,El ALIA n°1 El M'Ghair,Djelfa
17-003,ESO000789,17,1701,Djelfa,34.6744,3.25254,exact,operator_api,ooredoo,"{""ooredoo"":""1423168""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE ain el chikh bat 42/387 lot 148 copropriete 363,Djelfa
17-004,ESO000688,17,1704,Hassi Bahbah,35.0736,3.02778,exact,operator_api,ooredoo,"{""ooredoo"":""1423170""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N°01 CITE CENTRE N°01 Bat 95 N°07,Djelfa
17-005,ESO000733,17,1725,Dar Chioukh,34.8882,3.49405,exact,operator_api,ooredoo,"{""ooredoo"":""1423174""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. SIDI naas bat 102 n 2,Djelfa
17-006,EO DJELFA,17,1701,Djelfa,34.6755,3.24845,exact,operator_api,ooredoo,"{""ooredoo"":""1467565""}",EO,Espace Ooredoo,فضاء أوريدو,130 R Sidi Nayel Grp Propriete 68 - DJELFA,Djelfa
18-001,EO MILIA,18,1809,El Milia,36.7497,6.27306,exact,operator_api,ooredoo,"{""ooredoo"":""1423178""}",EO,Espace Ooredoo,فضاء أوريدو,ELMILIA,Jijel
18-002,ESO000538,18,1801,Jijel,36.8222,5.76472,exact,operator_api,ooredoo,"{""ooredoo"":""1423180""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. Amir Abdelkader N°26 C,Jijel
18-003,ESO000310,18,1805,Taher,36.7717,5.89833,exact,operator_api,ooredoo,"{""ooredoo"":""1423182""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,18 R. DEKHLI ELMOKHTAR,Jijel
18-004,ESO000670,18,1809,El Milia,36.7478,6.27139,exact,operator_api,ooredoo,"{""ooredoo"":""1423186""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,N°2 LOT GRANDE RUE LOCAL N°01,Jijel
18-005,ESO000300,18,1812,El Ancer,36.8,6.15556,exact,operator_api,ooredoo,"{""ooredoo"":""1423188""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,05 R. OMAR GUERFI,Jijel
18-006,ESO000728,18,1824,Texenna,36.6597,5.78918,exact,operator_api,ooredoo,"{""ooredoo"":""1467412""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. 1 Novembre N°44,Jijel
18-007,EO JIJEL,18,1801,Jijel,36.8218,5.76896,exact,operator_api,ooredoo,"{""ooredoo"":""1467557""}",EO,Espace Ooredoo,فضاء أوريدو,"30 A, Bd 1er Novembre - Jijel",Jijel
18-008,CSO CHEKFA,18,1807,Chekfa,36.7722,5.96222,exact,operator_api,ooredoo,"{""ooredoo"":""1467625""}",CSO,City Shop Ooredoo,متجر أوريدو,En face l'ancien bureau de poste,Jijel
19-001,EO EL EULMA,19,1920,El Eulma,36.1514,5.69289,exact,operator_api,ooredoo,"{""ooredoo"":""1423190""}",EO,Espace Ooredoo,فضاء أوريدو,EL EULMA,Setif
19-002,EO SETIF,19,1901,Setif,36.1955,5.43762,exact,operator_api,ooredoo,"{""ooredoo"":""1423192""}",EO,Espace Ooredoo,فضاء أوريدو,SETIF,Setif
19-003,ESO000016,19,1901,Setif,36.2019,5.42167,exact,operator_api,ooredoo,"{""ooredoo"":""1423194""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,BD 02 PROMOTION MEROUANI N32,Setif
19-004,ESO000486,19,1901,Setif,36.1895,5.40636,exact,operator_api,ooredoo,"{""ooredoo"":""1423196""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.08 MAI 45 N°31 RDC,Setif
19-005,ESO000490,19,1901,Setif,36.2134,5.44428,exact,operator_api,ooredoo,"{""ooredoo"":""1423198""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,SIDI HAIDER 150 COPROPRIETE  BAT A2 ENTREE 27 RDC LOT 06 GROUPEMENT 27 LOT N°03,Setif
19-006,ESO000530,19,1901,Setif,36.1897,5.41361,exact,operator_api,ooredoo,"{""ooredoo"":""1423200""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE DE  LA GARE AVE 1 NOVEMBRE 54 BEN BADIS,Setif
19-007,ESO000533,19,1901,Setif,36.18,5.39889,exact,operator_api,ooredoo,"{""ooredoo"":""1423202""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOTS MAKAM EL CHAHID PARTIE 02 N°21,Setif
19-008,ESO001005,19,1901,Setif,36.1836,5.41083,exact,operator_api,ooredoo,"{""ooredoo"":""1423204""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,au ZAOUIT AVENUE RUE FERIA KOUIDER ET LES FRERES HABACHE,Setif
19-009,CSO AIN EL KEBIRA,19,1902,Ain El Kebira,36.3657,5.50468,exact,operator_api,ooredoo,"{""ooredoo"":""1423206""}",CSO,City Shop Ooredoo,متجر أوريدو,Rue 1er Novembre 1945,Setif
19-010,ESO000151,19,1902,Ain El Kebira,36.3694,5.5075,exact,operator_api,ooredoo,"{""ooredoo"":""1423208""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. SMARA AHMED,Setif
19-011,ESO000762,19,1903,Beni-Aziz,36.4646,5.64766,exact,operator_api,ooredoo,"{""ooredoo"":""1423210""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,BENI AZIZ LOTISSEMENT RUE 01 NOVEMBRE,Setif
19-012,ESO000247,19,1908,Bir-El-Arch,36.1292,5.83528,exact,operator_api,ooredoo,"{""ooredoo"":""1423212""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. El SAID BOUKHALFA,Setif
19-013,ESO000772,19,1911,Hamma,35.7249,5.35522,exact,operator_api,ooredoo,"{""ooredoo"":""1423214""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. BEN daoud Lot 713 N°  669,Setif
19-014,ESO000467,19,1920,El Eulma,36.1502,5.69551,exact,operator_api,ooredoo,"{""ooredoo"":""1423216""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,RUE BACHIR KASSAB N°5,Setif
19-015,ESO000568,19,1920,El Eulma,36.1547,5.68972,exact,operator_api,ooredoo,"{""ooredoo"":""1423218""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 48 LOGTS N°12,Setif
19-016,ESO001006,19,1920,El Eulma,36.1515,5.69241,exact,operator_api,ooredoo,"{""ooredoo"":""1423220""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,au angle rues Bachir KESSAB et NACER et Aissat Idir et Nacer,Setif
19-017,ESO000446,19,1921,Djemila,36.3147,5.73611,exact,operator_api,ooredoo,"{""ooredoo"":""1423222""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE 40 LOGTS,Setif
19-018,CSO AIN ARNAT,19,1926,Ain Arnat,36.1858,5.31528,exact,operator_api,ooredoo,"{""ooredoo"":""1423224""}",CSO,City Shop Ooredoo,متجر أوريدو,RN05,Setif
19-019,ESO000270,19,1928,Ain Oulmene,35.9172,5.29528,exact,operator_api,ooredoo,"{""ooredoo"":""1423226""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. HAFASSA ALI,Setif
19-020,ESO000248,19,1930,Bouandas,36.495,5.1025,exact,operator_api,ooredoo,"{""ooredoo"":""1423228""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. LES FRERES LOUILECHE,Setif
19-021,ESO000565,19,1934,Bir Haddada,35.9639,5.42917,exact,operator_api,ooredoo,"{""ooredoo"":""1423230""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,BIR HADDADA CENTRE LOCAL N°01 RDC,Setif
19-022,ESO000463,19,1937,El Ouricia,36.2822,5.41218,exact,operator_api,ooredoo,"{""ooredoo"":""1423232""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE 50 LOG SOCIEUX PARTICIPATIFS,Setif
19-023,ESO000761,19,1940,Ain Azel,35.8167,5.50308,exact,operator_api,ooredoo,"{""ooredoo"":""1423234""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,AVE. BAITICHE MOHAMED LOCALN°02,Setif
19-024,CSO BOUGAA,19,1943,Bougaa,36.33,5.09111,exact,operator_api,ooredoo,"{""ooredoo"":""1423236""}",CSO,City Shop Ooredoo,متجر أوريدو,Hay el moudjahidine en face la mosquée el bachir el ibrahimi,Setif
19-025,ESO000009,19,1943,Bougaa,36.3311,5.09139,exact,operator_api,ooredoo,"{""ooredoo"":""1423238""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,14 R. DES MARTYRS,Setif
19-026,ESO000457,19,1952,Kasr El Abtal,35.9725,5.28806,exact,operator_api,ooredoo,"{""ooredoo"":""1423240""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,VILLAGE AGRICOL N°32,Setif
19-027,ESO000352,19,1909,Beni Chebana,36.4432,4.85608,exact,operator_api,ooredoo,"{""ooredoo"":""1467417""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,RN N74 CTRE.,Setif
20-001,ESO000276,20,2001,Saida,34.8539,0.148889,exact,operator_api,ooredoo,"{""ooredoo"":""1423244""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,16 HAI EN NASR BT D 1/8 REZ DE CHAUSSEZ MAGASIN N 03,Saida
20-002,ESO000672,20,2001,Saida,34.8308,0.147591,exact,operator_api,ooredoo,"{""ooredoo"":""1423246""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. BESSIF AHMED N°42 (RUE BAYA CHIKH),Saida
20-003,ESO000784,20,2016,Ain Soltane,35.0721,0.358874,exact,operator_api,ooredoo,"{""ooredoo"":""1423438""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. KADOUS LAHCEN N°08 LOCAL N°2,Mascara
20-004,EO SAIDA,20,2001,Saida,34.8313,0.14639,exact,operator_api,ooredoo,"{""ooredoo"":""1467559""}",EO,Espace Ooredoo,فضاء أوريدو,"Cte de la Gare, 37 Rte Ahmed Medaghri - SAIDA",Saida
21-001,EO AZZABA,21,2104,Azzaba,36.7385,7.10717,exact,operator_api,ooredoo,"{""ooredoo"":""1423250""}",EO,Espace Ooredoo,فضاء أوريدو,AZZABA,Skikda
21-002,ESO000417,21,2101,Skikda,36.8833,6.98035,exact,operator_api,ooredoo,"{""ooredoo"":""1423254""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE LARBI BEN M'HIDI GNL N°01 CHALET E1 LOCAL N 03,Skikda
21-003,ESO000526,21,2101,Skikda,36.8667,6.9,exact,operator_api,ooredoo,"{""ooredoo"":""1423256""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,"PROJET 90 LOGTS CTE LAFIDJI BAT A LOCAL 07,",Skikda
21-004,ESO000527,21,2101,Skikda,36.8653,6.92028,exact,operator_api,ooredoo,"{""ooredoo"":""1423258""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 1500 LOGS LOCAL N°06 EL ZERAMNA MORDJ EL DIB,Skikda
21-005,ESO000095,21,2117,Zerdezas,36.6506,6.83944,exact,operator_api,ooredoo,"{""ooredoo"":""1423262""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. MEGHERBI,Skikda
21-006,ESO000576,21,2123,Ramdane Djamel,36.7536,6.89528,exact,operator_api,ooredoo,"{""ooredoo"":""1423264""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,Décharge Bouleftour Rabah local N°02,Skikda
21-007,ESO000775,21,2125,Salah Bouchaour,36.7036,6.85749,exact,operator_api,ooredoo,"{""ooredoo"":""1423266""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. BOUHADRA FOUDIL N°1,Skikda
21-008,ESO000245,21,2126,Tamalous,36.8356,6.64111,exact,operator_api,ooredoo,"{""ooredoo"":""1423268""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. DEBAH MOHAMED,Skikda
21-009,ESO000458,21,2127,Ain Kechra,36.7475,6.43106,exact,operator_api,ooredoo,"{""ooredoo"":""1423270""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,HAI EL MOUHTACHED N°1,Skikda
21-010,ESO000048,21,2130,Filfila,36.8983,7.05194,exact,operator_api,ooredoo,"{""ooredoo"":""1423272""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE.  18 LOT  DES FRERES ALIACHI LOCAL N01,Skikda
21-011,EO SKIKDA,21,2101,Skikda,36.8718,6.91175,exact,operator_api,ooredoo,"{""ooredoo"":""1467561""}",EO,Espace Ooredoo,فضاء أوريدو,"Cte des Allées du 20 aout 55 Local N°7 , SKIKDA",Skikda
21-012,CSO COLLO,21,2110,Collo,37.0069,6.56389,exact,operator_api,ooredoo,"{""ooredoo"":""1467629""}",CSO,City Shop Ooredoo,متجر أوريدو,Cite Palestine a cote du lycée Boukikaz Collo,Skikda
21-013,EO SKIKDA2,21,2101,Skikda,36.8828,6.90611,exact,operator_api,ooredoo,"{""ooredoo"":""1467646""}",EO,Espace Ooredoo,فضاء أوريدو,"R Didouche Morad, Bat 2 - SKIKDA",Skikda
22-001,EO SIDI BEL ABBES 2,22,2201,Sidi Bel-Abbes,35.2123,-0.622739,exact,operator_api,ooredoo,"{""ooredoo"":""1423274""}",EO,Espace Ooredoo,فضاء أوريدو,SIDI BEL ABBES,Sidi Bel Abbes
22-002,EO SIDI BEL ABBES 1,22,2201,Sidi Bel-Abbes,35.191,-0.632447,exact,operator_api,ooredoo,"{""ooredoo"":""1423276""}",EO,Espace Ooredoo,فضاء أوريدو,SIDI BEL ABBES,Sidi Bel Abbes
22-003,ESO000280,22,2201,Sidi Bel-Abbes,35.1958,-0.620278,exact,operator_api,ooredoo,"{""ooredoo"":""1423278""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. OUALHASSI MOKHTAR CTE. 98 LOGTS BT 01 N04,Sidi Bel Abbes
22-004,ESO000391,22,2201,Sidi Bel-Abbes,35.2174,-0.6222,exact,operator_api,ooredoo,"{""ooredoo"":""1423280""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 456 LOGTS BLOC Q2 N03 LOT C73,Sidi Bel Abbes
22-005,ESO000628,22,2201,Sidi Bel-Abbes,35.2178,-0.61337,exact,operator_api,ooredoo,"{""ooredoo"":""1423282""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.AISSAT IDIR N°58,Sidi Bel Abbes
22-006,ESO000658,22,2201,Sidi Bel-Abbes,35.1817,-0.636111,exact,operator_api,ooredoo,"{""ooredoo"":""1423284""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,22  Rue Drider Mohamed Cite bab Dhaya lot 249 Copropriété 24,Sidi Bel Abbes
22-007,ESO000817,22,2201,Sidi Bel-Abbes,35.2176,-0.621232,exact,operator_api,ooredoo,"{""ooredoo"":""1423286""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,"Cité SIDI DJILLALI zone nord n 1 G07 G logt S P N° 328 Bat B1 , Propriete commune N°C07",Sidi Bel Abbes
22-008,ESO000782,22,2205,Telagh,34.7826,-0.573817,exact,operator_api,ooredoo,"{""ooredoo"":""1423288""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. LARBI BEN M'HIDI N°49 N°1 B lot 56 coop 220,Sidi Bel Abbes
22-009,ESO000285,22,2208,Sidi Ali Boussidi,35.1019,-0.831389,exact,operator_api,ooredoo,"{""ooredoo"":""1423290""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,38 BD.  AMIR ABDELKADER,Sidi Bel Abbes
22-010,ESO000409,22,2223,Ras El Ma,34.4987,-0.815017,exact,operator_api,ooredoo,"{""ooredoo"":""1423292""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. N24 RASNI EL CHIKH LOT N12,Sidi Bel Abbes
22-011,ESO000335,22,2229,Sfisef,35.2347,-0.241944,exact,operator_api,ooredoo,"{""ooredoo"":""1423294""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,24 R. LES FRERES OUHIBA,Sidi Bel Abbes
22-012,ESO000793,22,2245,Ben Badis,34.9515,-0.91306,exact,operator_api,ooredoo,"{""ooredoo"":""1423296""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,Route Tabia N°1,Sidi Bel Abbes
22-013,ESO000284,22,2246,Sidi Ali Benyoub,34.9486,-0.719167,exact,operator_api,ooredoo,"{""ooredoo"":""1423298""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,13 BD.  BOUARFA BAGHDAD,Sidi Bel Abbes
23-001,EO EL HADJAR,23,2303,El Hadjar,36.8059,7.73866,exact,operator_api,ooredoo,"{""ooredoo"":""1423302""}",EO,Espace Ooredoo,فضاء أوريدو,EL HADJAR,Annaba
23-002,ESO000398,23,2301,Annaba,36.9236,7.75345,exact,operator_api,ooredoo,"{""ooredoo"":""1423306""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. FALMASKORT N73 LOCAL N03,Annaba
23-003,ESO000668,23,2301,Annaba,36.8981,7.755,exact,operator_api,ooredoo,"{""ooredoo"":""1423308""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,ANGLE DES RUES ZENINE LARBI ET NOURI HOUCINE N°15,Annaba
23-004,ESO000677,23,2301,Annaba,36.8975,7.75389,exact,operator_api,ooredoo,"{""ooredoo"":""1423310""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,AVE. BOUALI SAID N° 12,Annaba
23-005,ESO000719,23,2301,Annaba,36.9242,7.75806,exact,operator_api,ooredoo,"{""ooredoo"":""1423312""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,Ouad koba bat B N°7  Lots 49 Coop 118 Lot 22,Annaba
23-006,ESO000739,23,2301,Annaba,36.897,7.75912,exact,operator_api,ooredoo,"{""ooredoo"":""1423314""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,30 AVE CNRA N°:28 RDC,Annaba
23-007,ESO000777,23,2312,Treat,36.8787,7.71439,exact,operator_api,ooredoo,"{""ooredoo"":""1423316""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,SIDI ACHOUR BT W01 N C04,Annaba
23-008,ESO000796,23,2311,Sidi Amar,36.8541,7.74147,exact,operator_api,ooredoo,"{""ooredoo"":""1423318""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOT EL BERADIA 01 TRENCHE N°05 DJ,Annaba
23-009,ESO000776,23,2306,Oued El Aneb,36.8736,7.51687,exact,operator_api,ooredoo,"{""ooredoo"":""1423320""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. DRAA EL RICH LOCAL N°02,Annaba
23-010,CSO BERRAHEL,23,2302,Berrahal,36.8342,7.45667,exact,operator_api,ooredoo,"{""ooredoo"":""1467361""}",CSO,City Shop Ooredoo,متجر أوريدو,Route National 44 en face Gendarmerie Berrahal Annaba,Annaba
23-011,EO ANNABA 1,23,2301,Annaba,36.8989,7.75865,exact,operator_api,ooredoo,"{""ooredoo"":""1467569""}",EO,Espace Ooredoo,فضاء أوريدو,Angle 9 R Lamara A.kader et R  Khaldoune - ANNABA,Annaba
23-012,EO ANNABA 2,23,2301,Annaba,36.9211,7.76264,exact,operator_api,ooredoo,"{""ooredoo"":""1467651""}",EO,Espace Ooredoo,فضاء أوريدو,Angle 9 R Lamara A.kader et R  Khaldoune - ANNABA,Annaba
24-001,ESO000746,24,2401,Guelma,36.4681,7.41983,exact,operator_api,ooredoo,"{""ooredoo"":""1423324""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,24 CITE KHOMARI SAAD 22 LOCAL 1,Guelma
24-002,ESO000774,24,2404,Oued Zenati,36.3149,7.16693,exact,operator_api,ooredoo,"{""ooredoo"":""1423326""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.01 NOVEMBRE,Guelma
24-003,ESO000550,24,2405,Tamlouka,36.1592,7.14,exact,operator_api,ooredoo,"{""ooredoo"":""1423328""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. DE L’INDEPENDENCE,Guelma
24-004,ESO000575,24,2431,Boumahra Ahmed,36.46,7.51389,exact,operator_api,ooredoo,"{""ooredoo"":""1423330""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.du 1er Novembre N°35,Guelma
24-005,ESO000669,24,2410,Belkheir,36.4639,7.47972,exact,operator_api,ooredoo,"{""ooredoo"":""1467426""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. 1 ER NOVEMBRE,Guelma
24-006,EO GUELMA,24,2401,Guelma,36.4631,7.43611,exact,operator_api,ooredoo,"{""ooredoo"":""1467570""}",EO,Espace Ooredoo,فضاء أوريدو,16 R Boumaaza El Said - GUELMA,Guelma
24-007,ESO000423,24,2409,Dahouara,36.3247,7.64167,exact,operator_api,ooredoo,"{""ooredoo"":""1467853""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. DES MARTYRE N°03,Guelma
25-001,EO CONSTANTINE SIDI MABROUK,25,2501,Constantine,36.3616,6.63718,exact,operator_api,ooredoo,"{""ooredoo"":""1423332""}",EO,Espace Ooredoo,فضاء أوريدو,CONSTANTINE,Constantine
25-002,EO AEROPORT CONSTANTINE,25,2506,El Khroub,36.2837,6.62203,exact,operator_api,ooredoo,"{""ooredoo"":""1423334""}",EO,Espace Ooredoo,فضاء أوريدو,CONSTANTINE,Constantine
25-003,EO EL KHROUB,25,2506,El Khroub,36.2586,6.70074,exact,operator_api,ooredoo,"{""ooredoo"":""1423336""}",EO,Espace Ooredoo,فضاء أوريدو,EL KHROUB,Constantine
25-004,EO ALI MENDJELI,25,2510,Ain Smara,36.2614,6.5855,exact,operator_api,ooredoo,"{""ooredoo"":""1423338""}",EO,Espace Ooredoo,فضاء أوريدو,EL KHROUB,Constantine
25-005,EO CONSTANTINE SJ,25,2501,Constantine,36.3611,6.60552,exact,operator_api,ooredoo,"{""ooredoo"":""1423340""}",EO,Espace Ooredoo,فضاء أوريدو,CONSTANTINE,Constantine
25-006,ESO000394,25,2501,Constantine,36.369,6.62051,exact,operator_api,ooredoo,"{""ooredoo"":""1423342""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,7 AV. DES FRERES KHAZNADAR,Constantine
25-007,ESO000422,25,2501,Constantine,36.3643,6.63714,exact,operator_api,ooredoo,"{""ooredoo"":""1423344""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,15 R. ZAOUICHE AMAR,Constantine
25-008,ESO000479,25,2501,Constantine,36.3062,6.6219,exact,operator_api,ooredoo,"{""ooredoo"":""1423346""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. AIN EL BEY 52 CHALET N°1,Constantine
25-009,ESO000495,25,2501,Constantine,36.3003,6.62185,exact,operator_api,ooredoo,"{""ooredoo"":""1423348""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 564 LOGTS BAT 09 AIN EL BEY NOUVELLE VILLE N°11 BIS,Constantine
25-010,ESO000499,25,2501,Constantine,36.3546,6.63755,exact,operator_api,ooredoo,"{""ooredoo"":""1423350""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,01 CTE. DAKSI ABDESLEM BAT 01,Constantine
25-011,ESO000541,25,2501,Constantine,36.3142,6.61083,exact,operator_api,ooredoo,"{""ooredoo"":""1423352""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,87 Lotissement ain El Bey 2 eme Tranche El Fedj,Constantine
25-012,ESO000598,25,2501,Constantine,36.3571,6.6415,exact,operator_api,ooredoo,"{""ooredoo"":""1423354""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. FRERES ABBAS AVE A,Constantine
25-013,ESO000664,25,2501,Constantine,36.3393,6.59628,exact,operator_api,ooredoo,"{""ooredoo"":""1423356""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,18 CTE.20 AOUT 1955,Constantine
25-014,ESO000783,25,2501,Constantine,36.3575,6.63466,exact,operator_api,ooredoo,"{""ooredoo"":""1423358""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,20.AVENUE HARKATI RAMDANE SIDI MABROUK,Constantine
25-015,ESO000808,25,2501,Constantine,36.379,6.703,exact,operator_api,ooredoo,"{""ooredoo"":""1423360""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,248 CITÉ BOUSSOUF 196 LOGTS BT 19C,Constantine
