id,name,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,type,type_label_fr,daira,address,capacity,year,operational,pmr,surface_built_m2,surface_land_m2
00001,,01,,ADRAR,27.8806,-0.2857,exact,sig_mjs,mjs,AJF,Aire de jeux football,ADRAR,Cité 400 logs Adrar,200,2015,true,,2144,2144
00002,,01,,TIMEKTEN,27.0422,1.0463,exact,sig_mjs,mjs,AJF,Aire de jeux football,AOULEF,timokten,120,2010,true,,1125,1125
00003,,01,,ZAOUIET KOUNTA,27.2282,-0.1879,exact,sig_mjs,mjs,BN,Bassin de natation,ZAOUIAT KOUNTA,Zaouiet Kounta,,2005,true,,461,461
00004,,01,,REGGANE,26.7254,0.1668,exact,sig_mjs,mjs,BN,Bassin de natation,REGGANE,Reggane,20,2010,true,,,
00005,,01,,AOULEF,26.9765,1.0858,exact,sig_mjs,mjs,BN,Bassin de natation,AOULEF,Aoulef,20,2010,true,,,
00006,Bassin de natation T'sabit,01,,TSABIT,28.3057,-0.2446,exact,sig_mjs,mjs,BN,Bassin de natation,TSABIT,Tsabit. Adrar,80,2005,false,false,504,504
00007,,01,,ZAOUIET KOUNTA,27.2362,-0.1987,exact,sig_mjs,mjs,P25,Piscine 25 m,ZAOUIAT KOUNTA,Zaouiet Kounta,,2019,true,,2033,6460
00008,,01,,ADRAR,27.8858,-0.2826,exact,sig_mjs,mjs,P25,Piscine 25 m,ADRAR,OPOW Adrar. voie de saoura. 5 juillet.,500,2001,true,,,
00009,Piscine semi-olympique el moudjahed El-kaymi nadjem,01,,REGGANE,26.731707,0.167776,exact,sig_mjs,mjs,P25,Piscine 25 m,REGGANE,Reggane,500,2016,true,,2736,6732
00010,,01,,ADRAR,27.8846,-0.2815,exact,sig_mjs,mjs,PA,Piste d'athlétisme,ADRAR,Piste d'athlétisme stade OMS OPOW Adrar,,2012,true,,,
00011,,01,,TAMANTIT,27.7581,-0.2708,exact,sig_mjs,mjs,PP,Piscine de proximité,FENOUGHIL,Tamentit,100,2020,true,true,886,1848
00012,Piscine de proximité 140 logts,01,,ADRAR,27.8863,-0.3078,exact,sig_mjs,mjs,PP,Piscine de proximité,ADRAR,140 logs Adrar,,2020,true,,,
00013,stade el berichi abedelkader,01,,REGGANE,26.7101,0.1781,exact,sig_mjs,mjs,SF,Stade de football,REGGANE,Reggane,,2016,true,true,,
00014,,01,,ADRAR,27.8851,-0.2833,exact,sig_mjs,mjs,SOMS,Salle OMS,ADRAR,voie de saoura. 5 juillet. opow 18 février.,1000,1998,true,,23000,23000
00015,,01,,REGGANE,26.7248,0.1668,exact,sig_mjs,mjs,SOMS,Salle OMS,REGGANE,,,,,,,
00016,salle omnisports. 140 logts,01,,ADRAR,27.8867,-0.3086,exact,sig_mjs,mjs,SOMS,Salle OMS,ADRAR,140 logs Adrar,1000,2010,true,,1870,4600
00017,,01,,ADRAR,27.8844,-0.2812,exact,sig_mjs,mjs,STOMS,Stade OMS,ADRAR,OPOW Adrar complexe omnisports 18 féveier,1824,1998,true,,600,22000
00018,Stade OMS Aoulef,01,,AOULEF,26.978696,1.082958,exact,sig_mjs,mjs,STOMS,Stade OMS,AOULEF,Aoulef,,,false,,,
00019,,01,,AKABLI,26.7095,1.3764,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,AOULEF,Aoulef Akabli,120,2010,true,,1125,1125
00020,,01,,IN ZGHMIR,27.0961,-0.1109,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ZAOUIAT KOUNTA,Stade communal inzghmir,120,2010,true,,1125,1125
00021,,01,,AOULEF,26.9756,1.0866,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,AOULEF,CSP Aoulef,120,2007,true,,1125,1125
00022,,01,,IN ZGHMIR,27.0975,-0.112,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ZAOUIAT KOUNTA,"Stade communal inzghmir, ELMAHFOUD",120,2006,true,,1125,1125
00023,,01,,OULED AHMED TIMMI,27.8362,-0.2913,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,Stade communal Ouled Ahmed Timi,120,2016,true,,1125,1125
00024,,01,,OULED AHMED TIMMI,27.898,-0.359,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,Ouayanna commue Timmi Adrar,120,2009,true,,1125,1125
00025,,01,,TSABIT,28.3062,-0.2442,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,TSABIT,"CSP, Tsabit, Adrar",120,2014,true,true,1125,1125
00026,,01,,ADRAR,27.8838,-0.2786,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,adrar,120,2016,true,,1125,1125
00027,,01,,ADRAR,27.8866,-0.2818,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,complexe omnisports 18 février,12,2005,true,,1125,1125
00028,,01,,ADRAR,27.8811,-0.2849,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,adrar,120,2016,true,,1125,1125
00029,,01,,ADRAR,27.8796,-0.2808,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,adrar,120,2016,true,,1125,1125
00030,,01,,ADRAR,27.8873,-0.3088,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,complexe sportif 140,120,2011,true,,1125,1125
00031,,01,,BOUDA,28.0286,-0.4553,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,Bakhala. Bouda. Daira d'Adrar,120,2010,true,,1125,1125
00032,,01,,TAMEST,27.4189,-0.2441,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,FENOUGHIL,"La route de la Saoura, Ksar Lahmer, Tamest, Daïra de Fenoughil, Adrar, 1020, Algéri",120,2006,true,,1125,1125
00033,,01,,ZAOUIET KOUNTA,27.2362,-0.199,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ZAOUIAT KOUNTA,Zaouiet Kounta,120,2011,true,,1125,1125
00034,,01,,ZAOUIET KOUNTA,27.227,-0.1884,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ZAOUIAT KOUNTA,CSP. Zaouiet kounta,120,2014,true,,1125,1125
00035,,01,,ADRAR,27.8814,-0.2756,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,voie de tililane,120,2005,true,,1125,1125
00036,,01,,TIT,26.9441,1.4834,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,AOULEF,Tit Aoulef,120,2009,true,,1125,1125
00037,,01,,ADRAR,27.8678,-0.2797,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,ouled ali,1200,2014,true,,1125,1125
00038,,01,,BOUDA,28.0282,-0.4538,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,Bakhala. Bouda. Daira d'Adrar,120,2014,true,,1125,1125
00039,,01,,SALI,26.958119,-0.025113,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,"sali; daira reggane, Adrar",120,2009,true,,1125,1125
00040,,01,,SALI,26.9566,-0.0223,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,"Sali, Daïra de Reggane, Adrar, 1009, Algérie",120,2007,true,,1125,1125
00041,,01,,REGGANE,26.72444,0.162752,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,"reggane, Adrar",120,2009,true,,1125,1125
00042,,01,,REGGANE,26.728468,0.161417,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,reggane Adrar,120,2009,true,,1125,1125
00043,,01,,OULED AHMED TIMMI,27.8008,-0.255,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,Ouled Ahmed Timi zaouiet sidi elbakri,12,2014,true,,1125,1125
00044,,01,,TIMEKTEN,27.0312,1.037,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,AOULEF,"adrar, Aoulef, Timokten",120,2016,true,,1125,1125
00045,,01,,ADRAR,27.8862,-0.2822,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,complexe omnisports 18 février,12,2009,true,,1125,1125
00046,,01,,ZAOUIET KOUNTA,27.2278,-0.1886,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ZAOUIAT KOUNTA,Zaouiet Kounta. CSP,120,2011,true,,1125,1125
00047,,01,,ADRAR,27.8812,-0.2985,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,"Cité 35 logements, Adrar, Daïra d'Adrar, Adrar, 0100, Algérie",120,2005,true,,1125,1125
00048,,01,,TAMANTIT,27.7566,-0.261,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,FENOUGHIL,"Tamentit, Daïra de Fenoughil, Adrar, 1038, Algérie",120,2010,true,,1125,1125
00049,,01,,SALI,26.9579,-0.0245,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,"Sali, Daïra de Reggane, Adrar, 1009, Algérie",120,2007,true,,1125,1125
00050,,01,,ADRAR,27.8727,-0.2804,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,Stade communal Adrar ville. Rue Dine Mohamed,120,2014,true,,1125,1125
00051,,01,,REGGANE,26.709871,0.175455,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,"reggane, Adrar",120,2014,true,,1125,1125
00052,,01,,REGGANE,26.719089,0.185255,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,"reggane, Adrar",120,2007,true,,1125,1125
00053,,01,,REGGANE,26.716,0.1856,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,"Route de l'aéroport de Reggane, Daïra de Reggane, Adrar, 1004, Algérie",120,2014,true,,1125,1125
00054,,01,,TIMEKTEN,27.03,1.0389,approximate,sig_mjs,mjs,TSP,Terrain sportif de proximité,AOULEF,Timokten Daira Aoulef,120,2009,true,,1125,1125
00055,,01,,AKABLI,26.7105,1.3683,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,AOULEF,Aoulef Akabli,120,2009,true,,1125,1125
00056,,01,,REGGANE,26.725833,0.164932,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,"reggane, Adrar",120,2016,true,,1125,1125
00057,,01,,SALI,26.957391,-0.033224,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,"sali; daira reggane, Adrar",120,2016,true,,1125,1125
00058,,01,,ADRAR,27.8921,-0.2776,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,hay asabah Adrar,120,2014,true,,1125,1125
00059,,01,,ADRAR,27.8853,-0.2818,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,opow Adrar,120,2009,true,,1125,1125
00060,,01,,FENOUGHIL,27.6086,-0.3078,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,FENOUGHIL,fenoughil Zouiet sidi Abdelkader. csp,120,2014,true,,1125,1125
00061,,01,,SALI,26.95788,-0.029438,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,"sali; daira reggane, Adrar",120,2009,true,,1125,1125
00062,,01,,ADRAR,27.8864,-0.2815,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,complexe omnisports 18 février,12,2005,true,,1125,1125
00063,,01,,ADRAR,27.8718,-0.2819,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,Stade communal Adrar ville. Rue Dine Mohamed,120,2011,true,,1125,1125
00064,,01,,TIMEKTEN,27.0237,1.069,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,AOULEF,Aoulef,120,2007,true,,1125,1125
00065,,01,,TIT,26.942,1.4913,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,AOULEF,Tit Aoulef,120,2007,true,,1125,1125
00066,,01,,TAMANTIT,27.7565,-0.2706,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,FENOUGHIL,"Auberge de jeunes Tamentit, Daïra de Fenoughil, Adrar, 1038, Algérie",120,2014,true,,1125,1125
00067,,01,,AOULEF,26.9583,1.0869,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,AOULEF,Auberge Aoulef,120,2009,true,,1125,1125
00068,,01,,AOULEF,26.976918,1.084599,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,AOULEF,Aoulef,120,2007,true,,1125,1125
00069,,01,,OULED AHMED TIMMI,27.8236,-0.2964,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,Ouled Abou hafs Timi,120,2014,true,,1125,1125
00070,,01,,OULED AHMED TIMMI,27.8358,-0.2913,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,Stade communal Ouled Ahmed Timi,120,,true,,1125,1125
00071,,01,,ADRAR,27.87,-0.2887,approximate,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,Rue BENSLIMANE Abdelkader,120,,true,,,
00072,,01,,ADRAR,27.8755,-0.2866,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,بلدية أدرار تقاطع شارع مقدم العربي وشارع سيلا محمد,120,2001,true,,880,880
00073,,01,,TAMANTIT,27.7556,-0.2643,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,FENOUGHIL,"CSP Tamentit, Daïra de Fenoughil, Adrar, 1038, Algérie",120,2014,,false,1125,1125
00074,,01,,FENOUGHIL,27.564,-0.2969,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,FENOUGHIL,ksar sidi youcef fenoughil Adrar,120,2014,true,,1125,1125
00075,Terrain combiné,01,,AOULEF,26.9717,1.0889,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,AOULEF,Maison de jeunes Aoulef,120,2011,true,,1125,1125
00076,Terrain combiné,01,,REGGANE,26.7144,0.2172,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,"Route de l'aéroport de Reggane, Hay Nadjat, Taourirt, Reggane, Daïra de Reggane, Adrar, 1004, Algérie",12,2007,true,false,1125,1125
00077,Terrain sportif de proximité,01,,TIT,26.943341,1.487398,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,AOULEF,"Commune de Tit;Daira Aoulef, Wilaya Adrar",12,2023,true,true,1125,1125
00078,Terrain sportif de proximité,01,,SALI,26.874584,0.006637,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,REGGANE,"La route de la Saoura, Sali, Reggane District, Adrar, Algeria",12,2023,true,true,1125,1125
00079,Terrain sportif de proximité,01,,TAMEST,27.356789,-0.22286,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,FENOUGHIL,"La route de la Saoura, Ksar Temassekht, Tamast, Fenoughil District, Adrar, Algeria",12,2023,true,true,1125,1125
00080,Terrain sportif de proximité,01,,IN ZGHMIR,27.122239,-0.123876,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ZAOUIAT KOUNTA,"La route de la Saoura, Takhfif, Zaouiet Kounta, Zaouiet Kounta District, Adrar, 01030, Algeria",12,2023,true,true,1125,1125
00081,Terrain sportif de proximité,01,,OULED AHMED TIMMI,27.8984,-0.3589,exact,sig_mjs,mjs,TSP,Terrain sportif de proximité,ADRAR,"Ouayanna, Aouled Ahmed Adrar",12,,true,true,1125,1125
00082,Aire de jeux de football,02,,BOUZEGHAIA,36.3274,1.1688,exact,sig_mjs,mjs,AJF,Aire de jeux football,ZEBOUDJA,Hay Essamet,1000,2024,true,true,5000,5000
00083,Aire de jeux de football,02,,ZEBOUDJA,36.3546,1.4278,exact,sig_mjs,mjs,AJF,Aire de jeux football,ZEBOUDJA,Hay Al-Hadhaba,1000,2025,true,true,5000,5000
00084,Aire de jeux de football,02,,BOUKADIR,36.0633,1.1122,exact,sig_mjs,mjs,AJF,Aire de jeux football,BOUKADIR,inclus dans le CSP «Al-chahid BOUKERCHAOUI AEK»,1000,2024,true,true,5000,5000
00085,Aire de jeux de football,02,,ABOU EL HASSANE,36.4207,1.2414,exact,sig_mjs,mjs,AJF,Aire de jeux football,ABOU EL HASSANE,Bocca si walid,1000,2024,true,true,5000,5000
00086,Aire de jeux de football,02,,HARCHOUN,36.12452,1.506971,exact,sig_mjs,mjs,AJF,Aire de jeux football,EL KARIMIA,Bocca Nakhla - Halayam,1000,2024,true,true,5000,5000
00087,Aire de jeux de football,02,,SOBHA,36.110085,1.090769,exact,sig_mjs,mjs,AJF,Aire de jeux football,BOUKADIR,inclus dans le CSP «Al-chahid les frères ABBED ABBASSI Mohamed et AEK»,1000,2024,true,true,5000,5000
00088,Aire de jeux de football,02,,LABIOD MEDJADJA,36.250024,1.39455,exact,sig_mjs,mjs,AJF,Aire de jeux football,OULED FARES,inclus dans le CSP «Al-chahid MISSOUM Mohamed»,1000,2024,true,true,5000,5000
00089,Aire de jeux de football,02,,OUM DROU,36.2264,1.4172,exact,sig_mjs,mjs,AJF,Aire de jeux football,CHLEF,Bocca Bissakra,1000,2014,true,true,5000,5000
00090,Aire de jeux de football,02,,BREIRA,36.4575,1.6064,exact,sig_mjs,mjs,AJF,Aire de jeux football,BENI HAOUA,centre ville,1000,2014,true,true,5000,5000
00091,Aire de jeux de football,02,,SENDJAS,36.0602,1.4072,exact,sig_mjs,mjs,AJF,Aire de jeux football,CHLEF,centre ville,1000,2014,true,true,5000,5000
00092,Aire de jeux de football,02,,OUED FODDA,36.1776,1.5296,exact,sig_mjs,mjs,AJF,Aire de jeux football,OUED FODDA,centre ville,1000,2015,true,true,5000,5000
00093,Aire de jeux de football,02,,OULED BEN ABDELKADER,36.0378,1.2716,exact,sig_mjs,mjs,AJF,Aire de jeux football,OULED BEN ABDELKADER,bocca Zouadania,1000,2014,true,true,5000,5000
00094,Aire de jeux de football,02,,OULED FARES,36.2751,1.3026,exact,sig_mjs,mjs,AJF,Aire de jeux football,OULED FARES,Bocca Haouache Ghaba,1000,2014,true,true,5000,5000
00095,Aire de jeux de football,02,,SIDI AKKACHA,36.4581,1.304,exact,sig_mjs,mjs,AJF,Aire de jeux football,TENES,centre ville,1000,2014,true,true,5000,5000
00096,Aire de jeux de football,02,,CHLEF,36.1905,1.3553,exact,sig_mjs,mjs,AJF,Aire de jeux football,CHLEF,Hay Chegga,1000,2020,true,true,5000,5000
00097,Bassin de Natation,02,,OUM DROU,36.197,1.3952,exact,sig_mjs,mjs,BN,Bassin de natation,CHLEF,Hay AZZOUN / Centre Vile,100,2004,true,true,200,300
00098,Bassin de Natation,02,,SENDJAS,36.0748,1.3906,exact,sig_mjs,mjs,BN,Bassin de natation,CHLEF,Stade communal Centre Vile/ RN19,,2004,false,true,200,300
00099,Bassin de Natation,02,,OUED SLY,36.1107,1.1973,exact,sig_mjs,mjs,BN,Bassin de natation,BOUKADIR,Stade communal VSA/ Centre ville,,2004,false,true,200,300
00100,Bassin de Natation,02,,OULED FARES,36.2322,1.2332,exact,sig_mjs,mjs,BN,Bassin de natation,OULED FARES,Stade Communal / Centre ville,,2004,false,true,200,300
00101,Bassin de Natation,02,,OULED ABBES,36.2132,1.4887,exact,sig_mjs,mjs,BN,Bassin de natation,OUED FODDA,"CSP ""BAHI AEK"" l'accée vers l'ouest / centre ville",,2004,false,true,200,300
00102,Bassin de Natation,02,,AIN MERANE,36.1585,0.9708,exact,sig_mjs,mjs,BN,Bassin de natation,AIN MERANE,Stade communal Centre Vile,100,2004,true,true,200,300
00103,Bassin de Natation,02,,CHLEF,36.153,1.3391,exact,sig_mjs,mjs,BN,Bassin de natation,CHLEF,"CSP ""FERDJI AEK"" à Hay Es-salem / RN19",100,2004,true,true,200,300
00104,Bassin de Natation,02,,EL KARIMIA,36.1105,1.548,exact,sig_mjs,mjs,BN,Bassin de natation,EL KARIMIA,Stade communal Centre Vile,,2004,true,true,200,300
00105,Bassin de Natation,02,,CHETTIA,36.2028,1.2645,exact,sig_mjs,mjs,BN,Bassin de natation,OULED FARES,"S OMS ""TITTALI Mohamed"" Zone 04",,2004,false,true,200,300
00106,Bassin de Natation,02,,CHLEF,36.1633,1.3392,exact,sig_mjs,mjs,BN,Bassin de natation,CHLEF,"Auberge de Jeunes ""Maamar MESSABIH"" Route de la gare",,2008,false,true,200,300
00107,Bassin de Natation,02,,TAOUGRIT,36.248,0.9194,exact,sig_mjs,mjs,BN,Bassin de natation,TAOUGRIT,Hay Al-Chahid Semer Alarbi / Centre ville,,2004,false,true,200,300
00108,Bassin de Natation,02,,BOUKADIR,36.0627,1.1262,exact,sig_mjs,mjs,BN,Bassin de natation,BOUKADIR,"Maison de Jeunes ""Frère LEZAAR Mamaar et Med""",,2008,false,true,200,300
00109,Base Nautique,02,,EL MARSA,36.3612,0.8298,exact,sig_mjs,mjs,BNA,Base nautique,EL MARSA,El-Guelta / Centre ville,400,2010,true,true,800,1500
00110,Base Nautique,02,,TENES,36.5169,1.3155,exact,sig_mjs,mjs,BNA,Base nautique,TENES,Route de port,500,2005,true,true,700,20000
00111,"Centre de regroupement Sportif ""SALAOUATCHI Med"" ex-CREPS",02,,CHLEF,36.1649,1.3264,exact,sig_mjs,mjs,CRP,Centre de regroupement et de préparation,CHLEF,centre ville / RN04,15000,1962,true,true,20000,45000
00112,"Centre Régional et Regroupement de Préparation des Talents et l'Elite Sportive (CRRPTES) ""BELKACMI Med""",02,,CHLEF,36.1592,1.311,exact,sig_mjs,mjs,CRP,Centre de regroupement et de préparation,CHLEF,Cité olympique / RN04,15000,1977,true,true,20000,40500
00113,Court Tennis,02,,CHLEF,36.1595,1.3078,exact,sig_mjs,mjs,CT,Court de tennis,CHLEF,""" OPOW "" Med BOUMAZREG / Cité Olympique",100,1977,true,true,1000,1000
00114,Court Tennis,02,,CHLEF,36.1606,1.3071,exact,sig_mjs,mjs,CT,Court de tennis,CHLEF,""" OPOW "" Med BOUMAZREG / Cité Olympique",100,1977,true,true,1000,1000
00115,Court Tennis,02,,CHLEF,36.1602,1.3074,exact,sig_mjs,mjs,CT,Court de tennis,CHLEF,""" OPOW "" Med BOUMAZREG / Cité Olympique",100,1977,true,true,1000,1000
00116,Court Tennis,02,,CHLEF,36.1598,1.3077,exact,sig_mjs,mjs,CT,Court de tennis,CHLEF,""" OPOW "" Med BOUMAZREG / Cité Olympique",100,1977,true,true,1000,1000
00117,P Semi Olympique,02,,CHETTIA,36.1849,1.2537,exact,sig_mjs,mjs,P25,Piscine 25 m,OULED FARES,VSA / RN 19,500,2018,true,true,1200,13500
00118,"P Semi Olympique ""ABOURA Mohamed""",02,,CHLEF,36.1602,1.3262,exact,sig_mjs,mjs,P25,Piscine 25 m,CHLEF,Cité ex les vergers / Centre ville,500,2004,true,true,1200,5000
00119,"P Olympique ""BOUHALA AEK"" OPOW """,02,,CHLEF,36.161,1.3106,exact,sig_mjs,mjs,P50,Piscine 50 m,CHLEF,Cité olympique / RN04,1000,1990,true,true,3500,15000
00120,Piste d'athlétisme,02,,CHLEF,36.165099,1.325595,exact,sig_mjs,mjs,PA,Piste d'athlétisme,CHLEF,"inclus dans le""Unité d'hébergement, soins et récupération""«Al-chahid SALAOUATCHI Mohamed» «ex CSP creps »",1000,2018,true,true,1000,1000
00121,"Piste d'athlétisme du stade OMS ""24 Février""",02,,CHLEF,36.1609,1.3088,exact,sig_mjs,mjs,PA,Piste d'athlétisme,CHLEF,"Stade OMS ""24 Février"" l'OPOW "" Med BOUMAZREG / RN04",100,1977,true,true,20000,20000
00122,"P Proximité ""TAGHIT Rabah""",02,,CHLEF,36.1482,1.3181,exact,sig_mjs,mjs,PP,Piscine de proximité,CHLEF,A coté de Stade de football à hay El-badr zone 03 (Chorfa),500,2019,true,true,1200,5000
00123,"P Proximité en plein air ""SALAOUATCHI Med"" ex-CREPS",02,,CHLEF,36.1639,1.3261,exact,sig_mjs,mjs,PP,Piscine de proximité,CHLEF,centre ville / RN04,500,1962,true,true,5000,5000
00124,Piscine de Proximité,02,,EL KARIMIA,36.1075,1.5484,exact,sig_mjs,mjs,PP,Piscine de proximité,EL KARIMIA,Centre ville,500,2022,true,true,1200,5000
00125,Piscine de Proximité,02,,ZEBOUDJA,36.3598,1.4347,exact,sig_mjs,mjs,PP,Piscine de proximité,ZEBOUDJA,cité les verger,500,2023,true,true,1200,5000
00126,"Piscine Proximité ""FALLAG ARIOUAT AEK""",02,,OULED FARES,36.236,1.2458,exact,sig_mjs,mjs,PP,Piscine de proximité,OULED FARES,A coté de CSP à hay Chorfa / centre ville,500,2018,true,true,2000,3500
00127,Stade d'Athlétisme,02,,CHLEF,36.1593,1.3087,exact,sig_mjs,mjs,SA,Stade d'athlétisme,CHLEF,CRRPTES / Cité olympique / RN04,100,1977,true,true,20000,20000
00128,"S Football ""01 Novembre""",02,,TENES,36.5041,1.272,exact,sig_mjs,mjs,SF,Stade de football,TENES,Hay Chaarir / Route Mostaghanem / RN11,5000,2006,true,true,5000,200000
00129,"S football ""GHADEB Sahnoune""",02,,CHLEF,36.1479,1.3179,exact,sig_mjs,mjs,SF,Stade de football,CHLEF,A coté de Piscine proximité à hay El-Badr (Chorfa),1000,,true,true,200,15000
00130,S Football «Al-chahid BENMOUSSI AEK»,02,,TALASSA,36.4272,1.089,exact,sig_mjs,mjs,SF,Stade de football,ABOU EL HASSANE,Cité des Martyrs,2000,2025,true,true,200,25000
00131,"Stade de Footbal ""DELLALI Al-Habib""",02,,OUED FODDA,36.1883,1.5353,exact,sig_mjs,mjs,SF,Stade de football,OUED FODDA,Centre / RN04,1000,,true,true,200,25000
00132,"S OMS "" FELLAGUE CHIBRA Belabess""",02,,OUED SLY,36.098,1.1978,exact,sig_mjs,mjs,SOMS,Salle OMS,BOUKADIR,Hay Hom'r / RN 04,500,2015,true,true,5000,100000
00133,"S OMS ""TITTALI Mohamed""",02,,CHETTIA,36.2033,1.2644,exact,sig_mjs,mjs,SOMS,Salle OMS,OULED FARES,Zone 04 / Centre,500,1990,true,true,5000,100000
00134,"Salle OMS "" 05 Juillet 1962""",02,,BOUKADIR,36.0619,1.1166,exact,sig_mjs,mjs,SOMS,Salle OMS,BOUKADIR,centre ville / RN04,500,1990,true,true,5000,100000
00135,"Salle OMS ""20 Août""",02,,OUED FODDA,36.1914,1.5421,exact,sig_mjs,mjs,SOMS,Salle OMS,OUED FODDA,Centre / RN04,500,1990,true,true,5000,100000
00136,"Salle OMS ""Al-chahid MOKADEM AEK""",02,,TENES,36.5022,1.274,exact,sig_mjs,mjs,SOMS,Salle OMS,TENES,RN 11,500,2025,true,true,9000,15000
00137,"Salle OMS ""Almojahid al-Marhoum BEN BRAHIMI Al-Arbi""",02,,BENI HAOUA,36.5287,1.5772,exact,sig_mjs,mjs,SOMS,Salle OMS,BENI HAOUA,centre ville,500,2016,true,true,5000,100000
00138,"Salle OMS ""KAOUIDER AEK""",02,,TENES,36.508,1.2946,exact,sig_mjs,mjs,SOMS,Salle OMS,TENES,Cite 300 logements / RN 11,500,1990,true,true,5000,100000
00139,"Salle OMS ""M'hamed Nasri""",02,,CHLEF,36.1605,1.3269,exact,sig_mjs,mjs,SOMS,Salle OMS,CHLEF,Cité ex les vergers / Centre ville,500,1980,true,true,6000,10000
00140,"Salle OMS ""SALAOUATCHI Med"" ex-CREPS",02,,CHLEF,36.1637,1.3257,exact,sig_mjs,mjs,SOMS,Salle OMS,CHLEF,centre ville / RN04,300,1980,true,true,4000,4000
00141,Salle OMS OPOW,02,,CHLEF,36.1589,1.3099,exact,sig_mjs,mjs,SOMS,Salle OMS,CHLEF,""" OPOW "" Med BOUMAZREG / Cité Olympique",500,1977,true,true,10000,10000
00142,"S Spécialisé ""Al-Chahid DADI ben Chohra""",02,,BENI RACHED,36.282,1.5231,exact,sig_mjs,mjs,SS,Salle spécialisée,OUED FODDA,Bocca Remali,,2020,true,true,900,2000
